geocodigoFundar,geonombreFundar,anio,tipo_carne,valor,share
IDN,Indonesia,2022,Caprina y ovina,0.42,0.695364238410596
IDN,Indonesia,2022,Otras carnes,0.01,0.0165562913907285
IDN,Indonesia,2022,Pescados y mariscos,41.24,68.2781456953642
IDN,Indonesia,2022,Porcina,0.94,1.55629139072848
IDN,Indonesia,2022,Vacuna,2.99,4.95033112582781
IND,India,2022,Aviar,3.49,22.5306649451259
IND,India,2022,Caprina y ovina,0.58,3.74435119431891
IND,India,2022,Otras carnes,0.14,0.903808908973531
IND,India,2022,Pescados y mariscos,8.86,57.1981923821821
IND,India,2022,Porcina,0.22,1.42027114267269
IND,India,2022,Vacuna,2.2,14.2027114267269
IRL,Irlanda,2022,Aviar,31.18,28.1891329897839
IRL,Irlanda,2022,Caprina y ovina,4.22,3.81520658168339
IRL,Irlanda,2022,Otras carnes,2.53,2.28731579423199
IRL,Irlanda,2022,Pescados y mariscos,19.94,18.0273031371485
IRL,Irlanda,2022,Porcina,29.11,26.3176927945032
IRL,Irlanda,2022,Vacuna,23.63,21.3633487026489
IRN,Irán,2022,Aviar,24.58,56.5187399402161
IRN,Irán,2022,Caprina y ovina,3.34,7.67992641986664
IRN,Irán,2022,Otras carnes,0.09,0.206944125086227
IRN,Irán,2022,Pescados y mariscos,11.57,26.6038169694183
IRN,Irán,2022,Porcina,0.0,0.0
IRN,Irán,2022,Vacuna,3.91,8.99057254541274
IRQ,Iraq,2022,Aviar,16.42,66.4508296236342
IRQ,Iraq,2022,Caprina y ovina,1.48,5.98947794415217
IRQ,Iraq,2022,Otras carnes,0.08,0.323755564548766
IRQ,Iraq,2022,Pescados y mariscos,2.68,10.8458114123837
IRQ,Iraq,2022,Porcina,0.41,1.65924726831242
IRQ,Iraq,2022,Vacuna,3.64,14.7308781869688
ISL,Islandia,2022,Aviar,30.74,17.0276408353182
ISL,Islandia,2022,Caprina y ovina,14.89,8.24793663103085
ISL,Islandia,2022,Otras carnes,11.12,6.15964105688805
ISL,Islandia,2022,Pescados y mariscos,87.1,48.2468287819199
ISL,Islandia,2022,Porcina,20.68,11.4551598072343
ISL,Islandia,2022,Vacuna,16.0,8.86279288760871
ISR,Israel,2022,Aviar,70.83,51.1260285838025
ISR,Israel,2022,Caprina y ovina,5.1,3.68124729320052
ISR,Israel,2022,Otras carnes,0.01,0.007218131947452
ISR,Israel,2022,Pescados y mariscos,25.35,18.2979644867908
ISR,Israel,2022,Porcina,1.15,0.83008517395698
ISR,Israel,2022,Vacuna,36.1,26.0574563303017
ITA,Italia,2022,Aviar,20.31,19.6821397422231
ITA,Italia,2022,Caprina y ovina,0.86,0.833414090512647
ITA,Italia,2022,Otras carnes,1.22,1.18228510514585
ITA,Italia,2022,Pescados y mariscos,29.62,28.7043318150984
ITA,Italia,2022,Porcina,34.96,33.8792518654908
ITA,Italia,2022,Vacuna,16.22,15.7185773815292
JAM,Jamaica,2022,Aviar,55.67,60.1837837837838
JAM,Jamaica,2022,Caprina y ovina,1.18,1.27567567567568
JAM,Jamaica,2022,Otras carnes,0.01,0.0108108108108108
JAM,Jamaica,2022,Pescados y mariscos,27.58,29.8162162162162
JAM,Jamaica,2022,Porcina,2.76,2.98378378378378
JAM,Jamaica,2022,Vacuna,5.3,5.72972972972973
JOR,Jordania,2022,Aviar,26.6,62.2513456587877
JOR,Jordania,2022,Caprina y ovina,4.38,10.2504095483267
JOR,Jordania,2022,Otras carnes,0.09,0.21062485373274
JOR,Jordania,2022,Pescados y mariscos,4.83,11.3035338169904
JOR,Jordania,2022,Porcina,0.01,0.0234027615258601
JOR,Jordania,2022,Vacuna,6.82,15.9606833606366
JPN,Japón,2022,Aviar,27.9,26.2959472196041
JPN,Japón,2022,Caprina y ovina,0.15,0.141376060320452
JPN,Japón,2022,Otras carnes,0.12,0.113100848256362
JPN,Japón,2022,Pescados y mariscos,45.68,43.0537229029218
JPN,Japón,2022,Porcina,22.77,21.4608859566447
JPN,Japón,2022,Vacuna,9.48,8.93496701225259
KAZ,Kazajstán,2022,Aviar,21.82,29.5583852614468
KAZ,Kazajstán,2022,Caprina y ovina,8.51,11.5280411812517
KAZ,Kazajstán,2022,Otras carnes,7.02,9.50961798970469
KAZ,Kazajstán,2022,Pescados y mariscos,3.63,4.91736656732593
KAZ,Kazajstán,2022,Porcina,8.01,10.8507179626118
KAZ,Kazajstán,2022,Vacuna,24.83,33.6358710376592
KEN,Kenia,2022,Aviar,2.07,14.9135446685879
KEN,Kenia,2022,Caprina y ovina,1.95,14.0489913544669
KEN,Kenia,2022,Otras carnes,1.63,11.7435158501441
KEN,Kenia,2022,Pescados y mariscos,2.93,21.1095100864553
KEN,Kenia,2022,Porcina,0.37,2.6657060518732
KEN,Kenia,2022,Vacuna,4.93,35.5187319884726
KGZ,Kirguistán,2022,Aviar,7.55,19.0224237843285
KGZ,Kirguistán,2022,Caprina y ovina,9.84,24.7921390778534
KGZ,Kirguistán,2022,Otras carnes,3.88,9.77576215671454
KGZ,Kirguistán,2022,Pescados y mariscos,1.54,3.88007054673721
KGZ,Kirguistán,2022,Porcina,1.41,3.5525321239607
KGZ,Kirguistán,2022,Vacuna,15.47,38.9770723104056
KHM,Camboya,2022,Aviar,1.83,3.42953523238381
KHM,Camboya,2022,Caprina y ovina,0.01,0.0187406296851574
KHM,Camboya,2022,Otras carnes,0.0,0.0
KHM,Camboya,2022,Pescados y mariscos,40.95,76.7428785607196
KHM,Camboya,2022,Porcina,6.18,11.5817091454273
KHM,Camboya,2022,Vacuna,4.39,8.22713643178411
KIR,Kiribati,2022,Aviar,23.71,20.4572907679034
KIR,Kiribati,2022,Caprina y ovina,0.23,0.198446937014668
KIR,Kiribati,2022,Otras carnes,0.12,0.103537532355479
KIR,Kiribati,2022,Pescados y mariscos,72.99,62.97670405522
KIR,Kiribati,2022,Porcina,13.58,11.7169974115617
KIR,Kiribati,2022,Vacuna,5.27,4.54702329594478
KNA,Saint Kitts y Nevis,2022,Aviar,61.21,48.7845700167371
KNA,Saint Kitts y Nevis,2022,Caprina y ovina,2.4,1.91280784251215
KNA,Saint Kitts y Nevis,2022,Otras carnes,0.11,0.0876703594484737
KNA,Saint Kitts y Nevis,2022,Pescados y mariscos,35.74,28.4848967880768
KNA,Saint Kitts y Nevis,2022,Porcina,17.92,14.2822985574241
KNA,Saint Kitts y Nevis,2022,Vacuna,8.09,6.44775643580139
KOR,Corea del Sur,2022,Aviar,21.81,15.6850053937433
KOR,Corea del Sur,2022,Caprina y ovina,0.55,0.395541172240201
KOR,Corea del Sur,2022,Otras carnes,0.16,0.115066522833513
KOR,Corea del Sur,2022,Pescados y mariscos,55.65,40.0215749730313
KOR,Corea del Sur,2022,Porcina,41.34,29.730312837109
KOR,Corea del Sur,2022,Vacuna,19.54,14.0524991010428
KWT,Kuwait,2022,Aviar,52.27,53.8366464105469
KWT,Kuwait,2022,Caprina y ovina,14.94,15.3877845298177
KWT,Kuwait,2022,Otras carnes,2.99,3.07961685034504
KWT,Kuwait,2022,Pescados y mariscos,14.69,15.13029148213
KWT,Kuwait,2022,Porcina,0.34,0.350190544855289
KWT,Kuwait,2022,Vacuna,11.86,12.2154701823051
LAO,Laos,2022,Aviar,6.34,11.4938361131255
LAO,Laos,2022,Caprina y ovina,0.4,0.725163161711385
LAO,Laos,2022,Otras carnes,0.31,0.562001450326323
LAO,Laos,2022,Pescados y mariscos,25.21,45.70340826686
LAO,Laos,2022,Porcina,13.7,24.8368382886149
LAO,Laos,2022,Vacuna,9.2,16.6787527193619
LBN,Líbano,2022,Aviar,23.57,52.0883977900552
LBN,Líbano,2022,Caprina y ovina,1.33,2.93922651933702
LBN,Líbano,2022,Otras carnes,0.01,0.0220994475138122
LBN,Líbano,2022,Pescados y mariscos,4.97,10.9834254143646
LBN,Líbano,2022,Porcina,0.95,2.09944751381215
LBN,Líbano,2022,Vacuna,14.42,31.8674033149171
LBR,Liberia,2022,Aviar,12.99,51.3844936708861
LBR,Liberia,2022,Caprina y ovina,0.39,1.54272151898734
LBR,Liberia,2022,Otras carnes,1.58,6.25
LBR,Liberia,2022,Pescados y mariscos,4.91,19.4224683544304
LBR,Liberia,2022,Porcina,4.87,19.2642405063291
LBR,Liberia,2022,Vacuna,0.54,2.13607594936709
LBY,Libia,2022,Aviar,34.61,52.8719828903147
LBY,Libia,2022,Caprina y ovina,6.0,9.16590284142988
LBY,Libia,2022,Otras carnes,0.85,1.2985029025359
LBY,Libia,2022,Pescados y mariscos,19.97,30.5071799572258
LBY,Libia,2022,Porcina,0.05,0.0763825236785824
LBY,Libia,2022,Vacuna,3.98,6.08004888481516
LCA,Santa Lucía,2022,Aviar,65.17,52.0319361277445
LCA,Santa Lucía,2022,Caprina y ovina,3.04,2.42714570858283
LCA,Santa Lucía,2022,Otras carnes,0.0,0.0
LCA,Santa Lucía,2022,Pescados y mariscos,33.43,26.6906187624751
LCA,Santa Lucía,2022,Porcina,16.87,13.4690618762475
LCA,Santa Lucía,2022,Vacuna,6.74,5.3812375249501
LKA,Sri Lanka,2022,Aviar,10.43,29.0934449093445
LKA,Sri Lanka,2022,Caprina y ovina,0.14,0.390516039051604
LKA,Sri Lanka,2022,Otras carnes,0.0,0.0
LKA,Sri Lanka,2022,Pescados y mariscos,23.94,66.7782426778243
LKA,Sri Lanka,2022,Porcina,0.07,0.195258019525802
LKA,Sri Lanka,2022,Vacuna,1.27,3.54253835425384
LSO,Lesotho,2022,Aviar,1.02,7.76255707762557
LSO,Lesotho,2022,Caprina y ovina,0.51,3.88127853881279
LSO,Lesotho,2022,Otras carnes,2.57,19.558599695586
LSO,Lesotho,2022,Pescados y mariscos,1.94,14.7640791476408
LSO,Lesotho,2022,Porcina,5.06,38.5083713850837
LSO,Lesotho,2022,Vacuna,2.04,15.5251141552511
LTU,Lituania,2022,Aviar,26.55,23.921073970628
LTU,Lituania,2022,Caprina y ovina,0.38,0.342373186773583
LTU,Lituania,2022,Otras carnes,0.55,0.495540138751239
LTU,Lituania,2022,Pescados y mariscos,29.6,26.6690692855212
LTU,Lituania,2022,Porcina,48.86,44.0219839625192
LTU,Lituania,2022,Vacuna,5.05,4.54995945580683
LUX,Luxemburgo,2022,Aviar,19.84,16.9297721648605
LUX,Luxemburgo,2022,Caprina y ovina,1.09,0.930113490912194
LUX,Luxemburgo,2022,Otras carnes,1.24,1.05811076030378
LUX,Luxemburgo,2022,Pescados y mariscos,31.12,26.5551668231078
LUX,Luxemburgo,2022,Porcina,33.17,28.3044628381261
LUX,Luxemburgo,2022,Vacuna,30.73,26.2223739226896
LVA,Letonia,2022,Aviar,29.29,26.9779865524546
LVA,Letonia,2022,Caprina y ovina,0.36,0.331583310306715
LVA,Letonia,2022,Otras carnes,0.26,0.239476835221516
LVA,Letonia,2022,Pescados y mariscos,24.91,22.9437229437229
LVA,Letonia,2022,Porcina,48.07,44.2755825734549
LVA,Letonia,2022,Vacuna,5.68,5.23164778483927
MAC,Macao,2022,Aviar,49.61,27.3318274475236
MAC,Macao,2022,Caprina y ovina,0.57,0.314032284722605
MAC,Macao,2022,Otras carnes,1.46,0.804363395956146
MAC,Macao,2022,Pescados y mariscos,68.37,37.6673461517272
MAC,Macao,2022,Porcina,48.9,26.9406644262024
MAC,Macao,2022,Vacuna,12.6,6.94176629386811
MAR,Marruecos,2022,Aviar,17.46,36.1490683229814
MAR,Marruecos,2022,Caprina y ovina,5.18,10.7246376811594
MAR,Marruecos,2022,Otras carnes,1.81,3.74741200828157
MAR,Marruecos,2022,Pescados y mariscos,16.83,34.8447204968944
MAR,Marruecos,2022,Porcina,0.02,0.041407867494824
MAR,Marruecos,2022,Vacuna,7.0,14.4927536231884
MDA,Moldavia,2022,Aviar,24.93,45.3107960741549
MDA,Moldavia,2022,Caprina y ovina,0.01,0.0181752090149037
MDA,Moldavia,2022,Otras carnes,0.28,0.508905852417303
MDA,Moldavia,2022,Pescados y mariscos,16.18,29.4074881861141
MDA,Moldavia,2022,Porcina,12.5,22.7190112686296
MDA,Moldavia,2022,Vacuna,1.12,2.03562340966921
MDG,Madagascar,2022,Aviar,3.03,32.9347826086957
MDG,Madagascar,2022,Caprina y ovina,0.15,1.6304347826087
MDG,Madagascar,2022,Otras carnes,0.28,3.04347826086957
MDG,Madagascar,2022,Pescados y mariscos,3.71,40.3260869565217
MDG,Madagascar,2022,Porcina,0.9,9.78260869565217
MDG,Madagascar,2022,Vacuna,1.13,12.2826086956522
MDV,Maldivas,2022,Aviar,21.8,18.3177884211411
MDV,Maldivas,2022,Caprina y ovina,1.77,1.48726997731283
MDV,Maldivas,2022,Otras carnes,0.7,0.588185866733888
MDV,Maldivas,2022,Pescados y mariscos,80.08,67.2884631543568
MDV,Maldivas,2022,Porcina,0.83,0.69742038484161
MDV,Maldivas,2022,Vacuna,13.83,11.6208721956138
MEX,México,2022,Aviar,38.83,42.520805957074
MEX,México,2022,Caprina y ovina,0.85,0.930792816469558
MEX,México,2022,Otras carnes,0.62,0.678931230836619
MEX,México,2022,Pescados y mariscos,13.79,15.1007446342532
MEX,México,2022,Porcina,21.96,24.0473061760841
MEX,México,2022,Vacuna,15.27,16.7214191852825
MHL,Islas Marshall,2022,Aviar,74.75,46.0680389498336
MHL,Islas Marshall,2022,Caprina y ovina,1.08,0.665598422285221
MHL,Islas Marshall,2022,Otras carnes,0.23,0.141747812153334
MHL,Islas Marshall,2022,Pescados y mariscos,43.91,27.0615062245778
MHL,Islas Marshall,2022,Porcina,28.04,17.2809071859978
MHL,Islas Marshall,2022,Vacuna,14.25,8.78220140515223
MKD,Macedonia del Norte,2022,Aviar,18.01,36.5240316365849
MKD,Macedonia del Norte,2022,Caprina y ovina,0.8,1.62238896775502
MKD,Macedonia del Norte,2022,Otras carnes,0.37,0.750354897586696
MKD,Macedonia del Norte,2022,Pescados y mariscos,7.0,14.1959034678564
MKD,Macedonia del Norte,2022,Porcina,14.48,29.3652403163658
MKD,Macedonia del Norte,2022,Vacuna,8.65,17.5420807138511
MLI,Malí,2022,Aviar,2.55,15.4826958105647
MLI,Malí,2022,Caprina y ovina,0.84,5.10018214936248
MLI,Malí,2022,Otras carnes,1.48,8.98603521554341
MLI,Malí,2022,Pescados y mariscos,8.82,53.551912568306
MLI,Malí,2022,Porcina,0.06,0.364298724954463
MLI,Malí,2022,Vacuna,2.72,16.514875531269
MLT,Malta,2022,Aviar,24.01,25.0730994152047
MLT,Malta,2022,Caprina y ovina,0.83,0.866750208855472
MLT,Malta,2022,Otras carnes,0.65,0.678780284043442
MLT,Malta,2022,Pescados y mariscos,30.36,31.7042606516291
MLT,Malta,2022,Porcina,22.19,23.172514619883
MLT,Malta,2022,Vacuna,17.72,18.5045948203843
MMR,Myanmar,2022,Aviar,12.09,20.019870839543
MMR,Myanmar,2022,Caprina y ovina,0.22,0.364298724954463
MMR,Myanmar,2022,Otras carnes,0.0,0.0
MMR,Myanmar,2022,Pescados y mariscos,40.31,66.749461831429
MMR,Myanmar,2022,Porcina,5.11,8.46166583871502
MMR,Myanmar,2022,Vacuna,2.66,4.4047027653585
MNE,Montenegro,2022,Aviar,19.22,19.1319928329683
MNE,Montenegro,2022,Caprina y ovina,1.68,1.67230738602429
MNE,Montenegro,2022,Otras carnes,0.05,0.0497710531554848
MNE,Montenegro,2022,Pescados y mariscos,12.03,11.9749153892096
MNE,Montenegro,2022,Porcina,53.47,53.2251642444754
MNE,Montenegro,2022,Vacuna,14.01,13.9458490941668
MNG,Mongolia,2022,Aviar,7.1,5.34517804712791
MNG,Mongolia,2022,Caprina y ovina,68.45,51.5320334261838
MNG,Mongolia,2022,Otras carnes,23.31,17.5487465181058
MNG,Mongolia,2022,Pescados y mariscos,1.05,0.790484077392155
MNG,Mongolia,2022,Porcina,2.72,2.04773018143492
MNG,Mongolia,2022,Vacuna,30.2,22.7358277497553
MOZ,Mozambique,2022,Aviar,5.89,24.3489045059942
MOZ,Mozambique,2022,Caprina y ovina,0.12,0.496072757337743
MOZ,Mozambique,2022,Otras carnes,0.01,0.0413393964448119
MOZ,Mozambique,2022,Pescados y mariscos,13.13,54.278627532038
MOZ,Mozambique,2022,Porcina,4.33,17.8999586606036
MOZ,Mozambique,2022,Vacuna,0.71,2.93509714758165
MRT,Mauritania,2022,Aviar,7.81,18.7155523604122
MRT,Mauritania,2022,Caprina y ovina,12.42,29.7627606038821
MRT,Mauritania,2022,Otras carnes,6.42,15.3846153846154
MRT,Mauritania,2022,Pescados y mariscos,8.05,19.2906781691828
MRT,Mauritania,2022,Porcina,0.0,0.0
MRT,Mauritania,2022,Vacuna,7.03,16.8463934819075
MUS,Mauricio,2022,Aviar,45.15,50.7474429583006
MUS,Mauricio,2022,Caprina y ovina,3.66,4.11374620658649
MUS,Mauricio,2022,Otras carnes,0.68,0.764302573901315
MUS,Mauricio,2022,Pescados y mariscos,28.83,32.404181184669
MUS,Mauricio,2022,Porcina,4.17,4.68697313701248
MUS,Mauricio,2022,Vacuna,6.48,7.28335393953018
MWI,Malawi,2022,Aviar,7.21,18.0701754385965
MWI,Malawi,2022,Caprina y ovina,3.52,8.82205513784461
MWI,Malawi,2022,Otras carnes,0.0,0.0
MWI,Malawi,2022,Pescados y mariscos,9.07,22.7318295739348
MWI,Malawi,2022,Porcina,16.89,42.3308270676692
MWI,Malawi,2022,Vacuna,3.21,8.04511278195489
MYS,Malasia,2022,Aviar,53.06,43.1487354639343
MYS,Malasia,2022,Caprina y ovina,1.38,1.12222493291047
MYS,Malasia,2022,Otras carnes,0.01,0.0081320647312352
MYS,Malasia,2022,Pescados y mariscos,52.17,42.4249817028544
MYS,Malasia,2022,Porcina,7.44,6.05025616003903
MYS,Malasia,2022,Vacuna,8.91,7.24566967553062
NAM,Namibia,2022,Aviar,9.46,24.2191500256016
NAM,Namibia,2022,Caprina y ovina,3.87,9.90783410138249
NAM,Namibia,2022,Otras carnes,4.67,11.9559651817716
NAM,Namibia,2022,Pescados y mariscos,11.15,28.5458269329237
NAM,Namibia,2022,Porcina,4.67,11.9559651817716
NAM,Namibia,2022,Vacuna,5.24,13.4152585765489
NCL,Nueva Caledonia,2022,Aviar,36.57,34.7293447293447
NCL,Nueva Caledonia,2022,Caprina y ovina,1.33,1.2630579297246
NCL,Nueva Caledonia,2022,Otras carnes,1.2,1.13960113960114
NCL,Nueva Caledonia,2022,Pescados y mariscos,22.75,21.6049382716049
NCL,Nueva Caledonia,2022,Porcina,21.89,20.7882241215575
NCL,Nueva Caledonia,2022,Vacuna,21.56,20.4748338081671
NER,Níger,2022,Aviar,0.86,9.1005291005291
NER,Níger,2022,Caprina y ovina,1.84,19.4708994708995
NER,Níger,2022,Otras carnes,2.34,24.7619047619048
NER,Níger,2022,Pescados y mariscos,1.86,19.6825396825397
NER,Níger,2022,Porcina,0.06,0.634920634920635
NER,Níger,2022,Vacuna,2.49,26.3492063492063
NGA,Nigeria,2022,Aviar,1.63,10.9986504723347
NGA,Nigeria,2022,Caprina y ovina,1.95,13.1578947368421
NGA,Nigeria,2022,Otras carnes,0.82,5.53306342780027
NGA,Nigeria,2022,Pescados y mariscos,7.2,48.582995951417
NGA,Nigeria,2022,Porcina,1.7,11.4709851551957
NGA,Nigeria,2022,Vacuna,1.52,10.2564102564103
NIC,Nicaragua,2022,Aviar,23.7,60.9881626351004
NIC,Nicaragua,2022,Caprina y ovina,0.01,0.0257334019557386
NIC,Nicaragua,2022,Otras carnes,0.27,0.694801852804941
NIC,Nicaragua,2022,Pescados y mariscos,6.36,16.3664436438497
NIC,Nicaragua,2022,Porcina,5.89,15.15697375193
NIC,Nicaragua,2022,Vacuna,2.63,6.76788471435924
NLD,Países Bajos,2022,Aviar,13.78,16.259587020649
NLD,Países Bajos,2022,Caprina y ovina,0.97,1.14454277286136
NLD,Países Bajos,2022,Otras carnes,2.51,2.96165191740413
NLD,Países Bajos,2022,Pescados y mariscos,19.67,23.2094395280236
NLD,Países Bajos,2022,Porcina,31.09,36.6843657817109
NLD,Países Bajos,2022,Vacuna,16.73,19.740412979351
NOR,Noruega,2022,Aviar,21.51,17.6152649250676
NOR,Noruega,2022,Caprina y ovina,4.52,3.70158054213414
NOR,Noruega,2022,Otras carnes,1.72,1.4085660470068
NOR,Noruega,2022,Pescados y mariscos,49.87,40.8402260257145
NOR,Noruega,2022,Porcina,25.79,21.1203013676194
NOR,Noruega,2022,Vacuna,18.7,15.3140610924576
NPL,Nepal,2022,Aviar,6.73,33.416087388282
NPL,Nepal,2022,Caprina y ovina,2.52,12.5124131082423
NPL,Nepal,2022,Otras carnes,0.0,0.0
NPL,Nepal,2022,Pescados y mariscos,3.35,16.6335650446872
NPL,Nepal,2022,Porcina,1.18,5.85898709036743
NPL,Nepal,2022,Vacuna,6.36,31.5789473684211
NRU,Nauru,2022,Aviar,46.87,35.4217049576784
NRU,Nauru,2022,Caprina y ovina,5.04,3.80894800483676
NRU,Nauru,2022,Otras carnes,3.39,2.56197097944377
NRU,Nauru,2022,Pescados y mariscos,24.43,18.4628174123337
NRU,Nauru,2022,Porcina,31.73,23.979746070133
NRU,Nauru,2022,Vacuna,20.86,15.7648125755744
NZL,Nueva Zelanda,2022,Aviar,25.78,23.1938821412506
NZL,Nueva Zelanda,2022,Caprina y ovina,12.96,11.6599190283401
NZL,Nueva Zelanda,2022,Otras carnes,2.28,2.05128205128205
NZL,Nueva Zelanda,2022,Pescados y mariscos,24.54,22.0782726045884
NZL,Nueva Zelanda,2022,Porcina,24.23,21.7993702204229
NZL,Nueva Zelanda,2022,Vacuna,21.36,19.2172739541161
OMN,Omán,2022,Aviar,19.08,25.1284077439747
OMN,Omán,2022,Caprina y ovina,12.0,15.8040300276571
OMN,Omán,2022,Otras carnes,3.58,4.71486895825102
OMN,Omán,2022,Pescados y mariscos,31.08,40.9324377716318
OMN,Omán,2022,Porcina,0.5,0.658501251152377
OMN,Omán,2022,Vacuna,9.69,12.7617542473331
PAK,Pakistán,2022,Aviar,8.4,37.3333333333333
PAK,Pakistán,2022,Caprina y ovina,2.49,11.0666666666667
PAK,Pakistán,2022,Otras carnes,0.13,0.577777777777778
PAK,Pakistán,2022,Pescados y mariscos,1.41,6.26666666666667
PAK,Pakistán,2022,Porcina,0.0,0.0
PAK,Pakistán,2022,Vacuna,10.07,44.7555555555556
PAN,Panamá,2022,Aviar,50.68,54.0356114724384
PAN,Panamá,2022,Caprina y ovina,0.01,0.0106621174965348
PAN,Panamá,2022,Otras carnes,0.59,0.629064932295554
PAN,Panamá,2022,Pescados y mariscos,15.06,16.0571489497814
PAN,Panamá,2022,Porcina,12.01,12.8052031133383
PAN,Panamá,2022,Vacuna,15.44,16.4623094146498
PER,Perú,2022,Aviar,43.44,53.9493293591654
PER,Perú,2022,Caprina y ovina,0.76,0.943864878291108
PER,Perú,2022,Otras carnes,1.13,1.4033780427223
PER,Perú,2022,Pescados y mariscos,26.24,32.5881768504719
PER,Perú,2022,Porcina,4.75,5.89915548931942
PER,Perú,2022,Vacuna,4.2,5.21609538002981
PHL,Filipinas,2022,Aviar,15.73,25.677440417891
PHL,Filipinas,2022,Caprina y ovina,0.27,0.440744368266406
PHL,Filipinas,2022,Otras carnes,0.16,0.261181847861574
PHL,Filipinas,2022,Pescados y mariscos,26.2,42.7685275873327
PHL,Filipinas,2022,Porcina,15.11,24.6653607574274
PHL,Filipinas,2022,Vacuna,3.79,6.18674502122103
PNG,Papúa Nueva Guinea,2022,Aviar,3.52,5.32929598788796
PNG,Papúa Nueva Guinea,2022,Caprina y ovina,2.4,3.6336109008327
PNG,Papúa Nueva Guinea,2022,Otras carnes,43.08,65.223315669947
PNG,Papúa Nueva Guinea,2022,Pescados y mariscos,7.28,11.0219530658592
PNG,Papúa Nueva Guinea,2022,Porcina,8.85,13.3989401968206
PNG,Papúa Nueva Guinea,2022,Vacuna,0.92,1.39288417865254
POL,Polonia,2022,Aviar,29.53,31.941590048675
POL,Polonia,2022,Caprina y ovina,0.03,0.0324499729583559
POL,Polonia,2022,Otras carnes,0.15,0.162249864791779
POL,Polonia,2022,Pescados y mariscos,10.84,11.7252568956193
POL,Polonia,2022,Porcina,51.65,55.868036776636
POL,Polonia,2022,Vacuna,0.25,0.270416441319632
PRT,Portugal,2022,Aviar,32.82,21.4860883797054
PRT,Portugal,2022,Caprina y ovina,2.29,1.49918166939444
PRT,Portugal,2022,Otras carnes,0.63,0.412438625204583
PRT,Portugal,2022,Pescados y mariscos,54.33,35.5679214402619
PRT,Portugal,2022,Porcina,40.24,26.3436988543372
PRT,Portugal,2022,Vacuna,22.44,14.6906710310966
PRY,Paraguay,2022,Aviar,10.44,27.7881288261911
PRY,Paraguay,2022,Caprina y ovina,0.39,1.03806228373702
PRY,Paraguay,2022,Otras carnes,0.31,0.825126430662763
PRY,Paraguay,2022,Pescados y mariscos,5.39,14.3465531008784
PRY,Paraguay,2022,Porcina,10.41,27.7082778812883
PRY,Paraguay,2022,Vacuna,10.63,28.2938514772425
PYF,Polinesia Francesa,2022,Aviar,47.07,33.1642358909321
PYF,Polinesia Francesa,2022,Caprina y ovina,2.46,1.73324878461213
PYF,Polinesia Francesa,2022,Otras carnes,1.1,0.775029944338759
PYF,Polinesia Francesa,2022,Pescados y mariscos,45.74,32.2271542309589
PYF,Polinesia Francesa,2022,Porcina,12.78,9.00443880786303
PYF,Polinesia Francesa,2022,Vacuna,32.78,23.095892341295
QAT,Qatar,2022,Aviar,59.16,52.2891992222026
QAT,Qatar,2022,Caprina y ovina,10.57,9.34240763655648
QAT,Qatar,2022,Otras carnes,0.37,0.327028460314654
QAT,Qatar,2022,Pescados y mariscos,24.34,21.5131695244829
QAT,Qatar,2022,Porcina,0.24,0.212126568852749
QAT,Qatar,2022,Vacuna,18.46,16.3160685875906
ROU,Rumania,2022,Aviar,21.59,28.471581168403
ROU,Rumania,2022,Caprina y ovina,3.09,4.07490439140182
ROU,Rumania,2022,Otras carnes,0.17,0.224185678491362
ROU,Rumania,2022,Pescados y mariscos,7.94,10.4707899248319
ROU,Rumania,2022,Porcina,38.48,50.7450876961625
ROU,Rumania,2022,Vacuna,4.56,6.01345114070948
RUS,Rusia,2022,Aviar,34.23,32.7184094819346
RUS,Rusia,2022,Caprina y ovina,1.45,1.38596826610591
RUS,Rusia,2022,Otras carnes,4.01,3.83291913592047
RUS,Rusia,2022,Pescados y mariscos,22.91,21.8982986044733
RUS,Rusia,2022,Porcina,29.51,28.206843815714
RUS,Rusia,2022,Vacuna,12.51,11.9575606958517
RWA,Ruanda,2022,Aviar,0.75,6.55594405594406
RWA,Ruanda,2022,Caprina y ovina,1.03,9.0034965034965
RWA,Ruanda,2022,Otras carnes,1.26,11.013986013986
RWA,Ruanda,2022,Pescados y mariscos,5.21,45.541958041958
RWA,Ruanda,2022,Porcina,0.49,4.28321678321678
RWA,Ruanda,2022,Vacuna,2.7,23.6013986013986
SAU,Arabia Saudita,2022,Aviar,45.57,64.7669130187607
SAU,Arabia Saudita,2022,Caprina y ovina,5.05,7.17737350767482
SAU,Arabia Saudita,2022,Otras carnes,2.04,2.89937464468448
SAU,Arabia Saudita,2022,Pescados y mariscos,11.81,16.785105173394
SAU,Arabia Saudita,2022,Porcina,0.0,0.0
SAU,Arabia Saudita,2022,Vacuna,5.89,8.37123365548607
SDN,Sudán,2022,Aviar,1.69,8.32922621981272
SDN,Sudán,2022,Caprina y ovina,6.96,34.3026121241991
SDN,Sudán,2022,Otras carnes,3.17,15.6234598324298
SDN,Sudán,2022,Pescados y mariscos,0.93,4.58353868900936
SDN,Sudán,2022,Porcina,0.0,0.0
SDN,Sudán,2022,Vacuna,7.54,37.161163134549
SEN,Senegal,2022,Aviar,8.3,23.3802816901408
SEN,Senegal,2022,Caprina y ovina,3.98,11.2112676056338
