"anio","geocodigoFundar","geonombreFundar","le_birth","ranking"
"1870","ARG","Argentina","31.832972972973","26"
"1880","ARG","Argentina","32.9","24"
"1890","ARG","Argentina","36.45","23"
"1900","ARG","Argentina","39","22"
"1913","ARG","Argentina","45.7331380986358","19"
"1925","ARG","Argentina","49.61047081443","20"
"1929","ARG","Argentina","51.1027211698522","20"
"1933","ARG","Argentina","52.6411462905177","20"
"1938","ARG","Argentina","54.6314313864611","20"
"1950","ARG","Argentina","62.5","26"
"1955","ARG","Argentina","64.4","32"
"1960","ARG","Argentina","65.15952","33"
"1965","ARG","Argentina","65.77268","39"
"1970","ARG","Argentina","66.80927","42"
"1975","ARG","Argentina","68.17756","43"
"1980","ARG","Argentina","69.528","52"
"1985","ARG","Argentina","70.647","48"
"1990","ARG","Argentina","71.7837","45"
"1995","ARG","Argentina","73.1333","42"
"2000","ARG","Argentina","73.926","46"
"2005","ARG","Argentina","75.1388","44"
"2010","ARG","Argentina","75.7208","49"
"2015","ARG","Argentina","76.7602","51"
"2020","ARG","Argentina","75.8921","53"
"1950","BHS","Bahamas","59.85","35"
"1955","BHS","Bahamas","62.41","38"
"1960","BHS","Bahamas","63.34927","43"
"1965","BHS","Bahamas","65.03756","41"
"1970","BHS","Bahamas","66.15317","43"
"1975","BHS","Bahamas","66.94098","49"
"1980","BHS","Bahamas","67.712","59"
"1985","BHS","Bahamas","69.209","59"
"1990","BHS","Bahamas","70.1331","59"
"1995","BHS","Bahamas","70.7628","66"
"2000","BHS","Bahamas","72.0411","59"
"2005","BHS","Bahamas","72.7654","67"
"2010","BHS","Bahamas","72.7314","79"
"2015","BHS","Bahamas","73.104","84"
"2020","BHS","Bahamas","72.6766","80"
"1950","BRB","Barbados","57.22","45"
"1955","BRB","Barbados","62.57","37"
"1960","BRB","Barbados","64.52146","34"
"1965","BRB","Barbados","66.89073","35"
"1970","BRB","Barbados","68.66878","33"
"1975","BRB","Barbados","70.49707","29"
"1980","BRB","Barbados","72.088","29"
"1985","BRB","Barbados","73.564","28"
"1990","BRB","Barbados","72.7516","36"
"1995","BRB","Barbados","73.2983","39"
"2000","BRB","Barbados","74.0891","42"
"2005","BRB","Barbados","74.8901","46"
"2010","BRB","Barbados","75.7115","50"
"2015","BRB","Barbados","76.6502","52"
"2020","BRB","Barbados","77.3929","44"
"1950","BLZ","Belice","57.67","43"
"1955","BLZ","Belice","60.18","46"
"1960","BLZ","Belice","61.68537","47"
"1965","BLZ","Belice","62.68537","49"
"1970","BLZ","Belice","64.18536","52"
"1975","BLZ","Belice","66.6239","50"
"1980","BLZ","Belice","70.692","40"
"1985","BLZ","Belice","71.836","36"
"1990","BLZ","Belice","70.7437","54"
"1995","BLZ","Belice","69.8874","72"
"2000","BLZ","Belice","68.5645","92"
"2005","BLZ","Belice","69.3757","92"
"2010","BLZ","Belice","72.2716","84"
"2015","BLZ","Belice","73.1866","82"
"2020","BLZ","Belice","72.854","78"
"1870","BOL","Bolivia","25","77.5"
"1880","BOL","Bolivia","25","79"
"1890","BOL","Bolivia","25","81"
"1900","BOL","Bolivia","25.0799259807248","61"
"1913","BOL","Bolivia","28.9351286659978","57"
"1925","BOL","Bolivia","32.6376804874992","45"
"1929","BOL","Bolivia","33.8842351739691","45"
"1933","BOL","Bolivia","35.3699832331234","45"
"1938","BOL","Bolivia","37.4036833727161","47"
"1950","BOL","Bolivia","40.4","99"
"1955","BOL","Bolivia","41.9","102"
"1960","BOL","Bolivia","42.82927","102"
"1965","BOL","Bolivia","44.40732","107"
"1970","BOL","Bolivia","46.06634","110"
"1975","BOL","Bolivia","48.72781","108"
"1980","BOL","Bolivia","51.964","126"
"1985","BOL","Bolivia","55.692","124"
"1990","BOL","Bolivia","56.4221","125"
"1995","BOL","Bolivia","59.5337","116"
"2000","BOL","Bolivia","62.3461","114"
"2005","BOL","Bolivia","64.3856","114"
"2010","BOL","Bolivia","66.1624","115"
"2015","BOL","Bolivia","67.3182","113"
"2020","BOL","Bolivia","64.4667","130"
"1870","BRA","Brasil","27.0530258058122","35"
"1880","BRA","Brasil","27.3011012556942","36"
"1890","BRA","Brasil","27.5506084815781","43"
"1900","BRA","Brasil","29.0879413711094","44"
"1913","BRA","Brasil","30.6720329614505","47"
"1925","BRA","Brasil","32.6183618760233","47"
"1929","BRA","Brasil","33.4430608206257","51"
"1933","BRA","Brasil","34.4351135954219","49"
"1938","BRA","Brasil","35.7800101611451","55"
"1950","BRA","Brasil","51","61.5"
"1955","BRA","Brasil","53.4","63"
"1960","BRA","Brasil","54.83366","64"
"1965","BRA","Brasil","56.95219","68"
"1970","BRA","Brasil","58.88683","69"
"1975","BRA","Brasil","60.8439","70"
"1980","BRA","Brasil","62.457","87"
"1985","BRA","Brasil","64.361","91"
"1990","BRA","Brasil","65.9848","88"
"1995","BRA","Brasil","67.9191","85"
"2000","BRA","Brasil","69.7367","83"
"2005","BRA","Brasil","71.7533","76"
"2010","BRA","Brasil","73.1821","73"
"2015","BRA","Brasil","74.3325","75"
"2020","BRA","Brasil","74.0089","70"
"1870","CHL","Chile","25","77.5"
"1880","CHL","Chile","25","79"
"1890","CHL","Chile","27.3017552872089","44"
"1900","CHL","Chile","29.2117546282893","43"
"1913","CHL","Chile","31.9","40"
"1925","CHL","Chile","33.2930091792135","42"
"1929","CHL","Chile","35.2598583503437","42"
"1933","CHL","Chile","38.7","40"
"1938","CHL","Chile","39.1","44"
"1950","CHL","Chile","54.8","56"
"1955","CHL","Chile","56.2","58"
"1960","CHL","Chile","58.05","58"
"1965","CHL","Chile","60.64","58"
"1970","CHL","Chile","63.6","54"
"1975","CHL","Chile","67.2","47"
"1980","CHL","Chile","70.7","38.5"
"1985","CHL","Chile","72.7","33"
"1990","CHL","Chile","72.574","38"
"1995","CHL","Chile","74.6085","31"
"2000","CHL","Chile","76.8695","24"
"2005","CHL","Chile","78.0159","29"
"2010","CHL","Chile","78.5015","33"
"2015","CHL","Chile","79.746","31"
"2020","CHL","Chile","79.3769","30"
"1870","COL","Colombia","25.3329269147109","39"
"1880","COL","Colombia","26.2465803886301","39"
"1890","COL","Colombia","27.6706497827754","42"
"1900","COL","Colombia","29","45"
"1913","COL","Colombia","30.5545669471115","48"
"1925","COL","Colombia","32.618900740869","46"
"1929","COL","Colombia","33.4961235814366","50"
"1933","COL","Colombia","34.5854412050653","47"
"1938","COL","Colombia","36.0793965735163","51"
"1950","COL","Colombia","50.6","64"
"1955","COL","Colombia","55.1","60"
"1960","COL","Colombia","56.8078","60"
"1965","COL","Colombia","59.16732","61"
"1970","COL","Colombia","60.90585","67"
"1975","COL","Colombia","62.99902","67"
"1980","COL","Colombia","65.478","76"
"1985","COL","Colombia","67.574","72"
"1990","COL","Colombia","68.644","78"
"1995","COL","Colombia","69.9325","71"
"2000","COL","Colombia","71.3201","69"
"2005","COL","Colombia","73.0814","61"
"2010","COL","Colombia","75.0327","56"
"2015","COL","Colombia","76.2573","55"
"2020","COL","Colombia","74.7692","65"
"1913","CRI","Costa Rica","33.8232206962419","35"
"1925","CRI","Costa Rica","39.0754815468467","35"
"1929","CRI","Costa Rica","41.3085629849376","36"
"1933","CRI","Costa Rica","43.8780298817276","32"
"1938","CRI","Costa Rica","47.2550128829295","33"
"1950","CRI","Costa Rica","57.3","44"
"1955","CRI","Costa Rica","60.2","45"
"1960","CRI","Costa Rica","61.85561","46"
"1965","CRI","Costa Rica","64.59951","44"
"1970","CRI","Costa Rica","67.12244","39"
"1975","CRI","Costa Rica","69.86781","33"
"1980","CRI","Costa Rica","72.563","27"
"1985","CRI","Costa Rica","74.388","24"
"1990","CRI","Costa Rica","76.6301","14"
"1995","CRI","Costa Rica","76.5519","22"
"2000","CRI","Costa Rica","77.5857","22"
"2005","CRI","Costa Rica","78.5053","25"
"2010","CRI","Costa Rica","78.6704","32"
"2015","CRI","Costa Rica","79.0857","36"
"2020","CRI","Costa Rica","79.277","31"
"1870","CUB","Cuba","28.1282843673686","34"
"1880","CUB","Cuba","29.142754776341","34"
"1890","CUB","Cuba","30.723962862254","35"
"1900","CUB","Cuba","32.2","35"
"1913","CUB","Cuba","36.4593871955041","32"
"1925","CUB","Cuba","40.4643052578442","32"
"1929","CUB","Cuba","41.8470047631298","34"
"1933","CUB","Cuba","42.877229815014","34"
"1938","CUB","Cuba","44.0301838599107","37"
"1950","CUB","Cuba","59.5","36"
"1955","CUB","Cuba","62.4","39"
"1960","CUB","Cuba","64.21464","37"
"1965","CUB","Cuba","67.29073","34"
"1970","CUB","Cuba","70.03024","26"
"1975","CUB","Cuba","72.23902","17"
"1980","CUB","Cuba","73.823","17"
"1985","CUB","Cuba","74.519","19"
"1990","CUB","Cuba","74.0389","28"
"1995","CUB","Cuba","74.6231","30"
"2000","CUB","Cuba","76.1831","33"
"2005","CUB","Cuba","77.0469","33"
"2010","CUB","Cuba","77.661","39"
"2015","CUB","Cuba","77.772","40"
"2020","CUB","Cuba","77.5673","42"
"1950","DOM","Rep. Dominicana","46","75.5"
"1955","DOM","Rep. Dominicana","50","73"
"1960","DOM","Rep. Dominicana","52.12439","73"
"1965","DOM","Rep. Dominicana","55.57122","72"
"1970","DOM","Rep. Dominicana","58.67756","70"
"1975","DOM","Rep. Dominicana","61.1161","69"
"1980","DOM","Rep. Dominicana","62.704","85"
"1985","DOM","Rep. Dominicana","65.098","87"
"1990","DOM","Rep. Dominicana","67.1102","87"
"1995","DOM","Rep. Dominicana","68.9884","79"
"2000","DOM","Rep. Dominicana","69.4232","87"
"2005","DOM","Rep. Dominicana","70.8752","84"
"2010","DOM","Rep. Dominicana","72.0933","86"
"2015","DOM","Rep. Dominicana","72.9531","87"
"2020","DOM","Rep. Dominicana","72.8894","77"
"1870","ECU","Ecuador","25","77.5"
"1880","ECU","Ecuador","25","79"
"1890","ECU","Ecuador","25","81"
"1900","ECU","Ecuador","25","89"
"1913","ECU","Ecuador","25","103.5"
"1925","ECU","Ecuador","27.3581714980017","81"
"1929","ECU","Ecuador","28.7200050688339","85"
"1933","ECU","Ecuador","30.0307879067499","84"
"1938","ECU","Ecuador","31.7015002809528","93"
"1950","ECU","Ecuador","48.4","66"
"1955","ECU","Ecuador","51.4","67"
"1960","ECU","Ecuador","53.37756","68"
"1965","ECU","Ecuador","55.94634","69"
"1970","ECU","Ecuador","58.05366","72"
"1975","ECU","Ecuador","60.40927","73"
"1980","ECU","Ecuador","62.923","84"
"1985","ECU","Ecuador","66.064","79"
"1990","ECU","Ecuador","69.3477","72"
"1995","ECU","Ecuador","71.0408","60"
"2000","ECU","Ecuador","72.8394","52"
"2005","ECU","Ecuador","74.5144","50"
"2010","ECU","Ecuador","75.4301","53"
"2015","ECU","Ecuador","76.7893","50"
"2020","ECU","Ecuador","72.1535","86"
"1913","SLV","El Salvador","26.796062992126","77"
"1925","SLV","El Salvador","28.244415516594","72"
"1929","SLV","El Salvador","28.608298974211","88"
"1933","SLV","El Salvador","30.7860413432469","75"
"1938","SLV","El Salvador","34.6051259413841","64"
"1950","SLV","El Salvador","45.1","77"
"1955","SLV","El Salvador","49.3","74"
"1960","SLV","El Salvador","50.82341","75"
"1965","SLV","El Salvador","54.4922","74"
"1970","SLV","El Salvador","57.34903","74"
"1975","SLV","El Salvador","57.53415","80"
"1980","SLV","El Salvador","56.339","116"
"1985","SLV","El Salvador","59.61","110"
"1990","SLV","El Salvador","62.5504","104"
"1995","SLV","El Salvador","66.3297","94"
"2000","SLV","El Salvador","69.8647","80"
"2005","SLV","El Salvador","70.4403","88"
"2010","SLV","El Salvador","71.8478","89"
"2015","SLV","El Salvador","71.8143","93"
"2020","SLV","El Salvador","71.0609","99"
"1913","GTM","Guatemala","25","103.5"
"1925","GTM","Guatemala","25","107.5"
"1929","GTM","Guatemala","25","116.5"
"1933","GTM","Guatemala","25.674178757994","114"
"1938","GTM","Guatemala","27.4317897116099","109"
"1950","GTM","Guatemala","42","91.5"
"1955","GTM","Guatemala","44.2","92"
"1960","GTM","Guatemala","45.89268","91"
"1965","GTM","Guatemala","48.88488","91"
"1970","GTM","Guatemala","52.07415","89"
"1975","GTM","Guatemala","55.0439","92"
"1980","GTM","Guatemala","57.204","112"
"1985","GTM","Guatemala","59.571","111"
"1990","GTM","Guatemala","62.4728","106"
"1995","GTM","Guatemala","64.1954","102"
"2000","GTM","Guatemala","67.4459","95"
"2005","GTM","Guatemala","69.1675","93"
"2010","GTM","Guatemala","70.8783","93"
"2015","GTM","Guatemala","72.103","91"
"2020","GTM","Guatemala","71.7969","93"
"1950","GUY","Guyana","52.31","58"
"1955","GUY","Guyana","54.82","61"
"1960","GUY","Guyana","56.31219","62"
"1965","GUY","Guyana","58.44927","64"
"1970","GUY","Guyana","59.68293","68"
"1975","GUY","Guyana","60.41415","72"
"1980","GUY","Guyana","60.801","93"
"1985","GUY","Guyana","61.362","100"
"1990","GUY","Guyana","62.4149","108"
"1995","GUY","Guyana","63.1358","106"
"2000","GUY","Guyana","64.4833","107"
"2005","GUY","Guyana","65.132","109"
"2010","GUY","Guyana","66.743","114"
"2015","GUY","Guyana","68.2015","111"
"2020","GUY","Guyana","68.4858","112"
"1950","HTI","Haití","37.6","115"
"1955","HTI","Haití","40.7","107.5"
"1960","HTI","Haití","42.41244","105"
"1965","HTI","Haití","45.1722","104"
"1970","HTI","Haití","47.59049","105"
"1975","HTI","Haití","49.78829","105"
"1980","HTI","Haití","50.628","129"
"1985","HTI","Haití","52.452","129"
"1990","HTI","Haití","52.9753","135"
"1995","HTI","Haití","55.5471","129"
"2000","HTI","Haití","58.3652","123"
"2005","HTI","Haití","60.4153","125"
"2010","HTI","Haití","46.0185","161"
"2015","HTI","Haití","63.2372","131"
"2020","HTI","Haití","64.0518","132"
"1913","HND","Honduras","28.3144876325088","66"
"1925","HND","Honduras","31.5704383799988","49"
"1929","HND","Honduras","33.499571824166","49"
"1933","HND","Honduras","34.5758236701168","48"
"1938","HND","Honduras","35.5572826652846","56"
"1950","HND","Honduras","41.8","93"
"1955","HND","Honduras","44.6","91"
"1960","HND","Honduras","46.61854","89"
"1965","HND","Honduras","49.76634","87"
"1970","HND","Honduras","52.68805","87"
"1975","HND","Honduras","55.98049","85"
"1980","HND","Honduras","59.435","102"
"1985","HND","Honduras","63.392","93"
"1990","HND","Honduras","65.2428","91"
"1995","HND","Honduras","67.139","90"
"2000","HND","Honduras","68.6618","91"
"2005","HND","Honduras","70.1041","90"
"2010","HND","Honduras","71.0884","92"
"2015","HND","Honduras","72.4871","89"
"2020","HND","Honduras","71.4619","96"
"1870","JAM","Jamaica","33.0094849559307","24"
"1880","JAM","Jamaica","34.2","22"
"1890","JAM","Jamaica","36.4","24"
"1900","JAM","Jamaica","37.8","25"
"1913","JAM","Jamaica","37.5","31"
"1925","JAM","Jamaica","38.9","36"
"1929","JAM","Jamaica","43","32"
"1933","JAM","Jamaica","41.6","37"
"1938","JAM","Jamaica","45.9","35"
"1950","JAM","Jamaica","56.889","47"
"1955","JAM","Jamaica","59.225","49"
"1960","JAM","Jamaica","64.37415","35"
"1965","JAM","Jamaica","66.69512","36"
"1970","JAM","Jamaica","68.35756","36"
"1975","JAM","Jamaica","69.61854","34"
"1980","JAM","Jamaica","70.381","43"
"1985","JAM","Jamaica","70.784","46"
"1990","JAM","Jamaica","72.3041","40"
"1995","JAM","Jamaica","71.5487","57"
"2000","JAM","Jamaica","70.9442","71"
"2005","JAM","Jamaica","71.0438","83"
"2010","JAM","Jamaica","72.6219","82"
"2015","JAM","Jamaica","72.394","90"
"2020","JAM","Jamaica","71.8686","92"
"1870","MEX","México","25","77.5"
"1880","MEX","México","25","79"
"1890","MEX","México","25","81"
"1900","MEX","México","25.0494435099045","62"
"1913","MEX","México","29.0658959430114","55"
"1925","MEX","México","33.9462437272021","40"
"1929","MEX","México","33.5983774328444","48"
"1933","MEX","México","34.8959753088787","46"
"1938","MEX","México","37.3308448504608","48"
"1950","MEX","México","50.7","63"
"1955","MEX","México","55.3","59"
"1960","MEX","México","57.34024","59"
"1965","MEX","México","59.63683","59"
"1970","MEX","México","61.7039","63"
"1975","MEX","México","64.2478","63"
"1980","MEX","México","66.56","67"
"1985","MEX","México","68.791","65"
"1990","MEX","México","69.9707","61"
"1995","MEX","México","71.6457","56"
"2000","MEX","México","73.5692","49"
"2005","MEX","México","74.3765","52"
"2010","MEX","México","74.1901","62"
"2015","MEX","México","74.6822","69"
"2020","MEX","México","70.1328","105"
"1913","NIC","Nicaragua","25","103.5"
"1925","NIC","Nicaragua","25.4814717012909","93"
"1929","NIC","Nicaragua","27.197976644565","98"
"1933","NIC","Nicaragua","29.2413141201696","95"
"1938","NIC","Nicaragua","32.1095520104765","87"
"1950","NIC","Nicaragua","42.3","88.5"
"1955","NIC","Nicaragua","45.4","87"
"1960","NIC","Nicaragua","47.33707","83"
"1965","NIC","Nicaragua","50.59561","82"
"1970","NIC","Nicaragua","53.89317","82"
"1975","NIC","Nicaragua","56.64049","83"
"1980","NIC","Nicaragua","58.498","105"
"1985","NIC","Nicaragua","60.667","106"
"1990","NIC","Nicaragua","63.0963","102"
"1995","NIC","Nicaragua","65.6078","96"
"2000","NIC","Nicaragua","67.2335","96"
"2005","NIC","Nicaragua","67.9359","98"
"2010","NIC","Nicaragua","72.009","87"
"2015","NIC","Nicaragua","72.983","86"
"2020","NIC","Nicaragua","71.7954","94"
"1950","PAN","Panamá","55.3","52"
"1955","PAN","Panamá","59.3","48"
"1960","PAN","Panamá","60.93415","48"
"1965","PAN","Panamá","63.35171","47"
"1970","PAN","Panamá","65.58634","45"
"1975","PAN","Panamá","68.04683","44"
"1980","PAN","Panamá","70.002","46"
"1985","PAN","Panamá","71.421","39"
"1990","PAN","Panamá","71.0972","51"
"1995","PAN","Panamá","72.3847","45"
"2000","PAN","Panamá","74.0015","44"
"2005","PAN","Panamá","75.8285","42"
"2010","PAN","Panamá","76.4479","43"
"2015","PAN","Panamá","77.4684","46"
"2020","PAN","Panamá","76.657","49"
"1950","PRY","Paraguay","62.6","25"
"1955","PRY","Paraguay","63.2","34.5"
"1960","PRY","Paraguay","63.91171","39"
"1965","PRY","Paraguay","64.74707","42"
"1970","PRY","Paraguay","65.53439","46"
"1975","PRY","Paraguay","66.25756","52"
"1980","PRY","Paraguay","66.769","64"
"1985","PRY","Paraguay","67.294","74"
"1990","PRY","Paraguay","67.9441","84"
"1995","PRY","Paraguay","69.0092","78"
"2000","PRY","Paraguay","69.7502","82"
"2005","PRY","Paraguay","70.5269","87"
"2010","PRY","Paraguay","71.8872","88"
"2015","PRY","Paraguay","73.1905","81"
"2020","PRY","Paraguay","73.1816","76"
"1870","PER","Perú","25","77.5"
"1880","PER","Perú","25","79"
"1890","PER","Perú","25","81"
"1900","PER","Perú","25","89"
"1913","PER","Perú","27.8838217419115","71"
"1925","PER","Perú","31.4518478658892","50"
"1929","PER","Perú","32.6531111839237","55"
"1933","PER","Perú","34.0848772048411","51"
"1938","PER","Perú","36.0446864326998","52"
"1950","PER","Perú","43.9","81"
"1955","PER","Perú","46.3","82"
"1960","PER","Perú","47.97853","81"
"1965","PER","Perú","50.55561","83"
"1970","PER","Perú","53.94098","81"
"1975","PER","Perú","57.35561","81"
"1980","PER","Perú","60.059","97"
"1985","PER","Perú","63.009","96"
"1990","PER","Perú","65.1059","93"
"1995","PER","Perú","67.6445","87"
"2000","PER","Perú","70.424","77"
"2005","PER","Perú","72.9858","62"
"2010","PER","Perú","73.7106","69"
"2015","PER","Perú","75.6206","60"
"2020","PER","Perú","73.6655","72"
"1950","KNA","Saint Kitts y Nevis","56.1831189170899","48"
"1955","KNA","Saint Kitts y Nevis","58.8814333232133","50"
"1960","KNA","Saint Kitts y Nevis","60","51"
"1965","KNA","Saint Kitts y Nevis","60.9537191845539","57"
"1970","KNA","Saint Kitts y Nevis","62.6463719600784","57"
"1975","KNA","Saint Kitts y Nevis","63.9558767401905","66"
"1980","KNA","Saint Kitts y Nevis","65.041","78"
"1985","KNA","Saint Kitts y Nevis","66.021","81"
"1990","KNA","Saint Kitts y Nevis","65.1875","92"
"1995","KNA","Saint Kitts y Nevis","67.1523","89"
"2000","KNA","Saint Kitts y Nevis","69.7815","81"
"2005","KNA","Saint Kitts y Nevis","71.3616","80"
"2010","KNA","Saint Kitts y Nevis","71.2705","90"
"2015","KNA","Saint Kitts y Nevis","70.763","98"
"2020","KNA","Saint Kitts y Nevis","71.6266","95"
"1950","LCA","Santa Lucía","54.13","57"
"1955","LCA","Santa Lucía","56.83","57"
"1960","LCA","Santa Lucía","56.75854","61"
"1965","LCA","Santa Lucía","59.50732","60"
"1970","LCA","Santa Lucía","62.2561","59"
"1975","LCA","Santa Lucía","65.12902","54"
"1980","LCA","Santa Lucía","69.43","54"
"1985","LCA","Santa Lucía","70.913","44"
"1990","LCA","Santa Lucía","70.3261","57"
"1995","LCA","Santa Lucía","71.0024","62.5"
"2000","LCA","Santa Lucía","70.7678","72"
"2005","LCA","Santa Lucía","72.2445","71"
"2010","LCA","Santa Lucía","72.7196","81"
"2015","LCA","Santa Lucía","73.1381","83"
"2020","LCA","Santa Lucía","73.416","75"
"1950","VCT","San Vicente y las Granadinas","51.15","59"
"1955","VCT","San Vicente y las Granadinas","52.25","65"
"1960","VCT","San Vicente y las Granadinas","59.03659","57"
"1965","VCT","San Vicente y las Granadinas","61.02683","56"
"1970","VCT","San Vicente y las Granadinas","63.01707","56"
"1975","VCT","San Vicente y las Granadinas","65.07244","55"
"1980","VCT","San Vicente y las Granadinas","65.833","73"
"1985","VCT","San Vicente y las Granadinas","67.759","70"
"1990","VCT","San Vicente y las Granadinas","72.3797","39"
"1995","VCT","San Vicente y las Granadinas","72.0974","50"
"2000","VCT","San Vicente y las Granadinas","71.3772","67"
"2005","VCT","San Vicente y las Granadinas","73.5161","58"
"2010","VCT","San Vicente y las Granadinas","74.7184","58"
"2015","VCT","San Vicente y las Granadinas","74.4071","74"
"2020","VCT","San Vicente y las Granadinas","72.1256","89"
"1950","SUR","Suriname","56.01","49"
"1955","SUR","Suriname","58.7","51"
"1960","SUR","Suriname","59.81512","54"
"1965","SUR","Suriname","61.6922","54"
"1970","SUR","Suriname","63.40536","55"
"1975","SUR","Suriname","64.73073","59"
"1980","SUR","Suriname","65.829","74"
"1985","SUR","Suriname","66.848","78"
"1990","SUR","Suriname","64.2298","98"
"1995","SUR","Suriname","65.3371","97"
"2000","SUR","Suriname","65.5077","103"
"2005","SUR","Suriname","67.0025","103"
"2010","SUR","Suriname","69.8945","97"
"2015","SUR","Suriname","70.8003","97"
"2020","SUR","Suriname","72.5615","82"
"1950","TTO","Trinidad y Tobago","59.1","38"
"1955","TTO","Trinidad y Tobago","61.8","41"
"1960","TTO","Trinidad y Tobago","63.67268","41"
"1965","TTO","Trinidad y Tobago","64.72878","43"
"1970","TTO","Trinidad y Tobago","65.35513","48"
"1975","TTO","Trinidad y Tobago","66.56049","51"
"1980","TTO","Trinidad y Tobago","67.359","62"
"1985","TTO","Trinidad y Tobago","68.164","68"
"1990","TTO","Trinidad y Tobago","68.272","81"
"1995","TTO","Trinidad y Tobago","69.17","77"
"2000","TTO","Trinidad y Tobago","69.1022","90"
"2005","TTO","Trinidad y Tobago","71.3077","81"
"2010","TTO","Trinidad y Tobago","72.7254","80"
"2015","TTO","Trinidad y Tobago","74.5032","72"
"2020","TTO","Trinidad y Tobago","74.4056","68"
"1870","URY","Uruguay","40.0768967428967","13"
"1880","URY","Uruguay","41.4202564102564","12"
"1890","URY","Uruguay","45.8896153846154","7"
"1900","URY","Uruguay","49.1","8"
"1913","URY","Uruguay","50.55","14"
"1925","URY","Uruguay","52.86","16"
"1929","URY","Uruguay","54.88","15"
"1933","URY","Uruguay","56.03","17"
"1938","URY","Uruguay","58.54","16"
"1950","URY","Uruguay","66.3","16.5"
"1955","URY","Uruguay","67.2","23"
"1960","URY","Uruguay","67.95878","28"
"1965","URY","Uruguay","68.55244","30"
"1970","URY","Uruguay","68.75049","32"
"1975","URY","Uruguay","69.30317","38"
"1980","URY","Uruguay","70.284","44"
"1985","URY","Uruguay","71.585","38"
"1990","URY","Uruguay","73.1617","34"
"1995","URY","Uruguay","73.896","37"
"2000","URY","Uruguay","75.0247","37"
"2005","URY","Uruguay","76.1935","39"
"2010","URY","Uruguay","76.858","41"
"2015","URY","Uruguay","77.4827","45"
"2020","URY","Uruguay","78.4298","37"
"1870","VEN","Venezuela","25","77.5"
"1880","VEN","Venezuela","25.6344523594617","40"
"1890","VEN","Venezuela","26.5589806040302","45"
"1900","VEN","Venezuela","28","49"
"1913","VEN","Venezuela","29.083252418159","54"
"1925","VEN","Venezuela","30.8115114350299","57"
"1929","VEN","Venezuela","31.1853071834349","61"
"1933","VEN","Venezuela","31.9251648603178","61"
"1938","VEN","Venezuela","34.8430454696172","63"
"1950","VEN","Venezuela","55.2","54"
"1955","VEN","Venezuela","58.1","55"
"1960","VEN","Venezuela","59.82976","52"
"1965","VEN","Venezuela","62.64927","50"
"1970","VEN","Venezuela","65.11658","49"
"1975","VEN","Venezuela","67.01952","48"
"1980","VEN","Venezuela","68.219","57"
"1985","VEN","Venezuela","69.661","56"
"1990","VEN","Venezuela","71.5319","47"
"1995","VEN","Venezuela","72.1429","49"
"2000","VEN","Venezuela","72.4775","54"
"2005","VEN","Venezuela","72.7825","65"
"2010","VEN","Venezuela","72.8901","78"
"2015","VEN","Venezuela","73.0064","85"
"2020","VEN","Venezuela","71.0949","98"
"1870","ALB","Albania","26.6331339118468","36"
"1880","ALB","Albania","27.2952836499866","37"
"1890","ALB","Albania","28.3252943537597","40"
"1900","ALB","Albania","29.723166023166","41"
"1913","ALB","Albania","32.015250965251","39"
"1925","ALB","Albania","33.4940154440154","41"
"1929","ALB","Albania","35.7121621621622","41"
"1933","ALB","Albania","37.0430501930502","44"
"1938","ALB","Albania","38.3","45"
"1950","ALB","Albania","55.25","53"
"1955","ALB","Albania","57.89","56"
"1960","ALB","Albania","60.60488","49"
"1965","ALB","Albania","62.38049","52"
"1970","ALB","Albania","65.36098","47"
"1975","ALB","Albania","67.8439","46"
"1980","ALB","Albania","69.656","50"
"1985","ALB","Albania","71.338","40"
"1990","ALB","Albania","73.1439","35"
"1995","ALB","Albania","74.3616","34"
"2000","ALB","Albania","75.4043","36"
"2005","ALB","Albania","76.6208","37"
"2010","ALB","Albania","77.9359","38"
"2015","ALB","Albania","78.6441","38"
"2020","ALB","Albania","76.9893","46"
"1870","AUT","Austria","34.4","21"
"1880","AUT","Austria","35","21"
"1890","AUT","Austria","37.3","21"
"1900","AUT","Austria","42","17"
"1913","AUT","Austria","45.1","20"
"1925","AUT","Austria","50.8","18"
"1929","AUT","Austria","56.5","14"
"1933","AUT","Austria","56.5","15"
"1938","AUT","Austria","58.996","14"
"1950","AUT","Austria","64.81","22"
"1955","AUT","Austria","67.55","21"
"1960","AUT","Austria","68.74","24"
"1965","AUT","Austria","69.93","22"
"1970","AUT","Austria","70.09","25"
"1975","AUT","Austria","71.33","26"
"1980","AUT","Austria","72.67","26"
"1985","AUT","Austria","73.99","26"
"1990","AUT","Austria","75.7396","18"
"1995","AUT","Austria","76.7766","18"
"2000","AUT","Austria","78.2358","16"
"2005","AUT","Austria","79.521","17"
"2010","AUT","Austria","80.4643","20"
"2015","AUT","Austria","81.1594","21"
"2020","AUT","Austria","81.5036","21"
"1870","BEL","Bélgica","40.9","12"
"1880","BEL","Bélgica","42.5","10"
"1890","BEL","Bélgica","44.09","14"
"1900","BEL","Bélgica","46.7","13"
"1913","BEL","Bélgica","52.5","12"
"1925","BEL","Bélgica","57.09","13"
"1929","BEL","Bélgica","57.905","12"
"1933","BEL","Bélgica","58.7","12"
"1938","BEL","Bélgica","60.12","12"
"1950","BEL","Bélgica","66.3","16.5"
