"anio","geocodigoFundar","geonombreFundar","pib_pc","ranking"
"1913","OMN","Omán","900","65.5"
"1925","OMN","Omán","798.30891029239","83"
"1929","OMN","Omán","767.032558631004","84"
"1933","OMN","Omán","736.981559913365","83"
"1938","OMN","Omán","701.068008284399","88"
"1950","OMN","Omán","623","117"
"1955","OMN","Omán","766","109"
"1960","OMN","Omán","935","107"
"1965","OMN","Omán","1053","104"
"1970","OMN","Omán","3799","51"
"1975","OMN","Omán","4267","52"
"1980","OMN","Omán","4072","78"
"1985","OMN","Omán","6545","51"
"1990","OMN","Omán","6479","49"
"1995","OMN","Omán","7121","48"
"2000","OMN","Omán","8360","45"
"2005","OMN","Omán","7797","58"
"2010","OMN","Omán","8794","56"
"2015","OMN","Omán","6950","73"
"2020","OMN","Omán","5932.00552293207","82"
"1950","PAK","Pakistán","643","115"
"1955","PAK","Pakistán","635","122"
"1960","PAK","Pakistán","647","126"
"1965","PAK","Pakistán","771","123"
"1970","PAK","Pakistán","952","116"
"1975","PAK","Pakistán","978","115"
"1980","PAK","Pakistán","1161","124"
"1985","PAK","Pakistán","1399","119"
"1990","PAK","Pakistán","1588","113"
"1995","PAK","Pakistán","1761","114"
"2000","PAK","Pakistán","1795","116"
"2005","PAK","Pakistán","2105","118"
"2010","PAK","Pakistán","2247","120"
"2015","PAK","Pakistán","2570","119"
"2020","PAK","Pakistán","2745.13117167754","118"
"1870","PHL","Filipinas","623.938376456646","66"
"1880","PHL","Filipinas","726.748067282383","60"
"1890","PHL","Filipinas","848.48","48"
"1900","PHL","Filipinas","906.36889395334","48"
"1913","PHL","Filipinas","988.064791133845","56"
"1925","PHL","Filipinas","1323.47457627119","45"
"1929","PHL","Filipinas","1412.56788207913","46"
"1933","PHL","Filipinas","1368.13109196214","44"
"1938","PHL","Filipinas","1440.19078699636","49"
"1950","PHL","Filipinas","1070","89"
"1955","PHL","Filipinas","1358","81"
"1960","PHL","Filipinas","1476","79"
"1965","PHL","Filipinas","1633","81"
"1970","PHL","Filipinas","1764","89"
"1975","PHL","Filipinas","2033","87"
"1980","PHL","Filipinas","2376","100"
"1985","PHL","Filipinas","1967","110"
"1990","PHL","Filipinas","2197","109"
"1995","PHL","Filipinas","2196","106"
"2000","PHL","Filipinas","2343","109"
"2005","PHL","Filipinas","2639","109"
"2010","PHL","Filipinas","3063","110"
"2015","PHL","Filipinas","3762","108"
"2020","PHL","Filipinas","4101.22285224639","100"
"1870","QAT","Qatar","700","57"
"1880","QAT","Qatar","742.004584204859","55.5"
"1890","QAT","Qatar","786.529718544322","57.5"
"1900","QAT","Qatar","833.726652533206","57.5"
"1913","QAT","Qatar","900","65.5"
"1925","QAT","Qatar","936.786841942631","71"
"1929","QAT","Qatar","993.000187348892","72"
"1933","QAT","Qatar","1071.93426754269","62"
"1938","QAT","Qatar","1115.74879695712","64"
"1950","QAT","Qatar","30387","1"
"1955","QAT","Qatar","31137","2"
"1960","QAT","Qatar","32810","1"
"1965","QAT","Qatar","25785","2"
"1970","QAT","Qatar","32573","1"
"1975","QAT","Qatar","34421","1"
"1980","QAT","Qatar","28771","1"
"1985","QAT","Qatar","10388","25"
"1990","QAT","Qatar","7343","46"
"1995","QAT","Qatar","7835","42"
"2000","QAT","Qatar","11246","36"
"2005","QAT","Qatar","11804","40"
"2010","QAT","Qatar","12962","39"
"2015","QAT","Qatar","13660","39"
"2020","QAT","Qatar","12140.5147994354","45"
"1870","SAU","Arabia Saudita","520","80"
"1880","SAU","Arabia Saudita","537.566688864995","81"
"1890","SAU","Arabia Saudita","555.726817263989","81"
"1900","SAU","Arabia Saudita","574.500432827086","82"
"1913","SAU","Arabia Saudita","600","94"
"1925","SAU","Arabia Saudita","613.971725099579","95"
"1929","SAU","Arabia Saudita","634.712975612518","93"
"1933","SAU","Arabia Saudita","662.885114800484","91"
"1938","SAU","Arabia Saudita","678.321195794809","90"
"1950","SAU","Arabia Saudita","2231","44"
"1955","SAU","Arabia Saudita","2922","34"
"1960","SAU","Arabia Saudita","3719","33"
"1965","SAU","Arabia Saudita","5469","29"
"1970","SAU","Arabia Saudita","7624","27"
"1975","SAU","Arabia Saudita","11787","17"
"1980","SAU","Arabia Saudita","13217","19"
"1985","SAU","Arabia Saudita","9048","31"
"1990","SAU","Arabia Saudita","8993","33"
"1995","SAU","Arabia Saudita","9277","34"
"2000","SAU","Arabia Saudita","8874","42"
"2005","SAU","Arabia Saudita","9338","46"
"2010","SAU","Arabia Saudita","9388","54"
"2015","SAU","Arabia Saudita","10773","51"
"2020","SAU","Arabia Saudita","9766.25445380814","57"
"1870","SGP","Singapur","893","38"
"1880","SGP","Singapur","1032.33570744945","35"
"1890","SGP","Singapur","1193.41210848282","32"
"1900","SGP","Singapur","1384","29"
"1913","SGP","Singapur","1137","50"
"1925","SGP","Singapur","2042","25"
"1929","SGP","Singapur","2085","28"
"1933","SGP","Singapur","1735","31"
"1938","SGP","Singapur","2110","29"
"1950","SGP","Singapur","2241","43"
"1955","SGP","Singapur","1848","66"
"1960","SGP","Singapur","2173","64"
"1965","SGP","Singapur","2504","64"
"1970","SGP","Singapur","4172","44"
"1975","SGP","Singapur","6024","38"
"1980","SGP","Singapur","8533","36"
"1985","SGP","Singapur","10421","24"
"1990","SGP","Singapur","14220","20"
"1995","SGP","Singapur","18379","10"
"2000","SGP","Singapur","21222","11"
"2005","SGP","Singapur","23765","9"
"2010","SGP","Singapur","29490","3"
"2015","SGP","Singapur","32674","3"
"2020","SGP","Singapur","34632.7049393464","1"
"1870","LKA","Sri Lanka","851.399856424982","42"
"1880","LKA","Sri Lanka","830.519695465078","44"
"1890","LKA","Sri Lanka","1045.16900987137","40"
"1900","LKA","Sri Lanka","1290.38854805726","32"
"1913","LKA","Sri Lanka","1234.25483267512","44"
"1925","LKA","Sri Lanka","1186.92098092643","53"
"1929","LKA","Sri Lanka","1335.50890809667","50"
"1933","LKA","Sri Lanka","1150.04291845494","59"
"1938","LKA","Sri Lanka","1225.31017369727","59"
"1950","LKA","Sri Lanka","1253","80"
"1955","LKA","Sri Lanka","1337","82"
"1960","LKA","Sri Lanka","1295","91"
"1965","LKA","Sri Lanka","1329","94"
"1970","LKA","Sri Lanka","1499","96"
"1975","LKA","Sri Lanka","1527","98"
"1980","LKA","Sri Lanka","1830","115"
"1985","LKA","Sri Lanka","2186","105"
"1990","LKA","Sri Lanka","2424","105"
"1995","LKA","Sri Lanka","3016","90"
"2000","LKA","Sri Lanka","3830","82"
"2005","LKA","Sri Lanka","4352","82"
"2010","LKA","Sri Lanka","5702","80"
"2015","LKA","Sri Lanka","7409","69"
"2020","LKA","Sri Lanka","7813.67613121348","68"
"1870","SYR","Siria","880","39"
"1880","SYR","Siria","963.195398534575","39"
"1890","SYR","Siria","1054.25610881611","38"
"1900","SYR","Siria","1153.92571919164","41"
"1913","SYR","Siria","1300","40"
"1925","SYR","Siria","1585.08987803615","37"
"1929","SYR","Siria","1693.39161954385","34"
"1933","SYR","Siria","1809.09311003496","30"
"1938","SYR","Siria","1964.89936113071","34"
"1950","SYR","Siria","2408","40"
"1955","SYR","Siria","3039","33"
"1960","SYR","Siria","3023","43"
"1965","SYR","Siria","3512","46"
"1970","SYR","Siria","3540","56"
"1975","SYR","Siria","5570","43"
"1980","SYR","Siria","6508","46"
"1985","SYR","Siria","6290","53"
"1990","SYR","Siria","5700.68653654063","61"
"1995","SYR","Siria","7421","47"
"2000","SYR","Siria","6929","55"
"2005","SYR","Siria","7632","60"
"2010","SYR","Siria","8486","59.5"
"2015","SYR","Siria","4116","101"
"2020","SYR","Siria","4155.90426818641","99"
"1870","TWN","Taiwán","607","68"
"1880","TWN","Taiwán","641.046640277039","71"
"1890","TWN","Taiwán","677.20498360393","70"
"1900","TWN","Taiwán","644.679029957204","77"
"1913","TWN","Taiwán","807","81"
"1925","TWN","Taiwán","1229","50"
"1929","TWN","Taiwán","1249","54"
"1933","TWN","Taiwán","1228","55"
"1938","TWN","Taiwán","1440","50"
"1950","TWN","Taiwán","916","98"
"1955","TWN","Taiwán","1189","89"
"1960","TWN","Taiwán","1353","86"
"1965","TWN","Taiwán","1810","76"
"1970","TWN","Taiwán","2537","70"
"1975","TWN","Taiwán","3522","65"
"1980","TWN","Taiwán","5260","62"
"1985","TWN","Taiwán","6762","47"
"1990","TWN","Taiwán","9938.37993257981","30"
"1995","TWN","Taiwán","13621","24"
"2000","TWN","Taiwán","17413","21"
"2005","TWN","Taiwán","20760","19"
"2010","TWN","Taiwán","25180","6"
"2015","TWN","Taiwán","28164","4"
"2020","TWN","Taiwán","32393.0201082608","5"
"1980","TJK","Tayikistán","3604.50550824065","86"
"1985","TJK","Tayikistán","3364.81446928485","87"
"1990","TJK","Tayikistán","3012.89833080425","94"
"1995","TJK","Tayikistán","1063","127"
"2000","TJK","Tayikistán","1118","131"
"2005","TJK","Tayikistán","1594","123"
"2010","TJK","Tayikistán","1996","122"
"2015","TJK","Tayikistán","2550","120"
"2020","TJK","Tayikistán","3122.07340325586","115"
"1870","THA","Tailandia","607.965367965368","67"
"1880","THA","Tailandia","689.823329311374","66"
"1890","THA","Tailandia","783.958020989505","61"
"1900","THA","Tailandia","808.0644159282","64"
"1913","THA","Tailandia","840.603061341926","77"
"1925","THA","Tailandia","804.958006752486","81"
"1929","THA","Tailandia","793.498092552662","80"
"1933","THA","Tailandia","793.498092552662","78"
"1938","THA","Tailandia","826.435246995995","81"
"1950","THA","Tailandia","817.049393392593","103"
"1955","THA","Tailandia","945.021592818075","100"
"1960","THA","Tailandia","1078.22736731152","99"
"1965","THA","Tailandia","1307.87314494446","96"
"1970","THA","Tailandia","1694.27134779337","91"
"1975","THA","Tailandia","1958.71971990916","88"
"1980","THA","Tailandia","2554.25940554629","97"
"1985","THA","Tailandia","3050.10678529072","92"
"1990","THA","Tailandia","4633.10121930792","74"
"1995","THA","Tailandia","6528","51"
"2000","THA","Tailandia","6436","59"
"2005","THA","Tailandia","8103","56"
"2010","THA","Tailandia","9506","52"
"2015","THA","Tailandia","10768","52"
"2020","THA","Tailandia","11407.8368993265","46"
"1870","TUR","Turquía","824.980920885271","45"
"1880","TUR","Turquía","850","43"
"1890","TUR","Turquía","986.200592271768","44"
"1900","TUR","Turquía","1078.26606179875","42"
"1913","TUR","Turquía","1213","46"
"1925","TUR","Turquía","935.984067145601","73"
"1929","TUR","Turquía","1213.32879972798","57"
"1933","TUR","Turquía","1341.61451015455","46"
"1938","TUR","Turquía","1724.14198401504","42"
"1950","TUR","Turquía","1622.93276577637","65"
"1955","TUR","Turquía","2092.72718078114","57"
"1960","TUR","Turquía","2247.46520924423","61"
"1965","TUR","Turquía","2504.1064804866","63"
"1970","TUR","Turquía","3078.18737436163","60"
"1975","TUR","Turquía","3894.78871816731","58"
"1980","TUR","Turquía","4021.60159348346","80"
"1985","TUR","Turquía","4485.43917660432","70"
"1990","TUR","Turquía","5399.42273674381","64"
"1995","TUR","Turquía","5935","53"
"2000","TUR","Turquía","6734","57.5"
"2005","TUR","Turquía","7782","59"
"2010","TUR","Turquía","8431","61"
"2015","TUR","Turquía","10014","54"
"2020","TUR","Turquía","10953.2764115291","48"
"1870","ARE","Emiratos Árabes Unidos","700","57"
"1880","ARE","Emiratos Árabes Unidos","742.004584204859","55.5"
"1890","ARE","Emiratos Árabes Unidos","786.529718544322","57.5"
"1900","ARE","Emiratos Árabes Unidos","833.726652533206","57.5"
"1913","ARE","Emiratos Árabes Unidos","900","65.5"
"1925","ARE","Emiratos Árabes Unidos","936.786841942631","71"
"1929","ARE","Emiratos Árabes Unidos","993.000187348892","72"
"1933","ARE","Emiratos Árabes Unidos","1071.93426754269","62"
"1938","ARE","Emiratos Árabes Unidos","1115.74879695712","64"
"1950","ARE","Emiratos Árabes Unidos","15797.5580851476","3"
"1955","ARE","Emiratos Árabes Unidos","19683.2665353793","3"
"1960","ARE","Emiratos Árabes Unidos","22432.802294028","3"
"1965","ARE","Emiratos Árabes Unidos","26164.2839931827","1"
"1970","ARE","Emiratos Árabes Unidos","24552.4114812965","3"
"1975","ARE","Emiratos Árabes Unidos","25465.0018281796","2"
"1980","ARE","Emiratos Árabes Unidos","27709.3709317395","2"
"1985","ARE","Emiratos Árabes Unidos","18545.8842503706","3"
"1990","ARE","Emiratos Árabes Unidos","13960.848733744","21"
"1995","ARE","Emiratos Árabes Unidos","12962","26"
"2000","ARE","Emiratos Árabes Unidos","13416","29"
"2005","ARE","Emiratos Árabes Unidos","11906","38"
"2010","ARE","Emiratos Árabes Unidos","7216","67"
"2015","ARE","Emiratos Árabes Unidos","8260","66"
"2020","ARE","Emiratos Árabes Unidos","8010.93827178156","66"
"1980","UZB","Uzbekistán","4675.57762218898","66"
"1985","UZB","Uzbekistán","4505.10461411711","69"
"1990","UZB","Uzbekistán","4260.49683390161","76"
"1995","UZB","Uzbekistán","3077","89"
"2000","UZB","Uzbekistán","3425","88"
"2005","UZB","Uzbekistán","4193","84"
"2010","UZB","Uzbekistán","6010","75"
"2015","UZB","Uzbekistán","8474","64"
"2020","UZB","Uzbekistán","9722.51262729138","58"
"1870","VNM","Vietnam","505.414133738602","83"
"1880","VNM","Vietnam","549.830832037948","79"
"1890","VNM","Vietnam","598.150949248873","76"
"1900","VNM","Vietnam","650.717524808858","76"
"1913","VNM","Vietnam","727.131702776772","85"
"1925","VNM","Vietnam","703.945110131065","87"
"1929","VNM","Vietnam","696.381729989968","90"
"1933","VNM","Vietnam","688.899612888185","89"
"1938","VNM","Vietnam","679.659913422353","89"
"1950","VNM","Vietnam","658.075794425028","113"
"1955","VNM","Vietnam","750.088425424659","111"
"1960","VNM","Vietnam","799.114690727104","114"
"1965","VNM","Vietnam","876.742618551016","115"
"1970","VNM","Vietnam","735.026848972428","131"
"1975","VNM","Vietnam","709.929340501851","130"
"1980","VNM","Vietnam","757.159956319256","145"
"1985","VNM","Vietnam","923.25124754822","136"
"1990","VNM","Vietnam","1024.91421866755","133"
"1995","VNM","Vietnam","1385","117"
"2000","VNM","Vietnam","1805","115"
"2005","VNM","Vietnam","2412","113"
"2010","VNM","Vietnam","3088","109"
"2015","VNM","Vietnam","3907","104"
"2020","VNM","Vietnam","5018.40563641787","88"
"1870","YEM","Yemen","700","57"
"1880","YEM","Yemen","742.004584204859","55.5"
"1890","YEM","Yemen","786.529718544322","57.5"
"1900","YEM","Yemen","833.726652533206","57.5"
"1913","YEM","Yemen","900","65.5"
"1925","YEM","Yemen","903.62665127187","75"
"1929","YEM","Yemen","904.838779681364","77"
"1933","YEM","Yemen","906.052534044762","74"
"1938","YEM","Yemen","907.572016819676","78"
"1950","YEM","Yemen","911.231073885269","99"
"1955","YEM","Yemen","941.790452188532","101"
"1960","YEM","Yemen","963.941919141235","104"
"1965","YEM","Yemen","996.330961658378","106"
"1970","YEM","Yemen","1229.9678342206","103"
"1975","YEM","Yemen","1783.54820941183","92"
"1980","YEM","Yemen","2290.45449726144","102"
"1985","YEM","Yemen","2331.89434547305","102"
"1990","YEM","Yemen","2272.2147408844","107"
"1995","YEM","Yemen","2402","103"
"2000","YEM","Yemen","2650","102"
"2005","YEM","Yemen","2826","106"
"2010","YEM","Yemen","3036","113"
"2015","YEM","Yemen","1795","128"
"2020","YEM","Yemen","1759.2040457989","131"
"1870","AUS","Australia","3273","2"
"1880","AUS","Australia","4285","1"
"1890","AUS","Australia","4458","2"
"1900","AUS","Australia","4013","5"
"1913","AUS","Australia","5157","3"
"1925","AUS","Australia","5553","3"
"1929","AUS","Australia","5263","4"
"1933","AUS","Australia","4842","4"
"1938","AUS","Australia","5886","4"
"1950","AUS","Australia","7412","8"
"1955","AUS","Australia","8027","8"
"1960","AUS","Australia","8791","7"
"1965","AUS","Australia","10152","10"
"1970","AUS","Australia","12024","10"
"1975","AUS","Australia","13170","10"
"1980","AUS","Australia","14412","13"
"1985","AUS","Australia","15638","9"
"1990","AUS","Australia","17173","13"
"1995","AUS","Australia","18663","9"
"2000","AUS","Australia","21576","10"
"2005","AUS","Australia","23943","8"
"2010","AUS","Australia","25145","7"
"2015","AUS","Australia","26616","8"
"2020","AUS","Australia","27236.725341246","8"
"1870","NZL","Nueva Zelanda","2851.74569858333","5"
"1880","NZL","Nueva Zelanda","3278.51748055081","5"
"1890","NZL","Nueva Zelanda","3166.74210593638","7"
"1900","NZL","Nueva Zelanda","4176.69946341067","2"
"1913","NZL","Nueva Zelanda","4561.51740570688","5"
"1925","NZL","Nueva Zelanda","4974.68142100814","5"
"1929","NZL","Nueva Zelanda","4846.75947707629","8"
"1933","NZL","Nueva Zelanda","4764.06994122067","6"
"1938","NZL","Nueva Zelanda","6267.05365414347","2"
"1950","NZL","Nueva Zelanda","7442.07964960313","7"
"1955","NZL","Nueva Zelanda","7967.2256460327","9"
"1960","NZL","Nueva Zelanda","8627.24598073606","10"
"1965","NZL","Nueva Zelanda","9904.84798349944","11"
"1970","NZL","Nueva Zelanda","10843.0284313793","13"
"1975","NZL","Nueva Zelanda","12209.4633146431","14"
"1980","NZL","Nueva Zelanda","12271.6206532715","25"
"1985","NZL","Nueva Zelanda","13567.9491680222","20"
"1990","NZL","Nueva Zelanda","13687","22"
"1995","NZL","Nueva Zelanda","14786","21"
"2000","NZL","Nueva Zelanda","16569","24"
"2005","NZL","Nueva Zelanda","18554","25"
"2010","NZL","Nueva Zelanda","19212","24"
"2015","NZL","Nueva Zelanda","20463","26"
"2020","NZL","Nueva Zelanda","20773.1430452385","24"
"1870","CAN","Canadá","1695","15"
"1880","CAN","Canadá","1816","15"
"1890","CAN","Canadá","2378","13"
"1900","CAN","Canadá","2911","10"
"1913","CAN","Canadá","4447","6"
"1925","CAN","Canadá","4340","8"
"1929","CAN","Canadá","5065","6"
"1933","CAN","Canadá","3370","14"
"1938","CAN","Canadá","4546","11"
"1950","CAN","Canadá","7291","9"
"1955","CAN","Canadá","8201","7"
"1960","CAN","Canadá","8753","8"
"1965","CAN","Canadá","10473","9"
"1970","CAN","Canadá","12050","9"
"1975","CAN","Canadá","14316","6"
"1980","CAN","Canadá","16176","5"
"1985","CAN","Canadá","17582","4"
"1990","CAN","Canadá","18872","3"
"1995","CAN","Canadá","19380","7"
"2000","CAN","Canadá","22531","5"
"2005","CAN","Canadá","24345","6"
"2010","CAN","Canadá","24433","11"
"2015","CAN","Canadá","25789","10"
"2020","CAN","Canadá","24997.8437131427","14"
"1870","USA","Estados Unidos","2444.64366542775","8"
"1880","USA","Estados Unidos","3183.95497245234","6"
"1890","USA","Estados Unidos","3391.89828125494","5"
"1900","USA","Estados Unidos","4090.78729169667","3"
"1913","USA","Estados Unidos","5300.72946335266","2"
"1925","USA","Estados Unidos","6282.41887103987","2"
"1929","USA","Estados Unidos","6898.72215632541","2"
"1933","USA","Estados Unidos","4776.91547788873","5"
"1938","USA","Estados Unidos","6126.4656718477","3"
"1950","USA","Estados Unidos","9561.34786006528","5"
"1955","USA","Estados Unidos","10896.8547167196","4"
"1960","USA","Estados Unidos","11328.4755162699","5"
"1965","USA","Estados Unidos","13418.7017184501","5"
"1970","USA","Estados Unidos","15029.8460878216","5"
"1975","USA","Estados Unidos","16283.6326763068","5"
"1980","USA","Estados Unidos","18577.3666541336","4"
"1985","USA","Estados Unidos","20717.3229600765","1"
"1990","USA","Estados Unidos","23200.5603124016","1"
"1995","USA","Estados Unidos","24637.3298562514","1"
"2000","USA","Estados Unidos","28701.9343183093","1"
"2005","USA","Estados Unidos","30841.6454964245","1"
"2010","USA","Estados Unidos","30491.3443807637","2"
"2015","USA","Estados Unidos","32678.5847894499","2"
"2020","USA","Estados Unidos","33425.619067085","4"
