"anio","iso3","pib_per_capita","cambio_relativo"
"1984","BOL","3561","1.43570451436389"
"1985","BOL","3476","1.37756497948016"
"1986","BOL","3306","1.26128590971272"
"1987","BOL","3330","1.27770177838577"
"1988","BOL","3386","1.31600547195622"
"1989","BOL","3408","1.33105335157319"
"1990","BOL","3502","1.3953488372093"
"1991","BOL","3610.05176589269","1.46925565382537"
"1992","BOL","3592.13672847707","1.45700186626339"
"1993","BOL","3670.27441235937","1.5104476144729"
"1994","BOL","3765.16948465168","1.57535532465915"
"1995","BOL","3865.43789085961","1.64393836584105"
"1996","BOL","3959.44524890498","1.70823888433993"
"1997","BOL","4079.53786591838","1.79038157723555"
"1998","BOL","4205.69413084929","1.87667177212674"
"1999","BOL","4146.47046669821","1.83616310991669"
"2000","BOL","4173.54945562718","1.85468499016907"
"2001","BOL","4166.49166382304","1.84985749919496"
"2002","BOL","4193.75487923169","1.86850538935136"
"2003","BOL","4230.37247612464","1.89355162525625"
"2004","BOL","4330.55577332936","1.96207645234567"
"2005","BOL","4445.3477399957","2.04059352940882"
"2006","BOL","4581.90216631769","2.13399600979322"
"2007","BOL","4713.44839397914","2.22397290969846"
"2008","BOL","4924.03232286497","2.36801116475032"
"2009","BOL","5011.33827045302","2.42772795516622"
"2010","BOL","5141.7588806556","2.51693493888892"
"2011","BOL","5331","2.64637482900137"
"2012","BOL","5503.90836808894","2.76464320662718"
"2013","BOL","5775.75143564467","2.95058237732194"
"2014","BOL","5988.27754731521","3.09594907477101"
"2015","BOL","6176.26705563787","3.22453286979334"
"2016","BOL","6337.79861292775","3.33501957108601"
"2017","BOL","6503.38722488086","3.4482812755683"
"2018","BOL","6679.43837385169","3.56869929812017"
"2019","BOL","6730.80906187384","3.60383656762916"
"2020","BOL","6062.06482775822","3.14641917083326"
"2021","BOL","6355.61521053972","3.34720602636096"
"2022","BOL","6481.39044234345","3.43323559667815"
"1900","BRA","874","0"
"1901","BRA","940","0.0755148741418765"
"1902","BRA","921","0.0537757437070938"
"1903","BRA","920","0.0526315789473684"
"1904","BRA","918","0.0503432494279177"
"1905","BRA","925","0.0583524027459954"
"1906","BRA","993","0.136155606407323"
"1907","BRA","972","0.112128146453089"
"1908","BRA","945","0.0812356979405033"
"1909","BRA","999","0.143020594965675"
"1910","BRA","990","0.132723112128146"
"1911","BRA","1076","0.231121281464531"
"1912","BRA","1042","0.192219679633867"
"1913","BRA","1046","0.196796338672769"
"1914","BRA","1004","0.148741418764302"
"1915","BRA","1028","0.176201372997712"
"1916","BRA","1036","0.185354691075515"
"1917","BRA","1086","0.242562929061785"
"1918","BRA","1041","0.191075514874142"
"1919","BRA","1154","0.320366132723112"
"1920","BRA","1242","0.421052631578947"
"1921","BRA","1242","0.421052631578947"
"1922","BRA","1301","0.488558352402746"
"1923","BRA","1347","0.541189931350115"
"1924","BRA","1320","0.510297482837529"
"1925","BRA","1298","0.48512585812357"
"1926","BRA","1299","0.486270022883295"
"1927","BRA","1366","0.562929061784897"
"1928","BRA","1492","0.707093821510298"
"1929","BRA","1465","0.676201372997712"
"1930","BRA","1350","0.544622425629291"
"1931","BRA","1294","0.480549199084668"
"1932","BRA","1312","0.501144164759725"
"1933","BRA","1387","0.58695652173913"
"1934","BRA","1471","0.683066361556064"
"1935","BRA","1482","0.695652173913043"
"1936","BRA","1591","0.820366132723112"
"1937","BRA","1610","0.842105263157895"
"1938","BRA","1643","0.879862700228833"
"1939","BRA","1627","0.861556064073226"
"1940","BRA","1610","0.842105263157895"
"1941","BRA","1683","0.925629290617849"
"1942","BRA","1584","0.812356979405034"
"1943","BRA","1763","1.01716247139588"
"1944","BRA","1785","1.04233409610984"
"1945","BRA","1792","1.05034324942792"
"1946","BRA","1934","1.21281464530892"
"1947","BRA","1956","1.23798627002288"
"1948","BRA","2096","1.39816933638444"
"1949","BRA","2204","1.52173913043478"
"1950","BRA","2236","1.558352402746"
"1951","BRA","2279","1.60755148741419"
"1952","BRA","2377","1.71967963386728"
"1953","BRA","2418","1.76659038901602"
"1954","BRA","2531","1.89588100686499"
"1955","BRA","2675","2.06064073226545"
"1956","BRA","2672","2.05720823798627"
"1957","BRA","2793","2.19565217391304"
"1958","BRA","3005","2.43821510297483"
"1959","BRA","3201","2.66247139588101"
"1960","BRA","3398","2.88787185354691"
"1961","BRA","3585","3.10183066361556"
"1962","BRA","3711","3.24599542334096"
"1963","BRA","3623","3.14530892448513"
"1964","BRA","3637","3.16132723112128"
"1965","BRA","3617","3.13844393592677"
"1966","BRA","3747","3.28718535469108"
"1967","BRA","3795","3.34210526315789"
"1968","BRA","4050","3.63386727688787"
"1969","BRA","4313","3.93478260869565"
"1970","BRA","4635","4.30320366132723"
"1971","BRA","5024","4.74828375286041"
"1972","BRA","5480","5.27002288329519"
"1973","BRA","6086","5.96338672768879"
"1974","BRA","6416","6.34096109839817"
"1975","BRA","6582","6.53089244851259"
"1976","BRA","7079","7.09954233409611"
"1977","BRA","7248","7.2929061784897"
"1978","BRA","7425","7.4954233409611"
"1979","BRA","7736","7.8512585812357"
"1980","BRA","8249","8.43821510297483"
"1981","BRA","7709","7.82036613272311"
"1982","BRA","7587","7.68077803203661"
"1983","BRA","7203","7.24141876430206"
"1984","BRA","7438","7.51029748283753"
"1985","BRA","7862","7.9954233409611"
"1986","BRA","8281","8.47482837528604"
"1987","BRA","8402","8.61327231121281"
"1988","BRA","8230","8.41647597254005"
"1989","BRA","8333","8.53432494279176"
"1990","BRA","7842","7.97254004576659"
"1991","BRA","7888.04852782413","8.02522714854019"
"1992","BRA","7812.79425539626","7.93912386200945"
"1993","BRA","8166.23556253979","8.34351895027437"
"1994","BRA","8615.68866123507","8.85776734695088"
"1995","BRA","8951.69435667578","9.24221322274116"
"1996","BRA","9124.5160690394","9.43994973574302"
"1997","BRA","9409.94648482931","9.7665291588436"
"1998","BRA","9419.1079072904","9.77701133557254"
"1999","BRA","9441.75889899426","9.80292780205293"
"2000","BRA","9834.4244366632","10.2522018726124"
"2001","BRA","9953.30948413253","10.388225954385"
"2002","BRA","10245.0689172829","10.7220468161132"
"2003","BRA","10354.5953584982","10.8473631104098"
"2004","BRA","10949.6601198874","11.5282152401457"
"2005","BRA","11305.7717240731","11.9356655881844"
"2006","BRA","11766.6057327589","12.4629356210056"
"2007","BRA","12500.0063684","13.3020667830664"
"2008","BRA","13164.0113425742","14.0617978747989"
"2009","BRA","13180.8909280227","14.0811109016278"
"2010","BRA","14215.6125814475","15.2650029536013"
"2011","BRA","14831","15.9691075514874"
"2012","BRA","14985.4983398531","16.1458791073834"
"2013","BRA","15305.4140259367","16.5119153614836"
"2014","BRA","15251.8896097391","16.4506746106855"
"2015","BRA","14583.9819674662","15.6864782236455"
"2016","BRA","13990.6467728271","15.0076050032347"
"2017","BRA","14062.7496390642","15.0901025618584"
"2018","BRA","14197.5497185134","15.2443360623723"
"2019","BRA","14257.8713067639","15.3133538978991"
"2020","BRA","13685.925743511","14.6589539399439"
"2021","BRA","14292.9350590379","15.3534726075949"
"2022","BRA","14640.0761225773","15.7506591791502"
"1900","CAN","4640","0"
"1901","CAN","4937","0.0640086206896551"
"1902","CAN","5310","0.144396551724138"
"1903","CAN","5314","0.145258620689655"
"1904","CAN","5228","0.126724137931034"
"1905","CAN","5678","0.223706896551724"
"1906","CAN","6130","0.321120689655172"
"1907","CAN","6177","0.33125"
"1908","CAN","5694","0.227155172413793"
"1909","CAN","6137","0.322629310344828"
"1910","CAN","6481","0.39676724137931"
"1911","CAN","6715","0.447198275862069"
"1912","CAN","6977","0.503663793103448"
"1913","CAN","7088","0.527586206896552"
"1914","CAN","6416","0.382758620689655"
"1915","CAN","6747","0.454094827586207"
"1916","CAN","7406","0.596120689655173"
"1917","CAN","7653","0.649353448275862"
"1918","CAN","7079","0.525646551724138"
"1919","CAN","6406","0.380603448275862"
"1920","CAN","6154","0.326293103448276"
"1921","CAN","5351","0.15323275862069"
"1922","CAN","6046","0.30301724137931"
"1923","CAN","6338","0.365948275862069"
"1924","CAN","6339","0.366163793103448"
"1925","CAN","6918","0.490948275862069"
"1926","CAN","7168","0.544827586206897"
"1927","CAN","7726","0.665086206896552"
"1928","CAN","8244","0.776724137931035"
"1929","CAN","8074","0.740086206896552"
"1930","CAN","7669","0.652801724137931"
"1931","CAN","6382","0.375431034482759"
"1932","CAN","5852","0.261206896551724"
"1933","CAN","5372","0.157758620689655"
"1934","CAN","5883","0.267887931034483"
"1935","CAN","6298","0.357327586206897"
"1936","CAN","6574","0.416810344827586"
"1937","CAN","7130","0.536637931034483"
"1938","CAN","7246","0.561637931034483"
"1939","CAN","7600","0.637931034482759"
"1940","CAN","8557","0.844181034482759"
"1941","CAN","9645","1.07866379310345"
"1942","CAN","11210","1.41594827586207"
"1943","CAN","11577","1.49504310344828"
"1944","CAN","11864","1.55689655172414"
"1945","CAN","11370","1.45043103448276"
"1946","CAN","11048","1.38103448275862"
"1947","CAN","11298","1.43491379310345"
"1948","CAN","11261","1.42693965517241"
"1949","CAN","11260","1.42672413793103"
"1950","CAN","11622","1.50474137931035"
"1951","CAN","12007","1.58771551724138"
"1952","CAN","12486","1.69094827586207"
"1953","CAN","12726","1.7426724137931"
"1954","CAN","12272","1.6448275862069"
"1955","CAN","13072","1.81724137931035"
"1956","CAN","13791","1.97219827586207"
"1957","CAN","13719","1.95668103448276"
"1958","CAN","13603","1.93168103448276"
"1959","CAN","13829","1.98038793103448"
"1960","CAN","13952","2.00689655172414"
"1961","CAN","14080","2.03448275862069"
"1962","CAN","14787","2.18685344827586"
"1963","CAN","15248","2.28620689655172"
"1964","CAN","15938","2.43491379310345"
"1965","CAN","16694","2.59784482758621"
"1966","CAN","17448","2.76034482758621"
"1967","CAN","17658","2.80560344827586"
"1968","CAN","18297","2.94331896551724"
"1969","CAN","18988","3.09224137931034"
"1970","CAN","19207","3.13943965517241"
"1971","CAN","20024","3.31551724137931"
"1972","CAN","20837","3.49073275862069"
"1973","CAN","22058","3.75387931034483"
"1974","CAN","22643","3.87995689655172"
"1975","CAN","22819","3.91788793103448"
"1976","CAN","23754","4.11939655172414"
"1977","CAN","24265","4.22952586206897"
"1978","CAN","24994","4.38663793103448"
"1979","CAN","25775","4.55495689655172"
"1980","CAN","25784","4.55689655172414"
"1981","CAN","26256","4.65862068965517"
"1982","CAN","25151","4.42047413793103"
"1983","CAN","25625","4.52262931034483"
"1984","CAN","26836","4.78362068965517"
"1985","CAN","28025","5.03987068965517"
"1986","CAN","28472","5.13620689655172"
"1987","CAN","29246","5.30301724137931"
"1988","CAN","30275","5.52478448275862"
"1989","CAN","30458","5.56422413793103"
"1990","CAN","30082","5.48318965517241"
"1991","CAN","29151.6968488599","5.28269328639223"
"1992","CAN","29141.1923292858","5.2804293813116"
"1993","CAN","29657.574356814","5.39171861138233"
"1994","CAN","30745.8228461219","5.62625492373317"
"1995","CAN","31330.720086353","5.75231036343814"
"1996","CAN","31594.2418094349","5.80910383824028"
"1997","CAN","32709.6916027933","6.04950250060201"
"1998","CAN","33785.7463160833","6.28141084398346"
"1999","CAN","35345.7209562989","6.61761227506442"
"2000","CAN","36942.5622942857","6.96175911514778"
"2001","CAN","37307.2059332395","7.04034610630161"
"2002","CAN","38123.9864239411","7.21637638447008"
"2003","CAN","38559.975902687","7.31033963419978"
"2004","CAN","39491.5700305462","7.51111423072117"
"2005","CAN","40485.0192403627","7.72521966387126"
"2006","CAN","41247.1492966809","7.88947183118122"
"2007","CAN","41806.8652058092","8.01010025987266"
"2008","CAN","41896.4255869481","8.02940206615261"
"2009","CAN","40312.6216510629","7.68806501100493"
"2010","CAN","41209.4261814782","7.88134184945651"
"2011","CAN","42197","8.09418103448276"
"2012","CAN","42476.3450506687","8.15438470919584"
"2013","CAN","43008.8300107412","8.26914439886663"
"2014","CAN","43800.6391739771","8.43979292542611"
"2015","CAN","43761.527090364","8.4313635970612"
"2016","CAN","43702.0795984309","8.41855163759286"
"2017","CAN","44493.651115996","8.58914894741292"
"2018","CAN","45087.8867903665","8.71721698068243"
"2019","CAN","45284.213482154","8.75952876770561"
"2020","CAN","42493.6306173863","8.15811004685049"
"2021","CAN","44379.5948708567","8.56456786009842"
"2022","CAN","45529.6456083503","8.81242362248928"
"1900","CHE","6611.77821356305","0"
"1901","CHE","6398.89186862999","-0.0321980468879547"
"1902","CHE","6616.154464283","0.000661887101864878"
"1903","CHE","6472.23998127461","-0.0211044937959658"
"1904","CHE","6879.57492621256","0.0405029787750835"
"1905","CHE","7184.5796975677","0.0866334994161835"
"1906","CHE","7584.05690252643","0.147052526197703"
"1907","CHE","7464.97944589993","0.129042627380735"
"1908","CHE","7507.70959998377","0.135505359901948"
"1909","CHE","7858.35886708257","0.18853939337565"
"1910","CHE","8048.35153312609","0.2172748802457"
"1911","CHE","8043.94146001353","0.216607877667859"
"1912","CHE","8311.78027545233","0.257117224289523"
"1913","CHE","8172.06013176882","0.235985217260478"
"1914","CHE","7595.28553094459","0.148750802826996"
"1915","CHE","7459.25889916841","0.128177421902459"
"1916","CHE","8079.41922593748","0.22197372098232"
"1917","CHE","7840.90390719607","0.185899413732852"
"1918","CHE","7115.60757090518","0.0762017933857182"
"1919","CHE","6747.26797745246","0.0204921822107518"
"1920","CHE","7363.9596412385","0.113763862516208"
"1921","CHE","5999.14144316014","-0.0926583969719641"
"1922","CHE","7181.95352888635","0.086236303896835"
"1923","CHE","7670.23768949731","0.160086960231513"
"1924","CHE","8195.52064929545","0.239533508925571"
"1925","CHE","8385.2867756263","0.268234732741816"
"1926","CHE","8656.33106890515","0.309228892637084"
"1927","CHE","9259.93620280581","0.400521297555092"
"1928","CHE","9658.81387249873","0.46084964747988"
"1929","CHE","9920.03754250447","0.500358484825615"
"1930","CHE","9969.3240645101","0.507812836803806"
"1931","CHE","10055.4851996385","0.520844298589928"
"1932","CHE","9752.44296534974","0.475010602343572"
"1933","CHE","10009.108560589","0.51383005256541"
"1934","CHE","9997.37644988818","0.512055626636128"
"1935","CHE","9478.80775609377","0.43362457873276"
"1936","CHE","9301.84625825247","0.406859994058959"
"1937","CHE","10039.2922320319","0.518395189275684"
"1938","CHE","9608.57001962028","0.453250503761571"
"1939","CHE","9836.15191455033","0.487671182674121"
"1940","CHE","9802.37306877984","0.482562292950445"
"1941","CHE","9217.34890451972","0.394080171293668"
"1942","CHE","8739.76696861602","0.321848175531316"
"1943","CHE","8642.97285805962","0.307208526796903"
"1944","CHE","8890.73881147861","0.344681948532487"
"1945","CHE","8839.31526323939","0.336904381503132"
"1946","CHE","10866.098130433","0.643445647971501"
"1947","CHE","11020.9505631674","0.666866341729307"
"1948","CHE","11189.3430725298","0.692334907661694"
"1949","CHE","10943.5440327929","0.655158972263147"
"1950","CHE","11541.0375505428","0.745527024313683"
"1951","CHE","11877.89329403","0.79647485296229"
"1952","CHE","12016.308232061","0.817409453845777"
"1953","CHE","12470.9856694293","0.886177253170258"
"1954","CHE","13171.4062803502","0.992112538398681"
"1955","CHE","13999.4878426012","1.11735593518298"
"1956","CHE","14507.0601800455","1.19412383650233"
"1957","CHE","14667.650420408","1.2184123463669"
"1958","CHE","14644.4582568088","1.21490464195667"
"1959","CHE","15469.5914767422","1.33970211599183"
"1960","CHE","16358.3594046842","1.47412403687824"
"1961","CHE","17307.5627469558","1.61768652666721"
"1962","CHE","17793.9764899977","1.69125429124287"
"1963","CHE","18437.8389135498","1.78863541970108"
"1964","CHE","19195.446462746","1.90321995728313"
"1965","CHE","19802.512491383","1.99503580606517"
"1966","CHE","20224.5381975754","2.0588651863863"
"1967","CHE","20742.2525407236","2.13716701781891"
"1968","CHE","21395.3863755189","2.23595040311993"
"1969","CHE","22307.672926555","2.37392940386207"
"1970","CHE","23478.991767023","2.5510858060634"
"1971","CHE","24486.9781291002","2.70353894794428"
"1972","CHE","25356.9109020439","2.83511214124334"
"1973","CHE","26003.7151749567","2.93293821042183"
"1974","CHE","25718.2703729681","2.88976604209303"
"1975","CHE","24467.991703049","2.70066734132984"
"1976","CHE","24752.9073088838","2.74375947125798"
"1977","CHE","25430.5674454033","2.84625234301361"
"1978","CHE","26158.8002988737","2.956394097614"
"1979","CHE","26641.0949518161","3.02933886940823"
"1980","CHE","27405.7302362483","3.14498631851105"
"1981","CHE","27729.584967226","3.19396780586847"
"1982","CHE","27660.9484973249","3.18358686632633"
"1983","CHE","28009.3290841041","3.23627777269468"
"1984","CHE","28315.0825944092","3.28252153653992"
"1985","CHE","29416.75224461","3.44914383006164"
"1986","CHE","30847.9942567071","3.66561237541621"
"1987","CHE","31774.3711593065","3.80572247479902"
"1988","CHE","32482.9076702734","3.91288525129891"
"1989","CHE","33315.5867704057","4.03882400381548"
"1990","CHE","34250","4.18014955942433"
"1991","CHE","34128.6419071025","4.16179472522125"
"1992","CHE","34356.8020946259","4.19630286813738"
"1993","CHE","34625.5336467752","4.23694723693941"
"1994","CHE","35423.8278284248","4.3576854341179"
"1995","CHE","36004.2298937464","4.44546848529935"
"1996","CHE","36720.4904727663","4.55379949034586"
"1997","CHE","38165.477352616","4.77234688155833"
