"anio","geocodigoFundar","fuente_energia","valor_en_twh","porcentaje","tipo_energia","geonombreFundar"
"1975","BEL","Otras renovables","0.25937498","0.0501134483275393","Limpias","Bélgica"
"1976","BEL","Otras renovables","0.178125","0.0324479305894181","Limpias","Bélgica"
"1977","BEL","Otras renovables","0.77187496","0.140383661609487","Limpias","Bélgica"
"1978","BEL","Otras renovables","0.8125","0.141572883658366","Limpias","Bélgica"
"1979","BEL","Otras renovables","0.984375","0.166679821849559","Limpias","Bélgica"
"1980","BEL","Otras renovables","0.93750006","0.165845050813504","Limpias","Bélgica"
"1981","BEL","Otras renovables","0.909375","0.169204565738859","Limpias","Bélgica"
"1982","BEL","Otras renovables","0.14375","0.0279733746431131","Limpias","Bélgica"
"1983","BEL","Otras renovables","0.06875","0.0138199959772133","Limpias","Bélgica"
"1984","BEL","Otras renovables","0.075","0.0144298754767685","Limpias","Bélgica"
"1985","BEL","Otras renovables","0.16562499","0.030544235673691","Limpias","Bélgica"
"1986","BEL","Otras renovables","0.37187502","0.0664892365601899","Limpias","Bélgica"
"1987","BEL","Otras renovables","0.44375002","0.0770285498117734","Limpias","Bélgica"
"1988","BEL","Otras renovables","0.5625","0.095736321168047","Limpias","Bélgica"
"1989","BEL","Otras renovables","0.596875","0.100816745844638","Limpias","Bélgica"
"1990","BEL","Otras renovables","0.88125","0.142428233106807","Limpias","Bélgica"
"1991","BEL","Otras renovables","0.934375","0.145937529857725","Limpias","Bélgica"
"1992","BEL","Otras renovables","0.83437496","0.130609305167015","Limpias","Bélgica"
"1993","BEL","Otras renovables","0.765625","0.121795559276291","Limpias","Bélgica"
"1994","BEL","Otras renovables","0.765625","0.115758030073299","Limpias","Bélgica"
"1995","BEL","Otras renovables","1.0031251","0.149817301927744","Limpias","Bélgica"
"1996","BEL","Otras renovables","0.98125005","0.137965743804419","Limpias","Bélgica"
"1997","BEL","Otras renovables","0.859375","0.119630910877553","Limpias","Bélgica"
"1998","BEL","Otras renovables","1.121875","0.153150115776252","Limpias","Bélgica"
"1999","BEL","Otras renovables","1.55","0.213170916844685","Limpias","Bélgica"
"2000","BEL","Otras renovables","1.7750001","0.23975206131388","Limpias","Bélgica"
"2001","BEL","Otras renovables","1.865625","0.254134697060128","Limpias","Bélgica"
"2002","BEL","Otras renovables","2.253125","0.308455413370425","Limpias","Bélgica"
"2003","BEL","Otras renovables","2.678125","0.352933067978095","Limpias","Bélgica"
"2004","BEL","Otras renovables","3.240625","0.425357044682443","Limpias","Bélgica"
"2005","BEL","Otras renovables","4.96875","0.659784873809249","Limpias","Bélgica"
"2006","BEL","Otras renovables","6.9531245","0.920547662218642","Limpias","Bélgica"
"2007","BEL","Otras renovables","8.125","1.06830464712244","Limpias","Bélgica"
"2008","BEL","Otras renovables","10.403125","1.34636804031297","Limpias","Bélgica"
"2009","BEL","Otras renovables","12.340625","1.73146691147662","Limpias","Bélgica"
"2010","BEL","Otras renovables","13.958438","1.83357041085234","Limpias","Bélgica"
"2011","BEL","Otras renovables","14.553749","2.0496867764348","Limpias","Bélgica"
"2012","BEL","Otras renovables","16.429062","2.41054626423304","Limpias","Bélgica"
"2013","BEL","Otras renovables","15.7575","2.25753702438117","Limpias","Bélgica"
"2014","BEL","Otras renovables","13.808438","2.13286057596635","Limpias","Bélgica"
"2015","BEL","Otras renovables","17.202188","2.62933085282923","Limpias","Bélgica"
"2016","BEL","Otras renovables","16.8025","2.38253679957512","Limpias","Bélgica"
"2017","BEL","Otras renovables","17.833126","2.50549770777241","Limpias","Bélgica"
"2018","BEL","Otras renovables","16.914062","2.38053937033942","Limpias","Bélgica"
"2019","BEL","Otras renovables","16.141874","2.20107761545947","Limpias","Bélgica"
"2020","BEL","Otras renovables","16.445312","2.49574244129928","Limpias","Bélgica"
"2021","BEL","Otras renovables","14.696876","2.0056140554608","Limpias","Bélgica"
"2022","BEL","Otras renovables","15.393437","2.23343062688428","Limpias","Bélgica"
"2023","BEL","Otras renovables","11.882501","1.84287826627601","Limpias","Bélgica"
"2024","BEL","Otras renovables","10.131092","1.58501390350822","Limpias","Bélgica"
"1965","BRA","Otras renovables","0","0","Limpias","Brasil"
"1966","BRA","Otras renovables","0","0","Limpias","Brasil"
"1967","BRA","Otras renovables","0","0","Limpias","Brasil"
"1968","BRA","Otras renovables","0","0","Limpias","Brasil"
"1969","BRA","Otras renovables","0","0","Limpias","Brasil"
"1970","BRA","Otras renovables","1.6084108","0.350454915817205","Limpias","Brasil"
"1971","BRA","Otras renovables","1.9793602","0.397304178534111","Limpias","Brasil"
"1972","BRA","Otras renovables","2.239282","0.39045596126511","Limpias","Brasil"
"1973","BRA","Otras renovables","2.3462512","0.346359165150154","Limpias","Brasil"
"1974","BRA","Otras renovables","2.4535992","0.326921065454082","Limpias","Brasil"
"1975","BRA","Otras renovables","2.70993","0.343230056700788","Limpias","Brasil"
"1976","BRA","Otras renovables","2.7010555","0.312992537985711","Limpias","Brasil"
"1977","BRA","Otras renovables","3.490142","0.377956400047249","Limpias","Brasil"
"1978","BRA","Otras renovables","4.1623254","0.40859934281977","Limpias","Brasil"
"1979","BRA","Otras renovables","5.5500607","0.504248335849031","Limpias","Brasil"
"1980","BRA","Otras renovables","5.6422133","0.497192805342603","Limpias","Brasil"
"1981","BRA","Otras renovables","5.8550715","0.533619561487217","Limpias","Brasil"
"1982","BRA","Otras renovables","6.8077326","0.589356476822387","Limpias","Brasil"
"1983","BRA","Otras renovables","9.326422","0.799136197364651","Limpias","Brasil"
"1984","BRA","Otras renovables","8.911496","0.714805995551859","Limpias","Brasil"
"1985","BRA","Otras renovables","9.584767","0.717246259072287","Limpias","Brasil"
"1986","BRA","Otras renovables","9.981039","0.708057017790759","Limpias","Brasil"
"1987","BRA","Otras renovables","11.142804","0.769554130876781","Limpias","Brasil"
"1988","BRA","Otras renovables","10.436825","0.691566336157759","Limpias","Brasil"
"1989","BRA","Otras renovables","10.634882","0.688557827921235","Limpias","Brasil"
"1990","BRA","Otras renovables","12.05957","0.790514180867114","Limpias","Brasil"
"1991","BRA","Otras renovables","12.498789","0.788737530681799","Limpias","Brasil"
"1992","BRA","Otras renovables","15.404253","0.955811315034638","Limpias","Brasil"
"1993","BRA","Otras renovables","15.574804","0.922804848462663","Limpias","Brasil"
"1994","BRA","Otras renovables","16.8382","0.955064617138819","Limpias","Brasil"
"1995","BRA","Otras renovables","17.480438","0.936284071200526","Limpias","Brasil"
"1996","BRA","Otras renovables","21.102219","1.06447338307823","Limpias","Brasil"
"1997","BRA","Otras renovables","23.059221","1.09883083279189","Limpias","Brasil"
"1998","BRA","Otras renovables","23.453852","1.07266778964884","Limpias","Brasil"
"1999","BRA","Otras renovables","26.175007","1.18083037572417","Limpias","Brasil"
"2000","BRA","Otras renovables","24.54801","1.06323063684832","Limpias","Brasil"
"2001","BRA","Otras renovables","28.19502","1.24996999273935","Limpias","Brasil"
"2002","BRA","Otras renovables","32.09421","1.39616167476298","Limpias","Brasil"
"2003","BRA","Otras renovables","37.31082","1.60052544295034","Limpias","Brasil"
"2004","BRA","Otras renovables","39.10955","1.59838059571431","Limpias","Brasil"
"2005","BRA","Otras renovables","42.634617","1.69966961422552","Limpias","Brasil"
"2006","BRA","Otras renovables","46.392685","1.79823070741004","Limpias","Brasil"
"2007","BRA","Otras renovables","56.44826","2.05587733949628","Limpias","Brasil"
"2008","BRA","Otras renovables","61.832054","2.1539625713087","Limpias","Brasil"
"2009","BRA","Otras renovables","71.4871","2.50186057583264","Limpias","Brasil"
"2010","BRA","Otras renovables","99.81992","3.20323169433369","Limpias","Brasil"
"2011","BRA","Otras renovables","101.96575","3.14627624540528","Limpias","Brasil"
"2012","BRA","Otras renovables","111.76772","3.3504876497745","Limpias","Brasil"
"2013","BRA","Otras renovables","128.03702","3.73224017204832","Limpias","Brasil"
"2014","BRA","Otras renovables","147.12244","4.19372646018656","Limpias","Brasil"
"2015","BRA","Otras renovables","155.876","4.49239159865499","Limpias","Brasil"
"2016","BRA","Otras renovables","160.42093","4.74767199988535","Limpias","Brasil"
"2017","BRA","Otras renovables","165.35033","4.85405830162821","Limpias","Brasil"
"2018","BRA","Otras renovables","169.94447","4.98051972413658","Limpias","Brasil"
"2019","BRA","Otras renovables","171.62773","4.91990339494714","Limpias","Brasil"
"2020","BRA","Otras renovables","183.56827","5.48814117321426","Limpias","Brasil"
"2021","BRA","Otras renovables","175.03558","4.99058635573798","Limpias","Brasil"
"2022","BRA","Otras renovables","171.94293","4.71533088597369","Limpias","Brasil"
"2023","BRA","Otras renovables","180.4877","4.80240490814112","Limpias","Brasil"
"2024","BRA","Otras renovables","181.9861","4.75664250780314","Limpias","Brasil"
"1965","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1966","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1967","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1968","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1969","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1970","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1971","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1972","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1973","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1974","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1975","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1976","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1977","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1978","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1979","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1980","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1981","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1982","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1983","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1984","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1985","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1986","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1987","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1988","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1989","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1990","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1991","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1992","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1993","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1994","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1995","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1996","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1997","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1998","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"1999","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2000","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2001","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2002","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2003","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2004","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2005","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2006","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2007","BGR","Otras renovables","0","0","Limpias","Bulgaria"
"2008","BGR","Otras renovables","0.0485375","0.0212131679013203","Limpias","Bulgaria"
"2009","BGR","Otras renovables","0.02313125","0.0115283439839937","Limpias","Bulgaria"
"2010","BGR","Otras renovables","0.110121876","0.0525432744752202","Limpias","Bulgaria"
"2011","BGR","Otras renovables","0.17417812","0.078093857273043","Limpias","Bulgaria"
"2012","BGR","Otras renovables","0.20570937","0.0971602258553673","Limpias","Bulgaria"
"2013","BGR","Otras renovables","0.34910312","0.177986225496553","Limpias","Bulgaria"
"2014","BGR","Otras renovables","0.627475","0.299540263231444","Limpias","Bulgaria"
"2015","BGR","Otras renovables","0.8443281","0.379498784710085","Limpias","Bulgaria"
"2016","BGR","Otras renovables","1.1050438","0.523458310288363","Limpias","Bulgaria"
"2017","BGR","Otras renovables","1.2374407","0.571864433222389","Limpias","Bulgaria"
"2018","BGR","Otras renovables","4.9155188","2.26890793066055","Limpias","Bulgaria"
"2019","BGR","Otras renovables","5.6900344","2.71443801903057","Limpias","Bulgaria"
"2020","BGR","Otras renovables","5.310441","2.74434422445282","Limpias","Bulgaria"
"2021","BGR","Otras renovables","8.090287","3.68188696200391","Limpias","Bulgaria"
"2022","BGR","Otras renovables","7.011231","3.08332857901725","Limpias","Bulgaria"
"2023","BGR","Otras renovables","5.856256","3.0057323991588","Limpias","Bulgaria"
"2024","BGR","Otras renovables","5.378681","2.8378919715743","Limpias","Bulgaria"
"1965","CAN","Otras renovables","0","0","Limpias","Canadá"
"1966","CAN","Otras renovables","0","0","Limpias","Canadá"
"1967","CAN","Otras renovables","0","0","Limpias","Canadá"
"1968","CAN","Otras renovables","0","0","Limpias","Canadá"
"1969","CAN","Otras renovables","0","0","Limpias","Canadá"
"1970","CAN","Otras renovables","0","0","Limpias","Canadá"
"1971","CAN","Otras renovables","0","0","Limpias","Canadá"
"1972","CAN","Otras renovables","0","0","Limpias","Canadá"
"1973","CAN","Otras renovables","0","0","Limpias","Canadá"
"1974","CAN","Otras renovables","0","0","Limpias","Canadá"
"1975","CAN","Otras renovables","0","0","Limpias","Canadá"
"1976","CAN","Otras renovables","2.2093751","0.093705551809971","Limpias","Canadá"
"1977","CAN","Otras renovables","3.340625","0.133922625625511","Limpias","Canadá"
"1978","CAN","Otras renovables","3.5375","0.139265292847786","Limpias","Canadá"
"1979","CAN","Otras renovables","4.203125","0.160776963798211","Limpias","Canadá"
"1980","CAN","Otras renovables","4.0625","0.152477615816836","Limpias","Canadá"
"1981","CAN","Otras renovables","5.93125","0.224195021656039","Limpias","Canadá"
"1982","CAN","Otras renovables","6.684375","0.260498453011852","Limpias","Canadá"
"1983","CAN","Otras renovables","6.515625","0.255554853549846","Limpias","Canadá"
"1984","CAN","Otras renovables","7.3031244","0.269327981123685","Limpias","Canadá"
"1985","CAN","Otras renovables","5.2406254","0.187223360936936","Limpias","Canadá"
"1986","CAN","Otras renovables","5.828125","0.206314667088564","Limpias","Canadá"
"1987","CAN","Otras renovables","7.225","0.247756078530976","Limpias","Canadá"
"1988","CAN","Otras renovables","7.7656245","0.255731447201579","Limpias","Canadá"
"1989","CAN","Otras renovables","10.865625","0.353886718644334","Limpias","Canadá"
"1990","CAN","Otras renovables","12.35625","0.418714356918307","Limpias","Canadá"
"1991","CAN","Otras renovables","12.45","0.42054358576969","Limpias","Canadá"
"1992","CAN","Otras renovables","13.953125","0.458961584591437","Limpias","Canadá"
"1993","CAN","Otras renovables","15.053124","0.483036238732845","Limpias","Canadá"
"1994","CAN","Otras renovables","17.915625","0.553702093462794","Limpias","Canadá"
"1995","CAN","Otras renovables","22.305832","0.672728786363851","Limpias","Canadá"
"1996","CAN","Otras renovables","23.52661","0.691051054919208","Limpias","Canadá"
"1997","CAN","Otras renovables","25.525686","0.745645442529132","Limpias","Canadá"
"1998","CAN","Otras renovables","28.085169","0.831656435508","Limpias","Canadá"
"1999","CAN","Otras renovables","27.94734","0.802141979024777","Limpias","Canadá"
"2000","CAN","Otras renovables","27.865759","0.778680747840207","Limpias","Canadá"
"2001","CAN","Otras renovables","30.225468","0.861385331412374","Limpias","Canadá"
"2002","CAN","Otras renovables","31.394077","0.865925347034827","Limpias","Canadá"
"2003","CAN","Otras renovables","29.429045","0.806937599472785","Limpias","Canadá"
"2004","CAN","Otras renovables","30.639145","0.827143321931024","Limpias","Canadá"
"2005","CAN","Otras renovables","28.610668","0.767672150403028","Limpias","Canadá"
