"anio","iso3","valor_en_kwh_por_dolar"
"2015","BWA","0.77680624"
"2016","BWA","0.797076"
"2017","BWA","0.7043504"
"2018","BWA","0.670241"
"2019","BWA","0.6543964"
"2020","BWA","0.6821497"
"2021","BWA","0.6580191"
"1965","BWA",
"1966","BWA",
"1967","BWA",
"1968","BWA",
"1969","BWA",
"1970","BWA",
"1971","BWA",
"1972","BWA",
"1973","BWA",
"1974","BWA",
"1975","BWA",
"1976","BWA",
"1977","BWA",
"1978","BWA",
"1979","BWA",
"2022","BWA",
"1980","BRA","1.1363137"
"1981","BRA","1.1634616"
"1982","BRA","1.213729"
"1983","BRA","1.2643628"
"1984","BRA","1.2772828"
"1985","BRA","1.2699347"
"1986","BRA","1.2462503"
"1987","BRA","1.2373582"
"1988","BRA","1.2768179"
"1989","BRA","1.2724537"
"1990","BRA","1.3209822"
"1991","BRA","1.3326252"
"1992","BRA","1.3416822"
"1993","BRA","1.3211952"
"1994","BRA","1.2924826"
"1995","BRA","1.3022515"
"1996","BRA","1.3321464"
"1997","BRA","1.3525832"
"1998","BRA","1.3779885"
"1999","BRA","1.3698488"
"2000","BRA","1.354674"
"2001","BRA","1.2869318"
"2002","BRA","1.262328"
"2003","BRA","1.2570634"
"2004","BRA","1.231847"
"2005","BRA","1.2100217"
"2006","BRA","1.1814481"
"2007","BRA","1.1713701"
"2008","BRA","1.1482084"
"2009","BRA","1.1270559"
"2010","BRA","1.1292484"
"2011","BRA","1.1102711"
"2012","BRA","1.1212487"
"2013","BRA","1.1147304"
"2014","BRA","1.1380283"
"2015","BRA","1.1641531"
"2016","BRA","1.174564"
"2017","BRA","1.169641"
"2018","BRA","1.1534498"
"2019","BRA","1.1582202"
"2020","BRA","1.150486"
"2021","BRA","1.1527343"
"1965","BRA","0.911237"
"1966","BRA","0.9319878"
"1967","BRA","0.92647"
"1968","BRA","0.9636898"
"1969","BRA","0.9606831"
"1970","BRA","1.0222486"
"1971","BRA","1.0233827"
"1972","BRA","1.0437655"
"1973","BRA","1.0787991"
"1974","BRA","1.1117481"
"1975","BRA","1.1153709"
"1976","BRA","1.1077425"
"1977","BRA","1.1259266"
"1978","BRA","1.186158"
"1979","BRA","1.2124131"
"2022","BRA","1.1686184"
"1980","BGR","3.9436352"
"1981","BGR","3.7852964"
"1982","BGR","3.7559462"
"1983","BGR","3.854192"
"1984","BGR","3.709585"
"1985","BGR","3.7955585"
"1986","BGR","3.771614"
"1987","BGR","3.7941067"
"1988","BGR","3.9070187"
"1989","BGR","3.943801"
"1990","BGR","4.097431"
"1991","BGR","3.6050653"
"1992","BGR","3.6440957"
"1993","BGR","3.93003"
"1994","BGR","3.6989772"
"1995","BGR","3.8479624"
"1996","BGR","4.1771145"
"1997","BGR","3.9609115"
"1998","BGR","3.6527047"
"1999","BGR","3.390407"
"2000","BGR","3.2117863"
"2001","BGR","3.2640483"
"2002","BGR","2.968903"
"2003","BGR","2.9007256"
"2004","BGR","2.6192794"
"2005","BGR","2.6336691"
"2006","BGR","2.4975162"
"2007","BGR","2.2368722"
"2008","BGR","2.0767593"
"2009","BGR","1.8834296"
"2010","BGR","1.9399377"
"2011","BGR","2.0535676"
"2012","BGR","1.9377428"
"2013","BGR","1.80684"
"2014","BGR","1.9109627"
"2015","BGR","1.9622983"
"2016","BGR","1.8063998"
"2017","BGR","1.799556"
"2018","BGR","1.7576733"
"2019","BGR","1.6333226"
"2020","BGR","1.5706239"
"2021","BGR","1.6568837"
"1965","BGR","2.382692"
"1966","BGR","2.36783"
"1967","BGR","2.6097453"
"1968","BGR","2.864527"
"1969","BGR","3.0445998"
"1970","BGR","3.2414112"
"1971","BGR","3.2681546"
"1972","BGR","3.2112834"
"1973","BGR","3.209732"
"1974","BGR","3.2047842"
"1975","BGR","3.2730703"
"1976","BGR","3.3661506"
"1977","BGR","3.5818403"
"1978","BGR","3.6304393"
"1979","BGR","3.628454"
"2022","BGR","1.6748072"
"1980","BFA","0.24033955"
"1981","BFA","0.22975944"
"1982","BFA","0.22469021"
"1983","BFA","0.22734061"
"1984","BFA","0.22432673"
"1985","BFA","0.1913311"
"1986","BFA","0.19556604"
"1987","BFA","0.20779517"
"1988","BFA","0.20110773"
"1989","BFA","0.18242012"
"1990","BFA","0.18962598"
"1991","BFA","0.20494258"
"1992","BFA","0.21088535"
"1993","BFA","0.23076396"
"1994","BFA","0.25893638"
"1995","BFA","0.25530013"
"1996","BFA","0.24895638"
"1997","BFA","0.3803036"
"1998","BFA","0.32710704"
"1999","BFA","0.32100564"
"2000","BFA","0.29278353"
"2001","BFA","0.3118283"
"2002","BFA","0.31904408"
"2003","BFA","0.33478656"
"2004","BFA","0.29563624"
"2005","BFA","0.29591104"
"2006","BFA","0.28116885"
"2007","BFA","0.3915499"
"2008","BFA","0.41344002"
"2009","BFA","0.38561752"
"2010","BFA","0.39684606"
"2011","BFA","0.43321595"
"2012","BFA","0.47981858"
"2013","BFA","0.5437785"
"2014","BFA","0.48539373"
"2015","BFA","0.59363353"
"2016","BFA","0.538327"
"2017","BFA","0.587486"
"2018","BFA","0.612876"
"2019","BFA","0.5936293"
"2020","BFA","0.55531037"
"2021","BFA","0.5490167"
"1965","BFA",
"1966","BFA",
"1967","BFA",
"1968","BFA",
"1969","BFA",
"1970","BFA",
"1971","BFA",
"1972","BFA",
"1973","BFA",
"1974","BFA",
"1975","BFA",
"1976","BFA",
"1977","BFA",
"1978","BFA",
"1979","BFA",
"2022","BFA",
"1980","BDI","0.114457406"
"1981","BDI","0.11695406"
"1982","BDI","0.1035364"
"1983","BDI","0.12736633"
"1984","BDI","0.16445296"
"1985","BDI","0.15301968"
"1986","BDI","0.15455876"
"1987","BDI","0.17176186"
"1988","BDI","0.2358724"
"1989","BDI","0.25839058"
"1990","BDI","0.2633112"
"1991","BDI","0.2840206"
"1992","BDI","0.25988448"
"1993","BDI","0.31783587"
"1994","BDI","0.33787236"
"1995","BDI","0.34603283"
"1996","BDI","0.4082165"
"1997","BDI","0.4203152"
"1998","BDI","0.41144684"
"1999","BDI","0.41233733"
"2000","BDI","0.35555905"
"2001","BDI","0.2979071"
"2002","BDI","0.27066955"
"2003","BDI","0.2223044"
"2004","BDI","0.24448657"
"2005","BDI","0.20965715"
"2006","BDI","0.23051567"
"2007","BDI","0.34919488"
"2008","BDI","0.21826756"
"2009","BDI","0.2096602"
"2010","BDI","0.27784392"
"2011","BDI","0.3157148"
"2012","BDI","0.28471938"
"2013","BDI","0.2962281"
"2014","BDI","0.26510566"
"2015","BDI","0.28314838"
"2016","BDI","0.30082875"
"2017","BDI","0.35159063"
"2018","BDI","0.40719"
"2019","BDI","0.42846218"
"2020","BDI","0.40905464"
"2021","BDI","0.41185504"
"1965","BDI",
"1966","BDI",
"1967","BDI",
"1968","BDI",
"1969","BDI",
"1970","BDI",
"1971","BDI",
"1972","BDI",
"1973","BDI",
"1974","BDI",
"1975","BDI",
"1976","BDI",
"1977","BDI",
"1978","BDI",
"1979","BDI",
"2022","BDI",
"1980","KHM","0.14548966"
"1981","KHM","0.15138076"
"1982","KHM","0.15383574"
"1983","KHM","0.15663949"
"1984","KHM","0.16074963"
"1985","KHM","0.15208395"
"1986","KHM","0.14489987"
"1987","KHM","0.14914533"
"1988","KHM","0.15692435"
"1989","KHM","0.15385419"
"1990","KHM","0.15562518"
"1991","KHM","0.15704533"
"1992","KHM","0.15095583"
"1993","KHM","0.14861114"
"1994","KHM","0.141009"
"1995","KHM","0.38498646"
"1996","KHM","0.4106814"
"1997","KHM","0.46879396"
"1998","KHM","0.5340955"
"1999","KHM","0.5028953"
"2000","KHM","0.43852073"
"2001","KHM","0.43975714"
"2002","KHM","0.42151967"
"2003","KHM","0.4312876"
"2004","KHM","0.41195408"
"2005","KHM","0.42325738"
"2006","KHM","0.42391187"
"2007","KHM","0.46355996"
"2008","KHM","0.4687928"
"2009","KHM","0.5821304"
"2010","KHM","0.6651045"
"2011","KHM","0.6620693"
"2012","KHM","0.6875566"
"2013","KHM","0.6796774"
"2014","KHM","0.7003895"
"2015","KHM","0.75056493"
"2016","KHM","0.8757141"
"2017","KHM","0.8648776"
"2018","KHM","1.0147495"
"2019","KHM","1.0616026"
"2020","KHM","1.0672264"
"2021","KHM","1.0791634"
"1965","KHM",
"1966","KHM",
"1967","KHM",
"1968","KHM",
"1969","KHM",
"1970","KHM",
"1971","KHM",
"1972","KHM",
"1973","KHM",
"1974","KHM",
"1975","KHM",
"1976","KHM",
"1977","KHM",
"1978","KHM",
"1979","KHM",
"2022","KHM",
"1980","CMR","0.828807"
"1981","CMR","0.7774963"
"1982","CMR","0.84422415"
"1983","CMR","0.78704983"
"1984","CMR","0.74247205"
"1985","CMR","0.7251669"
"1986","CMR","0.72435445"
"1987","CMR","0.7233995"
"1988","CMR","0.7592052"
"1989","CMR","0.9678714"
"1990","CMR","0.99297225"
"1991","CMR","1.0227503"
"1992","CMR","1.0413312"
"1993","CMR","0.9348923"
"1994","CMR","1.0054425"
"1995","CMR","0.97967714"
"1996","CMR","0.9136425"
"1997","CMR","0.89583105"
"1998","CMR","0.8396128"
"1999","CMR","0.7771833"
"2000","CMR","0.76192576"
"2001","CMR","0.71447"
"2002","CMR","0.6661306"
"2003","CMR","0.67490894"
"2004","CMR","0.66780937"
"2005","CMR","0.6204166"
"2006","CMR","0.67033076"
"2007","CMR","0.67354846"
"2008","CMR","0.6537608"
"2009","CMR","0.67693704"
"2010","CMR","0.7376649"
"2011","CMR","0.73354113"
"2012","CMR","0.7003208"
"2013","CMR","0.5860763"
"2014","CMR","0.6929222"
"2015","CMR","0.6586215"
"2016","CMR","0.61422163"
"2017","CMR","0.6026501"
"2018","CMR","0.5899478"
"2019","CMR","0.5775787"
"2020","CMR","0.6032694"
"2021","CMR","0.5416634"
"1965","CMR",
"1966","CMR",
"1967","CMR",
"1968","CMR",
"1969","CMR",
"1970","CMR",
"1971","CMR",
"1972","CMR",
"1973","CMR",
"1974","CMR",
"1975","CMR",
"1976","CMR",
"1977","CMR",
"1978","CMR",
"1979","CMR",
"2022","CMR",
"1980","CAN","4.2763524"
"1981","CAN","4.123395"
"1982","CAN","4.1249757"
"1983","CAN","3.9862554"
"1984","CAN","4.0104804"
"1985","CAN","3.9301548"
"1986","CAN","3.866804"
"1987","CAN","3.8347955"
"1988","CAN","3.8033576"
"1989","CAN","3.750236"
"1990","CAN","3.5987961"
"1991","CAN","3.6827044"
"1992","CAN","3.73818"
"1993","CAN","3.724638"
"1994","CAN","3.6890523"
"1995","CAN","3.670538"
"1996","CAN","3.700221"
"1997","CAN","3.5562243"
"1998","CAN","3.3655303"
"1999","CAN","3.2927113"
"2000","CAN","3.206073"
"2001","CAN","3.075524"
"2002","CAN","3.0781722"
"2003","CAN","3.0304546"
"2004","CAN","2.9765513"
"2005","CAN","2.8954427"
"2006","CAN","2.7975736"
"2007","CAN","2.8377209"
"2008","CAN","2.7678378"
"2009","CAN","2.7325203"
"2010","CAN","2.6682298"
"2011","CAN","2.677709"
"2012","CAN","2.6393876"
"2013","CAN","2.640865"
"2014","CAN","2.5727665"
"2015","CAN","2.5725737"
"2016","CAN","2.5124373"
"2017","CAN","2.4754434"
"2018","CAN","2.4303007"
"2019","CAN","2.3710084"
"2020","CAN","2.347332"
"2021","CAN","2.2564259"
"1965","CAN","4.145547"
"1966","CAN","4.1447635"
"1967","CAN","4.2060456"
"1968","CAN","4.2537613"
"1969","CAN","4.2856283"
"1970","CAN","4.4729013"
"1971","CAN","4.369383"
"1972","CAN","4.4671197"
"1973","CAN","4.5266566"
"1974","CAN","4.485744"
"1975","CAN","4.3219237"
"1976","CAN","4.290798"
"1977","CAN","4.3911605"
"1978","CAN","4.301555"
"1979","CAN","4.251314"
"2022","CAN","2.2304633"
"1980","CPV","2.9983933"
"1981","CPV","2.7566335"
"1982","CPV","1.1476278"
"1983","CPV","1.0485541"
"1984","CPV","1.2389544"
"1985","CPV","1.1351017"
"1986","CPV","0.33944696"
"1987","CPV","0.34493828"
"1988","CPV","0.44915107"
"1989","CPV","0.5183892"
"1990","CPV","0.5146648"
"1991","CPV","0.49837118"
"1992","CPV","0.56348234"
"1993","CPV","0.5215916"
"1994","CPV","0.569174"
"1995","CPV","0.5103102"
"1996","CPV","0.5287946"
"1997","CPV","0.48153377"
"1998","CPV","0.4385397"
"1999","CPV","0.3847094"
"2000","CPV","0.8866598"
"2001","CPV","0.9140295"
"2002","CPV","0.92482907"
"2003","CPV","0.8626699"
"2004","CPV","0.8882944"
"2005","CPV","1.2767607"
"2006","CPV","1.2115781"
"2007","CPV","1.2196519"
"2008","CPV","1.1373569"
"2009","CPV","1.0727563"
"2010","CPV","1.1103947"
"2011","CPV","1.249366"
"2012","CPV","1.1077007"
"2013","CPV","1.0825096"
"2014","CPV","1.1450429"
"2015","CPV","1.1161087"
"2016","CPV","1.1161556"
"2017","CPV","1.1277642"
"2018","CPV","1.0999323"
"2019","CPV","1.016923"
"2020","CPV","1.1975902"
"2021","CPV","1.1802114"
"1965","CPV",
"1966","CPV",
"1967","CPV",
"1968","CPV",
"1969","CPV",
"1970","CPV",
"1971","CPV",
"1972","CPV",
"1973","CPV",
"1974","CPV",
"1975","CPV",
"1976","CPV",
"1977","CPV",
"1978","CPV",
"1979","CPV",
"2022","CPV",
"1980","CAF","0.27748495"
"1981","CAF","0.33364806"
"1982","CAF","0.35103413"
"1983","CAF","0.3914401"
"1984","CAF","0.3504616"
"1985","CAF","0.3293545"
"1986","CAF","0.38940394"
"1987","CAF","0.3793099"
"1988","CAF","0.37260488"
"1989","CAF","0.36326697"
"1990","CAF","0.3929076"
"1991","CAF","0.40673497"
"1992","CAF","0.39655653"
"1993","CAF","0.4341437"
"1994","CAF","0.43360677"
"1995","CAF","0.41336846"
"1996","CAF","0.46841592"
"1997","CAF","0.44181824"
"1998","CAF","0.42080188"
"1999","CAF","0.39771962"
"2000","CAF","0.37696567"
"2001","CAF","0.3846742"
"2002","CAF","0.38300666"
"2003","CAF","0.38736913"
"2004","CAF","0.40409634"
"2005","CAF","0.39564314"
"2006","CAF","0.39206573"
"2007","CAF","0.3747786"
"2008","CAF","0.29521862"
"2009","CAF","0.2791171"
"2010","CAF","0.2747341"
"2011","CAF","0.29392186"
"2012","CAF","0.29111865"
"2013","CAF","0.33898225"
"2014","CAF","0.38610598"
"2015","CAF","0.46086937"
"2016","CAF","0.46155444"
"2017","CAF","0.4405298"
"2018","CAF","0.43318784"
"2019","CAF","0.42548642"
"2020","CAF","0.40561464"
"2021","CAF","0.41812867"
"1965","CAF",
"1966","CAF",
"1967","CAF",
"1968","CAF",
"1969","CAF",
"1970","CAF",
"1971","CAF",
"1972","CAF",
"1973","CAF",
"1974","CAF",
"1975","CAF",
"1976","CAF",
"1977","CAF",
"1978","CAF",
"1979","CAF",
"2022","CAF",
"1980","TCD","0.45818084"
"1981","TCD","0.48654085"
"1982","TCD","0.4614797"
"1983","TCD","0.3990022"
"1984","TCD","0.17999505"
"1985","TCD","0.20372498"
"1986","TCD","0.33156094"
"1987","TCD","0.28437597"
"1988","TCD","0.16060606"
"1989","TCD","0.17297709"
"1990","TCD","0.35107177"
"1991","TCD","0.32699487"
"1992","TCD","0.31734207"
"1993","TCD","0.15790188"
"1994","TCD","0.16176182"
"1995","TCD","0.15819119"
"1996","TCD","0.15367456"
"1997","TCD","0.15528607"
"1998","TCD","0.14347842"
"1999","TCD","0.14253613"
"2000","TCD","0.18430953"
"2001","TCD","0.15632838"
"2002","TCD","0.1400425"
"2003","TCD","0.11918852"
"2004","TCD","0.0923135"
"2005","TCD","0.090240784"
"2006","TCD","0.0910932"
"2007","TCD","0.083505966"
"2008","TCD","0.08439434"
"2009","TCD","0.08220044"
"2010","TCD","0.07836615"
"2011","TCD","0.11197584"
"2012","TCD","0.17820545"
"2013","TCD","0.17478015"
"2014","TCD","0.16994303"
"2015","TCD","0.16932929"
"2016","TCD","0.17773923"
"2017","TCD","0.2930926"
"2018","TCD","0.30339733"
"2019","TCD","0.30389798"
"2020","TCD","0.26059112"
"2021","TCD","0.26367846"
"1965","TCD",
"1966","TCD",
"1967","TCD",
"1968","TCD",
"1969","TCD",
"1970","TCD",
"1971","TCD",
"1972","TCD",
"1973","TCD",
"1974","TCD",
"1975","TCD",
"1976","TCD",
"1977","TCD",
"1978","TCD",
"1979","TCD",
"2022","TCD",
"1980","CHL","1.0685923"
"1981","CHL","1.0115123"
"1982","CHL","1.0928586"
"1983","CHL","1.1667178"
"1984","CHL","1.1431091"
"1985","CHL","1.134935"
"1986","CHL","1.1184679"
"1987","CHL","1.1023431"
"1988","CHL","1.1464636"
"1989","CHL","1.1451596"
"1990","CHL","1.1621841"
"1991","CHL","1.217611"
"1992","CHL","1.2116129"
"1993","CHL","1.2044938"
"1994","CHL","1.204191"
"1995","CHL","1.1806937"
"1996","CHL","1.171439"
"1997","CHL","1.2644387"
"1998","CHL","1.2346646"
"1999","CHL","1.3040559"
"2000","CHL","1.3173505"
"2001","CHL","1.3075497"
"2002","CHL","1.3186032"
"2003","CHL","1.2862384"
"2004","CHL","1.3034418"
"2005","CHL","1.2853456"
"2006","CHL","1.260603"
"2007","CHL","1.2080052"
"2008","CHL","1.1760116"
"2009","CHL","1.1555865"
"2010","CHL","1.13218"
"2011","CHL","1.1387708"
"2012","CHL","1.1201206"
"2013","CHL","1.1138909"
"2014","CHL","1.0830957"
"2015","CHL","1.072436"
"2016","CHL","1.1040173"
"2017","CHL","1.1305035"
"2018","CHL","1.1304117"
"2019","CHL","1.1357353"
"2020","CHL","1.1296717"
"2021","CHL","1.0895623"
"1965","CHL","1.1808472"
"1966","CHL","1.1400586"
"1967","CHL","1.1267906"
"1968","CHL","1.0844848"
"1969","CHL","1.1285723"
"1970","CHL","1.1689155"
"1971","CHL","1.1602482"
"1972","CHL","1.1950855"
"1973","CHL","1.222878"
"1974","CHL","1.2116401"
"1975","CHL","1.2583209"
"1976","CHL","1.2584198"
"1977","CHL","1.1970638"
"1978","CHL","1.1488833"
"1979","CHL","1.118888"
"2022","CHL","1.1081185"
"1980","CHN","2.5491476"
"1981","CHN","2.4430559"
"1982","CHN","2.3380978"
"1983","CHN","2.3247118"
"1984","CHN","2.2435453"
"1985","CHN","2.2343264"
"1986","CHN","2.198199"
"1987","CHN","2.1874626"
"1988","CHN","2.2260227"
"1989","CHN","2.318088"
"1990","CHN","2.3450408"
"1991","CHN","2.3760998"
"1992","CHN","2.3365169"
"1993","CHN","2.2921097"
"1994","CHN","2.2638814"
"1995","CHN","2.15232"
"1996","CHN","2.127208"
"1997","CHN","2.0753033"
"1998","CHN","2.0605316"
"1999","CHN","2.0410616"
"2000","CHN","1.9823471"
"2001","CHN","1.9700758"
"2002","CHN","1.9928832"
"2003","CHN","2.1823118"
"2004","CHN","2.3635864"
"2005","CHN","2.4441838"
"2006","CHN","2.428817"
"2007","CHN","2.4183042"
"2008","CHN","2.4093568"
"2009","CHN","2.3468392"
"2010","CHN","2.259588"
"2011","CHN","2.2887537"
"2012","CHN","2.2083447"
"2013","CHN","2.1256876"
"2014","CHN","2.0304966"
"2015","CHN","1.919809"
"2016","CHN","1.8049115"
"2017","CHN","1.7540474"
"2018","CHN","1.7231289"
"2019","CHN","1.7013704"
"2020","CHN","1.7188672"
"2021","CHN","1.6757855"
"1965","CHN","1.7142599"
"1966","CHN","1.8001046"
"1967","CHN","1.6082098"
"1968","CHN","1.6623641"
"1969","CHN","1.8338609"
"1970","CHN","2.0644135"
"1971","CHN","2.3022833"
"1972","CHN","2.4472458"
"1973","CHN","2.3883033"
"1974","CHN","2.4032505"
"1975","CHN","2.5195844"
"1976","CHN","2.7408912"
"1977","CHN","2.8290472"
"1978","CHN","2.7777445"
"1979","CHN","2.648983"
"2022","CHN","1.6419153"
"1980","COL","1.0554259"
"1981","COL","1.0480784"
"1982","COL","1.0679249"
"1983","COL","1.1069431"
"1984","COL","1.0828122"
"1985","COL","1.08343"
"1986","COL","1.0698038"
"1987","COL","1.1094499"
"1988","COL","1.0652571"
"1989","COL","1.086768"
"1990","COL","0.9958308"
"1991","COL","0.9990487"
"1992","COL","0.99239737"
"1993","COL","1.02154"
"1994","COL","1.0524005"
"1995","COL","1.0241158"
"1996","COL","1.0440288"
"1997","COL","1.0244693"
"1998","COL","1.0332637"
"1999","COL","1.0040159"
"2000","COL","0.95030093"
"2001","COL","0.9427784"
"2002","COL","0.91994154"
"2003","COL","0.9021323"
"2004","COL","0.9012614"
"2005","COL","0.84831727"
"2006","COL","0.91839534"
"2007","COL","0.87417835"
"2008","COL","0.88027126"
"2009","COL","0.85669315"
"2010","COL","0.8667623"
"2011","COL","0.85128874"
"2012","COL","0.871171"
"2013","COL","0.85164195"
"2014","COL","0.8578996"
"2015","COL","0.7889065"
"2016","COL","0.87062824"
"2017","COL","0.86697465"
"2018","COL","0.85870516"
"2019","COL","0.83929735"
"2020","COL","0.82360935"
"2021","COL","0.83120245"
"1965","COL","1.2221774"
"1966","COL","1.306151"
"1967","COL","1.3209143"
"1968","COL","1.2920908"
"1969","COL","1.2300868"
"1970","COL","1.2624806"
"1971","COL","1.1790625"
"1972","COL","1.2623934"
"1973","COL","1.1440992"
"1974","COL","1.20994"
"1975","COL","1.1176691"
"1976","COL","1.1128194"
"1977","COL","1.1039325"
"1978","COL","1.0692263"
"1979","COL","1.0561165"
"2022","COL","0.8204251"
"1980","COM","0.5291218"
"1981","COM","0.50806046"
"1982","COM","0.4776452"
"1983","COM","0.4558235"
"1984","COM","0.43867087"
"1985","COM","0.42944488"
"1986","COM","0.23584473"
"1987","COM","0.48917082"
"1988","COM","0.4766303"
"1989","COM","0.48318976"
"1990","COM","0.5677391"
"1991","COM","0.5311967"
"1992","COM","0.48215172"
"1993","COM","0.46095327"
"1994","COM","0.4794834"
"1995","COM","0.4561236"
"1996","COM","0.45711294"
"1997","COM","0.43165246"
"1998","COM","0.5127722"
"1999","COM","0.4962944"
"2000","COM","0.6678475"
"2001","COM","0.6722994"
"2002","COM","0.65224284"
"2003","COM","0.8043195"
"2004","COM","0.8547133"
"2005","COM","0.78696316"
"2006","COM","0.8129864"
"2007","COM","0.5253921"
"2008","COM","0.5085393"
"2009","COM","0.59088516"
"2010","COM","0.6967717"
"2011","COM","0.5928582"
"2012","COM","0.59176934"
"2013","COM","0.6450209"
"2014","COM","0.5552837"
"2015","COM","0.5713414"
"2016","COM","0.6543341"
"2017","COM","0.79717135"
"2018","COM","0.8360366"
"2019","COM","0.869701"
"2020","COM","0.79781777"
"2021","COM","0.81893516"
"1965","COM",
"1966","COM",
"1967","COM",
"1968","COM",
"1969","COM",
"1970","COM",
"1971","COM",
"1972","COM",
"1973","COM",
"1974","COM",
"1975","COM",
"1976","COM",
"1977","COM",
"1978","COM",
"1979","COM",
"2022","COM",
"1980","COG","0.646508"
"1981","COG","0.6374138"
"1982","COG","0.46989313"
"1983","COG","0.40216643"
"1984","COG","0.38369438"
"1985","COG","0.55972284"
"1986","COG","0.55073476"
"1987","COG","0.6637421"
"1988","COG","0.5266164"
"1989","COG","0.5981062"
"1990","COG","0.6565249"
"1991","COG","0.57306135"
"1992","COG","0.52203536"
"1993","COG","0.46431887"
"1994","COG","0.45526725"
"1995","COG","0.43728673"
"1996","COG","0.42707744"
"1997","COG","0.41714692"
"1998","COG","0.3666433"
"1999","COG","0.30785975"
"2000","COG","0.30844763"
"2001","COG","0.356422"
"2002","COG","0.30817643"
"2003","COG","0.34161976"
"2004","COG","0.34189832"
"2005","COG","0.41956574"
"2006","COG","0.46020207"
"2007","COG","0.5623111"
"2008","COG","0.59044003"
"2009","COG","0.6513939"
"2010","COG","0.797815"
"2011","COG","0.90583146"
"2012","COG","0.8450699"
"2013","COG","1.0759735"
"2014","COG","0.95920324"
"2015","COG","1.0029813"
"2016","COG","1.074294"
"2017","COG","0.8414509"
"2018","COG","0.81902933"
"2019","COG","0.66163194"
"2020","COG","0.59781843"
"2021","COG","0.59479564"
"1965","COG",
"1966","COG",
"1967","COG",
"1968","COG",
"1969","COG",
"1970","COG",
"1971","COG",
"1972","COG",
"1973","COG",
"1974","COG",
"1975","COG",
"1976","COG",
"1977","COG",
"1978","COG",
"1979","COG",
"2022","COG",
"1980","CRI","0.89780015"
"1981","CRI","0.94786745"
"1982","CRI","0.9937681"
"1983","CRI","1.064689"
"1984","CRI","0.9494956"
"1985","CRI","0.9564278"
"1986","CRI","0.8846603"
"1987","CRI","0.9343112"
"1988","CRI","0.977497"
"1989","CRI","1.0060577"
"1990","CRI","0.9508785"
"1991","CRI","0.9938751"
"1992","CRI","1.078656"
"1993","CRI","1.1035429"
"1994","CRI","1.0711939"
"1995","CRI","1.0461962"
"1996","CRI","1.0457382"
"1997","CRI","1.113051"
"1998","CRI","1.0693088"
"1999","CRI","1.181857"
"2000","CRI","1.1812135"
"2001","CRI","1.1607624"
"2002","CRI","1.1699284"
"2003","CRI","1.1479583"
"2004","CRI","1.1353414"
"2005","CRI","1.1364427"
"2006","CRI","1.1060752"
"2007","CRI","1.0826542"
"2008","CRI","1.0494282"
"2009","CRI","1.0311004"
"2010","CRI","0.9965587"
"2011","CRI","0.96562225"
"2012","CRI","0.929446"
"2013","CRI","0.9130284"
"2014","CRI","0.8998248"
"2015","CRI","0.9059333"
"2016","CRI","0.89215654"
"2017","CRI","0.8894202"
"2018","CRI","0.8854648"
"2019","CRI","0.88635314"
"2020","CRI","0.8235258"
"2021","CRI","0.80021256"
"1965","CRI",
"1966","CRI",
"1967","CRI",
"1968","CRI",
"1969","CRI",
"1970","CRI",
"1971","CRI",
"1972","CRI",
