"anio","iso3","valor_en_gw"
"2005","MMR",
"2006","MMR","0"
"2007","MMR","0.000100000005"
"2008","MMR","0.000100000005"
"2009","NAM","0.0036400002"
"2010","NAM","0.0042100004"
"2011","NAM","0.00735"
"2012","NAM","0.0110720005"
"2013","NAM","0.0145890005"
"2014","NAM","0.016467"
"2015","NAM","0.020967"
"2016","NAM","0.035967"
"2017","NAM","0.074776"
"2018","NAM","0.099029005"
"2019","NAM","0.151469"
"2020","NAM","0.151469"
"2021","NAM","0.151469"
"2022","NAM","0.176469"
"2000","NAM","0.00097000005"
"2001","NAM","0.00115"
"2002","NAM","0.0015"
"2003","NAM","0.00156"
"2004","NAM","0.0015800002"
"2005","NAM","0.0015900001"
"2006","NAM","0.0018800001"
"2007","NAM","0.0024400002"
"2008","NAM","0.00298"
"2009","NRU","4.0000003e-05"
"2010","NRU","4.0000003e-05"
"2011","NRU","4.0000003e-05"
"2012","NRU","7e-05"
"2013","NRU","0.00021"
"2014","NRU","0.00021"
"2015","NRU","0.00021"
"2016","NRU","0.00071"
"2017","NRU","0.00071100006"
"2018","NRU","0.00082300004"
"2019","NRU","0.0024760002"
"2020","NRU","0.002481"
"2021","NRU","0.0029030002"
"2022","NRU","0.0031630003"
"2000","NRU",
"2001","NRU",
"2002","NRU",
"2003","NRU",
"2004","NRU",
"2005","NRU",
"2006","NRU","4.0000003e-05"
"2007","NRU","4.0000003e-05"
"2008","NRU","4.0000003e-05"
"2009","NPL","0.003774"
"2010","NPL","0.004292"
"2011","NPL","0.008474001"
"2012","NPL","0.009251001"
"2013","NPL","0.010823"
"2014","NPL","0.011542001"
"2015","NPL","0.013381001"
"2016","NPL","0.013572"
"2017","NPL","0.054602005"
"2018","NPL","0.055428006"
"2019","NPL","0.054076"
"2020","NPL","0.070226"
"2021","NPL","0.09652401"
"2022","NPL","0.116699"
"2000","NPL","2.8000002e-05"
"2001","NPL","0.000506"
"2002","NPL","0.00085300003"
"2003","NPL","0.001255"
"2004","NPL","0.0014450002"
"2005","NPL","0.0018500001"
"2006","NPL","0.0017520001"
"2007","NPL","0.0015680001"
"2008","NPL","0.002008"
"2009","NLD","0.069000006"
"2010","NLD","0.09"
"2011","NLD","0.149"
"2012","NLD","0.287"
"2013","NLD","0.65000004"
"2014","NLD","1.0070001"
"2015","NLD","1.5262591"
"2016","NLD","2.1350212"
"2017","NLD","2.9108922"
"2018","NLD","4.6080003"
"2019","NLD","7.2260003"
"2020","NLD","11.108427"
"2021","NLD","14.9106865"
"2022","NLD","22.589687"
"2000","NLD","0.013"
"2001","NLD","0.021000002"
"2002","NLD","0.026"
"2003","NLD","0.046000004"
"2004","NLD","0.05"
"2005","NLD","0.051000003"
"2006","NLD","0.053000003"
"2007","NLD","0.054"
"2008","NLD","0.059000004"
"2009","NCL","0.00055600004"
"2010","NCL","0.002656"
"2011","NCL","0.003188"
"2012","NCL","0.003188"
"2013","NCL","0.003188"
"2014","NCL","0.0034360003"
"2015","NCL","0.0067930007"
"2016","NCL","0.0090890005"
"2017","NCL","0.026259001"
"2018","NCL","0.028391002"
"2019","NCL","0.05914"
"2020","NCL","0.073759004"
"2021","NCL","0.076534"
"2022","NCL","0.075017005"
"2000","NCL","0.00019"
"2001","NCL","0.00021"
"2002","NCL","0.00024000001"
"2003","NCL","0.00025"
"2004","NCL","0.00025"
"2005","NCL","0.00031600002"
"2006","NCL","0.000326"
"2007","NCL","0.00052100007"
"2008","NCL","0.00052100007"
"2009","NZL","0.003"
"2010","NZL","0.003"
"2011","NZL","0.003"
"2012","NZL","0.004"
"2013","NZL","0.009000001"
"2014","NZL","0.022000002"
"2015","NZL","0.037"
"2016","NZL","0.053000003"
"2017","NZL","0.07"
"2018","NZL","0.091000006"
"2019","NZL","0.117000006"
"2020","NZL","0.14400001"
"2021","NZL","0.23700002"
"2022","NZL","0.30260003"
"2000","NZL",
"2001","NZL",
"2002","NZL",
"2003","NZL",
"2004","NZL",
"2005","NZL",
"2006","NZL",
"2007","NZL","0.003"
"2008","NZL","0.003"
"2009","NIC","0"
"2010","NIC","0"
"2011","NIC","0"
"2012","NIC","0"
"2013","NIC","0.00138"
"2014","NIC","0.00138"
"2015","NIC","0.00138"
"2016","NIC","0.00138"
"2017","NIC","0.013960001"
"2018","NIC","0.013960001"
"2019","NIC","0.016360002"
"2020","NIC","0.016360002"
"2021","NIC","0.016290002"
"2022","NIC","0.016290002"
"2000","NIC","0"
"2001","NIC","0"
"2002","NIC","0"
"2003","NIC","0"
"2004","NIC","0"
"2005","NIC","0"
"2006","NIC","0"
"2007","NIC","0"
"2008","NIC","0"
"2009","NER","0.0012"
"2010","NER","0.0021"
"2011","NER","0.003"
"2012","NER","0.004"
"2013","NER","0.0050000004"
"2014","NER","0.006"
"2015","NER","0.007"
"2016","NER","0.008"
"2017","NER","0.009041001"
"2018","NER","0.027041001"
"2019","NER","0.027041001"
"2020","NER","0.027041001"
"2021","NER","0.027041001"
"2022","NER","0.062041003"
"2000","NER","5e-04"
"2001","NER","6e-04"
"2002","NER","6e-04"
"2003","NER","0.00070000003"
"2004","NER","0.00080000004"
"2005","NER","0.001"
"2006","NER","0.0011000001"
"2007","NER","0.0011000001"
"2008","NER","0.0012"
"2009","NGA",
"2010","NGA",
"2011","NGA",
"2012","NGA","0.0152"
"2013","NGA","0.0154"
"2014","NGA","0.015600001"
"2015","NGA","0.017"
"2016","NGA","0.0184"
"2017","NGA","0.01892"
"2018","NGA","0.019085"
"2019","NGA","0.027959"
"2020","NGA","0.028428001"
"2021","NGA","0.032665003"
"2022","NGA","0.036631003"
"2000","NGA",
"2001","NGA",
"2002","NGA",
"2003","NGA",
"2004","NGA",
"2005","NGA",
"2006","NGA",
"2007","NGA",
"2008","NGA",
"2009","NIU","5.5000004e-05"
"2010","NIU","5.5000004e-05"
"2011","NIU","5.5000004e-05"
"2012","NIU","5.5000004e-05"
"2013","NIU","5.5000004e-05"
"2014","NIU","0.000341"
"2015","NIU","0.000341"
"2016","NIU","0.000341"
"2017","NIU","0.000341"
"2018","NIU","0.000341"
"2019","NIU","0.000941"
"2020","NIU","0.000941"
"2021","NIU","0.000941"
"2022","NIU","0.000941"
"2000","NIU",
"2001","NIU",
"2002","NIU",
"2003","NIU",
"2004","NIU",
"2005","NIU",
"2006","NIU",
"2007","NIU",
"2008","NIU",
"2009","PRK","0.0006370001"
"2010","PRK","0.000951"
"2011","PRK","0.0016900002"
"2012","PRK","0.002294"
"2013","PRK","0.0061390004"
"2014","PRK","0.010958001"
"2015","PRK","0.022794"
"2016","PRK","0.031534"
"2017","PRK","0.03478"
"2018","PRK","0.03778"
"2019","PRK","0.041780002"
"2020","PRK","0.041780002"
"2021","PRK","0.05178"
"2022","PRK","0.05178"
"2000","PRK",
"2001","PRK","2.7000002e-05"
"2002","PRK","3.8000002e-05"
"2003","PRK","0.000257"
"2004","PRK","0.00033500002"
"2005","PRK","0.000364"
"2006","PRK","0.000417"
"2007","PRK","0.000459"
"2008","PRK","0.00049400004"
"2009","MKD","0"
"2010","MKD","1.0000001e-05"
"2011","MKD","0.002"
"2012","MKD","0.004"
"2013","MKD","0.007"
"2014","MKD","0.015000001"
"2015","MKD","0.017"
"2016","MKD","0.016699"
"2017","MKD","0.016699"
"2018","MKD","0.020599002"
"2019","MKD","0.026152002"
"2020","MKD","0.09420501"
"2021","MKD","0.09420501"
"2022","MKD","0.09420501"
"2000","MKD",
"2001","MKD",
"2002","MKD",
"2003","MKD",
"2004","MKD",
"2005","MKD",
"2006","MKD",
"2007","MKD",
"2008","MKD",
"2009","NOR","0.0087"
"2010","NOR","0.0091"
"2011","NOR","0.009500001"
"2012","NOR","0.010000001"
"2013","NOR","0.011000001"
"2014","NOR","0.013"
"2015","NOR","0.015000001"
"2016","NOR","0.026700001"
"2017","NOR","0.044900004"
"2018","NOR","0.068405"
"2019","NOR","0.119826004"
"2020","NOR","0.159825"
"2021","NOR","0.20532602"
"2022","NOR","0.32132602"
"2000","NOR","0.006"
"2001","NOR","0.006"
"2002","NOR","0.006"
"2003","NOR","0.007"
"2004","NOR","0.007"
"2005","NOR","0.007"
"2006","NOR","0.008"
"2007","NOR","0.008"
"2008","NOR","0.008300001"
"2009","OMN",
"2010","OMN",
"2011","OMN",
"2012","OMN",
"2013","OMN","0.00070000003"
"2014","OMN","0.00070000003"
"2015","OMN","0.0022030002"
"2016","OMN","0.002214"
"2017","OMN","0.008211001"
"2018","OMN","0.0082910005"
"2019","OMN","0.008736"
"2020","OMN","0.111586004"
"2021","OMN","0.13758601"
"2022","OMN","0.63758606"
"2000","OMN",
"2001","OMN",
"2002","OMN",
"2003","OMN",
"2004","OMN",
"2005","OMN",
"2006","OMN",
"2007","OMN",
"2008","OMN",
"2009","PAK","0.0066700005"
"2010","PAK","0.009275"
"2011","PAK","0.018632"
"2012","PAK","0.045783002"
"2013","PAK","0.100658"
"2014","PAK","0.16536301"
"2015","PAK","0.26551202"
"2016","PAK","0.58952105"
"2017","PAK","0.655194"
"2018","PAK","0.68026006"
"2019","PAK","0.755266"
"2020","PAK","0.853571"
"2021","PAK","1.076609"
"2022","PAK","1.242609"
"2000","PAK",
"2001","PAK","0.00021600001"
"2002","PAK","0.00021600001"
"2003","PAK","0.00021600001"
"2004","PAK",
"2005","PAK",
"2006","PAK",
"2007","PAK","0.00014"
"2008","PAK","0.0011400001"
"2009","PLW","0.00028200002"
"2010","PLW","0.000292"
"2011","PLW","0.000577"
"2012","PLW","0.000667"
"2013","PLW","0.000745"
"2014","PLW","0.0011310001"
"2015","PLW","0.0011310001"
"2016","PLW","0.0021"
"2017","PLW","0.0021"
"2018","PLW","0.0025000002"
"2019","PLW","0.0026180001"
"2020","PLW","0.0026180001"
"2021","PLW","0.004035"
"2022","PLW","0.004035"
"2000","PLW","4.0000004e-06"
"2001","PLW","4.0000004e-06"
"2002","PLW","4.0000004e-06"
"2003","PLW","4.0000004e-06"
"2004","PLW","4.0000004e-06"
"2005","PLW","3.2000004e-05"
"2006","PLW","3.2000004e-05"
"2007","PLW","3.2000004e-05"
"2008","PLW","0.00028200002"
"2009","PSE",
"2010","PSE",
"2011","PSE","0.00035000002"
"2012","PSE","6e-04"
"2013","PSE","6e-04"
"2014","PSE","0.003"
"2015","PSE","0.012"
"2016","PSE","0.025"
"2017","PSE","0.035"
"2018","PSE","0.040000003"
"2019","PSE","0.081833005"
"2020","PSE","0.117333"
"2021","PSE","0.177833"
"2022","PSE","0.191833"
"2000","PSE",
"2001","PSE",
"2002","PSE",
"2003","PSE",
"2004","PSE",
"2005","PSE",
"2006","PSE",
"2007","PSE",
"2008","PSE",
"2009","PAN","0.001532"
"2010","PAN","0.0018680001"
"2011","PAN","0.0024030001"
"2012","PAN","0.0029940002"
"2013","PAN","0.003711"
"2014","PAN","0.006111"
"2015","PAN","0.049311005"
"2016","PAN","0.09301101"
"2017","PAN","0.146711"
"2018","PAN","0.188105"
"2019","PAN","0.21877201"
"2020","PAN","0.22921202"
"2021","PAN","0.462128"
"2022","PAN","0.522292"
"2000","PAN","0.00023500001"
"2001","PAN","0.00041100004"
"2002","PAN","0.00049700006"
"2003","PAN","0.000636"
"2004","PAN","0.000636"
"2005","PAN","0.000752"
"2006","PAN","0.00083200005"
"2007","PAN","0.0010190001"
"2008","PAN","0.0012770001"
"2009","PNG","0.000339"
"2010","PNG","0.000339"
"2011","PNG","0.000339"
"2012","PNG","0.000339"
"2013","PNG","0.000339"
"2014","PNG","0.000339"
"2015","PNG","0.00087800005"
"2016","PNG","0.001229"
"2017","PNG","0.0011950001"
"2018","PNG","0.001258"
"2019","PNG","0.0029960002"
"2020","PNG","0.00311"
"2021","PNG","0.003646"
"2022","PNG","0.0038870003"
"2000","PNG",
"2001","PNG","0.00031700003"
"2002","PNG","0.00031700003"
"2003","PNG","0.00031700003"
"2004","PNG","0.000339"
"2005","PNG","0.000339"
"2006","PNG","0.000339"
"2007","PNG","0.000339"
"2008","PNG","0.000339"
"2009","PRY","1.0000001e-06"
"2010","PRY","1.0000001e-06"
"2011","PRY","5.0000003e-06"
"2012","PRY","5.0000003e-06"
"2013","PRY","5.7e-05"
"2014","PRY","5.7e-05"
"2015","PRY","5.7e-05"
"2016","PRY","5.7e-05"
"2017","PRY","5.7e-05"
"2018","PRY","5.7e-05"
"2019","PRY","5.7e-05"
"2020","PRY","5.7e-05"
"2021","PRY","5.7e-05"
"2022","PRY","5.7e-05"
"2000","PRY",
"2001","PRY",
"2002","PRY",
"2003","PRY",
"2004","PRY",
"2005","PRY",
"2006","PRY",
"2007","PRY",
"2008","PRY",
"2009","PER","0.009757"
"2010","PER","0.012511"
"2011","PER","0.017539"
"2012","PER","0.102566004"
"2013","PER","0.10852501"
"2014","PER","0.130484"
"2015","PER","0.13491401"
"2016","PER","0.14614701"
"2017","PER","0.297863"
"2018","PER","0.32415903"
"2019","PER","0.334771"
"2020","PER","0.334771"
"2021","PER","0.33228603"
"2022","PER","0.33228603"
"2000","PER","0.00087800005"
"2001","PER","0.001851"
"2002","PER","0.0029760003"
"2003","PER","0.0035370002"
"2004","PER","0.0043400005"
"2005","PER","0.004956"
"2006","PER","0.005845"
"2007","PER","0.0068200007"
"2008","PER","0.008022001"
"2009","PHL","0.00202"
"2010","PHL","0.00202"
"2011","PHL","0.00202"
"2012","PHL","0.00202"
"2013","PHL","0.0030470002"
"2014","PHL","0.027737001"
"2015","PHL","0.17255001"
"2016","PHL","0.78414506"
"2017","PHL","0.90837604"
"2018","PHL","0.91714805"
"2019","PHL","0.982433"
"2020","PHL","1.058068"
"2021","PHL","1.3768212"
"2022","PHL","1.6245781"
"2000","PHL",
"2001","PHL",
"2002","PHL",
"2003","PHL",
"2004","PHL","0.002"
"2005","PHL","0.00202"
"2006","PHL","0.00202"
"2007","PHL","0.00202"
"2008","PHL","0.00202"
"2009","POL",
"2010","POL",
"2011","POL","0.0011100001"
"2012","POL","0.0013"
"2013","POL","0.002393"
"2014","POL","0.027150001"
"2015","POL","0.10777701"
"2016","POL","0.18724701"
"2017","POL","0.28709102"
"2018","POL","0.561976"
"2019","POL","1.5392591"
"2020","POL","3.954963"
"2021","POL","7.4155183"
"2022","POL","11.166518"
"2000","POL",
"2001","POL",
"2002","POL",
"2003","POL",
"2004","POL",
"2005","POL",
"2006","POL",
"2007","POL",
"2008","POL",
"2009","PRT","0.115"
"2010","PRT","0.134"
"2011","PRT","0.172"
"2012","PRT","0.238"
"2013","PRT","0.296"
"2014","PRT","0.41500002"
"2015","PRT","0.44700003"
"2016","PRT","0.512824"
"2017","PRT","0.57923603"
"2018","PRT","0.66743106"
"2019","PRT","0.90143806"
"2020","PRT","1.1002921"
"2021","PRT","1.6459941"
"2022","PRT","2.535994"
"2000","PRT","0.001"
"2001","PRT","0.001"
"2002","PRT","0.001"
"2003","PRT","0.002"
"2004","PRT","0.002"
"2005","PRT","0.002"
"2006","PRT","0.003"
"2007","PRT","0.024"
"2008","PRT","0.059000004"
"2009","PRI","0"
"2010","PRI","0.00454"
"2011","PRI","0.01827"
"2012","PRI","0.04351"
"2013","PRI","0.073905"
"2014","PRI","0.078697"
"2015","PRI","0.20895001"
"2016","PRI","0.243603"
"2017","PRI","0.30246302"
"2018","PRI","0.305402"
"2019","PRI","0.33703104"
"2020","PRI","0.381041"
"2021","PRI","0.48756802"
"2022","PRI","0.63938504"
"2000","PRI",
"2001","PRI",
"2002","PRI",
"2003","PRI",
"2004","PRI",
"2005","PRI",
"2006","PRI",
"2007","PRI",
"2008","PRI",
"2009","QAT",
"2010","QAT",
"2011","QAT","0.000667"
"2012","QAT","0.000667"
"2013","QAT","0.002287"
"2014","QAT","0.003967"
"2015","QAT","0.003967"
"2016","QAT","0.0051"
"2017","QAT","0.0051"
"2018","QAT","0.0051"
"2019","QAT","0.0051"
"2020","QAT","0.0051"
"2021","QAT","0.0051"
"2022","QAT","0.8051"
"2000","QAT",
"2001","QAT",
"2002","QAT",
"2003","QAT",
"2004","QAT",
"2005","QAT",
"2006","QAT",
"2007","QAT",
"2008","QAT",
"2009","REU","0.0425"
"2010","REU","0.08930001"
"2011","REU","0.13110001"
"2012","REU","0.15300001"
"2013","REU","0.156"
"2014","REU","0.16700001"
"2015","REU","0.18660001"
"2016","REU","0.1864"
"2017","REU","0.1878"
"2018","REU","0.1904"
"2019","REU","0.19894001"
"2020","REU","0.20734"
"2021","REU","0.22434"
"2022","REU","0.22434"
"2000","REU",
"2001","REU",
"2002","REU",
"2003","REU",
"2004","REU","0.00026300002"
"2005","REU","0.00052600005"
"2006","REU","0.003"
"2007","REU","0.0058000004"
"2008","REU","0.010000001"
"2009","ROU","0.000100000005"
"2010","ROU","0.000100000005"
"2011","ROU","0.001"
"2012","ROU","0.041"
"2013","ROU","0.76100004"
"2014","ROU","1.2930001"
"2015","ROU","1.3260001"
"2016","ROU","1.3720001"
"2017","ROU","1.374199"
"2018","ROU","1.3859111"
"2019","ROU","1.397796"
"2020","ROU","1.3826301"
"2021","ROU","1.3939221"
"2022","ROU","1.4139221"
"2000","ROU",
"2001","ROU",
"2002","ROU",
"2003","ROU",
"2004","ROU",
"2005","ROU",
"2006","ROU",
"2007","ROU",
"2008","ROU","0.000100000005"
"2009","RUS",
"2010","RUS","1.0000001e-05"
"2011","RUS","2.3e-05"
"2012","RUS","9.300001e-05"
"2013","RUS","0.001259"
"2014","RUS","0.0050000004"
"2015","RUS","0.061320003"
"2016","RUS","0.07632"
"2017","RUS","0.22532001"
"2018","RUS","0.53532004"
"2019","RUS","1.27632"
"2020","RUS","1.42782"
"2021","RUS","1.66102"
"2022","RUS","1.8159001"
"2000","RUS",
"2001","RUS",
"2002","RUS",
"2003","RUS",
"2004","RUS",
"2005","RUS",
"2006","RUS",
"2007","RUS",
"2008","RUS",
"2009","RWA","0.00025"
"2010","RWA","0.00025"
"2011","RWA","0.000306"
"2012","RWA","0.00046300003"
"2013","RWA","0.000942"
"2014","RWA","0.010235"
"2015","RWA","0.010865"
"2016","RWA","0.012075"
"2017","RWA","0.016805"
"2018","RWA","0.021739"
"2019","RWA","0.02518"
"2020","RWA","0.02518"
"2021","RWA","0.02518"
"2022","RWA","0.02518"
"2000","RWA",
"2001","RWA",
"2002","RWA",
"2003","RWA",
"2004","RWA",
"2005","RWA",
"2006","RWA",
"2007","RWA","0.00025"
"2008","RWA","0.00025"
"2009","BLM",
"2010","BLM",
"2011","BLM",
"2012","BLM",
"2013","BLM",
"2014","BLM",
"2015","BLM",
"2016","BLM","2.4e-05"
"2017","BLM","2.4e-05"
"2018","BLM","2.4e-05"
"2019","BLM","2.4e-05"
"2020","BLM","4.3000004e-05"
"2021","BLM","4.3000004e-05"
"2022","BLM","4.3000004e-05"
"2000","BLM",
"2001","BLM",
"2002","BLM",
"2003","BLM",
"2004","BLM",
"2005","BLM",
"2006","BLM",
"2007","BLM",
"2008","BLM",
"2009","KNA",
"2010","KNA",
"2011","KNA","0"
"2012","KNA","0"
"2013","KNA","0.00075"
"2014","KNA","0.000751"
"2015","KNA","0.000751"
"2016","KNA","0.0012510001"
"2017","KNA","0.0012510001"
"2018","KNA","0.0012510001"
"2019","KNA","0.0012510001"
"2020","KNA","0.0022510001"
"2021","KNA","0.0022510001"
"2022","KNA","0.0022510001"
"2000","KNA",
"2001","KNA",
"2002","KNA",
"2003","KNA",
"2004","KNA",
"2005","KNA",
"2006","KNA",
"2007","KNA",
"2008","KNA",
"2009","LCA","1.0000001e-05"
"2010","LCA","2.0000001e-05"
"2011","LCA","2.0000001e-05"
"2012","LCA","5.0000002e-05"
"2013","LCA","6.0000002e-05"
"2014","LCA","0.000100000005"
"2015","LCA","0.00076"
"2016","LCA","0.000835"
"2017","LCA","0.000835"
"2018","LCA","0.0038350003"
"2019","LCA","0.0038350003"
"2020","LCA","0.0038350003"
"2021","LCA","0.0038350003"
"2022","LCA","0.0038350003"
"2000","LCA",
"2001","LCA",
"2002","LCA",
"2003","LCA",
"2004","LCA",
"2005","LCA",
"2006","LCA",
"2007","LCA",
"2008","LCA",
"2009","MAF",
"2010","MAF",
"2011","MAF",
"2012","MAF",
"2013","MAF","0.0014000001"
"2014","MAF","0.0016000001"
"2015","MAF","0.0026"
"2016","MAF","0.0018000001"
"2017","MAF","0.000100000005"
"2018","MAF","0.000100000005"
"2019","MAF","5e-04"
"2020","MAF","0.001"
"2021","MAF","0.001"
"2022","MAF","0.001"
"2000","MAF",
"2001","MAF",
"2002","MAF",
"2003","MAF",
"2004","MAF",
"2005","MAF",
"2006","MAF",
"2007","MAF",
"2008","MAF",
"2009","VCT",
"2010","VCT",
"2011","VCT","1.0000001e-05"
"2012","VCT","5.5000004e-05"
"2013","VCT","0.00043100002"
"2014","VCT","0.00043100002"
"2015","VCT","0.00075"
"2016","VCT","0.0012"
"2017","VCT","0.00127"
"2018","VCT","0.00127"
"2019","VCT","0.0022500001"
"2020","VCT","0.00309"
"2021","VCT","0.0036800003"
"2022","VCT","0.0036800003"
"2000","VCT",
"2001","VCT",
"2002","VCT",
"2003","VCT",
"2004","VCT",
"2005","VCT",
"2006","VCT",
"2007","VCT",
"2008","VCT",
"2009","WSM","1.4000001e-05"
"2010","WSM","1.4000001e-05"
"2011","WSM","1.4000001e-05"
"2012","WSM","1.4000001e-05"
"2013","WSM","0.00016400001"
"2014","WSM","0.0030940003"
"2015","WSM","0.004784"
"2016","WSM","0.0072340006"
"2017","WSM","0.013549"
"2018","WSM","0.013549"
"2019","WSM","0.013707001"
"2020","WSM","0.013772001"
"2021","WSM","0.013772001"
"2022","WSM","0.013772001"
"2000","WSM",
"2001","WSM",
"2002","WSM",
"2003","WSM",
"2004","WSM",
"2005","WSM","1.4000001e-05"
"2006","WSM","1.4000001e-05"
"2007","WSM","1.4000001e-05"
"2008","WSM","1.4000001e-05"
"2009","STP",
"2010","STP",
"2011","STP",
"2012","STP",
"2013","STP","6.300001e-05"
"2014","STP","9.8000004e-05"
"2015","STP","0.00011900001"
"2016","STP","0.00015700002"
"2017","STP","0.00031600002"
"2018","STP","0.000334"
"2019","STP","0.000334"
"2020","STP","0.000334"
"2021","STP","0.000334"
"2022","STP","0.000334"
"2000","STP",
"2001","STP",
"2002","STP",
"2003","STP",
"2004","STP",
"2005","STP",
"2006","STP",
"2007","STP",
"2008","STP",
"2009","SAU","0.00035000002"
"2010","SAU","0.00235"
"2011","SAU","0.00285"
"2012","SAU","0.013550001"
"2013","SAU","0.022450002"
"2014","SAU","0.024264"
"2015","SAU","0.024264"
"2016","SAU","0.024264"
"2017","SAU","0.034388002"
"2018","SAU","0.084388"
"2019","SAU","0.10938801"
"2020","SAU","0.10938801"
"2021","SAU","0.439388"
"2022","SAU","0.43988803"
"2000","SAU","0.00035000002"
"2001","SAU","0.00035000002"
"2002","SAU","0.00035000002"
"2003","SAU","0.00035000002"
"2004","SAU","0.00035000002"
"2005","SAU","0.00035000002"
"2006","SAU","0.00035000002"
"2007","SAU","0.00035000002"
"2008","SAU","0.00035000002"
"2009","SEN","0.00257"
"2010","SEN","0.0032900001"
"2011","SEN","0.00479"
"2012","SEN","0.0059"
"2013","SEN","0.007"
"2014","SEN","0.009000001"
"2015","SEN","0.009000001"
"2016","SEN","0.038000003"
"2017","SEN","0.109000005"
"2018","SEN","0.15"
"2019","SEN","0.17300001"
"2020","SEN","0.17300001"
"2021","SEN","0.23950002"
"2022","SEN","0.26250002"
"2000","SEN","0.001"
"2001","SEN","0.0011400001"
"2002","SEN","0.0012800001"
"2003","SEN","0.00142"
"2004","SEN","0.00156"
"2005","SEN","0.0017000001"
"2006","SEN","0.0018400002"
"2007","SEN","0.002"
"2008","SEN","0.0022600002"
"2009","SRB","0.003006"
"2010","SRB","0.003304"
"2011","SRB","0.0036680002"
"2012","SRB","0.0070680003"
"2013","SRB","0.009722001"
"2014","SRB","0.013428001"
"2015","SRB","0.015832001"
"2016","SRB","0.017241"
"2017","SRB","0.018388001"
"2018","SRB","0.020766001"
"2019","SRB","0.023448002"
"2020","SRB","0.030508"
"2021","SRB","0.051838003"
"2022","SRB","0.13699801"
"2000","SRB",
"2001","SRB",
"2002","SRB",
"2003","SRB",
"2004","SRB",
"2005","SRB","0.000673"
"2006","SRB","0.00092600007"
"2007","SRB","0.00092600007"
"2008","SRB","0.002326"
"2009","SYC",
"2010","SYC",
"2011","SYC",
"2012","SYC",
"2013","SYC","0.00027800002"
"2014","SYC","0.000959"
"2015","SYC","0.001414"
"2016","SYC","0.001946"
"2017","SYC","0.002644"
"2018","SYC","0.004116"
"2019","SYC","0.005442"
"2020","SYC","0.0069020004"
"2021","SYC","0.013398"
"2022","SYC","0.018398002"
"2000","SYC",
"2001","SYC",
"2002","SYC",
"2003","SYC",
"2004","SYC",
"2005","SYC",
"2006","SYC",
"2007","SYC",
"2008","SYC",
"2009","SLE","6.700001e-05"
"2010","SLE","9.4e-05"
"2011","SLE","0.000161"
"2012","SLE","0.00023700001"
"2013","SLE","0.000384"
"2014","SLE","0.00039500004"
"2015","SLE","0.00042"
"2016","SLE","0.00048400002"
"2017","SLE","0.00383"
"2018","SLE","0.004362"
"2019","SLE","0.004372"
"2020","SLE","0.004372"
"2021","SLE","0.0044120005"
"2022","SLE","0.009412"
"2000","SLE",
"2001","SLE",
"2002","SLE",
"2003","SLE",
"2004","SLE","3e-06"
"2005","SLE","4.0000004e-06"
"2006","SLE","4.0000004e-06"
"2007","SLE","3.2000004e-05"
"2008","SLE","4.4e-05"
"2009","SGP","0.0015"
"2010","SGP","0.003"
"2011","SGP","0.0046"
"2012","SGP","0.0078000007"
"2013","SGP","0.0118"
"2014","SGP","0.0253"
"2015","SGP","0.045700002"
"2016","SGP","0.0966"
"2017","SGP","0.115600005"
"2018","SGP","0.1609"
"2019","SGP","0.27210003"
"2020","SGP","0.3325"
"2021","SGP","0.48700002"
"2022","SGP","0.5716"
"2000","SGP",
"2001","SGP",
"2002","SGP",
"2003","SGP",
"2004","SGP",
"2005","SGP",
"2006","SGP",
"2007","SGP",
"2008","SGP","0.00027900003"
"2009","SVK",
"2010","SVK","0.019000001"
"2011","SVK","0.49600002"
"2012","SVK","0.513"
"2013","SVK","0.53300005"
"2014","SVK","0.53300005"
"2015","SVK","0.53300005"
"2016","SVK","0.53300005"
"2017","SVK","0.528"
"2018","SVK","0.47200003"
"2019","SVK","0.59000003"
"2020","SVK","0.535"
"2021","SVK","0.537"
"2022","SVK","0.537"
"2000","SVK",
"2001","SVK",
"2002","SVK",
"2003","SVK",
"2004","SVK",
"2005","SVK",
"2006","SVK",
"2007","SVK",
"2008","SVK",
"2009","SVN","0.004"
"2010","SVN","0.012"
"2011","SVN","0.057000004"
"2012","SVN","0.142"
"2013","SVN","0.187"
"2014","SVN","0.223"
"2015","SVN","0.238"
"2016","SVN","0.23300001"
"2017","SVN","0.24680002"
"2018","SVN","0.24680002"
"2019","SVN","0.27787703"
"2020","SVN","0.36978"
"2021","SVN","0.46116403"
"2022","SVN","0.63216406"
"2000","SVN","0.001"
"2001","SVN","0.001"
"2002","SVN","1.0000001e-06"
"2003","SVN","1.0000001e-06"
"2004","SVN","3e-06"
"2005","SVN","4.7e-05"
"2006","SVN","0.00019400002"
"2007","SVN","0.00058600004"
"2008","SVN","0.001"
"2009","SLB","3e-06"
"2010","SLB","3e-06"
"2011","SLB","0.000803"
"2012","SLB","0.00080000004"
"2013","SLB","0.00080000004"
"2014","SLB","0.0011260001"
"2015","SLB","0.0011260001"
"2016","SLB","0.0021570001"
"2017","SLB","0.0025320002"
"2018","SLB","0.0025320002"
"2019","SLB","0.002419"
"2020","SLB","0.002419"
"2021","SLB","0.002419"
"2022","SLB","0.0041290005"
"2000","SLB",
"2001","SLB",
"2002","SLB",
"2003","SLB",
"2004","SLB",
"2005","SLB",
"2006","SLB",
