"anio","iso3","valor_en_gco2_por_kwh"
"2016","JAM","587.9733"
"2017","JAM","579.9086"
"2018","JAM","558.0808"
"2019","JAM","571.1207"
"2020","JAM","553.7383"
"2021","JAM","556.32184"
"2022","JAM","555.55554"
"2023","JAM",
"1990","JAM",
"1991","JAM",
"1992","JAM",
"1993","JAM",
"1994","JAM",
"1995","JAM",
"1996","JAM",
"1997","JAM",
"1998","JAM",
"1999","JAM",
"2000","JPN","424.4273"
"2001","JPN","424.01718"
"2002","JPN","433.7259"
"2003","JPN","476.31772"
"2004","JPN","450.2627"
"2005","JPN","461.80194"
"2006","JPN","447.24527"
"2007","JPN","470.19345"
"2008","JPN","485.2243"
"2009","JPN","460.20715"
"2010","JPN","446.6627"
"2011","JPN","505.34326"
"2012","JPN","594.527"
"2013","JPN","595.9035"
"2014","JPN","591.5293"
"2015","JPN","578.0492"
"2016","JPN","569.65515"
"2017","JPN","553.7536"
"2018","JPN","535.99567"
"2019","JPN","523.98175"
"2020","JPN","525.71814"
"2021","JPN","508.52692"
"2022","JPN","512.80536"
"2023","JPN","485.39236"
"1990","JPN",
"1991","JPN",
"1992","JPN",
"1993","JPN",
"1994","JPN",
"1995","JPN",
"1996","JPN",
"1997","JPN",
"1998","JPN",
"1999","JPN",
"2000","JOR","658.0733"
"2001","JOR","657.82495"
"2002","JOR","656.40393"
"2003","JOR","657.5343"
"2004","JOR","670.759"
"2005","JOR","672.5388"
"2006","JOR","678.95685"
"2007","JOR","682.7747"
"2008","JOR","684.099"
"2009","JOR","686.27454"
"2010","JOR","679.97296"
"2011","JOR","664.6175"
"2012","JOR","661.2417"
"2013","JOR","664.54236"
"2014","JOR","657.9091"
"2015","JOR","666.8416"
"2016","JOR","659.8881"
"2017","JOR","643.40704"
"2018","JOR","621.0113"
"2019","JOR","596.68774"
"2020","JOR","566.6666"
"2021","JOR","540.26215"
"2022","JOR","540.92365"
"2023","JOR",
"1990","JOR",
"1991","JOR",
"1992","JOR",
"1993","JOR",
"1994","JOR",
"1995","JOR",
"1996","JOR",
"1997","JOR",
"1998","JOR",
"1999","JOR",
"2000","KAZ","781.1773"
"2001","KAZ","783.49585"
"2002","KAZ","775.24426"
"2003","KAZ","793.7676"
"2004","KAZ","812.84546"
"2005","KAZ","811.54297"
"2006","KAZ","804.63293"
"2007","KAZ","802.5319"
"2008","KAZ","832.10956"
"2009","KAZ","848.59644"
"2010","KAZ","835.4507"
"2011","KAZ","841.41833"
"2012","KAZ","852.3504"
"2013","KAZ","854.55133"
"2014","KAZ","852.07104"
"2015","KAZ","837.9706"
"2016","KAZ","816.7601"
"2017","KAZ","832.81604"
"2018","KAZ","843.9452"
"2019","KAZ","842.0361"
"2020","KAZ","838.0742"
"2021","KAZ","839.58984"
"2022","KAZ","830.40875"
"2023","KAZ","821.3909"
"1990","KAZ",
"1991","KAZ",
"1992","KAZ",
"1993","KAZ",
"1994","KAZ",
"1995","KAZ",
"1996","KAZ",
"1997","KAZ",
"1998","KAZ",
"1999","KAZ",
"2000","KEN","403.7123"
"2001","KEN","282.7443"
"2002","KEN","188.34952"
"2003","KEN","156.93431"
"2004","KEN","228.8961"
"2005","KEN","250.74626"
"2006","KEN","274.3009"
"2007","KEN","203.89806"
"2008","KEN","214.63414"
"2009","KEN","290.07632"
"2010","KEN","199.72067"
"2011","KEN","233.71648"
"2012","KEN","179.92656"
"2013","KEN","174.50494"
"2014","KEN","188.04349"
"2015","KEN","103.97552"
"2016","KEN","108.47107"
"2017","KEN","163.43489"
"2018","KEN","104.702736"
"2019","KEN","95.52496"
"2020","KEN","68.103455"
"2021","KEN","82.021545"
"2022","KEN","83.333336"
"2023","KEN","70.491806"
"1990","KEN",
"1991","KEN",
"1992","KEN",
"1993","KEN",
"1994","KEN",
"1995","KEN",
"1996","KEN",
"1997","KEN",
"1998","KEN",
"1999","KEN",
"2000","KIR","1000"
"2001","KIR","500"
"2002","KIR","500"
"2003","KIR","500"
"2004","KIR","500"
"2005","KIR","500"
"2006","KIR","666.6667"
"2007","KIR","666.6667"
"2008","KIR","500"
"2009","KIR","500"
"2010","KIR","500"
"2011","KIR","500"
"2012","KIR","500"
"2013","KIR","666.6667"
"2014","KIR","666.6667"
"2015","KIR","666.6667"
"2016","KIR","666.6667"
"2017","KIR","666.6667"
"2018","KIR","666.6667"
"2019","KIR","666.6667"
"2020","KIR","666.6667"
"2021","KIR","666.6667"
"2022","KIR","666.6667"
"2023","KIR",
"1990","KIR",
"1991","KIR",
"1992","KIR",
"1993","KIR",
"1994","KIR",
"1995","KIR",
"1996","KIR",
"1997","KIR",
"1998","KIR",
"1999","KIR",
"2000","OWID_KOS","989.86487"
"2001","OWID_KOS","994.63806"
"2002","OWID_KOS","994.60913"
"2003","OWID_KOS","994.4903"
"2004","OWID_KOS","980.39215"
"2005","OWID_KOS","984.3048"
"2006","OWID_KOS","986.45605"
"2007","OWID_KOS","989.6481"
"2008","OWID_KOS","994.1861"
"2009","OWID_KOS","985.91547"
"2010","OWID_KOS","976.78925"
"2011","OWID_KOS","991.37933"
"2012","OWID_KOS","993.2659"
"2013","OWID_KOS","989.26373"
"2014","OWID_KOS","983.42554"
"2015","OWID_KOS","988.5434"
"2016","OWID_KOS","969.8996"
"2017","OWID_KOS","979.72974"
"2018","OWID_KOS","961.08295"
"2019","OWID_KOS","960.6298"
"2020","OWID_KOS","958.209"
"2021","OWID_KOS","945.0073"
"2022","OWID_KOS","945.0073"
"2023","OWID_KOS","894.6541"
"1990","OWID_KOS",
"1991","OWID_KOS",
"1992","OWID_KOS",
"1993","OWID_KOS",
"1994","OWID_KOS",
"1995","OWID_KOS",
"1996","OWID_KOS",
"1997","OWID_KOS",
"1998","OWID_KOS",
"1999","OWID_KOS",
"2000","KWT","653.8818"
"2001","KWT","653.9359"
"2002","KWT","655.2103"
"2003","KWT","654.77386"
"2004","KWT","654.38684"
"2005","KWT","654.6993"
"2006","KWT","653.78156"
"2007","KWT","653.74365"
"2008","KWT","653.14014"
"2009","KWT","654.2653"
"2010","KWT","653.34033"
"2011","KWT","652.6279"
"2012","KWT","651.0144"
"2013","KWT","651.9101"
"2014","KWT","650.9593"
"2015","KWT","650.5124"
"2016","KWT","650.07135"
"2017","KWT","650.2815"
"2018","KWT","649.54144"
"2019","KWT","648.59467"
"2020","KWT","648.5619"
"2021","KWT","649.17053"
"2022","KWT","649.1959"
"2023","KWT","649.1634"
"1990","KWT",
"1991","KWT",
"1992","KWT",
"1993","KWT",
"1994","KWT",
"1995","KWT",
"1996","KWT",
"1997","KWT",
"1998","KWT",
"1999","KWT",
"2000","KGZ","101.577286"
"2001","KGZ","110.735985"
"2002","KGZ","107.08782"
"2003","KGZ","89.378235"
"2004","KGZ","89.72772"
"2005","KGZ","132.34302"
"2006","KGZ","135.39519"
"2007","KGZ","138.09523"
"2008","KGZ","142.00172"
"2009","KGZ","81.96722"
"2010","KGZ","85.90492"
"2011","KGZ","75.28315"
"2012","KGZ","78.50964"
"2013","KGZ","82.61494"
"2014","KGZ","98.4061"
"2015","KGZ","154.79875"
"2016","KGZ","139.1635"
"2017","KGZ","97.59271"
"2018","KGZ","102.69576"
"2019","KGZ","98.19639"
"2020","KGZ","105.19481"
"2021","KGZ","151.25494"
"2022","KGZ","147.2924"
"2023","KGZ",
"1990","KGZ",
"1991","KGZ",
"1992","KGZ",
"1993","KGZ",
"1994","KGZ",
"1995","KGZ",
"1996","KGZ",
"1997","KGZ",
"1998","KGZ",
"1999","KGZ",
"2000","LAO","87.67123"
"2001","LAO","87.19346"
"2002","LAO","89.63586"
"2003","LAO","88.888885"
"2004","LAO","23.333334"
"2005","LAO","22.792023"
"2006","LAO","25.000002"
"2007","LAO","23.738873"
"2008","LAO","24.19355"
"2009","LAO","23.738873"
"2010","LAO","23.923447"
"2011","LAO","24.143301"
"2012","LAO","23.97525"
"2013","LAO","23.437502"
"2014","LAO","23.809526"
"2015","LAO","148.51486"
"2016","LAO","302.86386"
"2017","LAO","338.5903"
"2018","LAO","336.14178"
"2019","LAO","350.51218"
"2020","LAO","278.028"
"2021","LAO","260.46304"
"2022","LAO","265.50595"
"2023","LAO",
"1990","LAO",
"1991","LAO",
"1992","LAO",
"1993","LAO",
"1994","LAO",
"1995","LAO",
"1996","LAO",
"1997","LAO",
"1998","LAO",
"1999","LAO",
"2000","LVA","147.34302"
"2001","LVA","147.54099"
"2002","LVA","166.24686"
"2003","LVA","171.28464"
"2004","LVA","136.46056"
"2005","LVA","130.0813"
"2006","LVA","171.77913"
"2007","LVA","163.86554"
"2008","LVA","157.49525"
"2009","LVA","147.21722"
"2010","LVA","179.48718"
"2011","LVA","197.04434"
"2012","LVA","145.8671"
"2013","LVA","187.09676"
"2014","LVA","202.33463"
"2015","LVA","220.21663"
"2016","LVA","204.04982"
"2017","LVA","140.77023"
"2018","LVA","215.7738"
"2019","LVA","223.60251"
"2020","LVA","176.57343"
"2021","LVA","176.06837"
"2022","LVA","136.27257"
"2023","LVA","123.2"
"1990","LVA","153.38345"
"1991","LVA","196.46019"
"1992","LVA","153.64583"
"1993","LVA","150.12721"
"1994","LVA","164.41441"
"1995","LVA","150.37595"
"1996","LVA","230.76926"
"1997","LVA","161.86252"
"1998","LVA","129.31035"
"1999","LVA","165.45012"
"2000","LBN","630.15076"
"2001","LBN","637.186"
"2002","LBN","621.645"
"2003","LBN","591.64734"
"2004","LBN","597.02795"
"2005","LBN","601.023"
"2006","LBN","619.594"
"2007","LBN","622.5166"
"2008","LBN","639.3574"
"2009","LBN","626.34827"
"2010","LBN","619.9873"
"2011","LBN","626.9939"
"2012","LBN","619.07654"
"2013","LBN","615.4256"
"2014","LBN","650.5286"
"2015","LBN","641.0944"
"2016","LBN","643.9979"
"2017","LBN","643.7647"
"2018","LBN","644.40265"
"2019","LBN","625.46295"
"2020","LBN","615.6798"
"2021","LBN","599.61316"
"2022","LBN","599.005"
"2023","LBN",
"1990","LBN",
"1991","LBN",
"1992","LBN",
"1993","LBN",
"1994","LBN",
"1995","LBN",
"1996","LBN",
"1997","LBN",
"1998","LBN",
"1999","LBN",
"2000","LSO","34.482758"
"2001","LSO","35.714287"
"2002","LSO","32.258064"
"2003","LSO","31.25"
"2004","LSO","33.333332"
"2005","LSO","21.73913"
"2006","LSO","19.23077"
"2007","LSO","18.181818"
"2008","LSO","17.241379"
"2009","LSO","30.76923"
"2010","LSO","28.985508"
"2011","LSO","20.408163"
"2012","LSO","20.408163"
"2013","LSO","19.607843"
"2014","LSO","19.23077"
"2015","LSO","18.867926"
"2016","LSO","19.23077"
"2017","LSO","18.518518"
"2018","LSO","18.518518"
"2019","LSO","20"
"2020","LSO","20"
"2021","LSO","20"
"2022","LSO","20"
"2023","LSO",
"1990","LSO",
"1991","LSO",
"1992","LSO",
"1993","LSO",
"1994","LSO",
"1995","LSO",
"1996","LSO",
"1997","LSO",
"1998","LSO",
"1999","LSO",
"2000","LBR","650"
"2001","LBR","650"
"2002","LBR","650"
"2003","LBR","650"
"2004","LBR","650"
"2005","LBR","650"
"2006","LBR","650"
"2007","LBR","640"
"2008","LBR","640"
"2009","LBR","640"
"2010","LBR","640"
"2011","LBR","666.6666"
"2012","LBR","666.6666"
"2013","LBR","666.6666"
"2014","LBR","666.6666"
"2015","LBR","645.16125"
"2016","LBR","666.6666"
"2017","LBR","657.1429"
"2018","LBR","642.8572"
"2019","LBR","655.17236"
"2020","LBR","258.82352"
"2021","LBR","217.94873"
"2022","LBR","227.84811"
"2023","LBR",
"1990","LBR",
"1991","LBR",
"1992","LBR",
"1993","LBR",
"1994","LBR",
"1995","LBR",
"1996","LBR",
"1997","LBR",
"1998","LBR",
"1999","LBR",
"2000","LBY","707.7419"
"2001","LBY","707.635"
"2002","LBY","705.6474"
"2003","LBY","704.4855"
"2004","LBY","700.99005"
"2005","LBY","718.63806"
"2006","LBY","747.8788"
"2007","LBY","757.91077"
"2008","LBY","750.9592"
"2009","LBY","746.8729"
"2010","LBY","764.4349"
"2011","LBY","793.54095"
"2012","LBY","794.98395"
"2013","LBY","790.1397"
"2014","LBY","779.75085"
"2015","LBY","780.3253"
"2016","LBY","822.7244"
"2017","LBY","813.4015"
"2018","LBY","806.61206"
"2019","LBY","809.99133"
"2020","LBY","824.06775"
"2021","LBY","824.9516"
"2022","LBY","818.6922"
"2023","LBY",
"1990","LBY",
"1991","LBY",
"1992","LBY",
"1993","LBY",
"1994","LBY",
"1995","LBY",
"1996","LBY",
"1997","LBY",
"1998","LBY",
"1999","LBY",
"2000","LTU","103.32433"
"2001","LTU","89.83287"
"2002","LTU","76.92308"
"2003","LTU","71.7322"
"2004","LTU","77.333336"
"2005","LTU","110.263535"
"2006","LTU","110.19056"
"2007","LTU","104.75483"
"2008","LTU","103.52588"
"2009","LTU","104.508194"
"2010","LTU","368"
"2011","LTU","322.35297"
"2012","LTU","322.22223"
"2013","LTU","293.55606"
"2014","LTU","284.55283"
"2015","LTU","295.50827"
"2016","LTU","234.15977"
"2017","LTU","182.58426"
"2018","LTU","178.08218"
"2019","LTU","170.65869"
"2020","LTU","231.91492"
"2021","LTU","220.9302"
"2022","LTU","177.18446"
"2023","LTU","160.07195"
"1990","LTU","190.49297"
"1991","LTU","212.80217"
"1992","LTU","113.20754"
"1993","LTU","60.301502"
"1994","LTU","103.483604"
"1995","LTU","65.08875"
"1996","LTU","73.89163"
"1997","LTU","90.3405"
"1998","LTU","122.448975"
"1999","LTU","124.617744"
"2000","LUX","225.00002"
"2001","LUX","287.35632"
"2002","LUX","317.85715"
"2003","LUX","318.99643"
"2004","LUX","314.54004"
"2005","LUX","313.43283"
"2006","LUX","313.55933"
"2007","LUX","310.34482"
"2008","LUX","308.82352"
"2009","LUX","311.1111"
"2010","LUX","311.7284"
"2011","LUX","314.39395"
"2012","LUX","304.3478"
"2013","LUX","288.04346"
"2014","LUX","287.95813"
"2015","LUX","268.65674"
"2016","LUX","215.18988"
"2017","LUX","188.8889"
"2018","LUX","187.50002"
"2019","LUX","168.2243"
"2020","LUX","163.93442"
"2021","LUX","162.60162"
"2022","LUX","144.06781"
"2023","LUX","105.26315"
"1990","LUX","564.5161"
"1991","LUX","557.1428"
"1992","LUX","560.6061"
"1993","LUX","582.08954"
"1994","LUX","508.4746"
"1995","LUX","408.16327"
"1996","LUX","400.00003"
"1997","LUX","365.85367"
"1998","LUX","216.21622"
"1999","LUX","250.00002"
"2000","MAC","656.0509"
"2001","MAC","636.9427"
"2002","MAC","641.1765"
"2003","MAC","622.2222"
"2004","MAC","624.3655"
"2005","MAC","620.68964"
"2006","MAC","616.7664"
"2007","MAC","611.8421"
"2008","MAC","561.9835"
"2009","MAC","582.1918"
"2010","MAC","527.7778"
"2011","MAC","528.0899"
"2012","MAC","482.14288"
"2013","MAC","390.2439"
"2014","MAC","468.75003"
"2015","MAC","557.8947"
"2016","MAC","565.65656"
"2017","MAC","564.62585"
"2018","MAC","507.69232"
"2019","MAC","499.99997"
"2020","MAC","482.14288"
"2021","MAC","460"
"2022","MAC","448.97958"
"2023","MAC",
"1990","MAC",
"1991","MAC",
"1992","MAC",
"1993","MAC",
"1994","MAC",
"1995","MAC",
"1996","MAC",
"1997","MAC",
"1998","MAC",
"1999","MAC",
"2000","MDG","244.18604"
"2001","MDG","261.36365"
"2002","MDG","244.18604"
"2003","MDG","249.99998"
"2004","MDG","266.6667"
"2005","MDG","273.5849"
"2006","MDG","271.028"
"2007","MDG","250"
"2008","MDG","288.13562"
"2009","MDG","268.90756"
"2010","MDG","315.3846"
"2011","MDG","367.34695"
"2012","MDG","358.97437"
"2013","MDG","351.51514"
"2014","MDG","331.39536"
"2015","MDG","324.0223"
"2016","MDG","357.89474"
"2017","MDG","409.0909"
"2018","MDG","363.63635"
"2019","MDG","389.90826"
"2020","MDG","407.4074"
"2021","MDG","436.68124"
"2022","MDG","436.44064"
"2023","MDG",
"1990","MDG",
"1991","MDG",
"1992","MDG",
"1993","MDG",
"1994","MDG",
"1995","MDG",
"1996","MDG",
"1997","MDG",
"1998","MDG",
"1999","MDG",
"2000","MWI","99.17355"
"2001","MWI","90.16393"
"2002","MWI","101.56249"
"2003","MWI","91.60305"
"2004","MWI","95.2381"
"2005","MWI","98.03922"
"2006","MWI","95.541405"
"2007","MWI","88.6076"
"2008","MWI","76.47059"
"2009","MWI","77.84431"
"2010","MWI","67.70833"
"2011","MWI","65.989845"
"2012","MWI","68.29269"
"2013","MWI","68.29269"
"2014","MWI","64.51613"
"2015","MWI","69.12443"
"2016","MWI","69.76744"
"2017","MWI","26.178009"
"2018","MWI","145.25139"
"2019","MWI","62.89308"
"2020","MWI","39.215687"
"2021","MWI","69.230774"
"2022","MWI","66.66667"
"2023","MWI",
"1990","MWI",
"1991","MWI",
"1992","MWI",
"1993","MWI",
"1994","MWI",
"1995","MWI",
"1996","MWI",
"1997","MWI",
"1998","MWI",
"1999","MWI",
"2000","MYS","581.8311"
"2001","MYS","600.0264"
"2002","MYS","618.2762"
"2003","MYS","631.1368"
"2004","MYS","649.8022"
"2005","MYS","652.4557"
"2006","MYS","652.65894"
"2007","MYS","662.27545"
"2008","MYS","651.05853"
"2009","MYS","666.60925"
"2010","MYS","688.9795"
"2011","MYS","685.685"
"2012","MYS","682.7267"
"2013","MYS","666.0282"
"2014","MYS","662.30414"
"2015","MYS","669.17596"
"2016","MYS","649.28186"
"2017","MYS","620.5802"
"2018","MYS","630.32007"
"2019","MYS","626.27454"
"2020","MYS","626.9677"
"2021","MYS","607.0917"
"2022","MYS","605.83136"
"2023","MYS",
"1990","MYS",
"1991","MYS",
"1992","MYS",
"1993","MYS",
"1994","MYS",
"1995","MYS",
"1996","MYS",
"1997","MYS",
"1998","MYS",
"1999","MYS",
"2000","MDV","666.6666"
"2001","MDV","687.5"
"2002","MDV","684.2105"
"2003","MDV","636.36365"
"2004","MDV","666.6667"
"2005","MDV","666.66675"
"2006","MDV","645.16125"
"2007","MDV","657.1429"
"2008","MDV","658.5366"
"2009","MDV","666.6666"
"2010","MDV","657.1429"
"2011","MDV","657.8947"
"2012","MDV","650"
"2013","MDV","666.6667"
"2014","MDV","648.14813"
"2015","MDV","645.16125"
"2016","MDV","641.7911"
"2017","MDV","643.83563"
"2018","MDV","632.9114"
"2019","MDV","629.6296"
"2020","MDV","621.9512"
"2021","MDV","619.0476"
"2022","MDV","611.7647"
"2023","MDV",
"1990","MDV",
"1991","MDV",
"1992","MDV",
"1993","MDV",
"1994","MDV",
"1995","MDV",
"1996","MDV",
"1997","MDV",
"1998","MDV",
"1999","MDV",
"2000","MLI","500"
"2001","MLI","504.67288"
"2002","MLI","504.50452"
"2003","MLI","513.51355"
"2004","MLI","515.873"
"2005","MLI","449.66443"
"2006","MLI","445.85986"
"2007","MLI","455.69623"
"2008","MLI","441.98895"
"2009","MLI","371.79483"
"2010","MLI","351.69492"
"2011","MLI","305.55557"
"2012","MLI","298.7013"
"2013","MLI","318.1818"
"2014","MLI","290.83667"
"2015","MLI","358.56577"
"2016","MLI","331.12582"
"2017","MLI","372.09302"
"2018","MLI","387.57394"
"2019","MLI","448.71793"
"2020","MLI","451.10406"
"2021","MLI","446.4832"
"2022","MLI","407.99997"
"2023","MLI",
"1990","MLI",
"1991","MLI",
"1992","MLI",
"1993","MLI",
"1994","MLI",
"1995","MLI",
"1996","MLI",
"1997","MLI",
"1998","MLI",
"1999","MLI",
"2000","MLT","656.25"
"2001","MLT","659.7938"
"2002","MLT","658.5366"
"2003","MLT","656.25"
"2004","MLT","657.65765"
"2005","MLT","656.25"
"2006","MLT","659.29205"
"2007","MLT","656.5217"
"2008","MLT","658.00867"
"2009","MLT","658.98615"
"2010","MLT","658.76776"
"2011","MLT","658.98615"
"2012","MLT","647.8261"
"2013","MLT","646.0177"
"2014","MLT","635.5556"
"2015","MLT","607.6923"
"2016","MLT","558.1395"
"2017","MLT","527.27277"
"2018","MLT","512.69037"
"2019","MLT","516.90826"
"2020","MLT","506.97675"
"2021","MLT","504.50452"
"2022","MLT","499.99997"
"2023","MLT","459.14395"
"1990","MLT","792.7928"
"1991","MLT","760.5634"
"1992","MLT","751.67786"
"1993","MLT","753.3334"
"1994","MLT","720.77924"
"1995","MLT","668.7117"
"1996","MLT","656.6265"
"1997","MLT","656.80475"
"1998","MLT","656.97675"
"1999","MLT","659.45953"
"2000","MTQ","657.8948"
"2001","MTQ","656.4886"
"2002","MTQ","651.8518"
"2003","MTQ","650"
"2004","MTQ","655.17236"
"2005","MTQ","655.17236"
"2006","MTQ","646.6667"
"2007","MTQ","644.2953"
"2008","MTQ","642.8571"
"2009","MTQ","641.02563"
"2010","MTQ","641.9753"
"2011","MTQ","639.2405"
"2012","MTQ","618.75"
"2013","MTQ","618.75"
"2014","MTQ","615.3846"
"2015","MTQ","613.9241"
"2016","MTQ","612.5"
"2017","MTQ","621.7949"
"2018","MTQ","590.9091"
"2019","MTQ","522.5806"
"2020","MTQ","540"
"2021","MTQ","523.17883"
"2022","MTQ",
"2023","MTQ",
"1990","MTQ",
"1991","MTQ",
"1992","MTQ",
"1993","MTQ",
"1994","MTQ",
"1995","MTQ",
"1996","MTQ",
"1997","MTQ",
"1998","MTQ",
"1999","MTQ",
"2000","MRT","619.0476"
"2001","MRT","617.02124"
"2002","MRT","622.64154"
"2003","MRT","600.00006"
"2004","MRT","611.11115"
"2005","MRT","603.7736"
"2006","MRT","612.9032"
"2007","MRT","609.375"
"2008","MRT","597.2222"
"2009","MRT","558.4416"
"2010","MRT","564.7059"
"2011","MRT","563.21844"
"2012","MRT","562.5"
"2013","MRT","520.40814"
"2014","MRT","514.56305"
"2015","MRT","474.13794"
"2016","MRT","491.37933"
"2017","MRT","496.29633"
"2018","MRT","468.96555"
"2019","MRT","467.94873"
"2020","MRT","469.51218"
"2021","MRT","460.1227"
"2022","MRT","464.7059"
"2023","MRT",
"1990","MRT",
"1991","MRT",
"1992","MRT",
"1993","MRT",
"1994","MRT",
"1995","MRT",
"1996","MRT",
"1997","MRT",
"1998","MRT",
"1999","MRT",
"2000","MUS","559.322"
"2001","MUS","567.7084"
"2002","MUS","581.6327"
"2003","MUS","574.1627"
"2004","MUS","564.8149"
"2005","MUS","592.92035"
"2006","MUS","622.88135"
"2007","MUS","634.1463"
"2008","MUS","636.71875"
"2009","MUS","626.45917"
"2010","MUS","620.81775"
"2011","MUS","648.3516"
"2012","MUS","645.1613"
"2013","MUS","646.85315"
"2014","MUS","642.8571"
"2015","MUS","622.07355"
"2016","MUS","632.78687"
"2017","MUS","643.08685"
"2018","MUS","634.61536"
"2019","MUS","619.195"
"2020","MUS","613.7931"
"2021","MUS","628.7625"
"2022","MUS","632.47864"
"2023","MUS",
"1990","MUS",
"1991","MUS",
"1992","MUS",
"1993","MUS",
"1994","MUS",
"1995","MUS",
"1996","MUS",
"1997","MUS",
"1998","MUS",
"1999","MUS",
"2000","MEX","525.39044"
"2001","MEX","543.9064"
"2002","MEX","553.4233"
"2003","MEX","570.16455"
"2004","MEX","553.93176"
"2005","MEX","555.8334"
"2006","MEX","546.80975"
"2007","MEX","554.2049"
"2008","MEX","522.0394"
"2009","MEX","554.07825"
"2010","MEX","543.472"
"2011","MEX","540.97345"
"2012","MEX","551.3158"
"2013","MEX","547.59015"
"2014","MEX","526.9682"
"2015","MEX","534.87994"
"2016","MEX","537.0649"
"2017","MEX","531.9517"
"2018","MEX","523.4469"
"2019","MEX","525.7277"
"2020","MEX","488.45703"
"2021","MEX","461.72723"
"2022","MEX","475.3588"
"2023","MEX","507.24512"
"1990","MEX",
"1991","MEX",
"1992","MEX",
"1993","MEX",
"1994","MEX",
"1995","MEX",
"1996","MEX",
"1997","MEX",
"1998","MEX",
"1999","MEX",
"2000","MDA","662.3853"
"2001","MDA","670.0855"
"2002","MDA","668.43976"
"2003","MDA","668.9775"
"2004","MDA","670.6897"
"2005","MDA","671.69183"
"2006","MDA","671.0526"
"2007","MDA","671.20953"
"2008","MDA","668.88513"
"2009","MDA","672.05164"
"2010","MDA","666.1211"
"2011","MDA","669.5501"
"2012","MDA","679.8623"
"2013","MDA","665.1885"
"2014","MDA","670.39105"
"2015","MDA","682.1192"
"2016","MDA","683.7607"
"2017","MDA","669.35486"
"2018","MDA","672.8624"
"2019","MDA","669.59576"
"2020","MDA","673.13916"
"2021","MDA","668.16815"
"2022","MDA","648.4963"
"2023","MDA","643.4635"
"1990","MDA",
"1991","MDA",
"1992","MDA",
"1993","MDA",
"1994","MDA",
"1995","MDA",
"1996","MDA",
"1997","MDA",
"1998","MDA",
"1999","MDA",
"2000","MNG","872.41376"
"2001","MNG","872.05383"
"2002","MNG","873.7865"
"2003","MNG","871.3827"
"2004","MNG","871.95123"
"2005","MNG","870.58826"
"2006","MNG","872.52124"
"2007","MNG","867.9245"
"2008","MNG","867.50006"
"2009","MNG","861.38617"
"2010","MNG","856.4815"
"2011","MNG","854.6256"
"2012","MNG","852.3908"
"2013","MNG","844.62146"
"2014","MNG","832.71375"
"2015","MNG","831.216"
"2016","MNG","830.6878"
"2017","MNG","829.1874"
"2018","MNG","808.2191"
"2019","MNG","779.5389"
"2020","MNG","777.10846"
"2021","MNG","770.1613"
"2022","MNG","771.79486"
"2023","MNG","775.30865"
"1990","MNG",
"1991","MNG",
"1992","MNG",
"1993","MNG",
"1994","MNG",
"1995","MNG",
"1996","MNG",
"1997","MNG",
"1998","MNG",
"1999","MNG",
"2000","MNE",
"2001","MNE",
"2002","MNE",
"2003","MNE",
"2004","MNE",
"2005","MNE","369.33795"
"2006","MNE","427.11862"
"2007","MNE","420.56073"
"2008","MNE","477.03183"
"2009","MNE","271.73914"
"2010","MNE","338.30847"
"2011","MNE","566.0377"
"2012","MNE","501.7544"
"2013","MNE","385.78677"
"2014","MNE","466.87695"
"2015","MNE","523.3334"
"2016","MNE","433.12103"
"2017","MNE","564.5161"
"2018","MNE","426.3158"
"2019","MNE","454.81046"
"2020","MNE","495.57516"
"2021","MNE","400.53052"
"2022","MNE","483.3837"
"2023","MNE","417.07318"
"1990","MNE",
"1991","MNE",
"1992","MNE",
"1993","MNE",
"1994","MNE",
"1995","MNE",
"1996","MNE",
"1997","MNE",
"1998","MNE",
"1999","MNE",
"2000","MSR","1000"
"2001","MSR","1000"
"2002","MSR","1000"
"2003","MSR","1000"
"2004","MSR","1000"
"2005","MSR","1000"
"2006","MSR","1000"
"2007","MSR","1000"
"2008","MSR","1000"
"2009","MSR","1000"
"2010","MSR","1000"
"2011","MSR","1000"
"2012","MSR","1000"
"2013","MSR","1000"
"2014","MSR","1000"
"2015","MSR","1000"
"2016","MSR","1000"
"2017","MSR","1000"
"2018","MSR","1000"
"2019","MSR","1000"
"2020","MSR","1000"
"2021","MSR","1000"
"2022","MSR","1000"
"2023","MSR",
"1990","MSR",
"1991","MSR",
"1992","MSR",
"1993","MSR",
"1994","MSR",
"1995","MSR",
"1996","MSR",
"1997","MSR",
"1998","MSR",
"1999","MSR",
"2000","MAR","759.124"
"2001","MAR","769.2308"
"2002","MAR","765.56287"
"2003","MAR","735.00616"
"2004","MAR","732.68463"
"2005","MAR","717.03015"
"2006","MAR","708.6059"
"2007","MAR","707.4657"
"2008","MAR","695.82306"
"2009","MAR","635.4515"
"2010","MAR","610.50323"
"2011","MAR","652.7093"
"2012","MAR","648.4346"
"2013","MAR","612.47217"
"2014","MAR","651.35333"
"2015","MAR","639.91974"
"2016","MAR","633.6249"
"2017","MAR","637.44525"
"2018","MAR","621.5278"
"2019","MAR","631.74835"
"2020","MAR","645.6185"
"2021","MAR","639.95154"
"2022","MAR","662.6419"
"2023","MAR","630.01416"
"1990","MAR",
"1991","MAR",
"1992","MAR",
"1993","MAR",
"1994","MAR",
"1995","MAR",
"1996","MAR",
"1997","MAR",
"1998","MAR",
"1999","MAR",
