"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
"1940","India","IND","16.47821499"
"1941","India","IND","16.04722344"
"1942","India","IND","15.84419388"
"1943","India","IND","16.69666967"
"1944","India","IND","14.91985203"
"1945","India","IND","15.23836958"
"1946","India","IND","13.32705756"
"1947","India","IND","12.14250493"
"1948","India","IND","11.74151935"
"1949","India","IND","12.36793039"
"1950","India","IND","12.41665618"
"1951","India","IND","12.28048479"
"1952","India","IND","13.33953983"
"1953","India","IND","13.47663792"
"1954","India","IND","13.49206349"
"1955","India","IND","12.91327264"
"1956","India","IND","13.25973409"
"1957","India","IND","12.45261344"
"1958","India","IND","12.56192888"
"1959","India","IND","13.68206847"
"1960","India","IND","13.54248956"
"1961","India","IND","12.92808219"
"1962","India","IND","13.34954139"
"1963","India","IND","14.28407131"
"1964","India","IND","13.85771755"
"1965","India","IND","12.1024126"
"1966","India","IND","12.05835649"
"1967","India","IND","12.60784314"
"1968","India","IND","12.30329041"
"1969","India","IND","12.00855844"
"1970","India","IND","11.89105593"
"1971","India","IND","11.36382571"
"1972","India","IND","10.92029581"
"1973","India","IND","10.71625561"
"1974","India","IND","10.11743451"
"1975","India","IND","11.0458829"
"1976","India","IND","11.16099559"
"1977","India","IND","11.28739801"
"1978","India","IND","12.37544198"
"1979","India","IND","10.88150069"
"1980","India","IND","11.42966361"
"1981","India","IND","12.84123711"
"1982","India","IND","13.59307359"
"1983","India","IND","14.12314225"
"1984","India","IND","14.2772662"
"1985","India","IND","15.78705828"
"1986","India","IND","15.24099001"
"1987","India","IND","15.41304908"
"1988","India","IND","17.23585912"
"1989","India","IND","19.4746464"
"1990","India","IND","20.35303296"
"1991","India","IND","18.37413593"
"1992","India","IND","17.24336048"
"1993","India","IND","16.83656166"
"1994","India","IND","16.61510437"
"1995","India","IND","18.00364245"
"1996","India","IND","18.04977848"
"1997","India","IND","17.07588243"
"1998","India","IND","17.19865985"
"1999","India","IND","18.57437089"
"2000","India","IND","19.15997271"
"2001","India","IND","20.78713363"
"2002","India","IND","23.73689586"
"2003","India","IND","23.19522815"
"2004","India","IND","22.65007431"
"2005","India","IND","22.13643065"
"2006","India","IND","22.00913793"
"2007","India","IND","21.63375357"
"2008","India","IND","21.7634352"
"2009","India","IND","24.64489451"
"2010","India","IND","23.84482326"
"2011","India","IND","23.83642454"
"2012","India","IND","25.16454921"
"2013","India","IND","26.0252604"
"2014","India","IND","28.45227545"
"2015","India","IND","29.70977336"
"2016","India","IND","32.45033113"
"2017","India","IND","33.58754709"
"2018","India","IND","36.68009288"
"2019","India","IND","38.86563971"
"2020","India","IND","40.65651353"
"2021","India","IND","40.1714767"
"2022","India","IND","40.79807627"
"1900","Italia","ITA","71.21972507"
"1901","Italia","ITA","72.25005445"
"1902","Italia","ITA","77.83421843"
"1903","Italia","ITA","71.33570979"
"1904","Italia","ITA","68.04954778"
"1905","Italia","ITA","63.69702435"
"1906","Italia","ITA","65.12125535"
"1907","Italia","ITA","67.39209285"
"1908","Italia","ITA","65.10550695"
"1909","Italia","ITA","64.89145183"
"1910","Italia","ITA","62.85292186"
"1911","Italia","ITA","64.81326411"
"1912","Italia","ITA","62.26900209"
"1913","Italia","ITA","67.03569068"
"1914","Italia","ITA","72.86718602"
"1915","Italia","ITA","70.43125121"
"1916","Italia","ITA","80.00811853"
"1917","Italia","ITA","88.93636159"
"1918","Italia","ITA","74.48329148"
"1919","Italia","ITA","70.21438057"
"1920","Italia","ITA","68.44291908"
"1921","Italia","ITA","66.14856317"
"1922","Italia","ITA","67.77087647"
"1923","Italia","ITA","68.37276678"
"1924","Italia","ITA","66.89356436"
"1925","Italia","ITA","73.31519129"
"1926","Italia","ITA","71.88187245"
"1927","Italia","ITA","67.23018868"
"1928","Italia","ITA","68.61111111"
"1929","Italia","ITA","70.23416176"
"1930","Italia","ITA","71.21328618"
"1931","Italia","ITA","76.69427075"
"1932","Italia","ITA","81.97363734"
"1933","Italia","ITA","78.20512821"
"1934","Italia","ITA","72.8666993"
"1935","Italia","ITA","74.17407878"
"1936","Italia","ITA","71.69660038"
"1937","Italia","ITA","74.20532319"
"1938","Italia","ITA","76.73702049"
"1939","Italia","ITA","79.34059286"
"1940","Italia","ITA","76.87320971"
"1941","Italia","ITA","72.39469465"
"1942","Italia","ITA","68.25303851"
"1943","Italia","ITA","58.97089709"
"1944","Italia","ITA","43.32100288"
"1945","Italia","ITA","40.77488118"
"1946","Italia","ITA","51.16998386"
"1947","Italia","ITA","55.44871795"
"1948","Italia","ITA","57.50119446"
"1949","Italia","ITA","64.48725917"
"1950","Italia","ITA","70.22266952"
"1951","Italia","ITA","73.68290873"
"1952","Italia","ITA","84.73201224"
"1953","Italia","ITA","87.3986356"
"1954","Italia","ITA","89.34240363"
"1955","Italia","ITA","89.27886919"
"1956","Italia","ITA","91.93969611"
"1957","Italia","ITA","93.71625503"
"1958","Italia","ITA","94.06583728"
"1959","Italia","ITA","107.864496"
"1960","Italia","ITA","106.4213971"
"1961","Italia","ITA","108.7114726"
"1962","Italia","ITA","120.2563819"
"1963","Italia","ITA","133.133985"
"1964","Italia","ITA","126.3391912"
"1965","Italia","ITA","119.2614476"
"1966","Italia","ITA","125.6351727"
"1967","Italia","ITA","132.1176471"
"1968","Italia","ITA","138.4167859"
"1969","Italia","ITA","135.9365249"
"1970","Italia","ITA","133.1042186"
"1971","Italia","ITA","130.6590019"
"1972","Italia","ITA","131.7584224"
"1973","Italia","ITA","133.5592152"
"1974","Italia","ITA","132.5429088"
"1975","Italia","ITA","132.2647922"
"1976","Italia","ITA","142.9347826"
"1977","Italia","ITA","140.5182835"
"1978","Italia","ITA","154.5323047"
"1979","Italia","ITA","154.6057648"
"1980","Italia","ITA","160.2370031"
"1981","Italia","ITA","173.5340206"
"1982","Italia","ITA","182.8831169"
"1983","Italia","ITA","181.2738854"
"1984","Italia","ITA","184.7427558"
"1985","Italia","ITA","206.2322166"
"1986","Italia","ITA","200.6600087"
"1987","Italia","ITA","204.796699"
"1988","Italia","ITA","220.0551405"
"1989","Italia","ITA","244.9148465"
"1990","Italia","ITA","253.5888434"
"1991","Italia","ITA","236.7284335"
"1992","Italia","ITA","219.7801185"
"1993","Italia","ITA","208.113449"
"1994","Italia","ITA","203.8721129"
"1995","Italia","ITA","219.0606178"
"1996","Italia","ITA","213.1300925"
"1997","Italia","ITA","203.5007831"
"1998","Italia","ITA","201.8287403"
"1999","Italia","ITA","214.9872548"
"2000","Italia","ITA","227.6923268"
"2001","Italia","ITA","245.4693815"
"2002","Italia","ITA","279.2946543"
"2003","Italia","ITA","259.1407029"
"2004","Italia","ITA","243.0485819"
"2005","Italia","ITA","227.2664852"
"2006","Italia","ITA","216.572338"
"2007","Italia","ITA","202.9446109"
"2008","Italia","ITA","194.0731598"
"2009","Italia","ITA","196.5218606"
"2010","Italia","ITA","183.1715126"
"2011","Italia","ITA","175.7286407"
"2012","Italia","ITA","173.8251952"
"2013","Italia","ITA","166.5274493"
"2014","Italia","ITA","171.1359016"
"2015","Italia","ITA","169.8184802"
"2016","Italia","ITA","177.0543046"
"2017","Italia","ITA","177.217352"
"2018","Italia","ITA","185.1878568"
"2019","Italia","ITA","192.1659455"
"2020","Italia","ITA","196.7415888"
"2021","Italia","ITA","194.5628945"
"2022","Italia","ITA","193.7431371"
"1900","Japon","JPN","46.32883719"
"1901","Japon","JPN","47.08156903"
"1902","Japon","JPN","46.47349478"
"1903","Japon","JPN","46.21244778"
"1904","Japon","JPN","42.84292296"
"1905","Japon","JPN","38.07486068"
"1906","Japon","JPN","41.52955179"
"1907","Japon","JPN","42.76787245"
"1908","Japon","JPN","40.43433867"
"1909","Japon","JPN","39.57261266"
"1910","Japon","JPN","38.03309104"
"1911","Japon","JPN","40.19050027"
"1912","Japon","JPN","38.88332782"
"1913","Japon","JPN","40.16234372"
"1914","Japon","JPN","44.79961901"
"1915","Japon","JPN","48.5798647"
"1916","Japon","JPN","57.42413426"
"1917","Japon","JPN","66.12605896"
"1918","Japon","JPN","57.43650766"
"1919","Japon","JPN","61.07579968"
"1920","Japon","JPN","53.72041699"
"1921","Japon","JPN","58.63640159"
"1922","Japon","JPN","55.96670249"
"1923","Japon","JPN","52.20585517"
"1924","Japon","JPN","51.30503084"
"1925","Japon","JPN","54.65589828"
"1926","Japon","JPN","52.75745109"
"1927","Japon","JPN","50.51912729"
"1928","Japon","JPN","51.96075573"
"1929","Japon","JPN","52.65172656"
"1930","Japon","JPN","51.27030884"
"1931","Japon","JPN","56.12321568"
"1932","Japon","JPN","62.86583296"
"1933","Japon","JPN","65.60640563"
"1934","Japon","JPN","61.27733451"
"1935","Japon","JPN","60.75767148"
"1936","Japon","JPN","63.91189194"
"1937","Japon","JPN","61.97600416"
"1938","Japon","JPN","65.58066702"
"1939","Japon","JPN","72.65249261"
"1940","Japon","JPN","73.60769679"
"1941","Japon","JPN","72.67512024"
"1942","Japon","JPN","72.31717675"
"1943","Japon","JPN","72.3919892"
"1944","Japon","JPN","65.98314838"
"1945","Japon","JPN","52.96946565"
"1946","Japon","JPN","37.26963421"
"1947","Japon","JPN","33.41900888"
"1948","Japon","JPN","34.1284042"
"1949","Japon","JPN","35.63418272"
"1950","Japon","JPN","38.52056862"
"1951","Japon","JPN","41.91194657"
"1952","Japon","JPN","49.52786275"
"1953","Japon","JPN","50.76586433"
"1954","Japon","JPN","51.85185185"
"1955","Japon","JPN","52.91087686"
"1956","Japon","JPN","55.78110161"
"1957","Japon","JPN","57.42676623"
"1958","Japon","JPN","57.7232192"
"1959","Japon","JPN","67.81182667"
"1960","Japon","JPN","71.70748223"
"1961","Japon","JPN","75.50299658"
"1962","Japon","JPN","84.14189413"
"1963","Japon","JPN","94.03105233"
"1964","Japon","JPN","95.64895194"
"1965","Japon","JPN","93.14623338"
"1966","Japon","JPN","102.9178245"
"1967","Japon","JPN","111.7647059"
"1968","Japon","JPN","121.3638531"
"1969","Japon","JPN","126.1032362"
"1970","Japon","JPN","133.0354841"
"1971","Japon","JPN","133.3333333"
"1972","Japon","JPN","140.5916187"
"1973","Japon","JPN","143.6135844"
"1974","Japon","JPN","133.7323095"
"1975","Japon","JPN","139.6724857"
"1976","Japon","JPN","146.5028355"
"1977","Japon","JPN","145.2855848"
"1978","Japon","JPN","161.2021858"
"1979","Japon","JPN","159.9969498"
"1980","Japon","JPN","163.6391437"
"1981","Japon","JPN","180.8164948"
"1982","Japon","JPN","194.2857143"
"1983","Japon","JPN","193.6730361"
"1984","Japon","JPN","198.9355411"
"1985","Japon","JPN","224.2955484"
"1986","Japon","JPN","217.0386452"
"1987","Japon","JPN","222.6768675"
"1988","Japon","JPN","243.6232657"
"1989","Japon","JPN","275.1948427"
"1990","Japon","JPN","292.0713868"
"1991","Japon","JPN","274.7458388"
"1992","Japon","JPN","252.5279482"
"1993","Japon","JPN","239.1981931"
"1994","Japon","JPN","229.4197681"
"1995","Japon","JPN","243.6740701"
"1996","Japon","JPN","239.0347503"
"1997","Japon","JPN","224.4045883"
"1998","Japon","JPN","214.3966495"
"1999","Japon","JPN","222.2176445"
"2000","Japon","JPN","231.1290985"
"2001","Japon","JPN","243.5279693"
"2002","Japon","JPN","274.4607189"
"2003","Japon","JPN","256.8650424"
"2004","Japon","JPN","241.9305662"
"2005","Japon","JPN","227.1728288"
"2006","Japon","JPN","214.2637864"
"2007","Japon","JPN","200.60824"
"2008","Japon","JPN","191.6611482"
"2009","Japon","JPN","193.8372552"
"2010","Japon","JPN","184.4647935"
"2011","Japon","JPN","174.8687697"
"2012","Japon","JPN","181.5398745"
"2013","Japon","JPN","182.9316158"
"2014","Japon","JPN","190.4655163"
"2015","Japon","JPN","189.8830889"
"2016","Japon","JPN","198.4900662"
"2017","Japon","JPN","200.0679632"
"2018","Japon","JPN","208.4124256"
"2019","Japon","JPN","214.3923341"
"2020","Japon","JPN","230.8367796"
"2021","Japon","JPN","216.3020296"
"2022","Japon","JPN","210.375794"
"1900","Mexico","MEX","39.75561859"
"1901","Mexico","MEX","42.62687868"
"1902","Mexico","MEX","41.46848303"
"1903","Mexico","MEX","41.47620046"
"1904","Mexico","MEX","39.16633897"
"1905","Mexico","MEX","39.26059513"
"1906","Mexico","MEX","37.98145506"
"1907","Mexico","MEX","40.47878128"
"1908","Mexico","MEX","37.79378967"
"1909","Mexico","MEX","38.05970149"
"1910","Mexico","MEX","36.76953381"
"1911","Mexico","MEX","36.00736895"
"1912","Mexico","MEX","34.24393379"
"1913","Mexico","MEX","33.11302049"
"1914","Mexico","MEX","38.13414402"
"1915","Mexico","MEX","38.25178882"
"1916","Mexico","MEX","43.23117516"
"1917","Mexico","MEX","49.92129526"
"1918","Mexico","MEX","44.58180413"
"1919","Mexico","MEX","45.51318535"
"1920","Mexico","MEX","46.0982659"
"1921","Mexico","MEX","45.94252666"
"1922","Mexico","MEX","44.20289855"
"1923","Mexico","MEX","41.97650089"
"1924","Mexico","MEX","39.03155941"
"1925","Mexico","MEX","42.26028494"
"1926","Mexico","MEX","43.29249136"
"1927","Mexico","MEX","39.09433962"
"1928","Mexico","MEX","37.5"
"1929","Mexico","MEX","34.82258296"
"1930","Mexico","MEX","34.33799785"
"1931","Mexico","MEX","38.33023492"
"1932","Mexico","MEX","33.66583541"
"1933","Mexico","MEX","35.88011088"
"1934","Mexico","MEX","35.50334475"
"1935","Mexico","MEX","36.51524778"
"1936","Mexico","MEX","39.19178961"
"1937","Mexico","MEX","37.74904943"
"1938","Mexico","MEX","38.19134186"
"1939","Mexico","MEX","38.86872353"
"1940","Mexico","MEX","38.59490427"
"1941","Mexico","MEX","39.90671914"
"1942","Mexico","MEX","41.25054913"
"1943","Mexico","MEX","42.66426643"
"1944","Mexico","MEX","41.07411974"
"1945","Mexico","MEX","43.33861443"
"1946","Mexico","MEX","42.01183432"
"1947","Mexico","MEX","38.76972387"
"1948","Mexico","MEX","38.07931199"
"1949","Mexico","MEX","40.72094469"
"1950","Mexico","MEX","44.15649767"
"1951","Mexico","MEX","45.42418996"
"1952","Mexico","MEX","49.28846921"
"1953","Mexico","MEX","46.36375338"
"1954","Mexico","MEX","48.51347947"
"1955","Mexico","MEX","48.63440345"
"1956","Mexico","MEX","50.01187085"
"1957","Mexico","MEX","50.58012636"
"1958","Mexico","MEX","49.55411208"
"1959","Mexico","MEX","53.83050036"
"1960","Mexico","MEX","53.30098183"
"1961","Mexico","MEX","51.4447774"
"1962","Mexico","MEX","53.93966184"
"1963","Mexico","MEX","58.86141461"
"1964","Mexico","MEX","58.80796104"
"1965","Mexico","MEX","56.49433776"
"1966","Mexico","MEX","59.0512108"
"1967","Mexico","MEX","60.11764706"
"1968","Mexico","MEX","61.34477825"
"1969","Mexico","MEX","59.09779799"
"1970","Mexico","MEX","59.0514649"
"1971","Mexico","MEX","57.5856036"
"1972","Mexico","MEX","59.62202136"
"1973","Mexico","MEX","59.86131904"
"1974","Mexico","MEX","58.72478169"
"1975","Mexico","MEX","61.88011741"
"1976","Mexico","MEX","64.04379332"
"1977","Mexico","MEX","61.77848293"
"1978","Mexico","MEX","69.83285117"
"1979","Mexico","MEX","70.96995577"
"1980","Mexico","MEX","75.90978593"
"1981","Mexico","MEX","86.91134021"
"1982","Mexico","MEX","88.65800866"
"1983","Mexico","MEX","82.00424628"
"1984","Mexico","MEX","82.59694179"
"1985","Mexico","MEX","89.81184029"
"1986","Mexico","MEX","80.61658706"
"1987","Mexico","MEX","79.56674976"
"1988","Mexico","MEX","81.75916044"
"1989","Mexico","MEX","90.36851727"
"1990","Mexico","MEX","94.58747806"
"1991","Mexico","MEX","89.1711016"
"1992","Mexico","MEX","83.65648288"
"1993","Mexico","MEX","80.1268167"
"1994","Mexico","MEX","78.99718879"
"1995","Mexico","MEX","75.99667596"
"1996","Mexico","MEX","75.72969269"
"1997","Mexico","MEX","74.92092951"
"1998","Mexico","MEX","75.79947788"
"1999","Mexico","MEX","81.59102551"
"2000","Mexico","MEX","87.78235311"
"2001","Mexico","MEX","92.04133219"
"2002","Mexico","MEX","104.5534608"
"2003","Mexico","MEX","97.74910854"
"2004","Mexico","MEX","93.68532032"
"2005","Mexico","MEX","88.99674996"
"2006","Mexico","MEX","86.64128533"
"2007","Mexico","MEX","82.07452717"
"2008","Mexico","MEX","79.95597641"
"2009","Mexico","MEX","80.94528588"
"2010","Mexico","MEX","77.43574571"
"2011","Mexico","MEX","76.03859421"
"2012","Mexico","MEX","79.79488749"
"2013","Mexico","MEX","78.90102149"
"2014","Mexico","MEX","82.65651879"
"2015","Mexico","MEX","82.5351246"
"2016","Mexico","MEX","85.47284768"
"2017","Mexico","MEX","84.93682589"
"2018","Mexico","MEX","88.88628203"
"2019","Mexico","MEX","90.52148667"
"2020","Mexico","MEX","92.52394171"
"2021","Mexico","MEX","87.8320506"
"2022","Mexico","MEX","86.11011918"
"1900","Noruega","NOR","70.89242854"
"1901","Noruega","NOR","71.2480941"
"1902","Noruega","NOR","75.45601478"
"1903","Noruega","NOR","68.98720906"
"1904","Noruega","NOR","64.64805348"
"1905","Noruega","NOR","59.90982867"
"1906","Noruega","NOR","62.33951498"
"1907","Noruega","NOR","64.14581066"
"1908","Noruega","NOR","61.96603191"
"1909","Noruega","NOR","61.77069199"
"1910","Noruega","NOR","62.80367695"
"1911","Noruega","NOR","66.10283035"
"1912","Noruega","NOR","65.08115057"
"1913","Noruega","NOR","72.95109055"
"1914","Noruega","NOR","82.38647159"
"1915","Noruega","NOR","85.22529491"
"1916","Noruega","NOR","97.48325553"
"1917","Noruega","NOR","96.37958174"
"1918","Noruega","NOR","77.70909793"
"1919","Noruega","NOR","87.36482641"
"1920","Noruega","NOR","85.6033237"
"1921","Noruega","NOR","76.30580155"
"1922","Noruega","NOR","78.84748102"
"1923","Noruega","NOR","78.38403348"
"1924","Noruega","NOR","74.05631188"
"1925","Noruega","NOR","75.7643669"
"1926","Noruega","NOR","74.61514295"
"1927","Noruega","NOR","75.3509434"
"1928","Noruega","NOR","76.62280702"
"1929","Noruega","NOR","80.17526217"
"1930","Noruega","NOR","88.89743195"
"1931","Noruega","NOR","89.52171709"
"1932","Noruega","NOR","98.4324902"
"1933","Noruega","NOR","97.59182259"
"1934","Noruega","NOR","94.61576114"
"1935","Noruega","NOR","96.20393901"
"1936","Noruega","NOR","103.1430404"
"1937","Noruega","NOR","101.6577947"
"1938","Noruega","NOR","104.6680018"
"1939","Noruega","NOR","107.0629159"
"1940","Noruega","NOR","97.04507764"
"1941","Noruega","NOR","95.52543361"
"1942","Noruega","NOR","91.68253039"
"1943","Noruega","NOR","91.34413441"
"1944","Noruega","NOR","78.35319907"
"1945","Noruega","NOR","91.3726055"
"1946","Noruega","NOR","92.92630446"
"1947","Noruega","NOR","95.57445759"
"1948","Noruega","NOR","97.93358815"
"1949","Noruega","NOR","103.5674332"
"1950","Noruega","NOR","108.8816203"
"1951","Noruega","NOR","111.7734356"
"1952","Noruega","NOR","123.2477723"
"1953","Noruega","NOR","122.7957266"
"1954","Noruega","NOR","125.0062988"
"1955","Noruega","NOR","120.3162434"
"1956","Noruega","NOR","124.4064577"
"1957","Noruega","NOR","122.8834003"
"1958","Noruega","NOR","116.7345591"
"1959","Noruega","NOR","131.1587264"
"1960","Noruega","NOR","129.5903397"
"1961","Noruega","NOR","129.5590753"
"1962","Noruega","NOR","136.4460161"
"1963","Noruega","NOR","146.3254744"
"1964","Noruega","NOR","140.3345331"
"1965","Noruega","NOR","136.4057115"
"1966","Noruega","NOR","141.5045653"
"1967","Noruega","NOR","147.254902"
"1968","Noruega","NOR","145.1979018"
"1969","Noruega","NOR","140.670411"
"1970","Noruega","NOR","137.3227941"
"1971","Noruega","NOR","139.0652337"
"1972","Noruega","NOR","143.0484799"
"1973","Noruega","NOR","142.2267749"
"1974","Noruega","NOR","140.7031015"
"1975","Noruega","NOR","151.0891395"
"1976","Noruega","NOR","162.3345936"
"1977","Noruega","NOR","161.6727108"
"1978","Noruega","NOR","177.2822244"
"1979","Noruega","NOR","175.1639469"
"1980","Noruega","NOR","183.7232416"
"1981","Noruega","NOR","199.414433"
"1982","Noruega","NOR","209.012987"
"1983","Noruega","NOR","211.6687898"
"1984","Noruega","NOR","222.362085"
"1985","Noruega","NOR","253.4006425"
"1986","Noruega","NOR","247.5379939"
"1987","Noruega","NOR","248.8867876"
"1988","Noruega","NOR","256.0120953"
"1989","Noruega","NOR","278.4758972"
"1990","Noruega","NOR","287.0489565"
"1991","Noruega","NOR","277.331769"
"1992","Noruega","NOR","269.3484984"
"1993","Noruega","NOR","269.359247"
"1994","Noruega","NOR","276.2640148"
"1995","Noruega","NOR","306.0040253"
"1996","Noruega","NOR","314.4909234"
"1997","Noruega","NOR","316.2235879"
"1998","Noruega","NOR","322.3815521"
"1999","Noruega","NOR","350.7324129"
"2000","Noruega","NOR","376.0886359"
"2001","Noruega","NOR","414.4334594"
"2002","Noruega","NOR","486.4945791"
"2003","Noruega","NOR","464.9268997"
"2004","Noruega","NOR","457.0479831"
"2005","Noruega","NOR","443.8729019"
"2006","Noruega","NOR","432.4346939"
"2007","Noruega","NOR","418.5113205"
"2008","Noruega","NOR","413.1793036"
"2009","Noruega","NOR","442.1821288"
"2010","Noruega","NOR","413.4677535"
"2011","Noruega","NOR","403.0545418"
"2012","Noruega","NOR","417.1590387"
"2013","Noruega","NOR","410.5218135"
"2014","Noruega","NOR","428.5878121"
"2015","Noruega","NOR","424.1257307"
"2016","Noruega","NOR","438.7496689"
"2017","Noruega","NOR","437.7727449"
"2018","Noruega","NOR","455.8007651"
"2019","Noruega","NOR","472.0851345"
"2020","Noruega","NOR","519.4687433"
"2021","Noruega","NOR","491.3005976"
"2022","Noruega","NOR","482.8464205"
"1900","Nueva Zelanda","NZL","149.4872354"
"1901","Nueva Zelanda","NZL","146.6129384"
"1902","Nueva Zelanda","NZL","163.334103"
"1903","Nueva Zelanda","NZL","157.9995806"
"1904","Nueva Zelanda","NZL","143.236335"
"1905","Nueva Zelanda","NZL","139.4229035"
"1906","Nueva Zelanda","NZL","146.6119829"
"1907","Nueva Zelanda","NZL","154.3706928"
"1908","Nueva Zelanda","NZL","132.2182192"
"1909","Nueva Zelanda","NZL","128.9518318"
"1910","Nueva Zelanda","NZL","139.1004596"
"1911","Nueva Zelanda","NZL","146.6588511"
"1912","Nueva Zelanda","NZL","133.4243934"
"1913","Nueva Zelanda","NZL","135.6906808"
"1914","Nueva Zelanda","NZL","157.1537146"
"1915","Nueva Zelanda","NZL","159.4855927"
"1916","Nueva Zelanda","NZL","165.6383195"
"1917","Nueva Zelanda","NZL","179.5142793"
"1918","Nueva Zelanda","NZL","151.2072629"
"1919","Nueva Zelanda","NZL","159.7609562"
"1920","Nueva Zelanda","NZL","162.4277457"
"1921","Nueva Zelanda","NZL","147.7317911"
"1922","Nueva Zelanda","NZL","133.126294"
"1923","Nueva Zelanda","NZL","131.9652342"
"1924","Nueva Zelanda","NZL","126.825495"
"1925","Nueva Zelanda","NZL","135.0248119"
"1926","Nueva Zelanda","NZL","122.8086711"
"1927","Nueva Zelanda","NZL","112.6792453"
"1928","Nueva Zelanda","NZL","119.8099415"
"1929","Nueva Zelanda","NZL","120.4999282"
"1930","Nueva Zelanda","NZL","121.5746579"
"1931","Nueva Zelanda","NZL","120.5509549"
"1932","Nueva Zelanda","NZL","122.8535803"
"1933","Nueva Zelanda","NZL","126.3686764"
"1934","Nueva Zelanda","NZL","124.0006526"
"1935","Nueva Zelanda","NZL","125.5559085"
"1936","Nueva Zelanda","NZL","149.2783836"
"1937","Nueva Zelanda","NZL","147.9239544"
"1938","Nueva Zelanda","NZL","158.681251"
"1939","Nueva Zelanda","NZL","155.7320024"
"1940","Nueva Zelanda","NZL","151.3945424"
"1941","Nueva Zelanda","NZL","142.3990672"
"1942","Nueva Zelanda","NZL","157.8415581"
"1943","Nueva Zelanda","NZL","165.6615662"
"1944","Nueva Zelanda","NZL","149.9794492"
"1945","Nueva Zelanda","NZL","159.0522829"
"1946","Nueva Zelanda","NZL","153.5099516"
"1947","Nueva Zelanda","NZL","154.1666667"
"1948","Nueva Zelanda","NZL","131.9278548"
"1949","Nueva Zelanda","NZL","149.0118086"
"1950","Nueva Zelanda","NZL","169.5684992"
"1951","Nueva Zelanda","NZL","150.8656938"
"1952","Nueva Zelanda","NZL","165.2746376"
"1953","Nueva Zelanda","NZL","161.1790449"
"1954","Nueva Zelanda","NZL","175.5605946"
"1955","Nueva Zelanda","NZL","166.6027791"
"1956","Nueva Zelanda","NZL","170.2991453"
"1957","Nueva Zelanda","NZL","165.6289489"
"1958","Nueva Zelanda","NZL","161.1912364"
"1959","Nueva Zelanda","NZL","183.7443141"
"1960","Nueva Zelanda","NZL","170.26295"
"1961","Nueva Zelanda","NZL","166.2350171"
"1962","Nueva Zelanda","NZL","171.4112057"
"1963","Nueva Zelanda","NZL","185.7389304"
"1964","Nueva Zelanda","NZL","175.7992801"
"1965","Nueva Zelanda","NZL","170.7631709"
"1966","Nueva Zelanda","NZL","179.743946"
"1967","Nueva Zelanda","NZL","166.9313725"
"1968","Nueva Zelanda","NZL","160.3147353"
"1969","Nueva Zelanda","NZL","163.5731479"
"1970","Nueva Zelanda","NZL","153.234814"
"1971","Nueva Zelanda","NZL","153.7282346"
"1972","Nueva Zelanda","NZL","155.2095316"
"1973","Nueva Zelanda","NZL","156.0475928"
"1974","Nueva Zelanda","NZL","154.5392954"
"1975","Nueva Zelanda","NZL","153.7695041"
"1976","Nueva Zelanda","NZL","158.7980466"
"1977","Nueva Zelanda","NZL","144.3789665"
"1978","Nueva Zelanda","NZL","154.1465767"
"1979","Nueva Zelanda","NZL","149.3060851"
