geocodigoFundar,geonombreFundar,anio,pbi_precios_constantes_base1900,pbi_per_capita_precios_constantes_base1900,poblacion_base1900
COL,Colombia,1941,647.2852588,274.7474747,235.5927964
COL,Colombia,1942,648.609888,268.1359045,241.895948
COL,Colombia,1943,651.383543,262.2589532,248.3741871
COL,Colombia,1944,695.529583,272.7272727,255.0275138
COL,Colombia,1945,727.8584885,277.9614325,261.855928
COL,Colombia,1946,793.7401897,295.224977,268.8594297
COL,Colombia,1947,825.0723158,298.8980716,276.038019
COL,Colombia,1948,850.5854396,300.0918274,283.4417209
COL,Colombia,1949,897.6472855,308.4481175,291.0205103
COL,Colombia,1950,913.739015,315.1515152,289.9364182
COL,Colombia,1951,941.7944739,314.6923783,299.2746373
COL,Colombia,1952,1001.09446,324.0587695,308.9237369
COL,Colombia,1953,1062.706912,333.241506,318.899925
COL,Colombia,1954,1136.380157,345.1790634,329.2146823
COL,Colombia,1955,1180.685295,347.3829201,339.880065
COL,Colombia,1956,1228.018562,349.9540863,350.9084792
COL,Colombia,1957,1272.982892,351.3314968,362.3309905
COL,Colombia,1958,1304.865841,348.7603306,374.143997
COL,Colombia,1959,1398.564518,361.9834711,386.3614307
COL,Colombia,1960,1458.301544,365.4729109,399.0176838
COL,Colombia,1961,1532.258923,371.8089991,412.1091546
COL,Colombia,1962,1615.497245,379.7061524,425.4598549
COL,Colombia,1963,1668.430872,380.1652893,438.8698599
COL,Colombia,1964,1771.679228,391.5518825,452.4762381
COL,Colombia,1965,1835.571276,393.5720845,466.3875688
COL,Colombia,1966,1933.041621,402.4793388,480.2834417
COL,Colombia,1967,2014.615017,407.5298439,494.3478489
COL,Colombia,1968,2138.202879,420.661157,508.2957729
COL,Colombia,1969,2273.937707,435.6290174,521.9894947
COL,Colombia,1970,2427.546952,452.892562,536.0094547
COL,Colombia,1971,2571.63062,467.4931129,550.0895198
COL,Colombia,1972,2769.04696,491.0927456,563.8541771
COL,Colombia,1973,2955.038155,512.1212121,577.0192846
COL,Colombia,1974,3125.751719,529.5684114,590.2451226
COL,Colombia,1975,3198.327814,530.0275482,603.4267134
COL,Colombia,1976,3348.958318,543.4343434,616.2581291
COL,Colombia,1977,3488.187482,555.1882461,628.2891446
COL,Colombia,1978,3784.714327,591.6437098,639.6948474
COL,Colombia,1979,3987.01132,611.3865932,652.126063
COL,Colombia,1980,4150.789031,623.1404959,666.108054
COL,Colombia,1981,4239.312723,622.7731864,680.7153577
COL,Colombia,1982,4280.80312,615.0596878,695.997999
COL,Colombia,1983,4349.4664,611.1111111,711.7308654
COL,Colombia,1984,4504.918575,619.0082645,727.7638819
COL,Colombia,1985,4652.329195,625.2525253,744.072036
COL,Colombia,1986,4937.234457,649.3112948,760.3801901
COL,Colombia,1987,5201.922173,669.9724518,776.4382191
COL,Colombia,1988,5413.87466,683.379247,792.2211106
COL,Colombia,1989,5589.769885,691.7355372,808.0790395
COL,Colombia,1990,5823.347877,706.4279155,824.3371686
COL,Colombia,1991,5959.807899,708.2664854,841.4640566
COL,Colombia,1992,6216.876783,724.3439385,858.2769113
COL,Colombia,1993,6570.650975,751.2277805,874.6549509
COL,Colombia,1994,6907.829104,775.7444665,890.4773933
COL,Colombia,1995,7264.849265,802.1931426,905.6234564
COL,Colombia,1996,7412.38197,805.3795412,920.3588607
COL,Colombia,1997,7665.397229,822.0819989,932.437061
COL,Colombia,1998,7706.975282,813.8899333,946.9309013
COL,Colombia,1999,7381.587163,769.709813,959.0091016
COL,Colombia,2000,7594.886012,780.2380038,973.4063163
COL,Colombia,2001,7720.801766,783.1068442,985.9193318
COL,Colombia,2002,7912.201367,792.519966,998.3598781
COL,Colombia,2003,8220.318735,813.1512805,1010.921206
COL,Colombia,2004,8656.896953,845.8474851,1023.458378
COL,Colombia,2005,9061.552348,874.6301843,1036.043863
COL,Colombia,2006,9666.608143,921.9176416,1048.532722
COL,Colombia,2007,10330.85284,973.5817152,1061.118207
COL,Colombia,2008,10695.10408,996.0273358,1073.776161
COL,Colombia,2009,10869.40039,1000.376702,1086.53074
COL,Colombia,2010,11298.13372,1027.703068,1099.357789
COL,Colombia,2011,12040.01275,1082.460973,1112.281463
COL,Colombia,2012,12526.5818,1113.22314,1125.25345
COL,Colombia,2013,13136.66161,1154.086318,1138.27375
COL,Colombia,2014,13714.61261,1191.184573,1151.342363
COL,Colombia,2015,14133.31889,1213.774105,1164.410975
COL,Colombia,2016,14409.89956,1223.69146,1177.576214
COL,Colombia,2017,14605.7301,1226.6329,1190.717296
COL,Colombia,2018,14973.06421,1243.806199,1203.810065
COL,Colombia,2019,15450.49336,1253.89716,1232.197811
COL,Colombia,2020,14329.7635,1140.410421,1256.544419
COL,Colombia,2021,15908.33602,1249.248584,1273.432384
COL,Colombia,2022,17100.81524,1328.320025,1287.40175
DNK,Dinamarca,1900,100.0,100.0,100.0
DNK,Dinamarca,1901,104.2162177,102.8904138,101.2885592
DNK,Dinamarca,1902,106.6378859,104.1172801,102.4209293
DNK,Dinamarca,1903,112.9628335,109.0455396,103.5923467
DNK,Dinamarca,1904,115.4176379,110.2516116,104.6856697
DNK,Dinamarca,1905,117.3482234,110.8962362,105.8180398
DNK,Dinamarca,1906,120.6936119,112.7677272,107.0285045
DNK,Dinamarca,1907,125.2100038,115.5541693,108.3561109
DNK,Dinamarca,1908,129.1389493,117.7375754,109.6837173
DNK,Dinamarca,1909,134.1435333,120.7527553,111.0894182
DNK,Dinamarca,1910,138.2047799,122.8113953,112.5341663
DNK,Dinamarca,1911,145.6149389,127.8436265,113.90082
DNK,Dinamarca,1912,145.5870074,126.3464338,115.2284264
DNK,Dinamarca,1913,151.0410529,129.6735288,116.4779383
DNK,Dinamarca,1914,160.532319,136.2237471,117.844592
DNK,Dinamarca,1915,149.3783336,125.2235392,119.2893401
DNK,Dinamarca,1916,155.7065534,128.9665211,120.7340882
DNK,Dinamarca,1917,146.5140568,119.8793928,122.2178836
DNK,Dinamarca,1918,141.7020459,114.6600125,123.5845373
DNK,Dinamarca,1919,159.9719678,127.9475983,125.0292854
DNK,Dinamarca,1920,167.4983673,132.3144105,126.5911753
DNK,Dinamarca,1921,162.6783099,126.8247037,128.270207
DNK,Dinamarca,1922,179.1301761,138.0952381,129.7149551
DNK,Dinamarca,1923,198.0216873,151.1124974,131.0425615
DNK,Dinamarca,1924,198.6205092,150.0935745,132.3311207
DNK,Dinamarca,1925,194.0560492,145.102932,133.7368216
DNK,Dinamarca,1926,205.4239866,152.4017467,134.7910972
DNK,Dinamarca,1927,209.5013913,154.3980037,135.6891839
DNK,Dinamarca,1928,216.5633811,158.5984612,136.5482234
DNK,Dinamarca,1929,231.0608225,168.2054481,137.3682155
DNK,Dinamarca,1930,244.8312414,177.0222499,138.3053495
DNK,Dinamarca,1931,247.5379326,177.6252859,139.3596251
DNK,Dinamarca,1932,241.0318363,171.3245997,140.6872316
DNK,Dinamarca,1933,248.7909847,175.3794968,141.858649
DNK,Dinamarca,1934,256.3195278,179.0600957,143.1472081
DNK,Dinamarca,1935,262.0673979,181.6385943,144.2795783
DNK,Dinamarca,1936,268.5457738,184.7785402,145.333854
DNK,Dinamarca,1937,275.0294762,187.8768975,146.3881296
DNK,Dinamarca,1938,281.6837475,190.9960491,147.4814526
DNK,Dinamarca,1939,295.1413662,198.6483676,148.5747755
DNK,Dinamarca,1940,253.7377651,169.5778748,149.6290512
DNK,Dinamarca,1941,228.6901455,151.6115617,150.8395158
DNK,Dinamarca,1942,233.8469479,153.4414639,152.4014057
DNK,Dinamarca,1943,259.6252439,168.3718029,154.1975791
DNK,Dinamarca,1944,286.8038574,183.7180287,156.1108942
DNK,Dinamarca,1945,265.2141562,167.9143273,157.9461148
DNK,Dinamarca,1946,306.6131129,191.474319,160.1327606
DNK,Dinamarca,1947,323.8471014,200.0415887,161.8898868
DNK,Dinamarca,1948,332.5912814,203.2855063,163.6079656
DNK,Dinamarca,1949,355.5153201,215.2422541,165.1698555
DNK,Dinamarca,1950,383.7913001,230.1310044,166.7707927
DNK,Dinamarca,1951,386.3381462,229.9022666,168.0445139
DNK,Dinamarca,1952,390.1210871,230.5260969,169.2307692
DNK,Dinamarca,1953,412.3478734,241.6926596,170.6083561
DNK,Dinamarca,1954,420.3209539,244.3127469,172.042171
DNK,Dinamarca,1955,424.8747447,245.1237263,173.3307302
DNK,Dinamarca,1956,430.0427288,246.5793304,174.4033971
DNK,Dinamarca,1957,462.6356037,264.0049906,175.2374463
DNK,Dinamarca,1958,473.0388315,268.3094198,176.3034752
DNK,Dinamarca,1959,508.2356711,286.275733,177.5336197
DNK,Dinamarca,1960,522.4546517,292.077355,178.8754393
DNK,Dinamarca,1961,555.5728536,308.6504471,180.0006638
DNK,Dinamarca,1962,586.2273057,323.0817218,181.4486138
DNK,Dinamarca,1963,589.9419604,322.5826575,182.8808668
DNK,Dinamarca,1964,645.103056,350.0103972,184.3096837
DNK,Dinamarca,1965,674.5102826,363.0484508,185.7907068
DNK,Dinamarca,1966,692.950421,369.9105843,187.3291683
DNK,Dinamarca,1967,716.2423313,379.08089,188.9418196
DNK,Dinamarca,1968,745.6750761,392.3476814,190.0546661
DNK,Dinamarca,1969,793.1778161,415.3462258,190.9678641
DNK,Dinamarca,1970,809.2369052,420.4824288,192.4543928
DNK,Dinamarca,1971,830.8381236,428.716989,193.7964077
DNK,Dinamarca,1972,874.5937863,448.7211478,194.9080828
DNK,Dinamarca,1973,906.3599782,462.2166771,196.0898477
DNK,Dinamarca,1974,897.9313155,455.7912248,197.004959
DNK,Dinamarca,1975,892.0189102,451.4867956,197.5736431
DNK,Dinamarca,1976,949.7436284,479.4967769,198.0709098
DNK,Dinamarca,1977,965.1422962,485.7558744,198.6887544
DNK,Dinamarca,1978,979.417376,491.411936,199.3067942
DNK,Dinamarca,1979,1014.107685,507.5691412,199.7969543
DNK,Dinamarca,1980,1009.643033,504.7203161,200.0401015
DNK,Dinamarca,1981,1000.664973,500.3742982,199.9832878
DNK,Dinamarca,1982,1030.846616,515.8452901,199.836392
DNK,Dinamarca,1983,1056.840325,529.2160532,199.6992191
DNK,Dinamarca,1984,1103.228406,552.7344562,199.5946505
DNK,Dinamarca,1985,1150.553061,576.2112705,199.6755564
DNK,Dinamarca,1986,1192.463757,596.4025785,199.9427567
DNK,Dinamarca,1987,1195.931726,597.3799127,200.1961734
DNK,Dinamarca,1988,1209.882569,604.0548971,200.2934791
DNK,Dinamarca,1989,1213.067138,605.2817634,200.4136275
DNK,Dinamarca,1990,1227.732973,611.6032439,200.7401015
DNK,Dinamarca,1991,1251.992995,622.0721068,201.2617157
DNK,Dinamarca,1992,1283.774437,635.7573991,201.9283518
DNK,Dinamarca,1993,1291.259052,637.3370345,202.6022311
DNK,Dinamarca,1994,1367.902549,672.8903355,203.2875904
DNK,Dinamarca,1995,1417.406321,693.619076,204.3493858
DNK,Dinamarca,1996,1466.87306,713.7750573,205.509151
DNK,Dinamarca,1997,1523.344106,738.1797323,206.3649325
DNK,Dinamarca,1998,1566.018458,756.1079111,207.1157351
DNK,Dinamarca,1999,1621.428495,780.2749879,207.8021877
DNK,Dinamarca,2000,1691.79333,811.4197869,208.4979141
DNK,Dinamarca,2001,1715.474693,819.8350015,209.2463349
DNK,Dinamarca,2002,1733.33915,825.7302826,209.9158995
DNK,Dinamarca,2003,1750.043394,831.4232346,210.48767
DNK,Dinamarca,2004,1807.030255,856.2811941,211.0323416
DNK,Dinamarca,2005,1859.806482,878.8652579,211.6145183
DNK,Dinamarca,2006,1943.667877,915.4810291,212.3111037
DNK,Dinamarca,2007,1972.527192,924.9629605,213.2547222
DNK,Dinamarca,2008,1973.665431,920.0748324,214.5114029
DNK,Dinamarca,2009,1887.557105,875.2375398,215.6622653
DNK,Dinamarca,2010,1933.898546,892.7510323,216.6223814
DNK,Dinamarca,2011,1970.943157,906.1135371,217.5161364
DNK,Dinamarca,2012,1975.422138,904.7619048,218.336131
DNK,Dinamarca,2013,1993.841559,909.3990435,219.2482578
DNK,Dinamarca,2014,2027.255335,919.9625702,220.3628062
DNK,Dinamarca,2015,2059.809307,928.1555417,221.925013
DNK,Dinamarca,2016,2085.295181,932.3352048,223.6636749
DNK,Dinamarca,2017,2127.755169,945.2184676,225.1072363
DNK,Dinamarca,2018,2178.636853,963.0348167,226.2261774
DNK,Dinamarca,2019,2211.195632,973.218259,227.2044951
DNK,Dinamarca,2020,2167.227737,951.0818027,227.8697511
DNK,Dinamarca,2021,2272.388731,994.32851,228.5350071
DNK,Dinamarca,2022,2354.575187,1024.501679,229.8263865
ECU,Ecuador,1900,100.0,100.0,100.0
ECU,Ecuador,1901,103.5532136,102.0947177,101.4285714
ECU,Ecuador,1902,107.1469555,104.0983607,102.9285714
ECU,Ecuador,1903,110.8008067,106.1020036,104.4285714
ECU,Ecuador,1904,114.7077153,108.287796,105.9285714
ECU,Ecuador,1905,118.7591075,110.4735883,107.5
ECU,Ecuador,1906,122.8791959,112.6593807,109.0714286
ECU,Ecuador,1907,127.0679807,114.845173,110.6428571
ECU,Ecuador,1908,132.7562451,118.3060109,112.2142857
ECU,Ecuador,1909,138.640255,121.7668488,113.8571429
ECU,Ecuador,1910,145.0587432,125.5919854,115.5
ECU,Ecuador,1911,151.5886027,129.3260474,117.2142857
ECU,Ecuador,1912,158.3548009,133.151184,118.9285714
ECU,Ecuador,1913,165.471897,137.1584699,120.6428571
ECU,Ecuador,1914,170.2778428,139.9817851,121.6428571
ECU,Ecuador,1915,175.0285584,142.7140255,122.6428571
ECU,Ecuador,1916,178.2574161,144.1712204,123.6428571
ECU,Ecuador,1917,181.6194379,145.6284153,124.7142857
ECU,Ecuador,1918,184.9076243,147.0856102,125.7142857
ECU,Ecuador,1919,190.0714286,150.0,126.7142857
ECU,Ecuador,1920,195.6284153,153.0054645,127.8571429
ECU,Ecuador,1921,199.1465001,154.4626594,128.9285714
ECU,Ecuador,1922,202.9326047,156.1020036,130.0
ECU,Ecuador,1923,206.6344653,157.6502732,131.0714286
ECU,Ecuador,1924,210.4898517,159.2896175,132.1428571
ECU,Ecuador,1925,214.1377179,160.7468124,133.2142857
ECU,Ecuador,1926,218.2997658,162.4772313,134.3571429
ECU,Ecuador,1927,226.4543326,167.2131148,135.4285714
ECU,Ecuador,1928,235.3307312,172.3132969,136.5714286
ECU,Ecuador,1929,244.3237054,177.4134791,137.7142857
ECU,Ecuador,1930,249.0070258,179.3260474,138.8571429
ECU,Ecuador,1931,250.3483607,175.6830601,142.5
ECU,Ecuador,1932,252.0491803,172.1311475,146.4285714
ECU,Ecuador,1933,257.5819672,172.1311475,149.6428571
ECU,Ecuador,1934,263.1147541,172.1311475,152.8571429
ECU,Ecuador,1935,270.0,172.1311475,156.8571429
ECU,Ecuador,1936,279.1498829,173.7704918,160.6428571
ECU,Ecuador,1937,288.0722092,175.5009107,164.1428571
ECU,Ecuador,1938,298.4348165,177.4134791,168.2142857
ECU,Ecuador,1939,308.6393443,179.143898,172.2857143
ECU,Ecuador,1940,328.8641686,186.7030965,176.1428571
ECU,Ecuador,1941,333.2459016,183.6065574,181.5
ECU,Ecuador,1942,344.4054124,187.2495446,183.9285714
ECU,Ecuador,1943,388.1094848,205.7377049,188.6428571
ECU,Ecuador,1944,393.4270101,203.0965392,193.7142857
ECU,Ecuador,1945,394.7529274,198.7249545,198.6428571
ECU,Ecuador,1946,441.9069087,216.848816,203.7857143
ECU,Ecuador,1947,491.0523029,234.1530055,209.7142857
ECU,Ecuador,1948,558.1803279,259.0163934,215.5
ECU,Ecuador,1949,568.4205048,256.3752277,221.7142857
ECU,Ecuador,1950,651.1037178,270.4918033,240.7110714
ECU,Ecuador,1951,658.0094994,266.3934426,247.0066429
ECU,Ecuador,1952,739.2081125,291.6211293,253.4823571
ECU,Ecuador,1953,754.7262773,290.0728597,260.1850714
ECU,Ecuador,1954,815.5957658,305.2823315,267.1611429
ECU,Ecuador,1955,837.1190639,305.0091075,274.4570714
ECU,Ecuador,1956,868.4733702,307.9234973,282.0419286
ECU,Ecuador,1957,907.4075751,313.0236794,289.8846429
ECU,Ecuador,1958,933.9957875,313.3879781,298.0317857
ECU,Ecuador,1959,983.7989222,320.9471767,306.5298571
ECU,Ecuador,1960,1048.258095,332.3315118,315.4254286
ECU,Ecuador,1961,1074.442734,330.8743169,324.7283571
ECU,Ecuador,1962,1131.747542,338.4335155,334.4076429
ECU,Ecuador,1963,1160.082471,336.7941712,344.4485
ECU,Ecuador,1964,1241.92625,350.0,354.8360714
ECU,Ecuador,1965,1361.678123,372.4954463,365.5556429
ECU,Ecuador,1966,1397.393396,371.0382514,376.6170714
ECU,Ecuador,1967,1471.193151,379.143898,388.0302857
ECU,Ecuador,1968,1552.516797,388.3424408,399.7803571
ECU,Ecuador,1969,1637.657573,397.6320583,411.8525
ECU,Ecuador,1970,1752.178026,413.0236794,424.2318571
ECU,Ecuador,1971,1853.495227,424.2258652,436.9123571
ECU,Ecuador,1972,1967.20163,437.2495446,449.9036429
ECU,Ecuador,1973,2212.295614,477.5956284,463.2152143
ECU,Ecuador,1974,2341.719784,491.0746812,476.8561429
ECU,Ecuador,1975,2464.906504,502.1857923,490.8355714
ECU,Ecuador,1976,2704.019093,535.2459016,505.1919286
ECU,Ecuador,1977,2875.653995,553.0965392,519.919
ECU,Ecuador,1978,3076.260321,575.0455373,534.9594286
ECU,Ecuador,1979,3243.400361,589.435337,550.2555
ECU,Ecuador,1980,3391.408042,599.4535519,565.7499286
ECU,Ecuador,1981,3529.283359,606.9216758,581.5055714
ECU,Ecuador,1982,3569.03749,597.2677596,597.5607143
ECU,Ecuador,1983,3495.090066,569.3989071,613.821
ECU,Ecuador,1984,3637.812422,577.0491803,630.4163571
ECU,Ecuador,1985,3792.199097,585.8834244,647.2617143
ECU,Ecuador,1986,3903.889378,587.6138434,664.3630714
ECU,Ecuador,1987,3659.225611,536.7030965,681.797
ECU,Ecuador,1988,4050.301428,578.9617486,699.5801429
ECU,Ecuador,1989,4057.332823,565.3005464,717.7302143
ECU,Ecuador,1990,4175.676682,566.575592,737.0025714
ECU,Ecuador,1991,4419.30837,593.2000768,744.9945714
ECU,Ecuador,1992,4610.578544,611.6096848,753.8432857
ECU,Ecuador,1993,4736.166233,616.5918544,768.1201429
ECU,Ecuador,1994,4971.904684,632.0665086,786.611
ECU,Ecuador,1995,5119.180625,636.17081,804.6865
ECU,Ecuador,1996,5244.08684,636.943884,823.3200714
ECU,Ecuador,1997,5508.907833,654.0164748,842.3194286
ECU,Ecuador,1998,5728.335032,665.498128,860.759
ECU,Ecuador,1999,5494.71528,627.0302934,876.3077857
ECU,Ecuador,2000,5593.213176,629.1660269,888.9884286
ECU,Ecuador,2001,5858.748573,649.4712181,902.0797857
ECU,Ecuador,2002,6141.362089,670.2829902,916.2342143
ECU,Ecuador,2003,6352.105585,680.191579,933.8700714
ECU,Ecuador,2004,6921.546943,724.8561661,954.8855714
ECU,Ecuador,2005,7338.454497,751.9833967,975.8798571
ECU,Ecuador,2006,7715.003479,776.0983425,994.0755
ECU,Ecuador,2007,7938.806636,786.3009471,1009.639714
ECU,Ecuador,2008,8501.251881,829.132212,1025.319214
ECU,Ecuador,2009,8609.402116,827.0829223,1040.935786
ECU,Ecuador,2010,8974.443647,849.4729294,1056.472
ECU,Ecuador,2011,9748.134261,909.3806922,1071.953071
ECU,Ecuador,2012,10297.67269,946.9945355,1087.405714
ECU,Ecuador,2013,10807.19855,979.9635701,1102.816357
ECU,Ecuador,2014,11238.75096,1005.100182,1118.172214
ECU,Ecuador,2015,11257.14665,993.1693989,1133.456857
ECU,Ecuador,2016,11012.3829,958.7431694,1148.627
ECU,Ecuador,2017,11273.15613,968.7866226,1163.636643
ECU,Ecuador,2018,11418.46711,968.9276008,1178.464429
ECU,Ecuador,2019,11420.13168,955.3196103,1195.425234
ECU,Ecuador,2020,10530.98297,868.7155262,1212.247583
ECU,Ecuador,2021,10976.9528,892.959626,1229.277616
ECU,Ecuador,2022,11310.18897,907.3445527,1246.515332
FIN,Finlandia,1900,100.0,100.0,100.0
FIN,Finlandia,1901,98.86041417,98.08198571,100.7936508
FIN,Finlandia,1902,96.81598769,95.37420083,101.5117158
FIN,Finlandia,1903,103.3444793,101.0530275,102.2675737
FIN,Finlandia,1904,107.2508775,103.7608123,103.3635676
FIN,Finlandia,1905,109.0162846,104.4377586,104.3839758
FIN,Finlandia,1906,113.331497,107.5592328,105.3665911
FIN,Finlandia,1907,117.198951,109.9285446,106.6137566
FIN,Finlandia,1908,118.5354464,109.6276796,108.1254724
FIN,Finlandia,1909,123.7357999,112.9371944,109.5616024
FIN,Finlandia,1910,126.4733331,114.2534788,110.6953893
FIN,Finlandia,1911,130.1295362,116.2467093,111.9425548
FIN,Finlandia,1912,137.3357985,121.2109816,113.303099
FIN,Finlandia,1913,144.7735795,126.5513351,114.399093
FIN,Finlandia,1914,138.4233356,119.9699135,115.3817082
FIN,Finlandia,1915,131.4578734,112.8243701,116.5154951
FIN,Finlandia,1916,133.1461881,113.4637082,117.3469388
FIN,Finlandia,1917,111.8931213,94.77247085,118.0650038
FIN,Finlandia,1918,97.00508008,82.13614141,118.1027967
FIN,Finlandia,1919,117.0916129,99.39827003,117.8004535
FIN,Finlandia,1920,131.007116,110.6430989,118.4051398
FIN,Finlandia,1921,135.3026857,112.9371944,119.8034769
FIN,Finlandia,1922,149.6479249,123.3546446,121.3151927
FIN,Finlandia,1923,160.6816025,131.101918,122.5623583
FIN,Finlandia,1924,164.8623011,133.3207973,123.6583522
FIN,Finlandia,1925,174.2700741,139.5637458,124.8677249
FIN,Finlandia,1926,180.9568581,143.3997744,126.1904762
FIN,Finlandia,1927,195.1183348,153.2907108,127.2864701
FIN,Finlandia,1928,208.2765161,162.2790523,128.3446712
FIN,Finlandia,1929,210.7724106,162.8807822,129.4028723
FIN,Finlandia,1930,208.3406176,159.8345243,130.3476946
FIN,Finlandia,1931,203.2524915,154.7198195,131.3681028
FIN,Finlandia,1932,202.3916123,152.8770214,132.388511
FIN,Finlandia,1933,215.8484839,161.9781873,133.2577475
FIN,Finlandia,1934,240.2583021,179.1274915,134.1269841
FIN,Finlandia,1935,250.5741422,185.4080481,135.1473923
FIN,Finlandia,1936,267.5268921,196.5776608,136.0922147
FIN,Finlandia,1937,282.6807627,206.2805566,137.037037
FIN,Finlandia,1938,297.2829197,215.1560737,138.1708239
FIN,Finlandia,1939,284.5816643,204.2873261,139.3046107
FIN,Finlandia,1940,269.7925754,193.0424972,139.7581255
FIN,Finlandia,1941,278.6083971,199.1350132,139.9092971
FIN,Finlandia,1942,279.4815707,199.4358781,140.1360544
FIN,Finlandia,1943,311.6649284,221.6246709,140.6273621
FIN,Finlandia,1944,311.8289061,220.9101166,141.1564626
FIN,Finlandia,1945,293.7191876,206.8070703,142.0256992
FIN,Finlandia,1946,317.5942911,220.7972922,143.8397581
FIN,Finlandia,1947,324.9787442,222.8281309,145.8427816
FIN,Finlandia,1948,350.6820203,237.194434,147.845805
FIN,Finlandia,1949,371.9828862,248.3640466,149.7732426
FIN,Finlandia,1950,386.2626181,254.9454682,151.5079365
FIN,Finlandia,1951,419.1277218,274.0127868,152.9591837
FIN,Finlandia,1952,433.1362105,280.180519,154.5918367
FIN,Finlandia,1953,436.2549558,278.8642347,156.4399093
FIN,Finlandia,1954,474.4671785,299.8495675,158.2350718
FIN,Finlandia,1955,498.626175,311.5456939,160.0491308
FIN,Finlandia,1956,513.6301447,317.4125611,161.8178382
FIN,Finlandia,1957,537.8178249,329.1086875,163.4164777
FIN,Finlandia,1958,540.6594839,328.1308763,164.7694633
FIN,Finlandia,1959,572.9082848,344.9417074,166.0884354
FIN,Finlandia,1960,625.2436867,373.486273,167.4074074
FIN,Finlandia,1961,672.9187038,399.1350132,168.5942555
FIN,Finlandia,1962,693.8527343,408.7626927,169.7446334
FIN,Finlandia,1963,716.7125999,419.2553592,170.9489418
FIN,Finlandia,1964,752.9710839,438.0218127,171.9026455
FIN,Finlandia,1965,793.0422901,459.7969161,172.476644
FIN,Finlandia,1966,811.9718525,469.0109064,173.1243008
FIN,Finlandia,1967,829.2116372,476.3820985,174.0643991
FIN,Finlandia,1968,848.2642998,485.1447913,174.8476568
FIN,Finlandia,1969,929.9863743,532.1925536,174.7462207
FIN,Finlandia,1970,999.4704541,574.1256111,174.0856765
FIN,Finlandia,1971,1020.332976,585.37044,174.3055178
FIN,Finlandia,1972,1098.237474,626.3256863,175.3460695
FIN,Finlandia,1973,1171.806944,664.4979316,176.344709
FIN,Finlandia,1974,1207.291891,681.0455058,177.2703704
FIN,Finlandia,1975,1221.233738,685.8593456,178.0589191
FIN,Finlandia,1976,1215.98776,680.8574652,178.5965231
FIN,Finlandia,1977,1219.124686,680.7070327,179.0968254
FIN,Finlandia,1978,1244.583398,692.9296728,179.6117914
FIN,Finlandia,1979,1331.20123,739.2628808,180.0714286
FIN,Finlandia,1980,1402.126385,776.231666,180.6324641
FIN,Finlandia,1981,1428.245184,787.3260624,181.4045351
FIN,Finlandia,1982,1474.689347,808.3866115,182.4237717
FIN,Finlandia,1983,1514.492913,825.2726589,183.5142479
FIN,Finlandia,1984,1560.209596,845.6562618,184.496901
FIN,Finlandia,1985,1612.721507,870.5528394,185.2525699
FIN,Finlandia,1986,1650.913819,888.3414818,185.8422525
FIN,Finlandia,1987,1718.675082,922.1135765,186.3843159
FIN,Finlandia,1988,1802.964939,964.4227153,186.9475813
FIN,Finlandia,1989,1905.214685,1015.870628,187.5450113
FIN,Finlandia,1990,1905.35333,1011.056788,188.4516629
FIN,Finlandia,1991,1793.995761,946.7807083,189.4837681
FIN,Finlandia,1992,1735.656844,910.8597452,190.551493
FIN,Finlandia,1993,1724.199234,900.4793134,191.4757184
FIN,Finlandia,1994,1793.403788,932.5934341,192.3028537
FIN,Finlandia,1995,1870.243443,968.8463415,193.0381902
FIN,Finlandia,1996,1940.167353,1001.777573,193.6724684
FIN,Finlandia,1997,2063.021549,1062.048685,194.2492447
FIN,Finlandia,1998,2176.580133,1117.538226,194.7656091
FIN,Finlandia,1999,2274.99273,1165.358718,195.2182358
FIN,Finlandia,2000,2405.002201,1229.400861,195.6239236
FIN,Finlandia,2001,2468.878555,1259.183101,196.0698609
FIN,Finlandia,2002,2512.188854,1278.170518,196.5456735
FIN,Finlandia,2003,2564.173581,1301.512573,197.0148913
FIN,Finlandia,2004,2666.848645,1349.703392,197.587756
FIN,Finlandia,2005,2742.997866,1383.499715,198.2651559
FIN,Finlandia,2006,2856.348169,1435.15241,199.0275143
FIN,Finlandia,2007,3006.674268,1504.269477,199.8760405
FIN,Finlandia,2008,3030.607573,1509.200953,200.8087503
FIN,Finlandia,2009,2782.048336,1378.812084,201.7713921
FIN,Finlandia,2010,2867.414665,1414.633824,202.6966001
FIN,Finlandia,2011,2943.298591,1445.355397,203.6383991
FIN,Finlandia,2012,2901.316969,1417.976683,204.6096388
FIN,Finlandia,2013,2879.309355,1400.752162,205.554518
FIN,Finlandia,2014,2861.12271,1386.160211,206.406351
FIN,Finlandia,2015,2868.848929,1385.332832,207.0873412
FIN,Finlandia,2016,2908.583128,1400.488906,207.6834108
FIN,Finlandia,2017,3003.692625,1442.894305,208.171355
FIN,Finlandia,2018,3049.238867,1462.831909,208.4476588
FIN,Finlandia,2019,3086.689028,1479.456338,208.6367099
FIN,Finlandia,2020,3013.794742,1442.6878,208.9013813
FIN,Finlandia,2021,3105.89016,1484.355441,209.2416731
FIN,Finlandia,2022,3170.353876,1511.340287,209.771016
FRA,Francia,1900,100.0,100.0,100.0
FRA,Francia,1901,98.37828478,98.27661431,100.1034534
FRA,Francia,1902,96.76109989,96.4877836,100.2832652
FRA,Francia,1903,98.90703894,98.45113438,100.463077
