anio,iso3,pais_nombre,gerd_gdp,nivel_agregacion,geocodigoFundar,geonombreFundar
2016,AGO,Angola,0.03229,pais,AGO,Angola
2007,ALB,Albania,0.08757,pais,ALB,Albania
2008,ALB,Albania,0.15412,pais,ALB,Albania
2011,ARE,Emiratos Árabes Unidos,0.47252,pais,ARE,Emiratos Árabes Unidos
2014,ARE,Emiratos Árabes Unidos,0.67523,pais,ARE,Emiratos Árabes Unidos
2015,ARE,Emiratos Árabes Unidos,0.8657,pais,ARE,Emiratos Árabes Unidos
2016,ARE,Emiratos Árabes Unidos,0.9318,pais,ARE,Emiratos Árabes Unidos
2018,ARE,Emiratos Árabes Unidos,1.26389,pais,ARE,Emiratos Árabes Unidos
2019,ARE,Emiratos Árabes Unidos,1.31065,pais,ARE,Emiratos Árabes Unidos
2020,ARE,Emiratos Árabes Unidos,1.48831,pais,ARE,Emiratos Árabes Unidos
2021,ARE,Emiratos Árabes Unidos,1.49469,pais,ARE,Emiratos Árabes Unidos
1996,ARG,Argentina,0.41749,pais,ARG,Argentina
1997,ARG,Argentina,0.41959,pais,ARG,Argentina
1998,ARG,Argentina,0.41131,pais,ARG,Argentina
1999,ARG,Argentina,0.45337,pais,ARG,Argentina
2000,ARG,Argentina,0.43884,pais,ARG,Argentina
2001,ARG,Argentina,0.42461,pais,ARG,Argentina
2002,ARG,Argentina,0.38886,pais,ARG,Argentina
2003,ARG,Argentina,0.41013,pais,ARG,Argentina
2004,ARG,Argentina,0.40376,pais,ARG,Argentina
2005,ARG,Argentina,0.42074,pais,ARG,Argentina
2006,ARG,Argentina,0.45216,pais,ARG,Argentina
2007,ARG,Argentina,0.46007,pais,ARG,Argentina
2008,ARG,Argentina,0.47055,pais,ARG,Argentina
2009,ARG,Argentina,0.58398,pais,ARG,Argentina
2010,ARG,Argentina,0.56104,pais,ARG,Argentina
2011,ARG,Argentina,0.56597,pais,ARG,Argentina
2012,ARG,Argentina,0.63491,pais,ARG,Argentina
2013,ARG,Argentina,0.61849,pais,ARG,Argentina
2014,ARG,Argentina,0.59396,pais,ARG,Argentina
2015,ARG,Argentina,0.62262,pais,ARG,Argentina
2016,ARG,Argentina,0.55815,pais,ARG,Argentina
2017,ARG,Argentina,0.55631,pais,ARG,Argentina
2018,ARG,Argentina,0.4883,pais,ARG,Argentina
2019,ARG,Argentina,0.47813,pais,ARG,Argentina
2020,ARG,Argentina,0.54126,pais,ARG,Argentina
2021,ARG,Argentina,0.52216,pais,ARG,Argentina
2022,ARG,Argentina,0.54947,pais,ARG,Argentina
1997,ARM,Armenia,0.18692,pais,ARM,Armenia
1998,ARM,Armenia,0.22601,pais,ARM,Armenia
1999,ARM,Armenia,0.214,pais,ARM,Armenia
2000,ARM,Armenia,0.19106,pais,ARM,Armenia
2001,ARM,Armenia,0.27987,pais,ARM,Armenia
2002,ARM,Armenia,0.25255,pais,ARM,Armenia
2003,ARM,Armenia,0.32109,pais,ARM,Armenia
2004,ARM,Armenia,0.25659,pais,ARM,Armenia
2005,ARM,Armenia,0.25761,pais,ARM,Armenia
2006,ARM,Armenia,0.24057,pais,ARM,Armenia
2007,ARM,Armenia,0.21107,pais,ARM,Armenia
2008,ARM,Armenia,0.22438,pais,ARM,Armenia
2009,ARM,Armenia,0.29093,pais,ARM,Armenia
2010,ARM,Armenia,0.24139,pais,ARM,Armenia
2011,ARM,Armenia,0.27014,pais,ARM,Armenia
2012,ARM,Armenia,0.23853,pais,ARM,Armenia
2013,ARM,Armenia,0.22216,pais,ARM,Armenia
2014,ARM,Armenia,0.24151,pais,ARM,Armenia
2015,ARM,Armenia,0.25002,pais,ARM,Armenia
2016,ARM,Armenia,0.23305,pais,ARM,Armenia
2017,ARM,Armenia,0.22788,pais,ARM,Armenia
2018,ARM,Armenia,0.18876,pais,ARM,Armenia
2019,ARM,Armenia,0.17854,pais,ARM,Armenia
2020,ARM,Armenia,0.2092,pais,ARM,Armenia
2021,ARM,Armenia,0.20557,pais,ARM,Armenia
2022,ARM,Armenia,0.20955,pais,ARM,Armenia
2023,ARM,Armenia,0.18115,pais,ARM,Armenia
2003,ASM,Samoa Americana,0.18787,pais,ASM,Samoa Americana
2004,ASM,Samoa Americana,0.32528,pais,ASM,Samoa Americana
2005,ASM,Samoa Americana,0.36692,pais,ASM,Samoa Americana
2006,ASM,Samoa Americana,0.39552,pais,ASM,Samoa Americana
1996,AUS,Australia,1.66218,pais,AUS,Australia
1998,AUS,Australia,1.51351,pais,AUS,Australia
2000,AUS,Australia,1.57198,pais,AUS,Australia
2002,AUS,Australia,1.74654,pais,AUS,Australia
2004,AUS,Australia,1.84802,pais,AUS,Australia
2006,AUS,Australia,2.17862,pais,AUS,Australia
2008,AUS,Australia,2.39898,pais,AUS,Australia
2010,AUS,Australia,2.37009,pais,AUS,Australia
2011,AUS,Australia,2.23445,pais,AUS,Australia
2013,AUS,Australia,2.17709,pais,AUS,Australia
2015,AUS,Australia,1.91902,pais,AUS,Australia
2017,AUS,Australia,1.87919,pais,AUS,Australia
2019,AUS,Australia,1.8257,pais,AUS,Australia
2021,AUS,Australia,1.85509,pais,AUS,Australia
1996,AUT,Austria,1.58077,pais,AUT,Austria
1997,AUT,Austria,1.65491,pais,AUT,Austria
1998,AUT,Austria,1.73155,pais,AUT,Austria
1999,AUT,Austria,1.84537,pais,AUT,Austria
2000,AUT,Austria,1.88602,pais,AUT,Austria
2001,AUT,Austria,1.9921,pais,AUT,Austria
2002,AUT,Austria,2.06598,pais,AUT,Austria
2003,AUT,Austria,2.17456,pais,AUT,Austria
2004,AUT,Austria,2.16612,pais,AUT,Austria
2005,AUT,Austria,2.37324,pais,AUT,Austria
2006,AUT,Austria,2.35923,pais,AUT,Austria
2007,AUT,Austria,2.41843,pais,AUT,Austria
2008,AUT,Austria,2.56945,pais,AUT,Austria
2009,AUT,Austria,2.59674,pais,AUT,Austria
2010,AUT,Austria,2.7261,pais,AUT,Austria
2011,AUT,Austria,2.66868,pais,AUT,Austria
2012,AUT,Austria,2.91472,pais,AUT,Austria
2013,AUT,Austria,2.95492,pais,AUT,Austria
2014,AUT,Austria,3.08429,pais,AUT,Austria
2015,AUT,Austria,3.04969,pais,AUT,Austria
2016,AUT,Austria,3.11655,pais,AUT,Austria
2017,AUT,Austria,3.05656,pais,AUT,Austria
2018,AUT,Austria,3.09182,pais,AUT,Austria
2019,AUT,Austria,3.13265,pais,AUT,Austria
2020,AUT,Austria,3.20278,pais,AUT,Austria
2021,AUT,Austria,3.26361,pais,AUT,Austria
2022,AUT,Austria,3.20048,pais,AUT,Austria
1996,AZE,Azerbaiyán,0.23533,pais,AZE,Azerbaiyán
1997,AZE,Azerbaiyán,0.3695,pais,AZE,Azerbaiyán
1998,AZE,Azerbaiyán,0.42125,pais,AZE,Azerbaiyán
1999,AZE,Azerbaiyán,0.39289,pais,AZE,Azerbaiyán
2000,AZE,Azerbaiyán,0.336,pais,AZE,Azerbaiyán
2001,AZE,Azerbaiyán,0.34001,pais,AZE,Azerbaiyán
2002,AZE,Azerbaiyán,0.30155,pais,AZE,Azerbaiyán
2003,AZE,Azerbaiyán,0.32496,pais,AZE,Azerbaiyán
2004,AZE,Azerbaiyán,0.29831,pais,AZE,Azerbaiyán
2005,AZE,Azerbaiyán,0.21994,pais,AZE,Azerbaiyán
2006,AZE,Azerbaiyán,0.17165,pais,AZE,Azerbaiyán
2007,AZE,Azerbaiyán,0.17006,pais,AZE,Azerbaiyán
2008,AZE,Azerbaiyán,0.16554,pais,AZE,Azerbaiyán
2009,AZE,Azerbaiyán,0.24976,pais,AZE,Azerbaiyán
2010,AZE,Azerbaiyán,0.21848,pais,AZE,Azerbaiyán
2011,AZE,Azerbaiyán,0.21084,pais,AZE,Azerbaiyán
2012,AZE,Azerbaiyán,0.21427,pais,AZE,Azerbaiyán
2013,AZE,Azerbaiyán,0.20969,pais,AZE,Azerbaiyán
2014,AZE,Azerbaiyán,0.20978,pais,AZE,Azerbaiyán
2015,AZE,Azerbaiyán,0.22232,pais,AZE,Azerbaiyán
2016,AZE,Azerbaiyán,0.20637,pais,AZE,Azerbaiyán
2017,AZE,Azerbaiyán,0.18468,pais,AZE,Azerbaiyán
2018,AZE,Azerbaiyán,0.18416,pais,AZE,Azerbaiyán
2019,AZE,Azerbaiyán,0.20013,pais,AZE,Azerbaiyán
2020,AZE,Azerbaiyán,0.2239,pais,AZE,Azerbaiyán
2021,AZE,Azerbaiyán,0.20836,pais,AZE,Azerbaiyán
2022,AZE,Azerbaiyán,0.1513,pais,AZE,Azerbaiyán
2023,AZE,Azerbaiyán,0.18178,pais,AZE,Azerbaiyán
2007,BDI,Burundi,0.20068,pais,BDI,Burundi
2008,BDI,Burundi,0.15417,pais,BDI,Burundi
2009,BDI,Burundi,0.14096,pais,BDI,Burundi
2010,BDI,Burundi,0.13719,pais,BDI,Burundi
2012,BDI,Burundi,0.10702,pais,BDI,Burundi
2018,BDI,Burundi,0.21312,pais,BDI,Burundi
1996,BEL,Bélgica,1.74299,pais,BEL,Bélgica
1997,BEL,Bélgica,1.80971,pais,BEL,Bélgica
1998,BEL,Bélgica,1.83825,pais,BEL,Bélgica
1999,BEL,Bélgica,1.90565,pais,BEL,Bélgica
2000,BEL,Bélgica,1.9362,pais,BEL,Bélgica
2001,BEL,Bélgica,2.03279,pais,BEL,Bélgica
2002,BEL,Bélgica,1.90325,pais,BEL,Bélgica
2003,BEL,Bélgica,1.84119,pais,BEL,Bélgica
2004,BEL,Bélgica,1.8205,pais,BEL,Bélgica
2005,BEL,Bélgica,1.79061,pais,BEL,Bélgica
2006,BEL,Bélgica,1.82269,pais,BEL,Bélgica
2007,BEL,Bélgica,1.84999,pais,BEL,Bélgica
2008,BEL,Bélgica,1.93684,pais,BEL,Bélgica
2009,BEL,Bélgica,1.9986,pais,BEL,Bélgica
2010,BEL,Bélgica,2.06188,pais,BEL,Bélgica
2011,BEL,Bélgica,2.17332,pais,BEL,Bélgica
2012,BEL,Bélgica,2.28114,pais,BEL,Bélgica
2013,BEL,Bélgica,2.33073,pais,BEL,Bélgica
2014,BEL,Bélgica,2.37002,pais,BEL,Bélgica
2015,BEL,Bélgica,2.42817,pais,BEL,Bélgica
2016,BEL,Bélgica,2.52338,pais,BEL,Bélgica
2017,BEL,Bélgica,2.66666,pais,BEL,Bélgica
2018,BEL,Bélgica,2.86018,pais,BEL,Bélgica
2019,BEL,Bélgica,3.1566,pais,BEL,Bélgica
2020,BEL,Bélgica,3.39175,pais,BEL,Bélgica
2021,BEL,Bélgica,3.39239,pais,BEL,Bélgica
2022,BEL,Bélgica,3.40544,pais,BEL,Bélgica
1996,BFA,Burkina Faso,0.15834,pais,BFA,Burkina Faso
1997,BFA,Burkina Faso,0.18104,pais,BFA,Burkina Faso
2001,BFA,Burkina Faso,0.16816,pais,BFA,Burkina Faso
2002,BFA,Burkina Faso,0.30111,pais,BFA,Burkina Faso
2003,BFA,Burkina Faso,0.24112,pais,BFA,Burkina Faso
2004,BFA,Burkina Faso,0.21514,pais,BFA,Burkina Faso
2005,BFA,Burkina Faso,0.15166,pais,BFA,Burkina Faso
2007,BFA,Burkina Faso,0.09836,pais,BFA,Burkina Faso
2008,BFA,Burkina Faso,0.16568,pais,BFA,Burkina Faso
2009,BFA,Burkina Faso,0.17787,pais,BFA,Burkina Faso
2014,BFA,Burkina Faso,0.19719,pais,BFA,Burkina Faso
2017,BFA,Burkina Faso,0.61361,pais,BFA,Burkina Faso
2019,BFA,Burkina Faso,0.17435,pais,BFA,Burkina Faso
2020,BFA,Burkina Faso,0.25116,pais,BFA,Burkina Faso
2021,BFA,Burkina Faso,0.25126,pais,BFA,Burkina Faso
1996,BGR,Bulgaria,0.41826,pais,BGR,Bulgaria
1997,BGR,Bulgaria,0.46548,pais,BGR,Bulgaria
1998,BGR,Bulgaria,0.48223,pais,BGR,Bulgaria
1999,BGR,Bulgaria,0.53688,pais,BGR,Bulgaria
2000,BGR,Bulgaria,0.49517,pais,BGR,Bulgaria
2001,BGR,Bulgaria,0.44709,pais,BGR,Bulgaria
2002,BGR,Bulgaria,0.46473,pais,BGR,Bulgaria
2003,BGR,Bulgaria,0.47222,pais,BGR,Bulgaria
2004,BGR,Bulgaria,0.47086,pais,BGR,Bulgaria
2005,BGR,Bulgaria,0.44269,pais,BGR,Bulgaria
2006,BGR,Bulgaria,0.44216,pais,BGR,Bulgaria
2007,BGR,Bulgaria,0.43003,pais,BGR,Bulgaria
2008,BGR,Bulgaria,0.44731,pais,BGR,Bulgaria
2009,BGR,Bulgaria,0.49338,pais,BGR,Bulgaria
2010,BGR,Bulgaria,0.56299,pais,BGR,Bulgaria
2011,BGR,Bulgaria,0.5295,pais,BGR,Bulgaria
2012,BGR,Bulgaria,0.60039,pais,BGR,Bulgaria
2013,BGR,Bulgaria,0.63424,pais,BGR,Bulgaria
2014,BGR,Bulgaria,0.79007,pais,BGR,Bulgaria
2015,BGR,Bulgaria,0.94947,pais,BGR,Bulgaria
2016,BGR,Bulgaria,0.77009,pais,BGR,Bulgaria
2017,BGR,Bulgaria,0.74037,pais,BGR,Bulgaria
2018,BGR,Bulgaria,0.75413,pais,BGR,Bulgaria
2019,BGR,Bulgaria,0.83274,pais,BGR,Bulgaria
2020,BGR,Bulgaria,0.84967,pais,BGR,Bulgaria
2021,BGR,Bulgaria,0.77278,pais,BGR,Bulgaria
2022,BGR,Bulgaria,0.75421,pais,BGR,Bulgaria
2014,BHR,Bahrein,0.10116,pais,BHR,Bahrein
2003,BIH,Bosnia y Herzegovina,0.01826,pais,BIH,Bosnia y Herzegovina
2004,BIH,Bosnia y Herzegovina,0.0159,pais,BIH,Bosnia y Herzegovina
2005,BIH,Bosnia y Herzegovina,0.02697,pais,BIH,Bosnia y Herzegovina
2006,BIH,Bosnia y Herzegovina,0.01969,pais,BIH,Bosnia y Herzegovina
2007,BIH,Bosnia y Herzegovina,0.02521,pais,BIH,Bosnia y Herzegovina
2008,BIH,Bosnia y Herzegovina,0.01842,pais,BIH,Bosnia y Herzegovina
2009,BIH,Bosnia y Herzegovina,0.02106,pais,BIH,Bosnia y Herzegovina
2012,BIH,Bosnia y Herzegovina,0.26533,pais,BIH,Bosnia y Herzegovina
2013,BIH,Bosnia y Herzegovina,0.32132,pais,BIH,Bosnia y Herzegovina
2014,BIH,Bosnia y Herzegovina,0.25725,pais,BIH,Bosnia y Herzegovina
2015,BIH,Bosnia y Herzegovina,0.21603,pais,BIH,Bosnia y Herzegovina
2016,BIH,Bosnia y Herzegovina,0.21337,pais,BIH,Bosnia y Herzegovina
2017,BIH,Bosnia y Herzegovina,0.1978,pais,BIH,Bosnia y Herzegovina
2018,BIH,Bosnia y Herzegovina,0.19199,pais,BIH,Bosnia y Herzegovina
2019,BIH,Bosnia y Herzegovina,0.19001,pais,BIH,Bosnia y Herzegovina
2020,BIH,Bosnia y Herzegovina,0.20325,pais,BIH,Bosnia y Herzegovina
2021,BIH,Bosnia y Herzegovina,0.19035,pais,BIH,Bosnia y Herzegovina
2022,BIH,Bosnia y Herzegovina,0.18743,pais,BIH,Bosnia y Herzegovina
2023,BIH,Bosnia y Herzegovina,0.19228,pais,BIH,Bosnia y Herzegovina
1996,BLR,Belarús,0.99852,pais,BLR,Belarús
1997,BLR,Belarús,0.73,pais,BLR,Belarús
1998,BLR,Belarús,0.70578,pais,BLR,Belarús
1999,BLR,Belarús,0.84523,pais,BLR,Belarús
2000,BLR,Belarús,0.7221,pais,BLR,Belarús
2001,BLR,Belarús,0.70876,pais,BLR,Belarús
2002,BLR,Belarús,0.6209,pais,BLR,Belarús
2003,BLR,Belarús,0.61147,pais,BLR,Belarús
2004,BLR,Belarús,0.62759,pais,BLR,Belarús
2005,BLR,Belarús,0.67852,pais,BLR,Belarús
2006,BLR,Belarús,0.66065,pais,BLR,Belarús
2007,BLR,Belarús,0.96203,pais,BLR,Belarús
2008,BLR,Belarús,0.74147,pais,BLR,Belarús
2009,BLR,Belarús,0.62167,pais,BLR,Belarús
2010,BLR,Belarús,0.66913,pais,BLR,Belarús
2011,BLR,Belarús,0.6776,pais,BLR,Belarús
2012,BLR,Belarús,0.64603,pais,BLR,Belarús
2013,BLR,Belarús,0.65191,pais,BLR,Belarús
2014,BLR,Belarús,0.50548,pais,BLR,Belarús
2015,BLR,Belarús,0.49999,pais,BLR,Belarús
2016,BLR,Belarús,0.50063,pais,BLR,Belarús
2017,BLR,Belarús,0.58411,pais,BLR,Belarús
2018,BLR,Belarús,0.60443,pais,BLR,Belarús
2019,BLR,Belarús,0.57733,pais,BLR,Belarús
2020,BLR,Belarús,0.53901,pais,BLR,Belarús
2021,BLR,Belarús,0.45981,pais,BLR,Belarús
2022,BLR,Belarús,0.47477,pais,BLR,Belarús
2023,BLR,Belarús,0.57843,pais,BLR,Belarús
1997,BMU,Bermuda,0.05885,pais,BMU,Bermuda
2007,BMU,Bermuda,0.16026,pais,BMU,Bermuda
2008,BMU,Bermuda,0.16848,pais,BMU,Bermuda
2009,BMU,Bermuda,0.18235,pais,BMU,Bermuda
2010,BMU,Bermuda,0.1805,pais,BMU,Bermuda
2011,BMU,Bermuda,0.26195,pais,BMU,Bermuda
2012,BMU,Bermuda,0.23355,pais,BMU,Bermuda
2013,BMU,Bermuda,0.1963,pais,BMU,Bermuda
2014,BMU,Bermuda,0.19083,pais,BMU,Bermuda
2015,BMU,Bermuda,0.19507,pais,BMU,Bermuda
2018,BMU,Bermuda,0.22851,pais,BMU,Bermuda
2019,BMU,Bermuda,0.26451,pais,BMU,Bermuda
2020,BMU,Bermuda,0.22546,pais,BMU,Bermuda
1996,BOL,Bolivia,0.32544,pais,BOL,Bolivia
1997,BOL,Bolivia,0.31577,pais,BOL,Bolivia
1998,BOL,Bolivia,0.29495,pais,BOL,Bolivia
1999,BOL,Bolivia,0.29836,pais,BOL,Bolivia
2000,BOL,Bolivia,0.28744,pais,BOL,Bolivia
2001,BOL,Bolivia,0.29358,pais,BOL,Bolivia
2002,BOL,Bolivia,0.27663,pais,BOL,Bolivia
2009,BOL,Bolivia,0.157,pais,BOL,Bolivia
2000,BRA,Brasil,1.04751,pais,BRA,Brasil
2001,BRA,Brasil,1.06198,pais,BRA,Brasil
2002,BRA,Brasil,1.00968,pais,BRA,Brasil
2003,BRA,Brasil,0.99939,pais,BRA,Brasil
2004,BRA,Brasil,0.96343,pais,BRA,Brasil
2005,BRA,Brasil,1.00246,pais,BRA,Brasil
2006,BRA,Brasil,0.98807,pais,BRA,Brasil
2007,BRA,Brasil,1.08138,pais,BRA,Brasil
2008,BRA,Brasil,1.12904,pais,BRA,Brasil
2009,BRA,Brasil,1.11866,pais,BRA,Brasil
2010,BRA,Brasil,1.15992,pais,BRA,Brasil
2011,BRA,Brasil,1.13966,pais,BRA,Brasil
2012,BRA,Brasil,1.12684,pais,BRA,Brasil
2013,BRA,Brasil,1.19567,pais,BRA,Brasil
2014,BRA,Brasil,1.26971,pais,BRA,Brasil
2015,BRA,Brasil,1.37093,pais,BRA,Brasil
2016,BRA,Brasil,1.28637,pais,BRA,Brasil
2017,BRA,Brasil,1.1175,pais,BRA,Brasil
2018,BRA,Brasil,1.16769,pais,BRA,Brasil
2019,BRA,Brasil,1.21096,pais,BRA,Brasil
2020,BRA,Brasil,1.14526,pais,BRA,Brasil
2002,BRN,Brunei,0.01592,pais,BRN,Brunei
2003,BRN,Brunei,0.01842,pais,BRN,Brunei
2004,BRN,Brunei,0.03701,pais,BRN,Brunei
2018,BRN,Brunei,0.27764,pais,BRN,Brunei
2005,BWA,Botswana,0.53286,pais,BWA,Botswana
2012,BWA,Botswana,0.26759,pais,BWA,Botswana
2013,BWA,Botswana,0.561,pais,BWA,Botswana
1996,CAN,Canadá,1.60682,pais,CAN,Canadá
1997,CAN,Canadá,1.61386,pais,CAN,Canadá
1998,CAN,Canadá,1.71051,pais,CAN,Canadá
1999,CAN,Canadá,1.74985,pais,CAN,Canadá
2000,CAN,Canadá,1.85848,pais,CAN,Canadá
2001,CAN,Canadá,2.02117,pais,CAN,Canadá
2002,CAN,Canadá,1.97171,pais,CAN,Canadá
2003,CAN,Canadá,1.96781,pais,CAN,Canadá
2004,CAN,Canadá,1.99734,pais,CAN,Canadá
2005,CAN,Canadá,1.97127,pais,CAN,Canadá
2006,CAN,Canadá,1.94304,pais,CAN,Canadá
2007,CAN,Canadá,1.90358,pais,CAN,Canadá
2008,CAN,Canadá,1.85578,pais,CAN,Canadá
2009,CAN,Canadá,1.91742,pais,CAN,Canadá
2010,CAN,Canadá,1.82504,pais,CAN,Canadá
2011,CAN,Canadá,1.78714,pais,CAN,Canadá
2012,CAN,Canadá,1.77304,pais,CAN,Canadá
2013,CAN,Canadá,1.70624,pais,CAN,Canadá
2014,CAN,Canadá,1.71483,pais,CAN,Canadá
2015,CAN,Canadá,1.69359,pais,CAN,Canadá
2016,CAN,Canadá,1.72903,pais,CAN,Canadá
2017,CAN,Canadá,1.68702,pais,CAN,Canadá
2018,CAN,Canadá,1.7372,pais,CAN,Canadá
2019,CAN,Canadá,1.75578,pais,CAN,Canadá
2020,CAN,Canadá,1.93414,pais,CAN,Canadá
2021,CAN,Canadá,1.86431,pais,CAN,Canadá
2022,CAN,Canadá,1.71166,pais,CAN,Canadá
2023,CAN,Canadá,1.70133,pais,CAN,Canadá
1996,CHE,Suiza,2.37649,pais,CHE,Suiza
2000,CHE,Suiza,2.26386,pais,CHE,Suiza
2004,CHE,Suiza,2.60818,pais,CHE,Suiza
2008,CHE,Suiza,2.65296,pais,CHE,Suiza
2012,CHE,Suiza,2.87457,pais,CHE,Suiza
2015,CHE,Suiza,3.07832,pais,CHE,Suiza
2017,CHE,Suiza,3.07698,pais,CHE,Suiza
2019,CHE,Suiza,3.1968,pais,CHE,Suiza
2021,CHE,Suiza,3.30645,pais,CHE,Suiza
2007,CHL,Chile,0.31143,pais,CHL,Chile
2008,CHL,Chile,0.37492,pais,CHL,Chile
2009,CHL,Chile,0.35403,pais,CHL,Chile
2010,CHL,Chile,0.33165,pais,CHL,Chile
2011,CHL,Chile,0.35288,pais,CHL,Chile
2012,CHL,Chile,0.36213,pais,CHL,Chile
2013,CHL,Chile,0.3903,pais,CHL,Chile
2014,CHL,Chile,0.37668,pais,CHL,Chile
2015,CHL,Chile,0.38296,pais,CHL,Chile
2016,CHL,Chile,0.37103,pais,CHL,Chile
2017,CHL,Chile,0.35679,pais,CHL,Chile
2018,CHL,Chile,0.36916,pais,CHL,Chile
2019,CHL,Chile,0.34243,pais,CHL,Chile
2020,CHL,Chile,0.33525,pais,CHL,Chile
2021,CHL,Chile,0.36041,pais,CHL,Chile
1996,CHN,China,0.56324,pais,CHN,China
1997,CHN,China,0.63873,pais,CHN,China
1998,CHN,China,0.64689,pais,CHN,China
1999,CHN,China,0.74963,pais,CHN,China
2000,CHN,China,0.89316,pais,CHN,China
2001,CHN,China,0.94033,pais,CHN,China
2002,CHN,China,1.05786,pais,CHN,China
2003,CHN,China,1.12037,pais,CHN,China
2004,CHN,China,1.21498,pais,CHN,China
2005,CHN,China,1.30792,pais,CHN,China
2006,CHN,China,1.36854,pais,CHN,China
2007,CHN,China,1.37369,pais,CHN,China
2008,CHN,China,1.44592,pais,CHN,China
2009,CHN,China,1.6648,pais,CHN,China
2010,CHN,China,1.71372,pais,CHN,China
2011,CHN,China,1.78034,pais,CHN,China
2012,CHN,China,1.91214,pais,CHN,China
2013,CHN,China,1.99786,pais,CHN,China
2014,CHN,China,2.02243,pais,CHN,China
2015,CHN,China,2.05701,pais,CHN,China
2016,CHN,China,2.10033,pais,CHN,China
2017,CHN,China,2.11603,pais,CHN,China
2018,CHN,China,2.14058,pais,CHN,China
2019,CHN,China,2.24463,pais,CHN,China
2020,CHN,China,2.40666,pais,CHN,China
2021,CHN,China,2.4326,pais,CHN,China
2022,CHN,China,2.55518,pais,CHN,China
2016,CIV,Costa de Marfil,0.06975,pais,CIV,Costa de Marfil
2004,COD,Rep. Dem. Congo,0.26777,pais,COD,Rep. Dem. Congo
2005,COD,Rep. Dem. Congo,0.05799,pais,COD,Rep. Dem. Congo
2006,COD,Rep. Dem. Congo,0.06044,pais,COD,Rep. Dem. Congo
2007,COD,Rep. Dem. Congo,0.13609,pais,COD,Rep. Dem. Congo
2008,COD,Rep. Dem. Congo,0.08253,pais,COD,Rep. Dem. Congo
2009,COD,Rep. Dem. Congo,0.07822,pais,COD,Rep. Dem. Congo
2015,COD,Rep. Dem. Congo,0.40638,pais,COD,Rep. Dem. Congo
2022,COG,Congo,0.38339,pais,COG,Congo
2000,COL,Colombia,0.13106,pais,COL,Colombia
2001,COL,Colombia,0.1329,pais,COL,Colombia
2002,COL,Colombia,0.15559,pais,COL,Colombia
2003,COL,Colombia,0.17398,pais,COL,Colombia
2004,COL,Colombia,0.16964,pais,COL,Colombia
2005,COL,Colombia,0.16557,pais,COL,Colombia
2006,COL,Colombia,0.16427,pais,COL,Colombia
2007,COL,Colombia,0.18307,pais,COL,Colombia
2008,COL,Colombia,0.19541,pais,COL,Colombia
2009,COL,Colombia,0.19351,pais,COL,Colombia
2010,COL,Colombia,0.19358,pais,COL,Colombia
2011,COL,Colombia,0.19842,pais,COL,Colombia
2012,COL,Colombia,0.22116,pais,COL,Colombia
2013,COL,Colombia,0.25761,pais,COL,Colombia
2014,COL,Colombia,0.30317,pais,COL,Colombia
2015,COL,Colombia,0.36542,pais,COL,Colombia
2016,COL,Colombia,0.27051,pais,COL,Colombia
2017,COL,Colombia,0.26109,pais,COL,Colombia
2018,COL,Colombia,0.31233,pais,COL,Colombia
2019,COL,Colombia,0.32201,pais,COL,Colombia
2020,COL,Colombia,0.2894,pais,COL,Colombia
2011,CPV,Cabo Verde,0.06622,pais,CPV,Cabo Verde
1996,CRI,Costa Rica,0.30221,pais,CRI,Costa Rica
1997,CRI,Costa Rica,0.29569,pais,CRI,Costa Rica
1998,CRI,Costa Rica,0.26526,pais,CRI,Costa Rica
1999,CRI,Costa Rica,0.36759,pais,CRI,Costa Rica
2000,CRI,Costa Rica,0.41135,pais,CRI,Costa Rica
2003,CRI,Costa Rica,0.3619,pais,CRI,Costa Rica
2004,CRI,Costa Rica,0.37288,pais,CRI,Costa Rica
2006,CRI,Costa Rica,0.42693,pais,CRI,Costa Rica
2007,CRI,Costa Rica,0.35655,pais,CRI,Costa Rica
2008,CRI,Costa Rica,0.38593,pais,CRI,Costa Rica
2009,CRI,Costa Rica,0.51718,pais,CRI,Costa Rica
2010,CRI,Costa Rica,0.4799,pais,CRI,Costa Rica
2011,CRI,Costa Rica,0.46235,pais,CRI,Costa Rica
2012,CRI,Costa Rica,0.54713,pais,CRI,Costa Rica
2013,CRI,Costa Rica,0.54253,pais,CRI,Costa Rica
2014,CRI,Costa Rica,0.55627,pais,CRI,Costa Rica
2015,CRI,Costa Rica,0.43665,pais,CRI,Costa Rica
2016,CRI,Costa Rica,0.44335,pais,CRI,Costa Rica
2017,CRI,Costa Rica,0.42587,pais,CRI,Costa Rica
2018,CRI,Costa Rica,0.37144,pais,CRI,Costa Rica
2020,CRI,Costa Rica,0.33002,pais,CRI,Costa Rica
2021,CRI,Costa Rica,0.27385,pais,CRI,Costa Rica
2022,CRI,Costa Rica,0.33789,pais,CRI,Costa Rica
1996,CUB,Cuba,0.34736,pais,CUB,Cuba
1997,CUB,Cuba,0.40172,pais,CUB,Cuba
1998,CUB,Cuba,0.50124,pais,CUB,Cuba
1999,CUB,Cuba,0.45832,pais,CUB,Cuba
2000,CUB,Cuba,0.47865,pais,CUB,Cuba
2001,CUB,Cuba,0.5653,pais,CUB,Cuba
2002,CUB,Cuba,0.56445,pais,CUB,Cuba
2003,CUB,Cuba,0.58243,pais,CUB,Cuba
