"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"ARG","Argentina","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.45244","20.03459"
"ARG","Argentina","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.74151","6.05758"
"ARG","Argentina","2002","Otros","Ingreso no percibido (Revenue Forgone)","0.04442","0.36288"
"ARG","Argentina","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.10208","13.99883"
"ARG","Argentina","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.69442","4.62450"
"ARG","Argentina","2003","Otros","Ingreso no percibido (Revenue Forgone)","0.15393","1.02507"
"ARG","Argentina","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.21389","12.44405"
"ARG","Argentina","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.56008","3.14818"
"ARG","Argentina","2004","Otros","Ingreso no percibido (Revenue Forgone)","0.19297","1.08466"
"ARG","Argentina","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.06507","11.61463"
"ARG","Argentina","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.68844","3.87203"
"ARG","Argentina","2005","Otros","Ingreso no percibido (Revenue Forgone)","0.23360","1.31383"
"ARG","Argentina","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02395","11.36370"
"ARG","Argentina","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.70144","3.93833"
"ARG","Argentina","2006","Otros","Ingreso no percibido (Revenue Forgone)","0.19373","1.08771"
"ARG","Argentina","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.90489","10.31713"
"ARG","Argentina","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.75937","4.11284"
"ARG","Argentina","2007","Otros","Ingreso no percibido (Revenue Forgone)","0.21258","1.15138"
"ARG","Argentina","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.76630","9.24942"
"ARG","Argentina","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.78594","4.11564"
"ARG","Argentina","2008","Otros","Ingreso no percibido (Revenue Forgone)","0.17570","0.92005"
"ARG","Argentina","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.76127","9.52437"
"ARG","Argentina","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.72298","3.90961"
"ARG","Argentina","2009","Otros","Ingreso no percibido (Revenue Forgone)","0.15780","0.85331"
"ARG","Argentina","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.94941","10.38814"
"ARG","Argentina","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.80035","4.26493"
"ARG","Argentina","2010","Otros","Ingreso no percibido (Revenue Forgone)","0.08433","0.44939"
"ARG","Argentina","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.01519","10.75361"
"ARG","Argentina","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.80153","4.27720"
"ARG","Argentina","2011","Otros","Ingreso no percibido (Revenue Forgone)","0.16274","0.86844"
"ARG","Argentina","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.04241","10.62365"
"ARG","Argentina","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.84520","4.39631"
"ARG","Argentina","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.15034","0.78199"
"ARG","Argentina","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.05780","10.89479"
"ARG","Argentina","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.91105","4.82346"
"ARG","Argentina","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.14673","0.77684"
"ARG","Argentina","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.06089","10.76774"
"ARG","Argentina","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.93629","4.89193"
"ARG","Argentina","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.16520","0.86314"
"ARG","Argentina","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.03381","10.59699"
"ARG","Argentina","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.05884","5.51701"
"ARG","Argentina","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.17901","0.93272"
"ARG","Argentina","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.99136","10.62426"
"ARG","Argentina","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.16379","6.20901"
"ARG","Argentina","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.18416","0.98252"
"ARG","Argentina","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.94400","10.97343"
"ARG","Argentina","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.11871","6.31486"
"ARG","Argentina","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.20287","1.14515"
"ARG","Argentina","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.89733","11.09429"
"ARG","Argentina","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.95382","5.57732"
"ARG","Argentina","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.14833","0.86734"
"ARG","Argentina","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.93691","10.77107"
"ARG","Argentina","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.94848","5.27446"
"ARG","Argentina","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.16509","0.91806"
"ARG","Argentina","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.93611","10.17396"
"ARG","Argentina","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.14286","6.00556"
"ARG","Argentina","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.20669","1.08612"
"ARG","Argentina","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.94000","10.25596"
"ARG","Argentina","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.12795","5.96300"
"ARG","Argentina","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.19345","1.02271"
"ARG","Argentina","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.82255","9.46907"
"ARG","Argentina","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.89096","4.62900"
"ARG","Argentina","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.15288","0.79431"
"ARG","Argentina","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.75432","0.00000"
"ARG","Argentina","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.95991","0.00000"
"ARG","Argentina","2023","Otros","Ingreso no percibido (Revenue Forgone)","1.28294","0.00000"
"ARG","Argentina","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.60231","0.00000"
"ARG","Argentina","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.63361","0.00000"
"ARG","Argentina","2024","Otros","Ingreso no percibido (Revenue Forgone)","1.18107","0.00000"
"ARG","Argentina","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.68908","0.00000"
"ARG","Argentina","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.80618","0.00000"
"ARG","Argentina","2025","Otros","Ingreso no percibido (Revenue Forgone)","0.90382","0.00000"
"ARM","Armenia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.16566","24.47753"
"ARM","Armenia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.58126","7.49282"
"ARM","Armenia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.55589","26.11170"
"ARM","Armenia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.97261","9.27093"
"ARM","Armenia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.02684","24.18998"
"ARM","Armenia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.52104","7.31949"
"ARM","Armenia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.22049","25.01422"
"ARM","Armenia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.35236","6.47989"
"ARM","Armenia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.32561","23.89756"
"ARM","Armenia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.43332","6.43174"
"ARM","Armenia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.78738","26.47423"
"ARM","Armenia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.61172","7.37278"
"ARM","Armenia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.19080","23.59345"
"ARM","Armenia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.26069","5.73017"
"ARM","Armenia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.27334","19.57809"
"ARM","Armenia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.64685","7.54495"
"ARM","Armenia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.33648","0.00000"
"ARM","Armenia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.84941","0.00000"
"ARM","Armenia","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.80425","0.00000"
"ARM","Armenia","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.92486","0.00000"
"ARM","Armenia","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.29909","0.00000"
"ARM","Armenia","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.89830","0.00000"
"AUS","Australia","1990","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00362","0.01620"
"AUS","Australia","1990","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.62859","11.77696"
"AUS","Australia","1991","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00360","0.01717"
"AUS","Australia","1991","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.87845","13.72170"
"AUS","Australia","1992","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00370","0.01803"
"AUS","Australia","1992","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.64972","12.91195"
"AUS","Australia","1993","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00154","0.00744"
"AUS","Australia","1993","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.77950","13.43220"
"AUS","Australia","1994","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","-0.00580","-0.02669"
"AUS","Australia","1994","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.29585","15.17243"
"AUS","Australia","1995","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.05690","0.25153"
"AUS","Australia","1995","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.22740","14.26719"
"AUS","Australia","1996","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.06305","0.27459"
"AUS","Australia","1996","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.60400","15.69503"
"AUS","Australia","1997","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.26122","1.14296"
"AUS","Australia","1997","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.89705","17.05122"
"AUS","Australia","1998","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.25176","1.07962"
"AUS","Australia","1998","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.97818","17.05956"
"AUS","Australia","1999","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.22150","0.92168"
"AUS","Australia","1999","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.90611","16.25395"
"AUS","Australia","2000","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.13325","0.52143"
"AUS","Australia","2000","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.99009","15.61385"
"AUS","Australia","2001","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","-0.00986","-0.04043"
"AUS","Australia","2001","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.01320","16.46273"
"AUS","Australia","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00332","0.01333"
"AUS","Australia","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.86799","15.51237"
"AUS","Australia","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00518","0.02053"
"AUS","Australia","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.54186","14.03686"
"AUS","Australia","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","-0.47499","-1.85589"
"AUS","Australia","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.92161","15.32244"
"AUS","Australia","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.69311","2.73012"
"AUS","Australia","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.42912","17.44612"
"AUS","Australia","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.92341","3.69244"
"AUS","Australia","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","8.53185","34.11632"
"AUS","Australia","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.97810","3.90935"
"AUS","Australia","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","8.56903","34.24935"
"AUS","Australia","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.96417","4.32426"
"AUS","Australia","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","9.27357","41.59146"
"AUS","Australia","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.12731","5.38416"
"AUS","Australia","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.42991","35.48604"
"AUS","Australia","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14441","5.46103"
"AUS","Australia","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.31124","34.88870"
"AUS","Australia","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.17347","5.49294"
"AUS","Australia","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.67357","31.23858"
"AUS","Australia","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14964","5.21189"
"AUS","Australia","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.10376","27.67144"
"AUS","Australia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.10344","4.97834"
"AUS","Australia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.31463","28.48934"
"AUS","Australia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.01928","4.67895"
"AUS","Australia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.57817","30.19687"
"AUS","Australia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.06354","4.77092"
"AUS","Australia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.27518","32.63554"
"AUS","Australia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.12121","4.94488"
"AUS","Australia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.97133","35.15615"
"AUS","Australia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.15756","4.92085"
"AUS","Australia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.78170","33.08041"
"AUS","Australia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14441","4.79671"
