"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"KOR","Corea del Sur","2020","Gobierno municipal local","Porcentaje del total","18.95236"
"KOR","Corea del Sur","2020","Gobierno nacional","Porcentaje del total","53.03129"
"KOR","Corea del Sur","2021","Fondos de seguridad social","Porcentaje del total","26.20145"
"KOR","Corea del Sur","2021","Gobierno municipal local","Porcentaje del total","18.22014"
"KOR","Corea del Sur","2021","Gobierno nacional","Porcentaje del total","55.57840"
"KOR","Corea del Sur","2022","Fondos de seguridad social","Porcentaje del total","25.56893"
"KOR","Corea del Sur","2022","Gobierno municipal local","Porcentaje del total","17.15295"
"KOR","Corea del Sur","2022","Gobierno nacional","Porcentaje del total","57.27812"
"KOR","Corea del Sur","2023","Fondos de seguridad social","Porcentaje del total","29.24428"
"KOR","Corea del Sur","2023","Gobierno municipal local","Porcentaje del total","17.42999"
"KOR","Corea del Sur","2023","Gobierno nacional","Porcentaje del total","53.32573"
"KOR","Corea del Sur","2024","Fondos de seguridad social","Porcentaje del total","30.22120"
"KOR","Corea del Sur","2024","Gobierno municipal local","Porcentaje del total","17.66641"
"KOR","Corea del Sur","2024","Gobierno nacional","Porcentaje del total","52.11239"
"CRI","Costa Rica","1990","Fondos de seguridad social","Porcentaje del total","34.16863"
"CRI","Costa Rica","1990","Gobierno municipal local","Porcentaje del total","2.09071"
"CRI","Costa Rica","1990","Gobierno nacional","Porcentaje del total","63.74066"
"CRI","Costa Rica","1991","Fondos de seguridad social","Porcentaje del total","32.50645"
"CRI","Costa Rica","1991","Gobierno municipal local","Porcentaje del total","1.82785"
"CRI","Costa Rica","1991","Gobierno nacional","Porcentaje del total","65.66570"
"CRI","Costa Rica","1992","Fondos de seguridad social","Porcentaje del total","32.09109"
"CRI","Costa Rica","1992","Gobierno municipal local","Porcentaje del total","1.82383"
"CRI","Costa Rica","1992","Gobierno nacional","Porcentaje del total","66.08508"
"CRI","Costa Rica","1993","Fondos de seguridad social","Porcentaje del total","33.34670"
"CRI","Costa Rica","1993","Gobierno municipal local","Porcentaje del total","2.01147"
"CRI","Costa Rica","1993","Gobierno nacional","Porcentaje del total","64.64183"
"CRI","Costa Rica","1994","Fondos de seguridad social","Porcentaje del total","33.77046"
"CRI","Costa Rica","1994","Gobierno municipal local","Porcentaje del total","1.54666"
"CRI","Costa Rica","1994","Gobierno nacional","Porcentaje del total","64.68288"
"CRI","Costa Rica","1995","Fondos de seguridad social","Porcentaje del total","32.95236"
"CRI","Costa Rica","1995","Gobierno municipal local","Porcentaje del total","1.57123"
"CRI","Costa Rica","1995","Gobierno nacional","Porcentaje del total","65.47641"
"CRI","Costa Rica","1996","Fondos de seguridad social","Porcentaje del total","32.90007"
"CRI","Costa Rica","1996","Gobierno municipal local","Porcentaje del total","2.16398"
"CRI","Costa Rica","1996","Gobierno nacional","Porcentaje del total","64.93595"
"CRI","Costa Rica","1997","Fondos de seguridad social","Porcentaje del total","33.38633"
"CRI","Costa Rica","1997","Gobierno municipal local","Porcentaje del total","2.10595"
"CRI","Costa Rica","1997","Gobierno nacional","Porcentaje del total","64.50772"
"CRI","Costa Rica","1998","Fondos de seguridad social","Porcentaje del total","33.36192"
"CRI","Costa Rica","1998","Gobierno municipal local","Porcentaje del total","1.83273"
"CRI","Costa Rica","1998","Gobierno nacional","Porcentaje del total","64.80535"
"CRI","Costa Rica","1999","Fondos de seguridad social","Porcentaje del total","34.29536"
"CRI","Costa Rica","1999","Gobierno municipal local","Porcentaje del total","1.70276"
"CRI","Costa Rica","1999","Gobierno nacional","Porcentaje del total","64.00188"
"CRI","Costa Rica","2000","Fondos de seguridad social","Porcentaje del total","34.77992"
"CRI","Costa Rica","2000","Gobierno municipal local","Porcentaje del total","1.90295"
"CRI","Costa Rica","2000","Gobierno nacional","Porcentaje del total","63.31713"
"CRI","Costa Rica","2001","Fondos de seguridad social","Porcentaje del total","34.08142"
"CRI","Costa Rica","2001","Gobierno municipal local","Porcentaje del total","1.92638"
"CRI","Costa Rica","2001","Gobierno nacional","Porcentaje del total","63.99220"
"CRI","Costa Rica","2002","Fondos de seguridad social","Porcentaje del total","34.86196"
"CRI","Costa Rica","2002","Gobierno municipal local","Porcentaje del total","1.83899"
"CRI","Costa Rica","2002","Gobierno nacional","Porcentaje del total","63.29905"
"CRI","Costa Rica","2003","Fondos de seguridad social","Porcentaje del total","33.93597"
"CRI","Costa Rica","2003","Gobierno municipal local","Porcentaje del total","2.04677"
"CRI","Costa Rica","2003","Gobierno nacional","Porcentaje del total","64.01726"
"CRI","Costa Rica","2004","Fondos de seguridad social","Porcentaje del total","33.49146"
"CRI","Costa Rica","2004","Gobierno municipal local","Porcentaje del total","2.12709"
"CRI","Costa Rica","2004","Gobierno nacional","Porcentaje del total","64.38145"
"CRI","Costa Rica","2005","Fondos de seguridad social","Porcentaje del total","33.69724"
"CRI","Costa Rica","2005","Gobierno municipal local","Porcentaje del total","2.15721"
"CRI","Costa Rica","2005","Gobierno nacional","Porcentaje del total","64.14555"
"CRI","Costa Rica","2006","Fondos de seguridad social","Porcentaje del total","32.89864"
"CRI","Costa Rica","2006","Gobierno municipal local","Porcentaje del total","2.38097"
"CRI","Costa Rica","2006","Gobierno nacional","Porcentaje del total","64.72039"
"CRI","Costa Rica","2007","Fondos de seguridad social","Porcentaje del total","31.68874"
"CRI","Costa Rica","2007","Gobierno municipal local","Porcentaje del total","2.25192"
"CRI","Costa Rica","2007","Gobierno nacional","Porcentaje del total","66.05934"
"CRI","Costa Rica","2008","Fondos de seguridad social","Porcentaje del total","32.31128"
"CRI","Costa Rica","2008","Gobierno municipal local","Porcentaje del total","2.35201"
"CRI","Costa Rica","2008","Gobierno nacional","Porcentaje del total","65.33671"
"CRI","Costa Rica","2009","Fondos de seguridad social","Porcentaje del total","36.48240"
"CRI","Costa Rica","2009","Gobierno municipal local","Porcentaje del total","2.64807"
"CRI","Costa Rica","2009","Gobierno nacional","Porcentaje del total","60.86953"
"CRI","Costa Rica","2010","Fondos de seguridad social","Porcentaje del total","37.65094"
"CRI","Costa Rica","2010","Gobierno municipal local","Porcentaje del total","2.64160"
"CRI","Costa Rica","2010","Gobierno nacional","Porcentaje del total","59.70746"
"CRI","Costa Rica","2011","Fondos de seguridad social","Porcentaje del total","37.86096"
"CRI","Costa Rica","2011","Gobierno municipal local","Porcentaje del total","2.58316"
"CRI","Costa Rica","2011","Gobierno nacional","Porcentaje del total","59.55587"
"CRI","Costa Rica","2012","Fondos de seguridad social","Porcentaje del total","37.99746"
"CRI","Costa Rica","2012","Gobierno municipal local","Porcentaje del total","2.71882"
"CRI","Costa Rica","2012","Gobierno nacional","Porcentaje del total","59.28372"
"CRI","Costa Rica","2013","Fondos de seguridad social","Porcentaje del total","38.01962"
"CRI","Costa Rica","2013","Gobierno municipal local","Porcentaje del total","2.84188"
"CRI","Costa Rica","2013","Gobierno nacional","Porcentaje del total","59.13850"
"CRI","Costa Rica","2014","Fondos de seguridad social","Porcentaje del total","38.58968"
"CRI","Costa Rica","2014","Gobierno municipal local","Porcentaje del total","3.00921"
"CRI","Costa Rica","2014","Gobierno nacional","Porcentaje del total","58.40111"
"CRI","Costa Rica","2015","Fondos de seguridad social","Porcentaje del total","38.49587"
"CRI","Costa Rica","2015","Gobierno municipal local","Porcentaje del total","3.05366"
"CRI","Costa Rica","2015","Gobierno nacional","Porcentaje del total","58.45047"
"CRI","Costa Rica","2016","Fondos de seguridad social","Porcentaje del total","37.81789"
"CRI","Costa Rica","2016","Gobierno municipal local","Porcentaje del total","2.95563"
"CRI","Costa Rica","2016","Gobierno nacional","Porcentaje del total","59.22648"
"CRI","Costa Rica","2017","Fondos de seguridad social","Porcentaje del total","38.52269"
"CRI","Costa Rica","2017","Gobierno municipal local","Porcentaje del total","3.00692"
"CRI","Costa Rica","2017","Gobierno nacional","Porcentaje del total","58.47039"
"CRI","Costa Rica","2018","Fondos de seguridad social","Porcentaje del total","39.24029"
"CRI","Costa Rica","2018","Gobierno municipal local","Porcentaje del total","2.94321"
"CRI","Costa Rica","2018","Gobierno nacional","Porcentaje del total","57.81650"
"CRI","Costa Rica","2019","Fondos de seguridad social","Porcentaje del total","39.20272"
"CRI","Costa Rica","2019","Gobierno municipal local","Porcentaje del total","2.96503"
"CRI","Costa Rica","2019","Gobierno nacional","Porcentaje del total","57.83225"
"CRI","Costa Rica","2020","Fondos de seguridad social","Porcentaje del total","41.64656"
"CRI","Costa Rica","2020","Gobierno municipal local","Porcentaje del total","3.11683"
"CRI","Costa Rica","2020","Gobierno nacional","Porcentaje del total","55.23660"
"CRI","Costa Rica","2021","Fondos de seguridad social","Porcentaje del total","36.98749"
"CRI","Costa Rica","2021","Gobierno municipal local","Porcentaje del total","2.96045"
"CRI","Costa Rica","2021","Gobierno nacional","Porcentaje del total","60.05206"
"CRI","Costa Rica","2022","Fondos de seguridad social","Porcentaje del total","35.88259"
"CRI","Costa Rica","2022","Gobierno municipal local","Porcentaje del total","2.70397"
"CRI","Costa Rica","2022","Gobierno nacional","Porcentaje del total","61.41344"
"CRI","Costa Rica","2023","Fondos de seguridad social","Porcentaje del total","36.91910"
"CRI","Costa Rica","2023","Gobierno municipal local","Porcentaje del total","2.77379"
"CRI","Costa Rica","2023","Gobierno nacional","Porcentaje del total","60.30710"
"CRI","Costa Rica","2024","Fondos de seguridad social","Porcentaje del total","37.59154"
"CRI","Costa Rica","2024","Gobierno municipal local","Porcentaje del total","2.79707"
"CRI","Costa Rica","2024","Gobierno nacional","Porcentaje del total","59.61140"
"CIV","Costa de Marfil","1990","Fondos de seguridad social","Porcentaje del total","6.80207"
"CIV","Costa de Marfil","1990","Gobierno nacional","Porcentaje del total","93.19793"
"CIV","Costa de Marfil","1991","Fondos de seguridad social","Porcentaje del total","6.65260"
"CIV","Costa de Marfil","1991","Gobierno nacional","Porcentaje del total","93.34740"
"CIV","Costa de Marfil","1992","Fondos de seguridad social","Porcentaje del total","7.09456"
"CIV","Costa de Marfil","1992","Gobierno nacional","Porcentaje del total","92.90544"
"CIV","Costa de Marfil","1993","Fondos de seguridad social","Porcentaje del total","8.13801"
"CIV","Costa de Marfil","1993","Gobierno nacional","Porcentaje del total","91.86199"
"CIV","Costa de Marfil","1994","Fondos de seguridad social","Porcentaje del total","6.07689"
"CIV","Costa de Marfil","1994","Gobierno nacional","Porcentaje del total","93.92311"
"CIV","Costa de Marfil","1995","Fondos de seguridad social","Porcentaje del total","5.64647"
"CIV","Costa de Marfil","1995","Gobierno nacional","Porcentaje del total","94.35353"
"CIV","Costa de Marfil","1996","Fondos de seguridad social","Porcentaje del total","6.80636"
"CIV","Costa de Marfil","1996","Gobierno nacional","Porcentaje del total","93.19364"
"CIV","Costa de Marfil","1997","Fondos de seguridad social","Porcentaje del total","7.11585"
"CIV","Costa de Marfil","1997","Gobierno nacional","Porcentaje del total","92.88415"
"CIV","Costa de Marfil","1998","Fondos de seguridad social","Porcentaje del total","6.68039"
"CIV","Costa de Marfil","1998","Gobierno nacional","Porcentaje del total","93.31961"
"CIV","Costa de Marfil","1999","Fondos de seguridad social","Porcentaje del total","6.90482"
"CIV","Costa de Marfil","1999","Gobierno nacional","Porcentaje del total","93.09518"
"CIV","Costa de Marfil","2000","Fondos de seguridad social","Porcentaje del total","8.78073"
"CIV","Costa de Marfil","2000","Gobierno nacional","Porcentaje del total","91.21927"
"CIV","Costa de Marfil","2001","Fondos de seguridad social","Porcentaje del total","8.94343"
"CIV","Costa de Marfil","2001","Gobierno nacional","Porcentaje del total","91.05657"
"CIV","Costa de Marfil","2002","Fondos de seguridad social","Porcentaje del total","8.28043"
"CIV","Costa de Marfil","2002","Gobierno nacional","Porcentaje del total","91.71957"
"CIV","Costa de Marfil","2003","Fondos de seguridad social","Porcentaje del total","8.40654"
"CIV","Costa de Marfil","2003","Gobierno nacional","Porcentaje del total","91.59346"
"CIV","Costa de Marfil","2004","Fondos de seguridad social","Porcentaje del total","8.21192"
"CIV","Costa de Marfil","2004","Gobierno nacional","Porcentaje del total","91.78808"
"CIV","Costa de Marfil","2005","Fondos de seguridad social","Porcentaje del total","8.30100"
"CIV","Costa de Marfil","2005","Gobierno nacional","Porcentaje del total","91.69900"
"CIV","Costa de Marfil","2006","Fondos de seguridad social","Porcentaje del total","8.10985"
"CIV","Costa de Marfil","2006","Gobierno nacional","Porcentaje del total","91.89015"
"CIV","Costa de Marfil","2007","Fondos de seguridad social","Porcentaje del total","7.75163"
"CIV","Costa de Marfil","2007","Gobierno nacional","Porcentaje del total","92.24837"
"CIV","Costa de Marfil","2008","Fondos de seguridad social","Porcentaje del total","7.70852"
"CIV","Costa de Marfil","2008","Gobierno nacional","Porcentaje del total","92.29148"
"CIV","Costa de Marfil","2009","Fondos de seguridad social","Porcentaje del total","7.84198"
"CIV","Costa de Marfil","2009","Gobierno nacional","Porcentaje del total","92.15802"
"CIV","Costa de Marfil","2010","Fondos de seguridad social","Porcentaje del total","7.99590"
"CIV","Costa de Marfil","2010","Gobierno nacional","Porcentaje del total","92.00410"
"CIV","Costa de Marfil","2011","Fondos de seguridad social","Porcentaje del total","7.06945"
"CIV","Costa de Marfil","2011","Gobierno nacional","Porcentaje del total","92.93055"
"CIV","Costa de Marfil","2012","Fondos de seguridad social","Porcentaje del total","9.74419"
"CIV","Costa de Marfil","2012","Gobierno nacional","Porcentaje del total","90.25581"
"CIV","Costa de Marfil","2013","Fondos de seguridad social","Porcentaje del total","11.28890"
"CIV","Costa de Marfil","2013","Gobierno nacional","Porcentaje del total","88.71110"
"CIV","Costa de Marfil","2014","Fondos de seguridad social","Porcentaje del total","11.56331"
"CIV","Costa de Marfil","2014","Gobierno nacional","Porcentaje del total","88.43669"
"CIV","Costa de Marfil","2015","Fondos de seguridad social","Porcentaje del total","11.23295"
"CIV","Costa de Marfil","2015","Gobierno nacional","Porcentaje del total","88.76705"
"CIV","Costa de Marfil","2016","Fondos de seguridad social","Porcentaje del total","11.86446"
"CIV","Costa de Marfil","2016","Gobierno nacional","Porcentaje del total","88.13554"
"CIV","Costa de Marfil","2017","Fondos de seguridad social","Porcentaje del total","11.44027"
"CIV","Costa de Marfil","2017","Gobierno nacional","Porcentaje del total","88.55973"
"CIV","Costa de Marfil","2018","Fondos de seguridad social","Porcentaje del total","11.42390"
"CIV","Costa de Marfil","2018","Gobierno nacional","Porcentaje del total","88.57610"
"CIV","Costa de Marfil","2019","Fondos de seguridad social","Porcentaje del total","11.25463"
"CIV","Costa de Marfil","2019","Gobierno nacional","Porcentaje del total","88.74537"
"CIV","Costa de Marfil","2020","Fondos de seguridad social","Porcentaje del total","11.61457"
"CIV","Costa de Marfil","2020","Gobierno nacional","Porcentaje del total","88.38543"
"CIV","Costa de Marfil","2021","Fondos de seguridad social","Porcentaje del total","11.13561"
"CIV","Costa de Marfil","2021","Gobierno nacional","Porcentaje del total","88.86439"
"CIV","Costa de Marfil","2022","Fondos de seguridad social","Porcentaje del total","11.18246"
"CIV","Costa de Marfil","2022","Gobierno nacional","Porcentaje del total","88.81754"
"CIV","Costa de Marfil","2023","Fondos de seguridad social","Porcentaje del total","10.54920"
"CIV","Costa de Marfil","2023","Gobierno nacional","Porcentaje del total","89.45080"
"CIV","Costa de Marfil","2024","Fondos de seguridad social","Porcentaje del total","10.81448"
"CIV","Costa de Marfil","2024","Gobierno nacional","Porcentaje del total","89.18552"
"HRV","Croacia","1995","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","1995","Fondos de seguridad social","Porcentaje del total","36.66470"
"HRV","Croacia","1995","Gobierno municipal local","Porcentaje del total","7.29066"
"HRV","Croacia","1995","Gobierno nacional","Porcentaje del total","56.04465"
"HRV","Croacia","1996","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","1996","Fondos de seguridad social","Porcentaje del total","36.69174"
"HRV","Croacia","1996","Gobierno municipal local","Porcentaje del total","8.80667"
"HRV","Croacia","1996","Gobierno nacional","Porcentaje del total","54.50159"
"HRV","Croacia","1997","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","1997","Fondos de seguridad social","Porcentaje del total","36.93378"
"HRV","Croacia","1997","Gobierno municipal local","Porcentaje del total","8.65271"
"HRV","Croacia","1997","Gobierno nacional","Porcentaje del total","54.41351"
"HRV","Croacia","1998","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","1998","Fondos de seguridad social","Porcentaje del total","33.32220"
"HRV","Croacia","1998","Gobierno municipal local","Porcentaje del total","8.96610"
"HRV","Croacia","1998","Gobierno nacional","Porcentaje del total","57.71170"
"HRV","Croacia","1999","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","1999","Fondos de seguridad social","Porcentaje del total","33.95268"
"HRV","Croacia","1999","Gobierno municipal local","Porcentaje del total","8.73582"
"HRV","Croacia","1999","Gobierno nacional","Porcentaje del total","57.31150"
"HRV","Croacia","2000","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2000","Fondos de seguridad social","Porcentaje del total","33.51597"
"HRV","Croacia","2000","Gobierno municipal local","Porcentaje del total","8.91051"
"HRV","Croacia","2000","Gobierno nacional","Porcentaje del total","57.57353"
"HRV","Croacia","2001","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2001","Fondos de seguridad social","Porcentaje del total","33.34478"
"HRV","Croacia","2001","Gobierno municipal local","Porcentaje del total","9.49176"
"HRV","Croacia","2001","Gobierno nacional","Porcentaje del total","57.16346"
"HRV","Croacia","2002","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2002","Fondos de seguridad social","Porcentaje del total","31.12218"
"HRV","Croacia","2002","Gobierno municipal local","Porcentaje del total","10.36510"
"HRV","Croacia","2002","Gobierno nacional","Porcentaje del total","58.51272"
"HRV","Croacia","2003","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2003","Fondos de seguridad social","Porcentaje del total","31.25551"
"HRV","Croacia","2003","Gobierno municipal local","Porcentaje del total","10.76538"
"HRV","Croacia","2003","Gobierno nacional","Porcentaje del total","57.97911"
"HRV","Croacia","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2004","Fondos de seguridad social","Porcentaje del total","31.74051"
"HRV","Croacia","2004","Gobierno municipal local","Porcentaje del total","11.27772"
"HRV","Croacia","2004","Gobierno nacional","Porcentaje del total","56.98176"
"HRV","Croacia","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2005","Fondos de seguridad social","Porcentaje del total","31.55993"
"HRV","Croacia","2005","Gobierno municipal local","Porcentaje del total","11.28533"
"HRV","Croacia","2005","Gobierno nacional","Porcentaje del total","57.15474"
"HRV","Croacia","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2006","Fondos de seguridad social","Porcentaje del total","30.74046"
"HRV","Croacia","2006","Gobierno municipal local","Porcentaje del total","11.73597"
"HRV","Croacia","2006","Gobierno nacional","Porcentaje del total","57.52356"
"HRV","Croacia","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2007","Fondos de seguridad social","Porcentaje del total","30.95836"
"HRV","Croacia","2007","Gobierno municipal local","Porcentaje del total","12.15748"
"HRV","Croacia","2007","Gobierno nacional","Porcentaje del total","56.88416"
"HRV","Croacia","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2008","Fondos de seguridad social","Porcentaje del total","31.15432"
"HRV","Croacia","2008","Gobierno municipal local","Porcentaje del total","12.30821"
"HRV","Croacia","2008","Gobierno nacional","Porcentaje del total","56.53747"
"HRV","Croacia","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2009","Fondos de seguridad social","Porcentaje del total","32.32083"
"HRV","Croacia","2009","Gobierno municipal local","Porcentaje del total","12.69872"
"HRV","Croacia","2009","Gobierno nacional","Porcentaje del total","54.98045"
"HRV","Croacia","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2010","Fondos de seguridad social","Porcentaje del total","32.25777"
"HRV","Croacia","2010","Gobierno municipal local","Porcentaje del total","11.93668"
"HRV","Croacia","2010","Gobierno nacional","Porcentaje del total","55.80554"
"HRV","Croacia","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2011","Fondos de seguridad social","Porcentaje del total","32.48255"
"HRV","Croacia","2011","Gobierno municipal local","Porcentaje del total","12.63530"
"HRV","Croacia","2011","Gobierno nacional","Porcentaje del total","54.88215"
"HRV","Croacia","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.00000"
"HRV","Croacia","2012","Fondos de seguridad social","Porcentaje del total","31.33603"
"HRV","Croacia","2012","Gobierno municipal local","Porcentaje del total","13.24905"
"HRV","Croacia","2012","Gobierno nacional","Porcentaje del total","55.41492"
"HRV","Croacia","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.09295"
"HRV","Croacia","2013","Fondos de seguridad social","Porcentaje del total","30.19407"
"HRV","Croacia","2013","Gobierno municipal local","Porcentaje del total","13.85782"
"HRV","Croacia","2013","Gobierno nacional","Porcentaje del total","55.85516"
"HRV","Croacia","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.36058"
"HRV","Croacia","2014","Fondos de seguridad social","Porcentaje del total","31.25824"
"HRV","Croacia","2014","Gobierno municipal local","Porcentaje del total","13.56631"
"HRV","Croacia","2014","Gobierno nacional","Porcentaje del total","54.81488"
"HRV","Croacia","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.33086"
"HRV","Croacia","2015","Fondos de seguridad social","Porcentaje del total","30.35619"
"HRV","Croacia","2015","Gobierno municipal local","Porcentaje del total","12.29237"
"HRV","Croacia","2015","Gobierno nacional","Porcentaje del total","57.02058"
"HRV","Croacia","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.33466"
"HRV","Croacia","2016","Fondos de seguridad social","Porcentaje del total","29.64148"
"HRV","Croacia","2016","Gobierno municipal local","Porcentaje del total","12.28257"
"HRV","Croacia","2016","Gobierno nacional","Porcentaje del total","57.74129"
"HRV","Croacia","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.30031"
"HRV","Croacia","2017","Fondos de seguridad social","Porcentaje del total","29.69817"
"HRV","Croacia","2017","Gobierno municipal local","Porcentaje del total","11.73928"
"HRV","Croacia","2017","Gobierno nacional","Porcentaje del total","58.26224"
"HRV","Croacia","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.22595"
"HRV","Croacia","2018","Fondos de seguridad social","Porcentaje del total","29.24609"
"HRV","Croacia","2018","Gobierno municipal local","Porcentaje del total","13.64130"
"HRV","Croacia","2018","Gobierno nacional","Porcentaje del total","56.88666"
"HRV","Croacia","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.22779"
"HRV","Croacia","2019","Fondos de seguridad social","Porcentaje del total","28.82144"
"HRV","Croacia","2019","Gobierno municipal local","Porcentaje del total","13.78643"
"HRV","Croacia","2019","Gobierno nacional","Porcentaje del total","57.16434"
"HRV","Croacia","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.38358"
"HRV","Croacia","2020","Fondos de seguridad social","Porcentaje del total","30.12726"
"HRV","Croacia","2020","Gobierno municipal local","Porcentaje del total","13.92490"
"HRV","Croacia","2020","Gobierno nacional","Porcentaje del total","55.56426"
"HRV","Croacia","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.40891"
"HRV","Croacia","2021","Fondos de seguridad social","Porcentaje del total","29.70710"
"HRV","Croacia","2021","Gobierno municipal local","Porcentaje del total","12.53089"
"HRV","Croacia","2021","Gobierno nacional","Porcentaje del total","57.35309"
"HRV","Croacia","2022","European institutions and bodies (EU accounts)","Porcentaje del total","0.35304"
"HRV","Croacia","2022","Fondos de seguridad social","Porcentaje del total","28.59390"
"HRV","Croacia","2022","Gobierno municipal local","Porcentaje del total","12.77617"
"HRV","Croacia","2022","Gobierno nacional","Porcentaje del total","58.27689"
"HRV","Croacia","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.27636"
"HRV","Croacia","2023","Fondos de seguridad social","Porcentaje del total","28.42210"
"HRV","Croacia","2023","Gobierno municipal local","Porcentaje del total","13.47189"
"HRV","Croacia","2023","Gobierno nacional","Porcentaje del total","57.82965"
"HRV","Croacia","2024","European institutions and bodies (EU accounts)","Porcentaje del total","0.25438"
"HRV","Croacia","2024","Fondos de seguridad social","Porcentaje del total","29.34538"
"HRV","Croacia","2024","Gobierno municipal local","Porcentaje del total","14.15727"
"HRV","Croacia","2024","Gobierno nacional","Porcentaje del total","56.24297"
"CUB","Cuba","1990","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1991","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1992","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1993","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1994","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1995","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1996","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1997","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1998","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","1999","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2000","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2001","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2002","Fondos de seguridad social","Porcentaje del total","10.86679"
"CUB","Cuba","2002","Gobierno municipal local","Porcentaje del total","27.45363"
"CUB","Cuba","2002","Gobierno nacional","Porcentaje del total","61.67958"
"CUB","Cuba","2003","Fondos de seguridad social","Porcentaje del total","10.82560"
"CUB","Cuba","2003","Gobierno municipal local","Porcentaje del total","26.63828"
"CUB","Cuba","2003","Gobierno nacional","Porcentaje del total","62.53611"
"CUB","Cuba","2004","Fondos de seguridad social","Porcentaje del total","11.52847"
"CUB","Cuba","2004","Gobierno municipal local","Porcentaje del total","34.56552"
"CUB","Cuba","2004","Gobierno nacional","Porcentaje del total","53.90601"
"CUB","Cuba","2005","Fondos de seguridad social","Porcentaje del total","10.14332"
"CUB","Cuba","2005","Gobierno municipal local","Porcentaje del total","30.09106"
"CUB","Cuba","2005","Gobierno nacional","Porcentaje del total","59.76562"
"CUB","Cuba","2006","Fondos de seguridad social","Porcentaje del total","9.36023"
"CUB","Cuba","2006","Gobierno municipal local","Porcentaje del total","32.87631"
"CUB","Cuba","2006","Gobierno nacional","Porcentaje del total","57.76346"
"CUB","Cuba","2007","Fondos de seguridad social","Porcentaje del total","9.35179"
"CUB","Cuba","2007","Gobierno municipal local","Porcentaje del total","37.01549"
"CUB","Cuba","2007","Gobierno nacional","Porcentaje del total","53.63271"
"CUB","Cuba","2008","Fondos de seguridad social","Porcentaje del total","10.30623"
"CUB","Cuba","2008","Gobierno municipal local","Porcentaje del total","43.38364"
"CUB","Cuba","2008","Gobierno nacional","Porcentaje del total","46.31013"
"CUB","Cuba","2009","Fondos de seguridad social","Porcentaje del total","11.00749"
"CUB","Cuba","2009","Gobierno municipal local","Porcentaje del total","47.26975"
"CUB","Cuba","2009","Gobierno nacional","Porcentaje del total","41.72275"
"CUB","Cuba","2010","Fondos de seguridad social","Porcentaje del total","12.41717"
"CUB","Cuba","2010","Gobierno municipal local","Porcentaje del total","52.20739"
"CUB","Cuba","2010","Gobierno nacional","Porcentaje del total","35.37544"
