"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"ARM","Armenia","2018","Gobierno nacional","Porcentaje del total","98.61853"
"ARM","Armenia","2019","Fondos de seguridad social","Porcentaje del total","1.27513"
"ARM","Armenia","2019","Gobierno nacional","Porcentaje del total","98.72487"
"ARM","Armenia","2020","Fondos de seguridad social","Porcentaje del total","1.78733"
"ARM","Armenia","2020","Gobierno nacional","Porcentaje del total","98.21267"
"ARM","Armenia","2021","Fondos de seguridad social","Porcentaje del total","2.70737"
"ARM","Armenia","2021","Gobierno nacional","Porcentaje del total","97.29263"
"ARM","Armenia","2022","Fondos de seguridad social","Porcentaje del total","3.34675"
"ARM","Armenia","2022","Gobierno nacional","Porcentaje del total","96.65325"
"ARM","Armenia","2023","Fondos de seguridad social","Porcentaje del total","4.06367"
"ARM","Armenia","2023","Gobierno nacional","Porcentaje del total","95.93633"
"AUS","Australia","1990","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1990","Gobierno municipal local","Porcentaje del total","3.62833"
"AUS","Australia","1990","Gobierno nacional","Porcentaje del total","79.49614"
"AUS","Australia","1990","Gobierno provincial o regional","Porcentaje del total","16.87554"
"AUS","Australia","1991","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1991","Gobierno municipal local","Porcentaje del total","3.89866"
"AUS","Australia","1991","Gobierno nacional","Porcentaje del total","77.54540"
"AUS","Australia","1991","Gobierno provincial o regional","Porcentaje del total","18.55593"
"AUS","Australia","1992","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1992","Gobierno municipal local","Porcentaje del total","4.00518"
"AUS","Australia","1992","Gobierno nacional","Porcentaje del total","76.59547"
"AUS","Australia","1992","Gobierno provincial o regional","Porcentaje del total","19.39935"
"AUS","Australia","1993","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1993","Gobierno municipal local","Porcentaje del total","3.86087"
"AUS","Australia","1993","Gobierno nacional","Porcentaje del total","75.91397"
"AUS","Australia","1993","Gobierno provincial o regional","Porcentaje del total","20.22516"
"AUS","Australia","1994","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1994","Gobierno municipal local","Porcentaje del total","3.57098"
"AUS","Australia","1994","Gobierno nacional","Porcentaje del total","77.11940"
"AUS","Australia","1994","Gobierno provincial o regional","Porcentaje del total","19.30962"
"AUS","Australia","1995","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1995","Gobierno municipal local","Porcentaje del total","3.44035"
"AUS","Australia","1995","Gobierno nacional","Porcentaje del total","77.52649"
"AUS","Australia","1995","Gobierno provincial o regional","Porcentaje del total","19.03316"
"AUS","Australia","1996","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1996","Gobierno municipal local","Porcentaje del total","3.36343"
"AUS","Australia","1996","Gobierno nacional","Porcentaje del total","77.54748"
"AUS","Australia","1996","Gobierno provincial o regional","Porcentaje del total","19.08910"
"AUS","Australia","1997","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1997","Gobierno municipal local","Porcentaje del total","3.33962"
"AUS","Australia","1997","Gobierno nacional","Porcentaje del total","77.69275"
"AUS","Australia","1997","Gobierno provincial o regional","Porcentaje del total","18.96762"
"AUS","Australia","1998","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1998","Gobierno municipal local","Porcentaje del total","3.13282"
"AUS","Australia","1998","Gobierno nacional","Porcentaje del total","77.44180"
"AUS","Australia","1998","Gobierno provincial o regional","Porcentaje del total","19.42537"
"AUS","Australia","1999","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","1999","Gobierno municipal local","Porcentaje del total","3.04850"
"AUS","Australia","1999","Gobierno nacional","Porcentaje del total","77.74028"
"AUS","Australia","1999","Gobierno provincial o regional","Porcentaje del total","19.21122"
"AUS","Australia","2000","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2000","Gobierno municipal local","Porcentaje del total","2.97505"
"AUS","Australia","2000","Gobierno nacional","Porcentaje del total","81.80142"
"AUS","Australia","2000","Gobierno provincial o regional","Porcentaje del total","15.22354"
"AUS","Australia","2001","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2001","Gobierno municipal local","Porcentaje del total","3.09694"
"AUS","Australia","2001","Gobierno nacional","Porcentaje del total","81.61727"
"AUS","Australia","2001","Gobierno provincial o regional","Porcentaje del total","15.28579"
"AUS","Australia","2002","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2002","Gobierno municipal local","Porcentaje del total","3.02656"
"AUS","Australia","2002","Gobierno nacional","Porcentaje del total","81.73172"
"AUS","Australia","2002","Gobierno provincial o regional","Porcentaje del total","15.24172"
"AUS","Australia","2003","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2003","Gobierno municipal local","Porcentaje del total","2.97740"
"AUS","Australia","2003","Gobierno nacional","Porcentaje del total","81.30577"
"AUS","Australia","2003","Gobierno provincial o regional","Porcentaje del total","15.71683"
"AUS","Australia","2004","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2004","Gobierno municipal local","Porcentaje del total","2.93591"
"AUS","Australia","2004","Gobierno nacional","Porcentaje del total","82.12262"
"AUS","Australia","2004","Gobierno provincial o regional","Porcentaje del total","14.94146"
"AUS","Australia","2005","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2005","Gobierno municipal local","Porcentaje del total","2.92791"
"AUS","Australia","2005","Gobierno nacional","Porcentaje del total","82.13591"
"AUS","Australia","2005","Gobierno provincial o regional","Porcentaje del total","14.93618"
"AUS","Australia","2006","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2006","Gobierno municipal local","Porcentaje del total","2.95107"
"AUS","Australia","2006","Gobierno nacional","Porcentaje del total","81.60453"
"AUS","Australia","2006","Gobierno provincial o regional","Porcentaje del total","15.44440"
"AUS","Australia","2007","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2007","Gobierno municipal local","Porcentaje del total","2.92382"
"AUS","Australia","2007","Gobierno nacional","Porcentaje del total","81.74651"
"AUS","Australia","2007","Gobierno provincial o regional","Porcentaje del total","15.32967"
"AUS","Australia","2008","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2008","Gobierno municipal local","Porcentaje del total","3.23235"
"AUS","Australia","2008","Gobierno nacional","Porcentaje del total","81.71241"
"AUS","Australia","2008","Gobierno provincial o regional","Porcentaje del total","15.05524"
"AUS","Australia","2009","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2009","Gobierno municipal local","Porcentaje del total","3.50404"
"AUS","Australia","2009","Gobierno nacional","Porcentaje del total","79.94481"
"AUS","Australia","2009","Gobierno provincial o regional","Porcentaje del total","16.55114"
"AUS","Australia","2010","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2010","Gobierno municipal local","Porcentaje del total","3.48959"
"AUS","Australia","2010","Gobierno nacional","Porcentaje del total","80.15064"
"AUS","Australia","2010","Gobierno provincial o regional","Porcentaje del total","16.35977"
"AUS","Australia","2011","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2011","Gobierno municipal local","Porcentaje del total","3.41283"
"AUS","Australia","2011","Gobierno nacional","Porcentaje del total","81.08310"
"AUS","Australia","2011","Gobierno provincial o regional","Porcentaje del total","15.50407"
"AUS","Australia","2012","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2012","Gobierno municipal local","Porcentaje del total","3.40390"
"AUS","Australia","2012","Gobierno nacional","Porcentaje del total","81.14083"
"AUS","Australia","2012","Gobierno provincial o regional","Porcentaje del total","15.45527"
"AUS","Australia","2013","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2013","Gobierno municipal local","Porcentaje del total","3.44851"
"AUS","Australia","2013","Gobierno nacional","Porcentaje del total","80.67418"
"AUS","Australia","2013","Gobierno provincial o regional","Porcentaje del total","15.87731"
"AUS","Australia","2014","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2014","Gobierno municipal local","Porcentaje del total","3.57708"
"AUS","Australia","2014","Gobierno nacional","Porcentaje del total","79.70638"
"AUS","Australia","2014","Gobierno provincial o regional","Porcentaje del total","16.71654"
"AUS","Australia","2015","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2015","Gobierno municipal local","Porcentaje del total","3.60733"
"AUS","Australia","2015","Gobierno nacional","Porcentaje del total","79.32754"
"AUS","Australia","2015","Gobierno provincial o regional","Porcentaje del total","17.06513"
"AUS","Australia","2016","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2016","Gobierno municipal local","Porcentaje del total","3.59469"
"AUS","Australia","2016","Gobierno nacional","Porcentaje del total","79.51386"
"AUS","Australia","2016","Gobierno provincial o regional","Porcentaje del total","16.89145"
"AUS","Australia","2017","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2017","Gobierno municipal local","Porcentaje del total","3.43779"
"AUS","Australia","2017","Gobierno nacional","Porcentaje del total","80.55159"
"AUS","Australia","2017","Gobierno provincial o regional","Porcentaje del total","16.01062"
"AUS","Australia","2018","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2018","Gobierno municipal local","Porcentaje del total","3.39298"
"AUS","Australia","2018","Gobierno nacional","Porcentaje del total","81.11535"
"AUS","Australia","2018","Gobierno provincial o regional","Porcentaje del total","15.49167"
"AUS","Australia","2019","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2019","Gobierno municipal local","Porcentaje del total","3.56691"
"AUS","Australia","2019","Gobierno nacional","Porcentaje del total","80.85731"
"AUS","Australia","2019","Gobierno provincial o regional","Porcentaje del total","15.57577"
"AUS","Australia","2020","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2020","Gobierno municipal local","Porcentaje del total","3.40413"
"AUS","Australia","2020","Gobierno nacional","Porcentaje del total","80.82984"
"AUS","Australia","2020","Gobierno provincial o regional","Porcentaje del total","15.76603"
"AUS","Australia","2021","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2021","Gobierno municipal local","Porcentaje del total","3.06949"
"AUS","Australia","2021","Gobierno nacional","Porcentaje del total","80.39779"
"AUS","Australia","2021","Gobierno provincial o regional","Porcentaje del total","16.53272"
"AUS","Australia","2022","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2022","Gobierno municipal local","Porcentaje del total","2.89977"
"AUS","Australia","2022","Gobierno nacional","Porcentaje del total","81.56259"
"AUS","Australia","2022","Gobierno provincial o regional","Porcentaje del total","15.53764"
"AUS","Australia","2023","Fondos de seguridad social","Porcentaje del total","0.00000"
"AUS","Australia","2023","Gobierno municipal local","Porcentaje del total","2.89362"
"AUS","Australia","2023","Gobierno nacional","Porcentaje del total","80.76158"
"AUS","Australia","2023","Gobierno provincial o regional","Porcentaje del total","16.34480"
"AUT","Austria","1990","Fondos de seguridad social","Porcentaje del total","27.77478"
"AUT","Austria","1990","Gobierno municipal local","Porcentaje del total","11.19624"
"AUT","Austria","1990","Gobierno nacional","Porcentaje del total","50.37913"
"AUT","Austria","1990","Gobierno provincial o regional","Porcentaje del total","10.64985"
"AUT","Austria","1991","Fondos de seguridad social","Porcentaje del total","27.72516"
"AUT","Austria","1991","Gobierno municipal local","Porcentaje del total","11.27999"
"AUT","Austria","1991","Gobierno nacional","Porcentaje del total","50.19519"
"AUT","Austria","1991","Gobierno provincial o regional","Porcentaje del total","10.79966"
"AUT","Austria","1992","Fondos de seguridad social","Porcentaje del total","27.80951"
"AUT","Austria","1992","Gobierno municipal local","Porcentaje del total","11.13178"
"AUT","Austria","1992","Gobierno nacional","Porcentaje del total","50.53434"
"AUT","Austria","1992","Gobierno provincial o regional","Porcentaje del total","10.52438"
"AUT","Austria","1993","Fondos de seguridad social","Porcentaje del total","28.47361"
"AUT","Austria","1993","Gobierno municipal local","Porcentaje del total","10.82648"
"AUT","Austria","1993","Gobierno nacional","Porcentaje del total","50.43019"
"AUT","Austria","1993","Gobierno provincial o regional","Porcentaje del total","10.26972"
"AUT","Austria","1994","Fondos de seguridad social","Porcentaje del total","28.74742"
"AUT","Austria","1994","Gobierno municipal local","Porcentaje del total","11.01175"
"AUT","Austria","1994","Gobierno nacional","Porcentaje del total","49.78365"
"AUT","Austria","1994","Gobierno provincial o regional","Porcentaje del total","10.45718"
