"anio","geocodigoFundar","geonombreFundar","industry_gdp","prop_industry_gdp"
"2000","TLS","Timor-Leste","17691583","0.000244253990953019"
"2001","TLS","Timor-Leste","21219673","0.000292568231873983"
"2002","TLS","Timor-Leste","20123403","0.000271763177640297"
"2003","TLS","Timor-Leste","20175396","0.000260855522846026"
"2004","TLS","Timor-Leste","18629699","0.000224522484106525"
"2005","TLS","Timor-Leste","17222102","0.000198917222210714"
"2006","TLS","Timor-Leste","16787649","0.00018167429531314"
"2007","TLS","Timor-Leste","15983016","0.00016321017630747"
"2008","TLS","Timor-Leste","14812731","0.000149259201290049"
"2009","TLS","Timor-Leste","13749216","0.00014746073960748"
"2010","TLS","Timor-Leste","11866059","0.000116581300585174"
"2011","TLS","Timor-Leste","11519383","0.000108465021595316"
"2012","TLS","Timor-Leste","10280301","0.0000945963736035788"
"2013","TLS","Timor-Leste","10303042","0.0000917472817370207"
"2014","TLS","Timor-Leste","11370776","0.0000971566770745624"
"2015","TLS","Timor-Leste","15485448","0.000127519090399293"
"2016","TLS","Timor-Leste","18128329","0.000145372857335356"
"2017","TLS","Timor-Leste","24837514","0.000192444399667844"
"2018","TLS","Timor-Leste","25521908","0.000189965251135124"
"2019","TLS","Timor-Leste","35599533","0.000260951435546679"
"2020","TLS","Timor-Leste","31598063","0.000236931275048927"
"2021","TLS","Timor-Leste","25567226","0.0001756902072406"
"2022","TLS","Timor-Leste","36289624","0.000244077099110894"
"2023","TLS","Timor-Leste","27925045","0.000184666473113648"
"1970","TUR","Turquía","11904164199.0034","0.419754900040905"
"1971","TUR","Turquía","12939826930.9338","0.442079831004989"
"1972","TUR","Turquía","14350267322.484","0.461099627920489"
"1973","TUR","Turquía","16201451894.6563","0.477636357307756"
"1974","TUR","Turquía","17384159265.8908","0.505777286790688"
"1975","TUR","Turquía","18896580347.1082","0.565264653116832"
"1976","TUR","Turquía","20597272115.7101","0.576669783753018"
"1977","TUR","Turquía","21956692436.8034","0.591018540538904"
"1978","TUR","Turquía","22659307792.5437","0.588906514656671"
"1979","TUR","Turquía","21277089067.9919","0.53100490710963"
"1980","TUR","Turquía","20443027286.1374","0.508692181894909"
"1981","TUR","Turquía","22372850277.3015","0.550083626948806"
"1982","TUR","Turquía","23809187135.7478","0.595165382043572"
"1983","TUR","Turquía","25585351000.9376","0.627188224251562"
"1984","TUR","Turquía","27951996601.2756","0.64902930994518"
"1985","TUR","Turquía","29545260196.3025","0.65646707326543"
"1986","TUR","Turquía","32647512120.3545","0.709781938942773"
"1987","TUR","Turquía","35931851815.921","0.745438964188224"
"1988","TUR","Turquía","36497084441.2351","0.715035900636097"
"1989","TUR","Turquía","37599486560.3742","0.715470782876081"
"1990","TUR","Turquía","41239412212.4519","0.732408356325371"
"1991","TUR","Turquía","42221053693.6818","0.79247871150882"
"1992","TUR","Turquía","44656926820.6999","0.836114556784809"
"1993","TUR","Turquía","48808178345.4505","0.911681568504781"
"1994","TUR","Turquía","45078426454.192","0.805351926531957"
"1995","TUR","Turquía","51350612100.0085","0.868832272098633"
"1996","TUR","Turquía","55002775875.3357","0.902291399119578"
"1997","TUR","Turquía","61298110026.0136","0.955736589990733"
"1998","TUR","Turquía","62017695467.0584","0.948248882992865"
"1999","TUR","Turquía","58546064812.2846","0.862437451020592"
"2000","TUR","Turquía","62934741139.4323","0.868891251444343"
"2001","TUR","Turquía","57513528216.7474","0.792973165006275"
"2002","TUR","Turquía","60042518670.8515","0.81086413006376"
"2003","TUR","Turquía","65886665798.301","0.851874265833355"
"2004","TUR","Turquía","74765209033.8748","0.901059671282352"
"2005","TUR","Turquía","81886298077.946","0.945795986505221"
"2006","TUR","Turquía","89748751575.4666","0.971252210342674"
"2007","TUR","Turquía","95772323977.9418","0.977976739922927"
"2008","TUR","Turquía","96212963778.0698","0.969481598448193"
"2009","TUR","Turquía","87595968127.8035","0.939469293868037"
"2010","TUR","Turquía","95631511865.5479","0.939557609667379"
"2011","TUR","Turquía","114981115372.104","1.08264732250754"
"2012","TUR","Turquía","117473227447.853","1.08095485843024"
"2013","TUR","Turquía","129001921549.327","1.14874574334484"
"2014","TUR","Turquía","136241787327.76","1.16410694709529"
"2015","TUR","Turquía","144307461529.251","1.18833864102873"
"2016","TUR","Turquía","150093713605.147","1.20361628558566"
"2017","TUR","Turquía","164000959459.915","1.27070149565748"
"2018","TUR","Turquía","166332045540.015","1.2380464972614"
"2019","TUR","Turquía","162576061863.736","1.19171385559658"
"2020","TUR","Turquía","167481921542.855","1.25582714417631"
"2021","TUR","Turquía","198708556483.283","1.36546481300038"
"2022","TUR","Turquía","207303052768.196","1.39428084888655"
"2023","TUR","Turquía","212578086141.006","1.40576480463716"
"1990","UZB","Uzbekistán","6679118916.95972","0.118620568170831"
"1991","UZB","Uzbekistán","6949489528.24055","0.130440195712317"
"1992","UZB","Uzbekistán","5632730816.75156","0.105461986877102"
"1993","UZB","Uzbekistán","5278767052.77024","0.0986013981587067"
"1994","UZB","Uzbekistán","4697764989.6761","0.0839282641925093"
"1995","UZB","Uzbekistán","4453646801.82289","0.0753539619433661"
"1996","UZB","Uzbekistán","4533791701.6166","0.0743744509738965"
"1997","UZB","Uzbekistán","4647216958.68204","0.0724576220564222"
"1998","UZB","Uzbekistán","4675002532.12648","0.0714806620222197"
"1999","UZB","Uzbekistán","4731054608.56657","0.0696927913145621"
"2000","UZB","Uzbekistán","4792956033.45441","0.0661726335983382"
"2001","UZB","Uzbekistán","4921698606.60045","0.0678583811894621"
"2002","UZB","Uzbekistán","5089149188.96546","0.0687281050366478"
"2003","UZB","Uzbekistán","5243723106.42811","0.0677981305837612"
"2004","UZB","Uzbekistán","5574908415.99548","0.0671880037474398"
"2005","UZB","Uzbekistán","5789622847.0565","0.0668707974429697"
"2006","UZB","Uzbekistán","6157082009.44442","0.066631339221533"
"2007","UZB","Uzbekistán","6535561505.01584","0.0667377261902226"
"2008","UZB","Uzbekistán","7010464745.23392","0.0706403409705922"
"2009","UZB","Uzbekistán","7327372364.07915","0.0785862807149526"
"2010","UZB","Uzbekistán","7474485236.538","0.0734350983827304"
"2011","UZB","Uzbekistán","8082285329.0251","0.0761017541262597"
"2012","UZB","Uzbekistán","8588431119.19661","0.0790282734737169"
"2013","UZB","Uzbekistán","9658900637.62663","0.0860112846351805"
"2014","UZB","Uzbekistán","10427457401.9055","0.0890965675082939"
"2015","UZB","Uzbekistán","11041283754.088","0.0909224235011992"
"2016","UZB","Uzbekistán","11778835167.9417","0.0944556403651909"
"2017","UZB","Uzbekistán","12275474862.218","0.0951120305557653"
"2018","UZB","Uzbekistán","12991119713.539","0.0966958002869101"
"2019","UZB","Uzbekistán","13851301674.2318","0.101532709883607"
"2020","UZB","Uzbekistán","14941671573.5257","0.112036908631955"
"2021","UZB","Uzbekistán","16182148317.7672","0.111198805515571"
"2022","UZB","Uzbekistán","17060120554.8785","0.114743121491611"
"2023","UZB","Uzbekistán","18206595911.9391","0.120399012945661"
"1970","VNM","Vietnam","1684024922.86872","0.0593807092499893"
"1971","VNM","Vietnam","1748119479.08919","0.0597232380322501"
"1972","VNM","Vietnam","1782357117.84337","0.0572703062173167"
"1973","VNM","Vietnam","1757049509.41042","0.0517997234285512"
"1974","VNM","Vietnam","1800731200.97145","0.0523907384381644"
"1975","VNM","Vietnam","1854282446.56854","0.0554682542918724"
"1976","VNM","Vietnam","2058469432.33585","0.0576317638441991"
"1977","VNM","Vietnam","2337942454.58578","0.0629314884903675"
"1978","VNM","Vietnam","2377860204.75301","0.0617996532966771"
"1979","VNM","Vietnam","2539719401.99631","0.0633828932534922"
"1980","VNM","Vietnam","2451295789.33145","0.0609965924366979"
"1981","VNM","Vietnam","2586077370.85393","0.0635841567836722"
"1982","VNM","Vietnam","2811378545.21967","0.070276871545208"
"1983","VNM","Vietnam","3005127339.7173","0.073666391357228"
"1984","VNM","Vietnam","3219157047.51222","0.074746978076574"
"1985","VNM","Vietnam","3500454189.37108","0.0777767026429412"
"1986","VNM","Vietnam","3535926177.39025","0.0768737455060727"
"1987","VNM","Vietnam","3475082651.55491","0.0720937519589724"
"1988","VNM","Vietnam","4234922825.35495","0.082968870059407"
"1989","VNM","Vietnam","3711930072.95017","0.070633345245566"
"1990","VNM","Vietnam","3494822157.24605","0.0620677360446279"
"1991","VNM","Vietnam","3854324738.31079","0.0723447198763349"
"1992","VNM","Vietnam","4308757096.28267","0.0806731404585114"
"1993","VNM","Vietnam","4757036598.34389","0.0888560633571988"
"1994","VNM","Vietnam","5240475277.03743","0.0936240945454012"
"1995","VNM","Vietnam","5950451025.39503","0.100679303965001"
"1996","VNM","Vietnam","6759039984.15666","0.11087847016726"
"1997","VNM","Vietnam","7625891438.48631","0.118899970585805"
"1998","VNM","Vietnam","8403577654.66625","0.12849047460033"
"1999","VNM","Vietnam","9074974182.98565","0.133682727055117"
"2000","VNM","Vietnam","10135294127.1591","0.139930160011193"
"2001","VNM","Vietnam","11285356423.1209","0.15559791024019"
"2002","VNM","Vietnam","12593950182.1921","0.170079181963216"
"2003","VNM","Vietnam","14046575916.2868","0.181613630029338"
"2004","VNM","Vietnam","15572620268.1074","0.187679005798381"
"2005","VNM","Vietnam","17584644692.7572","0.203104631237559"
"2006","VNM","Vietnam","22096204159.8786","0.239122959971418"
"2007","VNM","Vietnam","27431710884.2885","0.28011824363063"
"2008","VNM","Vietnam","33284220986.4174","0.335385570695515"
"2009","VNM","Vietnam","37633005424.425","0.403615072563992"
"2010","VNM","Vietnam","33184832424.4656","0.32603334634905"
"2011","VNM","Vietnam","37363245304.2114","0.351807489063641"
"2012","VNM","Vietnam","40494959243.6614","0.372622970249129"
"2013","VNM","Vietnam","43127194785.025","0.384042197485855"
"2014","VNM","Vietnam","45929759124.3013","0.392443116929942"
"2015","VNM","Vietnam","50148764986.0912","0.412963505845894"
"2016","VNM","Vietnam","55735447392.9275","0.446948047024868"
"2017","VNM","Vietnam","62493948698.5184","0.484211521336612"
"2018","VNM","Vietnam","69668487506.0024","0.518558084500656"
"2019","VNM","Vietnam","76353057774.9554","0.559682623779169"
"2020","VNM","Vietnam","80164709285.1846","0.601097819979199"
"2021","VNM","Vietnam","84465595988.8999","0.580421906701597"
"2022","VNM","Vietnam","91387100505.0103","0.614652231927744"
"2023","VNM","Vietnam","94696999920.957","0.626224988709832"
