"anio","geocodigoFundar","geonombreFundar","industry_gdp","prop_industry_gdp"
"2002","CHN","China","771743882349.141","10.4222715110194"
"2003","CHN","China","870151261805.58","11.2505232786223"
"2004","CHN","China","1049299938247.69","12.6460136960986"
"2005","CHN","China","1149110593198.33","13.2723570683716"
"2006","CHN","China","1300132195677.7","14.0699034429223"
"2007","CHN","China","1516298880762.3","15.48364887228"
"2008","CHN","China","1658872775445.31","16.7154878803087"
"2009","CHN","China","1871822990974.28","20.0753557630742"
"2010","CHN","China","2076477480186.37","20.4009136711651"
"2011","CHN","China","2302018977244.49","21.6755131832713"
"2012","CHN","China","2523464286605.88","23.2201927191683"
"2013","CHN","China","2735828384656.88","24.362204637354"
"2014","CHN","China","2986278895210.48","25.5160188079112"
"2015","CHN","China","3202510843017.23","26.3719376859766"
"2016","CHN","China","3404166535738.12","27.2983470316349"
"2017","CHN","China","3600631194771.78","27.8981748617501"
"2018","CHN","China","3819861916374.72","28.4320838491236"
"2019","CHN","China","3988407309154.29","29.2357939883278"
"2020","CHN","China","4081478900734.89","30.6040911443341"
"2021","CHN","China","4511268232770.7","31.0000643297564"
"2022","CHN","China","4627011538045.29","31.1203983198815"
"2023","CHN","China","4822678648045.24","31.8920544942725"
"1990","GEO","Georgia","3224541533.63223","0.0572675757933665"
"1991","GEO","Georgia","2943994505.03033","0.0552580470625397"
"1992","GEO","Georgia","790698557.963339","0.0148043007302387"
"1993","GEO","Georgia","314927459.911737","0.00588248876213839"
"1994","GEO","Georgia","288182552.98522","0.00514854648875975"
"1995","GEO","Georgia","327818001.053868","0.00554655235921554"
"1996","GEO","Georgia","637082214.34111","0.0104509962158075"
"1997","GEO","Georgia","655574716.156344","0.0102214692008858"
"1998","GEO","Georgia","610295146.924924","0.00933139625729751"
"1999","GEO","Georgia","599073938.332209","0.00882491081176283"
"2000","GEO","Georgia","610064174.445369","0.00842268378955914"
"2001","GEO","Georgia","602622894.570195","0.00830871968437889"
"2002","GEO","Georgia","683378781.721644","0.00922891566861871"
"2003","GEO","Georgia","737433496.48135","0.00953456379685513"
"2004","GEO","Georgia","792741030.034617","0.00955400220457332"
"2005","GEO","Georgia","900158835.337805","0.010396936162254"
"2006","GEO","Georgia","1044495619.5322","0.0113034294222005"
"2007","GEO","Georgia","1209966507.09377","0.0123555433435659"
"2008","GEO","Georgia","1183592100.6373","0.0119263633150656"
"2009","GEO","Georgia","1104028701.95771","0.0118407397875319"
"2010","GEO","Georgia","1237871728.99508","0.0121618050377016"
"2011","GEO","Georgia","1410590634.04608","0.0132819391094088"
"2012","GEO","Georgia","1489211375.3757","0.0137032948392989"
"2013","GEO","Georgia","1557800320.7815","0.0138720141993754"
"2014","GEO","Georgia","1558689082.88765","0.0133180929679523"
"2015","GEO","Georgia","1406479211.95941","0.0115820317096786"
"2016","GEO","Georgia","1385018997.02677","0.0111066038718478"
"2017","GEO","Georgia","1569008624.77794","0.0121568898911968"
"2018","GEO","Georgia","1627390170.397","0.0121130278509858"
"2019","GEO","Georgia","1660954509.08866","0.0121751165534788"
"2020","GEO","Georgia","1562722732.61301","0.0117177400901424"
"2021","GEO","Georgia","1674316829.66022","0.011505396431722"
"2022","GEO","Georgia","1898642780.19168","0.0127699097140557"
"2023","GEO","Georgia","1960925797.7572","0.0129674724287603"
"1970","HKG","Hong Kong","3193578361.84569","0.112609347757616"
"1971","HKG","Hong Kong","3427048239.74878","0.117082625197426"
"1972","HKG","Hong Kong","3792050168.79539","0.121845320550079"
"1973","HKG","Hong Kong","4252659593.52868","0.125373012883671"
"1974","HKG","Hong Kong","4361156067.07123","0.126884116116098"
"1975","HKG","Hong Kong","4386567959.06377","0.131218017768651"
"1976","HKG","Hong Kong","5066160874.60439","0.141839262966663"
"1977","HKG","Hong Kong","5710647505.87459","0.153716164862648"
"1978","HKG","Hong Kong","6180082149.29082","0.160617909079658"
"1979","HKG","Hong Kong","6716703051.2497","0.167626420532178"
"1980","HKG","Hong Kong","7795241203.05284","0.193972164712953"
"1981","HKG","Hong Kong","8284880836.7819","0.203701238020591"
"1982","HKG","Hong Kong","7659057240.4127","0.191455747841962"
"1983","HKG","Hong Kong","8930361822.92814","0.218915025767713"
"1984","HKG","Hong Kong","10335210404.4523","0.239977650706848"
"1985","HKG","Hong Kong","9457651028.17038","0.210139848123788"
"1986","HKG","Hong Kong","10852716284.7489","0.235946371012519"
"1987","HKG","Hong Kong","12055053099.9591","0.250093046751513"
"1988","HKG","Hong Kong","12350441083.7942","0.241964773318342"
"1989","HKG","Hong Kong","11738439403.4671","0.223367689243745"
"1990","HKG","Hong Kong","11121669254.0216","0.197519873851958"
"1991","HKG","Hong Kong","9981165699.00299","0.18734400590494"
"1992","HKG","Hong Kong","9286986582.49236","0.173880856187528"
"1993","HKG","Hong Kong","7918354995.38989","0.147905915502122"
"1994","HKG","Hong Kong","7033330526.84399","0.12565448120701"
"1995","HKG","Hong Kong","6521385340.27969","0.110339289264772"
"1996","HKG","Hong Kong","6016716104.97311","0.0987010401941527"
"1997","HKG","Hong Kong","5561692735.34657","0.0867157771618174"
"1998","HKG","Hong Kong","4853850290.91974","0.0742152394073399"
"1999","HKG","Hong Kong","4668545862.19566","0.0687719799148639"
"2000","HKG","Hong Kong","5159639279.00907","0.0712351453103954"
"2001","HKG","Hong Kong","4697901068.2735","0.064772751637769"
"2002","HKG","Hong Kong","4242982052.92511","0.0573007599844657"
"2003","HKG","Hong Kong","3797242723.67484","0.0490960244873245"
"2004","HKG","Hong Kong","3885629986.96248","0.0468290602543616"
"2005","HKG","Hong Kong","3946740468.70141","0.0455852979398621"
"2006","HKG","Hong Kong","4017161774.91129","0.0434733317700348"
"2007","HKG","Hong Kong","3983065797.97541","0.0406729788127484"
"2008","HKG","Hong Kong","3702429680.11852","0.0373072120790597"
"2009","HKG","Hong Kong","3399631177.2533","0.0364611427873719"
"2010","HKG","Hong Kong","3513328146.49719","0.034517641004578"
"2011","HKG","Hong Kong","3539162405.94476","0.0333242958229733"
"2012","HKG","Hong Kong","3511229932.53191","0.0323093281515646"
"2013","HKG","Hong Kong","3514246115.107","0.0312939157596322"
"2014","HKG","Hong Kong","3500083170.84133","0.0299061779392665"
"2015","HKG","Hong Kong","3446447576.35373","0.028380700386936"
"2016","HKG","Hong Kong","3431235525.10541","0.0275154159258227"
"2017","HKG","Hong Kong","3446185299.60807","0.0267015072896274"
"2018","HKG","Hong Kong","3489985516.13339","0.0259767402590051"
"2019","HKG","Hong Kong","3504673013.89039","0.0256899284071058"
"2020","HKG","Hong Kong","3300228290.64792","0.0247460515809388"
"2021","HKG","Hong Kong","3480805830.03527","0.0239190398537247"
"2022","HKG","Hong Kong","3488018440.54094","0.0234597476846973"
"2023","HKG","Hong Kong","3618632259.87994","0.0239297754731389"
"1970","IDN","Indonesia","3805738554.36305","0.134194839701742"
"1971","IDN","Indonesia","4286923888.82272","0.146459655018372"
"1972","IDN","Indonesia","4934336884.27757","0.158549025620583"
"1973","IDN","Indonesia","5686735770.88721","0.167651132518201"
"1974","IDN","Indonesia","6605362318.49212","0.192177382904643"
"1975","IDN","Indonesia","7419002974.94213","0.221929050974833"
"1976","IDN","Indonesia","8136406564.50021","0.227798117523448"
"1977","IDN","Indonesia","9256256070.15186","0.249154965811963"
"1978","IDN","Indonesia","10813546788.9487","0.281039836205947"
"1979","IDN","Indonesia","12204609846.7503","0.304586200549969"
"1980","IDN","Indonesia","14916745368.2504","0.371179456053047"
"1981","IDN","Indonesia","16430291965.7327","0.403973319640352"
"1982","IDN","Indonesia","16631514923.7795","0.415742959939724"
"1983","IDN","Indonesia","20642853591.5868","0.506029981262241"
"1984","IDN","Indonesia","25196546941.469","0.5850493511321"
"1985","IDN","Indonesia","28016791288.2581","0.622505974125519"
"1986","IDN","Indonesia","30618007782.6709","0.665658958956321"
"1987","IDN","Indonesia","33865877936.4806","0.702578456006801"
"1988","IDN","Indonesia","37927280113.4025","0.743055707319029"
"1989","IDN","Indonesia","42206693325.9406","0.803140113842578"
"1990","IDN","Indonesia","47248731092.6478","0.839133334387749"
"1991","IDN","Indonesia","52242832458.8074","0.98058501459717"
"1992","IDN","Indonesia","57560286635.9345","1.07770500514385"
"1993","IDN","Indonesia","64109270521.6802","1.19748866452728"
"1994","IDN","Indonesia","72034464888.6066","1.28693700375034"
"1995","IDN","Indonesia","79868144309.0327","1.35133776308592"
"1996","IDN","Indonesia","89126842182.1063","1.46207862879269"
"1997","IDN","Indonesia","93807178017.4081","1.46260549300727"
"1998","IDN","Indonesia","83079011574.8148","1.27027583551237"
"1999","IDN","Indonesia","86336072099.3066","1.27180985077638"
"2000","IDN","Indonesia","91503616078.3572","1.26331959179524"
"2001","IDN","Indonesia","94523560348.2167","1.30325245452705"
"2002","IDN","Indonesia","99522114980.0612","1.34402944732879"
"2003","IDN","Indonesia","104829875683.178","1.35538613622351"
"2004","IDN","Indonesia","111521114049.781","1.34403661362343"
"2005","IDN","Indonesia","116648998926.325","1.34730910547883"
"2006","IDN","Indonesia","121997575780.064","1.32024583131054"
"2007","IDN","Indonesia","127689293062.859","1.30389608778252"
"2008","IDN","Indonesia","132359182760.924","1.33370584413496"
"2009","IDN","Indonesia","135211804543.559","1.45015051779354"
"2010","IDN","Indonesia","141269680665.935","1.38794212175137"
"2011","IDN","Indonesia","150112450511.553","1.41343943390557"
"2012","IDN","Indonesia","158548433818.956","1.45891709589051"
"2013","IDN","Indonesia","165475263349.766","1.47353622425869"
"2014","IDN","Indonesia","173160391174.646","1.47955497561996"
"2015","IDN","Indonesia","180657039369.112","1.48766902543462"
"2016","IDN","Indonesia","188346733737.085","1.51037102499307"
"2017","IDN","Indonesia","196432895563.277","1.52198849940018"
"2018","IDN","Indonesia","204828452357.274","1.52458383564694"
"2019","IDN","Indonesia","212607395094.066","1.55845316728274"
"2020","IDN","Indonesia","206374157155.69","1.54745220275196"
"2021","IDN","Indonesia","213368849812.606","1.4662058935242"
"2022","IDN","Indonesia","223807584446.279","1.50528718541323"
"2023","IDN","Indonesia","234191735349.101","1.54869443538169"
"1970","IND","India","20209924188.619","0.712625814447203"
"1971","IND","India","20870297790.3401","0.713018633821213"
"1972","IND","India","21688496529.5831","0.696889992026609"
"1973","IND","India","22653444958.0935","0.667848104022351"
"1974","IND","India","23313818559.8146","0.67829566650655"
"1975","IND","India","23805291575.7766","0.712101853232173"
"1976","IND","India","25893013570.3195","0.724936702900637"
"1977","IND","India","27504491290.2503","0.740351232200224"
"1978","IND","India","30490709023.8291","0.792441558454959"
"1979","IND","India","29906479128.8054","0.746365591694456"
"1980","IND","India","29964625232.1067","0.745621985219374"
"1981","IND","India","32370766363.7572","0.795903443136782"
"1982","IND","India","34483408116.8552","0.861992080998776"
"1983","IND","India","37901568332.0805","0.92910264696684"
"1984","IND","India","40360317842.8874","0.937143403829046"
"1985","IND","India","41975948855.9137","0.932664938805636"
"1986","IND","India","44917864796.5094","0.976548811771742"
"1987","IND","India","48203119632.7678","1.00001758199866"
"1988","IND","India","52421480983.8224","1.0270201426171"
"1989","IND","India","58540666140.2473","1.11395500484284"
"1990","IND","India","62109729337.8354","1.10306336428341"
"1991","IND","India","59807420533.5011","1.12257045754753"
"1992","IND","India","62306318544.2132","1.16656527045968"
"1993","IND","India","67518701375.4289","1.26117297674345"
"1994","IND","India","75588039770.6379","1.35042365584605"
"1995","IND","India","86850572150.0605","1.46947771113698"
"1996","IND","India","95237884874.6107","1.56232704668339"
"1997","IND","India","96677646812.5719","1.50736074005812"
"1998","IND","India","99308063895.7937","1.51841760568787"
"1999","IND","India","103261490921.259","1.52113685700751"
"2000","IND","India","110004586033.208","1.51874816186577"
"2001","IND","India","113930569495.956","1.57082841351173"
"2002","IND","India","118934437980.421","1.6061896090051"
"2003","IND","India","127089861307.03","1.64319412712763"
"2004","IND","India","139401452584.821","1.68004649041307"
"2005","IND","India","152434205984.331","1.76063228659887"
"2006","IND","India","179548947221.153","1.94306114338102"
"2007","IND","India","192082475191.455","1.96144548948537"
"2008","IND","India","201040593162.435","2.02576812893603"
"2009","IND","India","223089979868.343","2.39264649201842"
"2010","IND","India","240256938362.171","2.36046916241306"
"2011","IND","India","247765100971.886","2.33292417028597"
"2012","IND","India","261275938332.675","2.40418605215386"
"2013","IND","India","274250502826.69","2.44216593015538"
"2014","IND","India","295904416862.047","2.52833138864072"
"2015","IND","India","334547739285.659","2.75492342287076"
"2016","IND","India","361066741146.447","2.89542979108688"
"2017","IND","India","388244464401.487","3.00817033766373"
"2018","IND","India","409254534445.408","3.04617273967566"
"2019","IND","India","397079363707.139","2.9106682378485"
"2020","IND","India","409284038682.754","3.0689282802645"
"2021","IND","India","450029163814.307","3.09246365072416"
"2022","IND","India","440123768403.218","2.96018863798678"
"2023","IND","India","483530020591.625","3.19755200205497"
"1970","IRN","Irán","2877706999.76192","0.101471350179562"
"1971","IRN","Irán","3341946305.33474","0.114175179140786"
"1972","IRN","Irán","3905665462.10167","0.1254959821226"
"1973","IRN","Irán","4622208738.0945","0.136267722098889"
"1974","IRN","Irán","5375516306.91998","0.156396062140758"
"1975","IRN","Irán","5815966952.42462","0.173976480480203"
"1976","IRN","Irán","7562631296.21797","0.211733909699016"
"1977","IRN","Irán","7938924646.3872","0.213695740898177"
"1978","IRN","Irán","7109205017.94882","0.184765447710526"
"1979","IRN","Irán","6192981171.08081","0.15455607583222"
"1980","IRN","Irán","6954939161.74921","0.173062586456344"
"1981","IRN","Irán","7513612239.10779","0.184737975749501"
"1982","IRN","Irán","7184896209.07483","0.179603002523216"
"1983","IRN","Irán","8039846234.55524","0.197085311939692"
"1984","IRN","Irán","9027436061.6278","0.209611881441955"
"1985","IRN","Irán","8837126781.08245","0.196352400199162"
"1986","IRN","Irán","8275570229.7762","0.179917240305901"
"1987","IRN","Irán","9195398419.07885","0.190766908088466"
"1988","IRN","Irán","9384265962.65037","0.183852687608964"
"1989","IRN","Irán","9717358171.70085","0.184909063782835"
"1990","IRN","Irán","12450307152.8219","0.221116366803865"
"1991","IRN","Irán","15088289469.0474","0.283203453046273"
"1992","IRN","Irán","14950810784.6879","0.279925006550573"
"1993","IRN","Irán","14167953719.4743","0.26464135125169"
"1994","IRN","Irán","14639318453.1966","0.261539815090425"
"1995","IRN","Irán","14637577536.795","0.247662086764325"
"1996","IRN","Irán","16755066819.0471","0.274857994744938"
"1997","IRN","Irán","19054465267.2576","0.297089904581026"
"1998","IRN","Irán","18380771153.7687","0.28104149281662"
"1999","IRN","Irán","20301217967.5267","0.299055636491787"
"2000","IRN","Irán","22636590528.9364","0.312525881842344"
"2001","IRN","Irán","25382036542.7607","0.3499572096458"
"2002","IRN","Irán","28758315863.7339","0.388376225567399"
"2003","IRN","Irán","31563357798.3783","0.408094899414721"
"2004","IRN","Irán","32755669129.8463","0.394766668082211"
"2005","IRN","Irán","37230036192.8786","0.430011120726828"
"2006","IRN","Irán","41328826910.911","0.447256522051331"
"2007","IRN","Irán","43349102272.6321","0.442658295823943"
"2008","IRN","Irán","45976104966.0902","0.463274240628961"
"2009","IRN","Irán","51122664190.6786","0.54829205332597"
"2010","IRN","Irán","58102918569.5205","0.570847811782258"
"2011","IRN","Irán","63137193878.2125","0.594491657883759"
"2012","IRN","Irán","60426843162.3461","0.556030434465893"
"2013","IRN","Irán","57110228397.5826","0.508559337607147"
"2014","IRN","Irán","61097761205.3487","0.522044885538752"
"2015","IRN","Irán","56117877497.4229","0.462117769767484"
"2016","IRN","Irán","60593611793.0934","0.485906146265952"
"2017","IRN","Irán","63684142132.1744","0.493433300167961"
"2018","IRN","Irán","61616941575.9427","0.458628633119914"
"2019","IRN","Irán","61848821394.1062","0.453363776700726"
"2020","IRN","Irán","66299047652.5768","0.497129140316437"
"2021","IRN","Irán","68467139136.3601","0.470485373111581"
"2022","IRN","Irán","74964595534.8251","0.504197591415155"
"2023","IRN","Irán","80537925077.233","0.532591964521592"
"1970","IRQ","Iraq","1830186145.77031","0.0645345267279143"
"1971","IRQ","Iraq","2131890981.85935","0.0728345139399349"
"1972","IRQ","Iraq","2309157247.42199","0.0741973319150596"
"1973","IRQ","Iraq","2496989051.99061","0.0736139429222089"
"1974","IRQ","Iraq","2674255317.55325","0.0778051775763194"
"1975","IRQ","Iraq","3176705394.77705","0.0950266789042504"
"1976","IRQ","Iraq","3919814971.60362","0.109744573909008"
"1977","IRQ","Iraq","4377654995.24122","0.117835383162428"
"1978","IRQ","Iraq","4815537889.64272","0.12515393942086"
"1979","IRQ","Iraq","5654911266.30954","0.141127652475598"
"1980","IRQ","Iraq","6423847716.26629","0.159847221510291"
"1981","IRQ","Iraq","6078706775.36902","0.149457803932373"
"1982","IRQ","Iraq","6144447906.96931","0.153594604685498"
"1983","IRQ","Iraq","6209015089.78951","0.152205109414896"
"1984","IRQ","Iraq","6129186572.84721","0.142316192601381"
"1985","IRQ","Iraq","6848817174.10375","0.152174085986779"
"1986","IRQ","Iraq","6772510503.49748","0.147239569709379"
"1987","IRQ","Iraq","9235455040.90998","0.191597919160193"
"1988","IRQ","Iraq","8671959627.202","0.169897474202364"
"1989","IRQ","Iraq","7233872373.47111","0.13765146292523"
"1990","IRQ","Iraq","5578604595.70538","0.0990755300167945"
"1991","IRQ","Iraq","1904991607.74916","0.0357562202425584"
"1992","IRQ","Iraq","2383999139.98745","0.0446357715637077"
"1993","IRQ","Iraq","3485908385.02729","0.0651128260028963"
"1994","IRQ","Iraq","3471486157.13743","0.0620200899740958"
"1995","IRQ","Iraq","2727416634.1655","0.0461468226825913"
"1996","IRQ","Iraq","3868315597.31195","0.0634576680356204"
"1997","IRQ","Iraq","5827142129.23347","0.0908545621654808"
"1998","IRQ","Iraq","5908306747.17503","0.0903378500473918"
"1999","IRQ","Iraq","6241490914.10043","0.091942909088494"
"2000","IRQ","Iraq","5962189140.59795","0.082315329974022"
"2001","IRQ","Iraq","6511584936.82729","0.0897790880973905"
"2002","IRQ","Iraq","5935247943.88544","0.0801545266132843"
"2003","IRQ","Iraq","4242044884.7398","0.0548470442089519"
"2004","IRQ","Iraq","3296374777.38442","0.0397274402320962"
"2005","IRQ","Iraq","3260225829.89839","0.0376559763647322"
"2006","IRQ","Iraq","3602617747.59941","0.0389871768570891"
"2007","IRQ","Iraq","3826339986.87587","0.0390725770324156"
"2008","IRQ","Iraq","4082704714.21855","0.0411390205322285"
"2009","IRQ","Iraq","5552019270.86272","0.0595455673979081"
"2010","IRQ","Iraq","5904042613.64114","0.0580058608008417"
"2011","IRQ","Iraq","6041790859.90402","0.056888721912786"
"2012","IRQ","Iraq","6168668459.75329","0.0567623133073084"
"2013","IRQ","Iraq","5584995340.02969","0.0497336748662824"
"2014","IRQ","Iraq","4346292263.84188","0.0371365431831349"
"2015","IRQ","Iraq","3627684380.35409","0.0298731436403053"
"2016","IRQ","Iraq","3762212707.76718","0.0301695545812028"
"2017","IRQ","Iraq","4054718066.95865","0.0314165010321974"
"2018","IRQ","Iraq","4564045327.3514","0.0339712068863502"
"2019","IRQ","Iraq","4868548872.84917","0.0356874012195372"
"2020","IRQ","Iraq","4566454267.81655","0.0342405745607378"
"2021","IRQ","Iraq","6106891728.576","0.041964704085982"
"2022","IRQ","Iraq","8242924493.13791","0.0554403401499899"
"2023","IRQ","Iraq","9138127380.44162","0.0604298311501169"
"1970","ISR","Israel","10199196834.8699","0.359635735558549"
"1971","ISR","Israel","10973587944.5135","0.374904697715214"
"1972","ISR","Israel","11934590959.9931","0.383479647268584"
"1973","ISR","Israel","11647465793.7481","0.343379912477316"
"1974","ISR","Israel","12120714773.1229","0.352641858495984"
"1975","ISR","Israel","11842410769.0065","0.354249080650929"
"1976","ISR","Israel","13204134386.1756","0.369681250912539"
"1977","ISR","Israel","12872457230.1359","0.346493940615219"
"1978","ISR","Israel","12978162090.5622","0.337297338178941"
"1979","ISR","Israel","11742921288.0237","0.293063999864678"
"1980","ISR","Israel","11376788476.5662","0.283093265596027"
"1981","ISR","Israel","14181648538.7419","0.348685686786141"
"1982","ISR","Israel","14561642848.3341","0.364001747711855"
"1983","ISR","Israel","15458055147.8067","0.378932075552933"
"1984","ISR","Israel","17206920376.9135","0.399534810261109"
"1985","ISR","Israel","16421507802.6671","0.36487000263993"
"1986","ISR","Israel","15860689738.4332","0.344823552680332"
"1987","ISR","Israel","17953466814.6306","0.372461006865111"
"1988","ISR","Israel","17720965855.7523","0.347181890685309"
"1989","ISR","Israel","18694334276.4033","0.355729591110467"
"1990","ISR","Israel","19306188502.7229","0.342876220333654"
"1991","ISR","Israel","19419337860.1261","0.364496157708403"
"1992","ISR","Israel","21029574588.654","0.393738098171484"
"1993","ISR","Israel","21993847518.4598","0.410820196180369"
"1994","ISR","Israel","22550916994.64","0.402885057781485"
"1995","ISR","Israel","23759901249.4319","0.402008235991011"
"1996","ISR","Israel","25017362770.1214","0.410396582661513"
"1997","ISR","Israel","26793332579.9923","0.417751351609735"
"1998","ISR","Israel","28362388881.0943","0.433660157362545"
"1999","ISR","Israel","29248889224.3043","0.430863074207845"
"2000","ISR","Israel","33667864852.2791","0.46482614681999"
"2001","ISR","Israel","31086078684.1045","0.428602225703664"
"2002","ISR","Israel","29431204325.8866","0.397463471232166"
"2003","ISR","Israel","29968122302.8172","0.387469480748484"
"2004","ISR","Israel","30601117261.9528","0.368800315243349"
"2005","ISR","Israel","33918058615.068","0.391757405831733"
"2006","ISR","Israel","35092357185.541","0.379766056733744"
"2007","ISR","Israel","36744906163.8867","0.375219709059252"
"2008","ISR","Israel","35242285152.0947","0.355115834712573"
"2009","ISR","Israel","33124934185.3266","0.355265878026598"
"2010","ISR","Israel","38075674096.9084","0.374084740929976"
"2011","ISR","Israel","39162355940.6544","0.368747682304386"
"2012","ISR","Israel","39320579106.7279","0.361816661933256"
"2013","ISR","Israel","39414729592.1273","0.350983165988976"
"2014","ISR","Israel","39024827339.308","0.333444485028612"
"2015","ISR","Israel","39108131878.0499","0.322046440264727"
"2016","ISR","Israel","37766527276.1031","0.30285350523817"
"2017","ISR","Israel","39179671213.3271","0.303569363094561"
"2018","ISR","Israel","42669586391.75","0.317599244333169"
"2019","ISR","Israel","44189354681.3602","0.323916483398315"
"2020","ISR","Israel","48152931699.4126","0.361064395146175"
"2021","ISR","Israel","49857761526.3497","0.342607385530085"
"2022","ISR","Israel","52482029209.8967","0.352984132461797"
"2023","ISR","Israel","52764958620.9854","0.348931176745641"
"1970","JOR","Jordania","538780043.466227","0.018998021155331"
"1971","JOR","Jordania","525397039.512572","0.0179498099687086"
"1972","JOR","Jordania","580617340.732073","0.0186562684693877"
"1973","JOR","Jordania","638805761.861129","0.0188326860522415"
"1974","JOR","Jordania","414453053.815809","0.0120581581113542"
"1975","JOR","Jordania","517128318.666473","0.0154691671349218"
"1976","JOR","Jordania","461400352.299308","0.0129180038933925"
"1977","JOR","Jordania","473194694.83903","0.0127372025062274"
"1978","JOR","Jordania","566519203.434036","0.0147236117111307"
"1979","JOR","Jordania","754198450.938771","0.0188222682672055"
"1980","JOR","Jordania","908519603.45441","0.0226070636656105"
"1981","JOR","Jordania","983406572.911373","0.0241791210188902"
"1982","JOR","Jordania","981985566.988773","0.0245469873375327"
"1983","JOR","Jordania","958894234.475056","0.0235059183727217"
"1984","JOR","Jordania","1144335398.25012","0.0265708108249492"
"1985","JOR","Jordania","1183199888.19717","0.0262895558384687"
"1986","JOR","Jordania","1131333202.29545","0.024596051023899"
"1987","JOR","Jordania","1159611203.11773","0.0240571896639662"
"1988","JOR","Jordania","1037795542.60085","0.0203320643783077"
"1989","JOR","Jordania","1260395988.93423","0.0239837451899415"
"1990","JOR","Jordania","1295032987.70481","0.0229996726681188"
"1991","JOR","Jordania","1301818287.8523","0.0244348065507942"
"1992","JOR","Jordania","1752951879.08428","0.0328206324929253"
"1993","JOR","Jordania","1786734676.72409","0.0333741829299298"
"1994","JOR","Jordania","2087026219.27914","0.0372859196433388"
"1995","JOR","Jordania","2102040796.4773","0.0355657081105581"
"1996","JOR","Jordania","1944387736.6007","0.0318966507302244"
"1997","JOR","Jordania","2167322239.34131","0.0337920559958552"
"1998","JOR","Jordania","2353650238.69711","0.0359872483650397"
"1999","JOR","Jordania","2536276387.23176","0.0373616868956307"
"2000","JOR","Jordania","2748468713.80881","0.0379459798683539"
"2001","JOR","Jordania","2954241918.56419","0.0407318875574721"
"2002","JOR","Jordania","3560357874.25734","0.0480820351033484"
"2003","JOR","Jordania","3664239980.13267","0.0473763804116073"
"2004","JOR","Jordania","4267067744.29382","0.0514260938837323"
"2005","JOR","Jordania","4774009642.59478","0.05514035028431"
"2006","JOR","Jordania","5310941162.78927","0.0574744857483791"
"2007","JOR","Jordania","5797837049.22916","0.0592044709838663"
"2008","JOR","Jordania","6095034327.20091","0.0614160856302216"
"2009","JOR","Jordania","6216032522.69608","0.0666671287454435"
"2010","JOR","Jordania","6340576387.74692","0.0622947047324795"
"2011","JOR","Jordania","6587379959.80078","0.062025918367012"
"2012","JOR","Jordania","6743969560.71423","0.0620560686050425"
"2013","JOR","Jordania","6877002430.90848","0.0612388340778128"
"2014","JOR","Jordania","6986464489.85112","0.0596952815123051"
"2015","JOR","Jordania","7085197183.09859","0.0583449636128298"
"2016","JOR","Jordania","7180832159.21622","0.0575838009686869"
"2017","JOR","Jordania","7271454465.79647","0.0563402073726969"
"2018","JOR","Jordania","7396785284.76334","0.0550559219245151"
"2019","JOR","Jordania","7565371499.28872","0.0554556306450233"
"2020","JOR","Jordania","7489577112.73681","0.0561589821153909"
"2021","JOR","Jordania","7663379205.63523","0.0526604130147463"
"2022","JOR","Jordania","7918754030.03841","0.0532600313583981"
"2023","JOR","Jordania","8197253716.92712","0.0542078959272107"
"1970","JPN","Japón","290091333621.749","10.2289633032216"
"1971","JPN","Japón","303939786573.396","10.383883045827"
"1972","JPN","Japón","331481719007.583","10.6510975622985"
"1973","JPN","Japón","373423714940.61","11.0089357482456"
"1974","JPN","Japón","363691856094.076","10.5813043581608"
"1975","JPN","Japón","345019037484.826","10.3207597861699"
"1976","JPN","Japón","374718723125.13","10.4911448379593"
"1977","JPN","Japón","386750245749.12","10.4103369145241"
"1978","JPN","Japón","397978400159.606","10.3433023944251"
"1979","JPN","Japón","432658018694.712","10.797695600797"
"1980","JPN","Japón","447734384037.74","11.1411572042452"
"1981","JPN","Japón","463674234047.734","11.4004072447782"
"1982","JPN","Japón","475846864315.215","11.8948865906129"
"1983","JPN","Japón","485090846519.806","11.8913071240764"
"1984","JPN","Japón","510449381167.637","11.8523415105902"
"1985","JPN","Japón","561744556696.975","12.4814201197592"
"1986","JPN","Japón","559400367683.51","12.161792793153"
"1987","JPN","Japón","579285951558.716","12.0178142198444"
"1988","JPN","Japón","625750445988.216","12.2594459412518"
"1989","JPN","Japón","666024756746.388","12.6736106717583"
"1990","JPN","Japón","715811773815.576","12.7127545367952"
"1991","JPN","Japón","751757911200.105","14.110309637383"
"1992","JPN","Japón","736896134023.682","13.7969544337309"
"1993","JPN","Japón","709925890018.891","13.2606126857202"
"1994","JPN","Japón","699490119578.732","12.4967919180864"
"1995","JPN","Japón","734122146862.287","12.4210595895931"
"1996","JPN","Japón","763714685442.844","12.5283348174686"
"1997","JPN","Japón","781748619688.376","12.1887242476784"
"1998","JPN","Japón","749978361071.573","11.4671488161421"
"1999","JPN","Japón","743153571534.611","10.9473364948805"
"2000","JPN","Japón","781661874391.03","10.7918003943359"
"2001","JPN","Japón","741228652079.204","10.2197595671313"
"2002","JPN","Japón","731186025083.524","9.87454446063999"
"2003","JPN","Japón","762996764839.089","9.86508121188437"
"2004","JPN","Japón","804202433370.145","9.69213340831631"
"2005","JPN","Japón","843693023450.804","9.74474966083656"
"2006","JPN","Japón","876004407493.913","9.48003400730273"
"2007","JPN","Japón","921290409583.019","9.4077344462663"
