"anio","iso3","pais_nombre","ncm6","desc_ncm6","expo","share","ranking"
"2024","COL","Colombia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","44641.22900","1.51400","13"
"2024","COL","Colombia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","669.07800","0.00200","72"
"2024","COG","Congo","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1.46200","0.00000","110"
"2024","COG","Congo","020230","Carne deshuesada, de bovinos, congelada","10.01200","0.00000","110"
"2024","COG","Congo","120242","Cacahuetes sin cáscara, incluso quebrantados","10.41700","0.00000","113"
"2024","COG","Congo","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.29800","0.00000","94"
"2024","COG","Congo","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","8.13300","0.00000","100"
"2024","COD","Rep. Dem. Congo","030617","Otros gambas, congelados","1.88000","0.00000","134"
"2024","COD","Rep. Dem. Congo","100590","Maíz (exc. para siembra)","0.88000","0.00000","142"
"2024","COD","Rep. Dem. Congo","120190","La soja, incluso quebrantadas, excepto para siembra","7.60000","0.00000","101"
"2024","COD","Rep. Dem. Congo","120242","Cacahuetes sin cáscara, incluso quebrantados","65.10000","0.00100","89"
"2024","COD","Rep. Dem. Congo","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","1.73900","0.00000","88"
"2024","COD","Rep. Dem. Congo","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","17.43900","0.00100","95"
"2024","COD","Rep. Dem. Congo","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.00100","0.00000","127"
"2024","CRI","Costa Rica","020130","Carne deshuesada, de bovinos, fresca o refrigerada","22513.00200","0.09600","31"
"2024","CRI","Costa Rica","020230","Carne deshuesada, de bovinos, congelada","106345.36300","0.31700","24"
"2024","CRI","Costa Rica","030617","Otros gambas, congelados","1563.50000","0.00800","78"
"2024","CRI","Costa Rica","100590","Maíz (exc. para siembra)","110.34100","0.00000","98"
"2024","CRI","Costa Rica","120190","La soja, incluso quebrantadas, excepto para siembra","0.09000","0.00000","124"
"2024","CRI","Costa Rica","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","674.54900","0.00700","61"
"2024","CRI","Costa Rica","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","21922.62600","0.74300","22"
"2024","CRI","Costa Rica","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","486.59200","0.00100","76"
"2024","HRV","Croacia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","3414.81100","0.01500","49"
"2024","HRV","Croacia","020230","Carne deshuesada, de bovinos, congelada","5389.70300","0.01600","52"
"2024","HRV","Croacia","030617","Otros gambas, congelados","382.34800","0.00200","91"
"2024","HRV","Croacia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","79275.16000","0.18100","32"
"2024","HRV","Croacia","100590","Maíz (exc. para siembra)","194658.76700","0.48300","20"
"2024","HRV","Croacia","120190","La soja, incluso quebrantadas, excepto para siembra","106072.52900","0.13200","16"
"2024","HRV","Croacia","120242","Cacahuetes sin cáscara, incluso quebrantados","811.35100","0.01900","49"
"2024","HRV","Croacia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","1637.53800","0.01600","51"
"2024","HRV","Croacia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","3.74800","0.00000","103"
"2024","HRV","Croacia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","22602.03100","0.06700","45"
"2024","CUB","Cuba","030617","Otros gambas, congelados","1969.08800","0.01000","73"
"2024","CUB","Cuba","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","37.72200","0.00000","75"
"2024","CYP","Chipre","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1018.64800","0.00400","63"
"2024","CYP","Chipre","020230","Carne deshuesada, de bovinos, congelada","35.48300","0.00000","103"
"2024","CYP","Chipre","030617","Otros gambas, congelados","1352.35900","0.00700","80"
"2024","CYP","Chipre","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","47.08900","0.00000","73"
"2024","CYP","Chipre","100590","Maíz (exc. para siembra)","30.08400","0.00000","115"
"2024","CYP","Chipre","120190","La soja, incluso quebrantadas, excepto para siembra","0.05600","0.00000","126"
"2024","CYP","Chipre","120242","Cacahuetes sin cáscara, incluso quebrantados","33.37100","0.00100","95"
"2024","CYP","Chipre","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.79500","0.00000","89"
"2024","CYP","Chipre","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","94.71300","0.00300","82"
"2024","CYP","Chipre","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","2361.15800","0.00700","61"
"2024","CZE","Chequia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","43289.03200","0.18500","26"
"2024","CZE","Chequia","020230","Carne deshuesada, de bovinos, congelada","6797.25100","0.02000","49"
"2024","CZE","Chequia","030617","Otros gambas, congelados","5228.44400","0.02800","56"
"2024","CZE","Chequia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","629760.14800","1.43800","15"
"2024","CZE","Chequia","100590","Maíz (exc. para siembra)","60417.31200","0.15000","31"
"2024","CZE","Chequia","120190","La soja, incluso quebrantadas, excepto para siembra","18753.65900","0.02300","34"
"2024","CZE","Chequia","120242","Cacahuetes sin cáscara, incluso quebrantados","785.58100","0.01800","50"
"2024","CZE","Chequia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","1116.43100","0.01100","54"
"2024","CZE","Chequia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","339.65100","0.01200","68"
"2024","CZE","Chequia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","10672.39000","0.03200","51"
"2024","BEN","Benin","030617","Otros gambas, congelados","34.51900","0.00000","118"
"2024","BEN","Benin","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.00600","0.00000","120"
"2024","BEN","Benin","100590","Maíz (exc. para siembra)","6.30600","0.00000","133"
"2024","BEN","Benin","120190","La soja, incluso quebrantadas, excepto para siembra","247441.86800","0.30900","11"
"2024","BEN","Benin","120242","Cacahuetes sin cáscara, incluso quebrantados","658.73900","0.01500","52"
"2024","BEN","Benin","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","29950.00300","0.29100","25"
"2024","BEN","Benin","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","62.01000","0.00200","85"
"2024","BEN","Benin","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","93934.26300","0.27900","20"
"2024","DNK","Dinamarca","020130","Carne deshuesada, de bovinos, fresca o refrigerada","163012.60600","0.69600","22"
"2024","DNK","Dinamarca","020230","Carne deshuesada, de bovinos, congelada","57527.06200","0.17100","32"
"2024","DNK","Dinamarca","030617","Otros gambas, congelados","36950.23900","0.19600","33"
"2024","DNK","Dinamarca","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","119558.82300","0.27300","27"
"2024","DNK","Dinamarca","100590","Maíz (exc. para siembra)","6847.37900","0.01700","49"
"2024","DNK","Dinamarca","120190","La soja, incluso quebrantadas, excepto para siembra","9455.28900","0.01200","36"
"2024","DNK","Dinamarca","120242","Cacahuetes sin cáscara, incluso quebrantados","2807.82500","0.06400","30"
"2024","DNK","Dinamarca","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","803.54600","0.00800","57"
"2024","DNK","Dinamarca","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","2900.20500","0.09800","45"
"2024","DNK","Dinamarca","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","67413.01700","0.20100","27"
"2024","DOM","Rep. Dominicana","020130","Carne deshuesada, de bovinos, fresca o refrigerada","379.28900","0.00200","69"
"2024","DOM","Rep. Dominicana","020230","Carne deshuesada, de bovinos, congelada","11027.77900","0.03300","43"
"2024","DOM","Rep. Dominicana","030617","Otros gambas, congelados","0.29100","0.00000","140"
"2024","DOM","Rep. Dominicana","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","37.80400","0.00000","74"
"2024","DOM","Rep. Dominicana","100590","Maíz (exc. para siembra)","1828.37400","0.00500","62"
"2024","DOM","Rep. Dominicana","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","367.67100","0.00400","68"
"2024","DOM","Rep. Dominicana","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","38044.85300","1.29000","14"
"2024","ECU","Ecuador","020230","Carne deshuesada, de bovinos, congelada","2.36300","0.00000","115"
"2024","ECU","Ecuador","030617","Otros gambas, congelados","6221220.44300","33.08100","1"
"2024","ECU","Ecuador","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.07400","0.00000","112"
"2024","ECU","Ecuador","100590","Maíz (exc. para siembra)","146.17400","0.00000","95"
"2024","ECU","Ecuador","120190","La soja, incluso quebrantadas, excepto para siembra","31.39900","0.00000","90"
"2024","ECU","Ecuador","120242","Cacahuetes sin cáscara, incluso quebrantados","384.64500","0.00900","58"
"2024","ECU","Ecuador","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.00100","0.00000","101"
"2024","ECU","Ecuador","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","696.52900","0.02400","58"
"2024","ECU","Ecuador","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.01600","0.00000","121"
"2024","SLV","El Salvador","020130","Carne deshuesada, de bovinos, fresca o refrigerada","860.84900","0.00400","64"
"2024","SLV","El Salvador","020230","Carne deshuesada, de bovinos, congelada","105.32300","0.00000","92"
"2024","SLV","El Salvador","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","210.00000","0.00000","65"
"2024","SLV","El Salvador","100590","Maíz (exc. para siembra)","573.19600","0.00100","77"
"2024","SLV","El Salvador","120242","Cacahuetes sin cáscara, incluso quebrantados","12.30000","0.00000","110"
"2024","SLV","El Salvador","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","485.56500","0.01600","62"
"2024","SLV","El Salvador","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","113.92900","0.00000","87"
"2024","GNQ","Guinea Ecuatorial","030617","Otros gambas, congelados","11.90500","0.00000","125"
"2024","ETH","Etiopía","020130","Carne deshuesada, de bovinos, fresca o refrigerada","27519.26200","0.11700","29"
"2024","ETH","Etiopía","030617","Otros gambas, congelados","0.22600","0.00000","142"
"2024","ETH","Etiopía","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.02200","0.00000","115"
"2024","ETH","Etiopía","100590","Maíz (exc. para siembra)","24.36700","0.00000","120"
"2024","ETH","Etiopía","120190","La soja, incluso quebrantadas, excepto para siembra","64617.86100","0.08100","23"
"2024","ETH","Etiopía","120242","Cacahuetes sin cáscara, incluso quebrantados","2331.33200","0.05400","33"
"2024","ETH","Etiopía","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","34522.81700","0.10300","36"
"2024","EST","Estonia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1951.71400","0.00800","52"
"2024","EST","Estonia","020230","Carne deshuesada, de bovinos, congelada","3136.41900","0.00900","58"
"2024","EST","Estonia","030617","Otros gambas, congelados","36970.25900","0.19700","32"
"2024","EST","Estonia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","164765.31300","0.37600","25"
"2024","EST","Estonia","100590","Maíz (exc. para siembra)","3611.47300","0.00900","54"
"2024","EST","Estonia","120190","La soja, incluso quebrantadas, excepto para siembra","378.47800","0.00000","69"
"2024","EST","Estonia","120242","Cacahuetes sin cáscara, incluso quebrantados","1603.10200","0.03700","39"
"2024","EST","Estonia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","76.24400","0.00100","74"
"2024","EST","Estonia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","225.07600","0.00800","72"
"2024","EST","Estonia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","2340.68500","0.00700","62"
"2024","FLK","Islas Malvinas","020230","Carne deshuesada, de bovinos, congelada","8.92600","0.00000","111"
"2024","FJI","Fiji","020230","Carne deshuesada, de bovinos, congelada","160.80200","0.00000","87"
"2024","FJI","Fiji","030617","Otros gambas, congelados","14.65600","0.00000","124"
"2024","FJI","Fiji","100590","Maíz (exc. para siembra)","0.31300","0.00000","147"
"2024","FJI","Fiji","120190","La soja, incluso quebrantadas, excepto para siembra","0.43800","0.00000","114"
"2024","FJI","Fiji","120242","Cacahuetes sin cáscara, incluso quebrantados","5.69100","0.00000","120"
"2024","FJI","Fiji","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.47600","0.00000","91"
"2024","FJI","Fiji","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","122.04800","0.00400","79"
"2024","FIN","Finlandia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","19716.43500","0.08400","34"
"2024","FIN","Finlandia","020230","Carne deshuesada, de bovinos, congelada","3310.91800","0.01000","56"
"2024","FIN","Finlandia","030617","Otros gambas, congelados","140.39300","0.00100","108"
"2024","FIN","Finlandia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","13809.31300","0.03200","40"
"2024","FIN","Finlandia","100590","Maíz (exc. para siembra)","4509.84300","0.01100","50"
"2024","FIN","Finlandia","120190","La soja, incluso quebrantadas, excepto para siembra","194.79600","0.00000","70"
"2024","FIN","Finlandia","120242","Cacahuetes sin cáscara, incluso quebrantados","16.58100","0.00000","106"
"2024","FIN","Finlandia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","56.11900","0.00100","75"
"2024","FIN","Finlandia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.38500","0.00000","110"
"2024","FIN","Finlandia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","1122.46600","0.00300","67"
"2024","FRA","Francia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","287944.22000","1.22900","18"
"2024","FRA","Francia","020230","Carne deshuesada, de bovinos, congelada","149218.28700","0.44400","20"
"2024","FRA","Francia","030617","Otros gambas, congelados","79758.63600","0.42400","21"
"2024","FRA","Francia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","3463476.90900","7.90600","6"
"2024","FRA","Francia","100590","Maíz (exc. para siembra)","978032.55900","2.42500","5"
"2024","FRA","Francia","120190","La soja, incluso quebrantadas, excepto para siembra","56874.15100","0.07100","26"
"2024","FRA","Francia","120242","Cacahuetes sin cáscara, incluso quebrantados","1729.71400","0.04000","36"
"2024","FRA","Francia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","78826.08000","0.76500","19"
"2024","FRA","Francia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","14164.32200","0.48000","26"
"2024","FRA","Francia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","18530.27900","0.05500","46"
"2024","PYF","Polinesia Francesa","030617","Otros gambas, congelados","5.45100","0.00000","128"
"2024","GAB","Gabón","030617","Otros gambas, congelados","175.06600","0.00100","105"
"2024","GAB","Gabón","100590","Maíz (exc. para siembra)","0.32900","0.00000","146"
"2024","GAB","Gabón","120190","La soja, incluso quebrantadas, excepto para siembra","0.08600","0.00000","125"
"2024","GAB","Gabón","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.34500","0.00000","93"
"2024","GEO","Georgia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","375.38000","0.00200","71"
"2024","GEO","Georgia","020230","Carne deshuesada, de bovinos, congelada","2430.14400","0.00700","61"
"2024","GEO","Georgia","030617","Otros gambas, congelados","28.02200","0.00000","119"
"2024","GEO","Georgia","100590","Maíz (exc. para siembra)","2735.73400","0.00700","56"
"2024","GEO","Georgia","120190","La soja, incluso quebrantadas, excepto para siembra","0.28800","0.00000","115"
"2024","GEO","Georgia","120242","Cacahuetes sin cáscara, incluso quebrantados","257.62900","0.00600","62"
"2024","GEO","Georgia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","27429.63700","0.08200","39"
"2024","GMB","Gambia","030617","Otros gambas, congelados","2538.95600","0.01400","66"
"2024","GMB","Gambia","100590","Maíz (exc. para siembra)","10.40600","0.00000","129"
"2024","GMB","Gambia","120190","La soja, incluso quebrantadas, excepto para siembra","0.00200","0.00000","137"
"2024","GMB","Gambia","120242","Cacahuetes sin cáscara, incluso quebrantados","508.33700","0.01200","54"
"2024","PSE","Palestina","120190","La soja, incluso quebrantadas, excepto para siembra","0.09500","0.00000","123"
"2024","DEU","Alemania","020130","Carne deshuesada, de bovinos, fresca o refrigerada","554041.26400","2.36500","11"
"2024","DEU","Alemania","020230","Carne deshuesada, de bovinos, congelada","279839.97900","0.83300","13"
"2024","DEU","Alemania","030617","Otros gambas, congelados","79515.98000","0.42300","22"
"2024","DEU","Alemania","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","1668386.30300","3.80900","9"
"2024","DEU","Alemania","100590","Maíz (exc. para siembra)","149872.59500","0.37200","21"
"2024","DEU","Alemania","120190","La soja, incluso quebrantadas, excepto para siembra","36525.81800","0.04600","31"
"2024","DEU","Alemania","120242","Cacahuetes sin cáscara, incluso quebrantados","32241.44700","0.74000","12"
"2024","DEU","Alemania","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","60594.45000","0.58800","23"
"2024","DEU","Alemania","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","44743.63800","1.51700","12"
"2024","DEU","Alemania","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","777545.55000","2.31300","7"
"2024","GHA","Ghana","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.45100","0.00000","102"
"2024","GHA","Ghana","100590","Maíz (exc. para siembra)","184.14100","0.00000","92"
"2024","GHA","Ghana","120190","La soja, incluso quebrantadas, excepto para siembra","54736.86800","0.06800","27"
"2024","GHA","Ghana","120242","Cacahuetes sin cáscara, incluso quebrantados","93.75900","0.00200","83"
"2024","GHA","Ghana","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","96.00900","0.00300","81"
"2024","GHA","Ghana","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","10100.99100","0.03000","53"
"2024","GRC","Grecia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","4568.07900","0.02000","47"
"2024","GRC","Grecia","020230","Carne deshuesada, de bovinos, congelada","6246.76600","0.01900","51"
"2024","GRC","Grecia","030617","Otros gambas, congelados","15304.71100","0.08100","40"
"2024","GRC","Grecia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","32231.05400","0.07400","37"
"2024","GRC","Grecia","100590","Maíz (exc. para siembra)","1820.28100","0.00500","63"
"2024","GRC","Grecia","120190","La soja, incluso quebrantadas, excepto para siembra","1200.63500","0.00100","62"
"2024","GRC","Grecia","120242","Cacahuetes sin cáscara, incluso quebrantados","1106.33900","0.02500","45"
"2024","GRC","Grecia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","2465.59300","0.02400","47"
"2024","GRC","Grecia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","2883.04600","0.09800","46"
"2024","GRC","Grecia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","23148.79800","0.06900","44"
"2024","GRL","Groenlandia","020230","Carne deshuesada, de bovinos, congelada","2.86300","0.00000","114"
"2024","GRL","Groenlandia","030617","Otros gambas, congelados","363.41900","0.00200","93"
"2024","GRL","Groenlandia","120190","La soja, incluso quebrantadas, excepto para siembra","0.04400","0.00000","128"
"2024","GUM","Guam","120190","La soja, incluso quebrantadas, excepto para siembra","0.01000","0.00000","135"
"2024","GTM","Guatemala","020130","Carne deshuesada, de bovinos, fresca o refrigerada","123.12800","0.00100","79"
"2024","GTM","Guatemala","020230","Carne deshuesada, de bovinos, congelada","7420.77600","0.02200","47"
"2024","GTM","Guatemala","030617","Otros gambas, congelados","50869.48400","0.27000","28"
"2024","GTM","Guatemala","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","146.40200","0.00000","67"
"2024","GTM","Guatemala","100590","Maíz (exc. para siembra)","755.99900","0.00200","72"
"2024","GTM","Guatemala","120190","La soja, incluso quebrantadas, excepto para siembra","78.18800","0.00000","77"
"2024","GTM","Guatemala","120242","Cacahuetes sin cáscara, incluso quebrantados","41.37500","0.00100","92"
"2024","GTM","Guatemala","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","1075.88100","0.01000","55"
"2024","GTM","Guatemala","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","12519.29600","0.42500","30"
"2024","GTM","Guatemala","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","69.28600","0.00000","89"
"2024","GIN","Guinea","030617","Otros gambas, congelados","178.35400","0.00100","104"
"2024","GIN","Guinea","100590","Maíz (exc. para siembra)","0.80300","0.00000","143"
"2024","GIN","Guinea","120190","La soja, incluso quebrantadas, excepto para siembra","0.14900","0.00000","122"
"2024","GIN","Guinea","120242","Cacahuetes sin cáscara, incluso quebrantados","0.34600","0.00000","132"
"2024","GUY","Guyana","020130","Carne deshuesada, de bovinos, fresca o refrigerada","4.76900","0.00000","101"
"2024","GUY","Guyana","030617","Otros gambas, congelados","12151.80800","0.06500","42"
"2024","GUY","Guyana","100590","Maíz (exc. para siembra)","106.44400","0.00000","99"
"2024","GUY","Guyana","120190","La soja, incluso quebrantadas, excepto para siembra","0.02100","0.00000","130"
"2024","GUY","Guyana","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.00600","0.00000","119"
"2024","GUY","Guyana","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","834.52600","0.00200","70"
"2024","HTI","Haití","120242","Cacahuetes sin cáscara, incluso quebrantados","0.09500","0.00000","136"
"2024","HND","Honduras","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1159.52700","0.00500","59"
"2024","HND","Honduras","020230","Carne deshuesada, de bovinos, congelada","8784.00600","0.02600","45"
"2024","HND","Honduras","030617","Otros gambas, congelados","223594.01200","1.18900","10"
"2024","HND","Honduras","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","624.08300","0.00100","52"
"2024","HND","Honduras","100590","Maíz (exc. para siembra)","1683.83300","0.00400","64"
"2024","HND","Honduras","120190","La soja, incluso quebrantadas, excepto para siembra","5.29600","0.00000","102"
"2024","HND","Honduras","120242","Cacahuetes sin cáscara, incluso quebrantados","153.91700","0.00400","72"
"2024","HND","Honduras","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.02200","0.00000","117"
"2024","HND","Honduras","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","1309.31000","0.00400","65"
"2024","HKG","Hong Kong","020130","Carne deshuesada, de bovinos, fresca o refrigerada","8325.11200","0.03600","41"
"2024","HKG","Hong Kong","020230","Carne deshuesada, de bovinos, congelada","82992.55300","0.24700","26"
"2024","HKG","Hong Kong","030617","Otros gambas, congelados","10207.91600","0.05400","44"
"2024","HKG","Hong Kong","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","40791.01700","0.09300","36"
"2024","HKG","Hong Kong","100590","Maíz (exc. para siembra)","28.02400","0.00000","118"
"2024","HKG","Hong Kong","120190","La soja, incluso quebrantadas, excepto para siembra","148.18500","0.00000","71"
"2024","HKG","Hong Kong","120242","Cacahuetes sin cáscara, incluso quebrantados","185.87600","0.00400","67"
"2024","HKG","Hong Kong","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","4.96000","0.00000","83"
"2024","HKG","Hong Kong","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","3747.09100","0.12700","41"
"2024","HKG","Hong Kong","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","3.26100","0.00000","108"
"2024","HUN","Hungría","020130","Carne deshuesada, de bovinos, fresca o refrigerada","6785.71200","0.02900","42"
"2024","HUN","Hungría","020230","Carne deshuesada, de bovinos, congelada","6564.03600","0.02000","50"
"2024","HUN","Hungría","030617","Otros gambas, congelados","671.47900","0.00400","86"
"2024","HUN","Hungría","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","690534.43700","1.57600","14"
"2024","HUN","Hungría","100590","Maíz (exc. para siembra)","436009.30800","1.08100","13"
"2024","HUN","Hungría","120190","La soja, incluso quebrantadas, excepto para siembra","71275.11600","0.08900","21"
"2024","HUN","Hungría","120242","Cacahuetes sin cáscara, incluso quebrantados","3077.56800","0.07100","29"
"2024","HUN","Hungría","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","17604.48000","0.17100","32"
"2024","HUN","Hungría","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","223.42700","0.00800","74"
"2024","HUN","Hungría","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","82114.06800","0.24400","23"
"2024","ISL","Islandia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","0.19600","0.00000","115"
"2024","ISL","Islandia","020230","Carne deshuesada, de bovinos, congelada","7.52800","0.00000","112"
"2024","ISL","Islandia","030617","Otros gambas, congelados","368.73800","0.00200","92"
"2024","ISL","Islandia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.11900","0.00000","110"
"2024","ISL","Islandia","100590","Maíz (exc. para siembra)","0.00500","0.00000","153"
"2024","ISL","Islandia","120242","Cacahuetes sin cáscara, incluso quebrantados","0.09900","0.00000","135"
"2024","ISL","Islandia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","12.51300","0.00000","79"
"2024","ISL","Islandia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","1.81000","0.00000","107"
"2024","IDN","Indonesia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","143.61200","0.00100","75"
"2024","IDN","Indonesia","020230","Carne deshuesada, de bovinos, congelada","62.87300","0.00000","99"
"2024","IDN","Indonesia","030617","Otros gambas, congelados","1063080.10100","5.65300","5"
"2024","IDN","Indonesia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","391.06700","0.00100","56"
"2024","IDN","Indonesia","100590","Maíz (exc. para siembra)","17017.03000","0.04200","44"
"2024","IDN","Indonesia","120190","La soja, incluso quebrantadas, excepto para siembra","1833.58200","0.00200","58"
"2024","IDN","Indonesia","120242","Cacahuetes sin cáscara, incluso quebrantados","157.16600","0.00400","69"
"2024","IDN","Indonesia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","164.62600","0.00200","73"
